变量名,huodongID,costMap,items,exchangeTimes,limit,desc,desc_tw,desc_en
2721,10235,{6071=60},{945=1},2,{},紫携带任选*1,,
2722,10235,{6071=120},{2153=1},3,{},橙携带万能*1,,
2723,10235,{6071=240},{6247=1},1,{},橙携带*1,,
2724,10235,{6071=240},{6248=1},1,{},橙携带*1,,
2730,10236,{6301=2},{502=1},2,{},蓝色购物券*2   兑换   普通万能碎片*1,,
2731,10236,{6302=4},{502=2},3,{},紫色购物券*4   兑换   普通万能碎片*2,,
2732,10236,{6301=2},{talent_point=1},2,{},蓝色购物券*2   兑换   天赋点*1,,
2733,10236,{6302=4},{talent_point=2},3,{},紫色购物券*4   兑换   天赋点*2,,
2734,10236,{6302=6},{21221=5},50,{},紫色购物券*6,,
2735,10236,{6302=6},{23771=5},50,{},紫色购物券*6,,
2736,10236,{6302=6},{20631=5},50,{},紫色购物券*6,,
2737,10236,{6302=3;6301=3},{20881=3},50,{},蓝色购物券*3 紫色购物券*3,,
2738,10236,{6302=3;6301=3},{22031=3},50,{},蓝色购物券*3 紫色购物券*3,,
2739,10236,{6302=3;6301=3},{21071=3},50,{},蓝色购物券*3 紫色购物券*3,,
2740,10236,{6301=5},{22891=3},50,{},蓝色购物券*5,,
2741,10236,{6301=5},{23431=3},50,{},蓝色购物券*5,,
2742,10236,{6301=5},{20091=3},50,{},蓝色购物券*5,,
2743,10236,{6301=5},{20551=3},50,{},蓝色购物券*5,,
2744,10236,{6301=2},{19=1},5,{},蓝色购物券*2   兑换   神奇胶囊*1,,
2745,10236,{6302=2},{19=2},5,{},紫色购物券*2   兑换   神奇胶囊*2,,
2746,10236,{6302=8;6301=8},{503=10},1,{},蓝色购物券*8 紫色购物券*8   兑换   金钥匙*10,,
2747,10236,{6301=6},{2103=3},5,{},蓝色购物券*6   兑换   紫色携带强化*3,,
2748,10236,{6301=6},{5000=30},5,{},蓝色购物券*6   兑换   能量药剂*30,,
2749,10236,{6301=2},{gold=100000},10,{},蓝色购物券*2   兑换   金币*100000,,
2750,10236,{6302=5;6301=2},{501=1},3,{},蓝色购物券*2 紫色购物券*5   兑换   质朴配饰*1,,
2751,10236,{6302=60;6301=20},{942=1},2,{},蓝色购物券*30 紫色购物券*75   兑换   紫色携带道具礼箱*1,,
2752,10236,{6302=45;6301=15},{6059=1},1,{},蓝色购物券*15 紫色购物券*45   兑换   饰品觉醒选择箱子*1,,
2753,10236,{6302=40;6301=10},{6050=1},1,{},蓝色购物券*15 紫色购物券*45   兑换   饰品觉醒随机箱子*1,,
2760,10237,{rmb=1888;6336=20;6337=20},{8010=1},1,{},皮肤,,
2761,10237,{6336=3;6337=3},{2321=1},1,{},大奶罐·2021,,
2762,10237,{6336=5;6337=5},{2022=1},1,{},元宵头像框,,
2763,10237,{6336=10;6337=10},{2411=1},1,{},圆圆满满,,
2764,10237,{6336=6;6337=6},{922=1},1,{},S级精灵球*1,,
2765,10237,{6336=1;6337=1},{6338=2},5,{},元宵*2,,
2766,10237,{6336=2;6337=2},{talent_point=2},3,{},天赋点*2,,
2767,10237,{6336=1;6337=1},{502=1},5,{},万能碎片*1,,
2768,10237,{6336=3;6337=3},{501=1},3,{},饰品升星道具*1,,
2769,10237,{6336=2;6337=2},{519=1},5,{},抽卡券*1,,
2770,10237,{6336=1;6337=1},{503=2},5,{},饰品抽卡券*2,,
2771,10237,{6336=1;6337=1},{520=1},5,{},探险器抽卡券*1,,
2772,10237,{6336=1},{gold=50000},30,{},金币*5W,,
2773,10237,{6336=1},{5000=5},30,{},晶石盒子*5,,
2774,10237,{6336=1},{2102=1},30,{},蓝强化*1,,
2775,10237,{6337=1},{930=5},30,{},能量药剂*5,,
2776,10237,{6337=1},{902=1},30,{},高级好感度礼盒*1,,
2777,10237,{6337=1},{850=20},30,{},蓝色潜能石*20,,
2780,10238,{6301=2},{502=1},2,{},蓝色购物券*2   兑换   普通万能碎片*1,,
2781,10238,{6302=4},{502=2},3,{},紫色购物券*4   兑换   普通万能碎片*2,,
2782,10238,{6301=2},{talent_point=1},2,{},蓝色购物券*2   兑换   天赋点*1,,
2783,10238,{6302=4},{talent_point=2},3,{},紫色购物券*4   兑换   天赋点*2,,
2784,10238,{6302=6},{20721=5},50,{},紫色购物券*6,,
2785,10238,{6302=6},{23841=5},50,{},紫色购物券*6,,
2786,10238,{6302=6},{21921=5},50,{},紫色购物券*6,,
2787,10238,{6302=3;6301=3},{20601=3},50,{},蓝色购物券*3 紫色购物券*3,,
2788,10238,{6302=3;6301=3},{23141=3},50,{},蓝色购物券*3 紫色购物券*3,,
2789,10238,{6302=3;6301=3},{21391=3},50,{},蓝色购物券*3 紫色购物券*3,,
2790,10238,{6301=5},{22681=3},50,{},蓝色购物券*5,,
2791,10238,{6301=5},{22871=3},50,{},蓝色购物券*5,,
2792,10238,{6301=5},{23011=3},50,{},蓝色购物券*5,,
2793,10238,{6301=5},{22301=3},50,{},蓝色购物券*5,,
2794,10238,{6301=2},{19=1},5,{},蓝色购物券*2   兑换   神奇胶囊*1,,
2795,10238,{6302=2},{19=2},5,{},紫色购物券*2   兑换   神奇胶囊*2,,
2796,10238,{6302=8;6301=8},{503=10},1,{},蓝色购物券*8 紫色购物券*8   兑换   金钥匙*10,,
2797,10238,{6301=6},{2103=3},5,{},蓝色购物券*6   兑换   紫色携带强化*3,,
2798,10238,{6301=6},{5000=30},5,{},蓝色购物券*6   兑换   能量药剂*30,,
2799,10238,{6301=2},{gold=100000},10,{},蓝色购物券*2   兑换   金币*100000,,
2800,10238,{6302=5;6301=2},{501=1},3,{},蓝色购物券*2 紫色购物券*5   兑换   质朴配饰*1,,
2801,10238,{6302=60;6301=20},{942=1},2,{},蓝色购物券*30 紫色购物券*75   兑换   紫色携带道具礼箱*1,,
2802,10238,{6302=45;6301=15},{6059=1},1,{},蓝色购物券*15 紫色购物券*45   兑换   饰品觉醒选择箱子*1,,
2803,10238,{6302=40;6301=10},{6050=1},1,{},蓝色购物券*15 紫色购物券*45   兑换   饰品觉醒随机箱子*1,,
2810,10239,{6071=20},{2152=1},4,{},紫携带万能*1,,
2811,10239,{6071=60},{945=1},2,{},紫携带任选*1,,
2812,10239,{6071=120},{2153=1},3,{},橙携带万能*1,,
2813,10239,{6071=240},{6249=1},1,{},橙携带*1,,
2814,10239,{6071=240},{6250=1},1,{},橙携带*1,,
2820,10240,{6301=2},{502=1},2,{},蓝色购物券*2   兑换   普通万能碎片*1,,
2821,10240,{6302=4},{502=2},3,{},紫色购物券*4   兑换   普通万能碎片*2,,
2822,10240,{6301=2},{talent_point=1},2,{},蓝色购物券*2   兑换   天赋点*1,,
2823,10240,{6302=4},{talent_point=2},3,{},紫色购物券*4   兑换   天赋点*2,,
2824,10240,{6302=6},{21891=5},50,{},紫色购物券*6,,
2825,10240,{6302=6},{21031=5},50,{},紫色购物券*6,,
2826,10240,{6302=6},{21231=5},50,{},紫色购物券*6,,
2827,10240,{6302=3;6301=3},{21311=3},50,{},蓝色购物券*3 紫色购物券*3,,
2828,10240,{6302=3;6301=3},{21811=3},50,{},蓝色购物券*3 紫色购物券*3,,
2829,10240,{6302=3;6301=3},{21081=3},50,{},蓝色购物券*3 紫色购物券*3,,
2830,10240,{6301=5},{22011=3},50,{},蓝色购物券*5,,
2831,10240,{6301=5},{23471=3},50,{},蓝色购物券*5,,
2832,10240,{6301=5},{20341=3},50,{},蓝色购物券*5,,
2833,10240,{6301=5},{21861=3},50,{},蓝色购物券*5,,
2834,10240,{6301=2},{19=1},5,{},蓝色购物券*2   兑换   神奇胶囊*1,,
2835,10240,{6302=2},{19=2},5,{},紫色购物券*2   兑换   神奇胶囊*2,,
2836,10240,{6302=8;6301=8},{503=10},1,{},蓝色购物券*8 紫色购物券*8   兑换   金钥匙*10,,
2837,10240,{6301=6},{2103=3},5,{},蓝色购物券*6   兑换   紫色携带强化*3,,
2838,10240,{6301=6},{5000=30},5,{},蓝色购物券*6   兑换   能量药剂*30,,
2839,10240,{6301=2},{gold=100000},10,{},蓝色购物券*2   兑换   金币*100000,,
2840,10240,{6302=5;6301=2},{501=1},3,{},蓝色购物券*2 紫色购物券*5   兑换   质朴配饰*1,,
2841,10240,{6302=60;6301=20},{942=1},2,{},蓝色购物券*30 紫色购物券*75   兑换   紫色携带道具礼箱*1,,
2842,10240,{6302=45;6301=15},{6059=1},1,{},蓝色购物券*15 紫色购物券*45   兑换   饰品觉醒选择箱子*1,,
2843,10240,{6302=40;6301=10},{6050=1},1,{},蓝色购物券*15 紫色购物券*45   兑换   饰品觉醒随机箱子*1,,
2850,10241,{6071=20},{2152=1},4,{},紫携带万能*1,,
2851,10241,{6071=60},{945=1},2,{},紫携带任选*1,,
2852,10241,{6071=120},{2153=1},4,{},橙携带万能*1,,
2853,10241,{6071=240},{6900=1},1,{},橙携带*1,,
2854,10241,{6071=240},{6901=1},1,{},橙携带*1,,
2860,10242,{6301=2},{502=1},2,{},蓝色购物券*2   兑换   普通万能碎片*1,,
2861,10242,{6302=4},{502=2},3,{},紫色购物券*4   兑换   普通万能碎片*2,,
2862,10242,{6301=2},{talent_point=1},2,{},蓝色购物券*2   兑换   天赋点*1,,
2863,10242,{6302=4},{talent_point=2},3,{},紫色购物券*4   兑换   天赋点*2,,
2864,10242,{6302=6},{21241=5},50,{},紫色购物券*6,,
2865,10242,{6302=6},{24131=5},50,{},紫色购物券*6,,
2866,10242,{6302=6},{21901=5},50,{},紫色购物券*6,,
2867,10242,{6302=3;6301=3},{22721=3},50,{},蓝色购物券*3 紫色购物券*3,,
2868,10242,{6302=3;6301=3},{23351=3},50,{},蓝色购物券*3 紫色购物券*3,,
2869,10242,{6302=3;6301=3},{21501=3},50,{},蓝色购物券*3 紫色购物券*3,,
2870,10242,{6301=5},{22271=3},50,{},蓝色购物券*5,,
2871,10242,{6301=5},{22611=3},50,{},蓝色购物券*5,,
2872,10242,{6301=5},{22631=3},50,{},蓝色购物券*5,,
2873,10242,{6301=5},{23341=3},50,{},蓝色购物券*5,,
2874,10242,{6301=2},{19=1},5,{},蓝色购物券*2   兑换   神奇胶囊*1,,
2875,10242,{6302=2},{19=2},5,{},紫色购物券*2   兑换   神奇胶囊*2,,
2876,10242,{6302=8;6301=8},{503=10},1,{},蓝色购物券*8 紫色购物券*8   兑换   金钥匙*10,,
2877,10242,{6301=6},{2103=3},5,{},蓝色购物券*6   兑换   紫色携带强化*3,,
2878,10242,{6301=6},{5000=30},5,{},蓝色购物券*6   兑换   能量药剂*30,,
2879,10242,{6301=2},{gold=100000},10,{},蓝色购物券*2   兑换   金币*100000,,
2880,10242,{6302=5;6301=2},{501=1},3,{},蓝色购物券*2 紫色购物券*5   兑换   质朴配饰*1,,
2881,10242,{6302=60;6301=20},{942=1},2,{},蓝色购物券*30 紫色购物券*75   兑换   紫色携带道具礼箱*1,,
2882,10242,{6302=45;6301=15},{6059=1},1,{},蓝色购物券*15 紫色购物券*45   兑换   饰品觉醒选择箱子*1,,
2883,10242,{6302=40;6301=10},{6050=1},1,{},蓝色购物券*15 紫色购物券*45   兑换   饰品觉醒随机箱子*1,,
2890,10243,{6071=20},{2152=1},4,{},紫携带万能*1,,
2891,10243,{6071=60},{945=1},2,{},紫携带任选*1,,
2892,10243,{6071=120},{2153=1},4,{},橙携带万能*1,,
2893,10243,{6071=240},{6902=1},1,{},橙携带*1,,
2894,10243,{6071=240},{6903=1},1,{},橙携带*1,,
2900,10244,{6349=10},{2028=1},1,{},六一头像框*1,,
2901,10244,{6349=20},{6351=1},1,{},六一礼盒*1,,
2902,10244,{6349=20},{2417=1},1,{},六一称号*1,,
2903,10244,{6349=8},{2326=1},1,{},六一头像*1,,
2904,10244,{6349=3},{2305=1},1,{},六一搞怪头像*1,,
2905,10244,{6349=3},{2310=1},1,{},六一搞怪头像*1,,
2906,10244,{6349=3},{2312=1},1,{},六一搞怪头像*1,,
2907,10244,{6349=2},{850=20},50,{},蓝色潜能石*20,,
2908,10244,{6349=2},{5000=5},50,{},晶石盒子*5,,
2909,10244,{6349=2},{930=5},50,{},能量药剂*5,,
2910,10244,{6349=2},{gold=10000},9999,{},金币*5W,,
2911,10244,{3128=1},{20761=2},9999,{},超梦碎片,,
2931,10245,{6301=5},{20481=3},50,{},蓝色购物券*5,,
2932,10245,{6301=5},{22591=3},50,{},蓝色购物券*5,,
2933,10245,{6301=5},{22961=3},50,{},蓝色购物券*5,,
2934,10245,{6301=2},{19=1},5,{},蓝色购物券*2   兑换   神奇胶囊*1,,
2935,10245,{6302=2},{19=2},5,{},紫色购物券*2   兑换   神奇胶囊*2,,
2936,10245,{6302=8;6301=8},{503=10},1,{},蓝色购物券*8 紫色购物券*8   兑换   金钥匙*10,,
2937,10245,{6301=6},{2103=3},5,{},蓝色购物券*6   兑换   紫色携带强化*3,,
2938,10245,{6301=6},{5000=30},5,{},蓝色购物券*6   兑换   能量药剂*30,,
2939,10245,{6301=2},{gold=100000},10,{},蓝色购物券*2   兑换   金币*100000,,
2940,10245,{6302=5;6301=2},{501=1},3,{},蓝色购物券*2 紫色购物券*5   兑换   质朴配饰*1,,
2941,10245,{6302=60;6301=20},{942=1},2,{},蓝色购物券*30 紫色购物券*75   兑换   紫色携带道具礼箱*1,,
2942,10245,{6302=45;6301=15},{6059=1},1,{},蓝色购物券*15 紫色购物券*45   兑换   饰品觉醒选择箱子*1,,
2943,10245,{6302=40;6301=10},{6050=1},1,{},蓝色购物券*15 紫色购物券*45   兑换   饰品觉醒随机箱子*1,,
2950,10246,{6071=20},{2152=1},4,{},紫携带万能*1,,
2951,10246,{6071=60},{945=1},2,{},紫携带任选*1,,
2952,10246,{6071=120},{2153=1},4,{},橙携带万能*1,,
2953,10246,{6071=240},{6904=1},1,{},橙携带*1,,
2954,10246,{6071=240},{6905=1},1,{},橙携带*1,,
2960,10247,{6301=2},{502=1},2,{},蓝色购物券*2   兑换   普通万能碎片*1,,
2961,10247,{6302=4},{502=2},3,{},紫色购物券*4   兑换   普通万能碎片*2,,
2962,10247,{6301=2},{talent_point=1},2,{},蓝色购物券*2   兑换   天赋点*1,,
2963,10247,{6302=4},{talent_point=2},3,{},紫色购物券*4   兑换   天赋点*2,,
2964,10247,{6302=6},{23251=5},50,{},紫色购物券*6,,
2965,10247,{6302=6},{20331=5},50,{},紫色购物券*6,,
2966,10247,{6302=6},{20571=5},50,{},紫色购物券*6,,
2967,10247,{6302=3;6301=3},{22031=3},50,{},蓝色购物券*3 紫色购物券*3,,
2968,10247,{6302=3;6301=3},{20491=3},50,{},蓝色购物券*3 紫色购物券*3,,
2969,10247,{6302=3;6301=3},{20701=3},50,{},蓝色购物券*3 紫色购物券*3,,
2970,10247,{6301=5},{21801=3},50,{},蓝色购物券*5,,
2971,10247,{6301=5},{20051=3},50,{},蓝色购物券*5,,
2972,10247,{6301=5},{21441=3},50,{},蓝色购物券*5,,
2973,10247,{6301=5},{20781=3},50,{},蓝色购物券*5,,
2974,10247,{6301=2},{19=1},5,{},蓝色购物券*2   兑换   神奇胶囊*1,,
2975,10247,{6302=2},{19=2},5,{},紫色购物券*2   兑换   神奇胶囊*2,,
2976,10247,{6302=8;6301=8},{503=10},1,{},蓝色购物券*8 紫色购物券*8   兑换   金钥匙*10,,
2977,10247,{6301=6},{2103=3},5,{},蓝色购物券*6   兑换   紫色携带强化*3,,
2978,10247,{6301=6},{5000=30},5,{},蓝色购物券*6   兑换   能量药剂*30,,
2979,10247,{6301=2},{gold=100000},10,{},蓝色购物券*2   兑换   金币*100000,,
2980,10247,{6302=5;6301=2},{501=1},3,{},蓝色购物券*2 紫色购物券*5   兑换   质朴配饰*1,,
2981,10247,{6302=60;6301=20},{942=1},2,{},蓝色购物券*30 紫色购物券*75   兑换   紫色携带道具礼箱*1,,
2982,10247,{6302=45;6301=15},{6059=1},1,{},蓝色购物券*15 紫色购物券*45   兑换   饰品觉醒选择箱子*1,,
2983,10247,{6302=40;6301=10},{6050=1},1,{},蓝色购物券*15 紫色购物券*45   兑换   饰品觉醒随机箱子*1,,
2990,10248,{6071=20},{2152=1},4,{},紫携带万能*1,,
2991,10248,{6071=60},{945=1},2,{},紫携带任选*1,,
2992,10248,{6071=120},{2153=1},4,{},橙携带万能*1,,
2993,10248,{6071=240},{6906=1},1,{},橙携带*1,,
2994,10248,{6071=240},{6907=1},1,{},橙携带*1,,
3000,10249,{6301=2},{502=1},2,{},蓝色购物券*2   兑换   普通万能碎片*1,,
3001,10249,{6302=4},{502=2},3,{},紫色购物券*4   兑换   普通万能碎片*2,,
3002,10249,{6301=2},{talent_point=1},2,{},蓝色购物券*2   兑换   天赋点*1,,
3003,10249,{6302=4},{talent_point=2},3,{},紫色购物券*4   兑换   天赋点*2,,
3004,10249,{6302=6},{23161=5},50,{},紫色购物券*6,,
3005,10249,{6302=6},{22821=5},50,{},紫色购物券*6,,
3006,10249,{6302=6},{20641=5},50,{},紫色购物券*6,,
3007,10249,{6302=3;6301=3},{23001=3},50,{},蓝色购物券*3 紫色购物券*3,,
3008,10249,{6302=3;6301=3},{23411=3},50,{},蓝色购物券*3 紫色购物券*3,,
3009,10249,{6302=3;6301=3},{23541=3},50,{},蓝色购物券*3 紫色购物券*3,,
3010,10249,{6301=5},{23511=3},50,{},蓝色购物券*5,,
3011,10249,{6301=5},{22481=3},50,{},蓝色购物券*5,,
3012,10249,{6301=5},{20791=3},50,{},蓝色购物券*5,,
3013,10249,{6301=5},{20801=3},50,{},蓝色购物券*5,,
3014,10249,{6301=2},{19=1},5,{},蓝色购物券*2   兑换   神奇胶囊*1,,
3015,10249,{6302=2},{19=2},5,{},紫色购物券*2   兑换   神奇胶囊*2,,
3016,10249,{6302=8;6301=8},{503=10},1,{},蓝色购物券*8 紫色购物券*8   兑换   金钥匙*10,,
3017,10249,{6301=6},{2103=3},5,{},蓝色购物券*6   兑换   紫色携带强化*3,,
3018,10249,{6301=6},{5000=30},5,{},蓝色购物券*6   兑换   能量药剂*30,,
3019,10249,{6301=2},{gold=100000},10,{},蓝色购物券*2   兑换   金币*100000,,
3020,10249,{6302=5;6301=2},{501=1},3,{},蓝色购物券*2 紫色购物券*5   兑换   质朴配饰*1,,
3021,10249,{6302=60;6301=20},{942=1},2,{},蓝色购物券*30 紫色购物券*75   兑换   紫色携带道具礼箱*1,,
3022,10249,{6302=45;6301=15},{6059=1},1,{},蓝色购物券*15 紫色购物券*45   兑换   饰品觉醒选择箱子*1,,
3023,10249,{6302=40;6301=10},{6050=1},1,{},蓝色购物券*15 紫色购物券*45   兑换   饰品觉醒随机箱子*1,,
3030,10250,{6071=20},{2152=1},4,{},紫携带万能*1,,
3031,10250,{6071=60},{945=1},2,{},紫携带任选*1,,
3032,10250,{6071=120},{2153=1},4,{},橙携带万能*1,,
3033,10250,{6071=240},{6908=1},1,{},橙携带*1,,
3034,10250,{6071=240},{6909=1},1,{},橙携带*1,,
3040,10251,{6301=2},{502=1},2,{},蓝色购物券*2   兑换   普通万能碎片*1,,
3041,10251,{6302=4},{502=2},3,{},紫色购物券*4   兑换   普通万能碎片*2,,
3042,10251,{6301=2},{talent_point=1},2,{},蓝色购物券*2   兑换   天赋点*1,,
3043,10251,{6302=4},{talent_point=2},3,{},紫色购物券*4   兑换   天赋点*2,,
3044,10251,{6302=6},{23171=5},50,{},紫色购物券*6,,
3045,10251,{6302=6},{21391=5},50,{},紫色购物券*6,,
3046,10251,{6302=6},{23661=5},50,{},紫色购物券*6,,
3047,10251,{6302=3;6301=3},{21291=3},50,{},蓝色购物券*3 紫色购物券*3,,
3048,10251,{6302=3;6301=3},{21071=3},50,{},蓝色购物券*3 紫色购物券*3,,
3049,10251,{6302=3;6301=3},{23841=3},50,{},蓝色购物券*3 紫色购物券*3,,
3050,10251,{6301=5},{20691=3},50,{},蓝色购物券*5,,
3051,10251,{6301=5},{23501=3},50,{},蓝色购物券*5,,
3052,10251,{6301=5},{20301=3},50,{},蓝色购物券*5,,
3053,10251,{6301=5},{20461=3},50,{},蓝色购物券*5,,
3054,10251,{6301=2},{19=1},5,{},蓝色购物券*2   兑换   神奇胶囊*1,,
3055,10251,{6302=2},{19=2},5,{},紫色购物券*2   兑换   神奇胶囊*2,,
3056,10251,{6302=8;6301=8},{503=10},1,{},蓝色购物券*8 紫色购物券*8   兑换   金钥匙*10,,
3057,10251,{6301=6},{2103=3},5,{},蓝色购物券*6   兑换   紫色携带强化*3,,
3058,10251,{6301=6},{5000=30},5,{},蓝色购物券*6   兑换   能量药剂*30,,
3059,10251,{6301=2},{gold=100000},10,{},蓝色购物券*2   兑换   金币*100000,,
3060,10251,{6302=5;6301=2},{501=1},3,{},蓝色购物券*2 紫色购物券*5   兑换   质朴配饰*1,,
3061,10251,{6302=60;6301=20},{942=1},2,{},蓝色购物券*30 紫色购物券*75   兑换   紫色携带道具礼箱*1,,
3062,10251,{6302=45;6301=15},{6059=1},1,{},蓝色购物券*15 紫色购物券*45   兑换   饰品觉醒选择箱子*1,,
3063,10251,{6302=40;6301=10},{6050=1},1,{},蓝色购物券*15 紫色购物券*45   兑换   饰品觉醒随机箱子*1,,
3070,10252,{6071=20},{2152=1},4,{},紫携带万能*1,,
3071,10252,{6071=60},{945=1},2,{},紫携带任选*1,,
3072,10252,{6071=120},{2153=1},4,{},橙携带万能*1,,
3073,10252,{6071=240},{6910=1},1,{},橙携带*1,,
3074,10252,{6071=240},{6911=1},1,{},橙携带*1,,
3080,10253,{6301=2},{502=1},2,{},蓝色购物券*2   兑换   普通万能碎片*1,,
3081,10253,{6302=4},{502=2},3,{},紫色购物券*4   兑换   普通万能碎片*2,,
3082,10253,{6301=2},{talent_point=1},2,{},蓝色购物券*2   兑换   天赋点*1,,
3083,10253,{6302=4},{talent_point=2},3,{},紫色购物券*4   兑换   天赋点*2,,
3084,10253,{6302=6},{23181=5},50,{},紫色购物券*6,,
3085,10253,{6302=6},{23151=5},50,{},紫色购物券*6,,
3086,10253,{6302=6},{22401=5},50,{},紫色购物券*6,,
3087,10253,{6302=3;6301=3},{21501=3},50,{},蓝色购物券*3 紫色购物券*3,,
3088,10253,{6302=3;6301=3},{21421=3},50,{},蓝色购物券*3 紫色购物券*3,,
3089,10253,{6302=3;6301=3},{20401=3},50,{},蓝色购物券*3 紫色购物券*3,,
3090,10253,{6301=5},{20281=3},50,{},蓝色购物券*5,,
3091,10253,{6301=5},{20371=3},50,{},蓝色购物券*5,,
3092,10253,{6301=5},{20471=3},50,{},蓝色购物券*5,,
3093,10253,{6301=5},{21611=3},50,{},蓝色购物券*5,,
3094,10253,{6301=2},{19=1},5,{},蓝色购物券*2   兑换   神奇胶囊*1,,
3095,10253,{6302=2},{19=2},5,{},紫色购物券*2   兑换   神奇胶囊*2,,
3096,10253,{6302=8;6301=8},{503=10},1,{},蓝色购物券*8 紫色购物券*8   兑换   金钥匙*10,,
3097,10253,{6301=6},{2103=3},5,{},蓝色购物券*6   兑换   紫色携带强化*3,,
3098,10253,{6301=6},{5000=30},5,{},蓝色购物券*6   兑换   能量药剂*30,,
3099,10253,{6301=2},{gold=100000},10,{},蓝色购物券*2   兑换   金币*100000,,
3100,10253,{6302=5;6301=2},{501=1},3,{},蓝色购物券*2 紫色购物券*5   兑换   质朴配饰*1,,
3101,10253,{6302=60;6301=20},{942=1},2,{},蓝色购物券*30 紫色购物券*75   兑换   紫色携带道具礼箱*1,,
3102,10253,{6302=45;6301=15},{6059=1},1,{},蓝色购物券*15 紫色购物券*45   兑换   饰品觉醒选择箱子*1,,
3103,10253,{6302=40;6301=10},{6050=1},1,{},蓝色购物券*15 紫色购物券*45   兑换   饰品觉醒随机箱子*1,,
3110,10254,{6368=1;6369=1},{2032=1},1,{},国庆头像框,,
3111,10254,{6368=1;6371=1;6370=1;6369=1},{2422=1},1,{},国庆称号,,
3112,10254,{6370=1;6371=1},{2331=1},1,{},国庆头像,,
3113,10254,{6368=8;6371=8;6370=8;6369=8},{8014=1},1,{},街头滑板·路卡利欧,,
3114,10254,{6368=3;6371=3;6370=3;6369=3},{2247=1},1,{},莉莉艾的信物,,
3115,10254,{6368=3;6371=3;6370=3;6369=3},{925=1},1,{},S精灵选择宝箱,,
3116,10254,{6368=5;6371=5;6370=5;6369=5},{6059=1},1,{},饰品觉醒选择箱子,,
3117,10254,{6368=3;6371=3;6370=3;6369=3},{6050=1},1,{},觉醒随机箱子,,
3118,10254,{6368=1;6371=1;6370=1;6369=1},{rmb=888},1,{},钻石,,
3119,10254,{6368=1;6369=1},{973=1},2,{},随机橙色符石宝箱,,
3120,10254,{6370=1;6371=1},{501=1},3,{},饰品升星道具,,
3121,10254,{6368=1;6370=1},{962=1},3,{},紫色探险器宝箱,,
3122,10254,{6369=1;6371=1},{talent_point=2},3,{},天赋点,,
3123,10254,{6368=1;6371=1},{7304=1},2,{},随机橙色芯片宝箱,,
3124,10254,{6368=1},{gold=200000},40,{},金币,,
3125,10254,{6369=1},{930=15},40,{},突破材料箱子,,
3126,10254,{6370=1},{5000=15},40,{},强化药剂,,
3127,10254,{6371=1},{2103=2},40,{},携带紫强化,,
3130,10255,{6071=20},{2152=1},4,{},紫携带万能*1,,
3131,10255,{6071=60},{945=1},2,{},紫携带任选*1,,
3132,10255,{6071=120},{2153=1},4,{},橙携带万能*1,,
3133,10255,{6071=240},{6912=1},1,{},橙携带*1,,
3134,10255,{6071=240},{6913=1},1,{},橙携带*1,,
3135,10255,{6071=240},{6105=1},1,{},橙携带*1,,
3140,10256,{6301=2},{502=1},2,{},蓝色购物券*2   兑换   普通万能碎片*1,,
3141,10256,{6302=4},{502=2},3,{},紫色购物券*4   兑换   普通万能碎片*2,,
3142,10256,{6301=2},{talent_point=1},2,{},蓝色购物券*2   兑换   天赋点*1,,
3143,10256,{6302=4},{talent_point=2},3,{},紫色购物券*4   兑换   天赋点*2,,
3144,10256,{6302=6},{20381=5},50,{},紫色购物券*6,,
3145,10256,{6302=6},{23771=5},50,{},紫色购物券*6,,
3146,10256,{6302=6},{22471=5},50,{},紫色购物券*6,,
3147,10256,{6302=3;6301=3},{20591=3},50,{},蓝色购物券*3 紫色购物券*3,,
3148,10256,{6302=3;6301=3},{21911=3},50,{},蓝色购物券*3 紫色购物券*3,,
3149,10256,{6302=3;6301=3},{20881=3},50,{},蓝色购物券*3 紫色购物券*3,,
3150,10256,{6301=5},{20021=3},50,{},蓝色购物券*5,,
3151,10256,{6301=5},{20131=3},50,{},蓝色购物券*5,,
3152,10256,{6301=5},{20151=3},50,{},蓝色购物券*5,,
3153,10256,{6301=5},{20551=3},50,{},蓝色购物券*5,,
3154,10256,{6301=2},{19=1},5,{},蓝色购物券*2   兑换   神奇胶囊*1,,
3155,10256,{6302=2},{19=2},5,{},紫色购物券*2   兑换   神奇胶囊*2,,
3156,10256,{6302=8;6301=8},{503=10},1,{},蓝色购物券*8 紫色购物券*8   兑换   金钥匙*10,,
3157,10256,{6301=6},{2103=3},5,{},蓝色购物券*6   兑换   紫色携带强化*3,,
3158,10256,{6301=6},{5000=30},5,{},蓝色购物券*6   兑换   能量药剂*30,,
3159,10256,{6301=2},{gold=100000},10,{},蓝色购物券*2   兑换   金币*100000,,
3160,10256,{6302=5;6301=2},{501=1},3,{},蓝色购物券*2 紫色购物券*5   兑换   质朴配饰*1,,
3161,10256,{6302=60;6301=20},{942=1},2,{},蓝色购物券*30 紫色购物券*75   兑换   紫色携带道具礼箱*1,,
3162,10256,{6302=45;6301=15},{6059=1},1,{},蓝色购物券*15 紫色购物券*45   兑换   饰品觉醒选择箱子*1,,
3163,10256,{6302=40;6301=10},{6050=1},1,{},蓝色购物券*15 紫色购物券*45   兑换   饰品觉醒随机箱子*1,,
3190,10258,{6381=6},{2332=1},1,{},万圣头像*1,,
3191,10258,{6381=12},{2034=1},1,{},万圣头像框*1,,
