变量名,gateID,extraVersion,_beizhu,itemMap,count,probability,probability_tw,probability_kr,itemCount
1480,21004,3,,{6323=100},1,60,60,60,1
1481,21005,3,,{6323=100},1,60,60,60,1
1482,21101,3,,{6323=100},1,60,60,60,1
1483,21102,3,,{6323=100},1,60,60,60,1
1484,21103,3,,{6323=100},1,60,60,60,1
1485,21104,3,,{6323=100},1,60,60,60,1
1486,21105,3,,{6323=100},1,60,60,60,1
1487,21201,3,,{6323=100},1,60,60,60,1
1488,21202,3,,{6323=100},1,60,60,60,1
1489,21203,3,,{6323=100},1,60,60,60,1
1490,21204,3,,{6323=100},1,60,60,60,1
1491,21205,3,,{6323=100},1,60,60,60,1
1492,21301,3,,{6323=100},1,60,60,60,1
1493,21302,3,,{6323=100},1,60,60,60,1
1494,21303,3,,{6323=100},1,60,60,60,1
1495,21304,3,,{6323=100},1,60,60,60,1
1496,21305,3,,{6323=100},1,60,60,60,1
1497,21401,3,,{6323=100},1,60,60,60,1
1498,21402,3,,{6323=100},1,60,60,60,1
1499,21403,3,,{6323=100},1,60,60,60,1
1500,21404,3,,{6323=100},1,60,60,60,1
1501,21405,3,,{6323=100},1,60,60,60,1
1502,21501,3,,{6323=100},1,60,60,60,1
1503,21502,3,,{6323=100},1,60,60,60,1
1504,21503,3,,{6323=100},1,60,60,60,1
1505,21504,3,,{6323=100},1,60,60,60,1
1506,21505,3,,{6323=100},1,60,60,60,1
1507,21601,3,,{6323=100},1,60,60,60,1
1508,21602,3,,{6323=100},1,60,60,60,1
1509,21603,3,,{6323=100},1,60,60,60,1
1510,21604,3,,{6323=100},1,60,60,60,1
1511,21605,3,,{6323=100},1,60,60,60,1
1512,21701,3,,{6323=100},1,60,60,60,1
1513,21702,3,,{6323=100},1,60,60,60,1
1514,21703,3,,{6323=100},1,60,60,60,1
1515,21704,3,,{6323=100},1,60,60,60,1
1516,21705,3,,{6323=100},1,60,60,60,1
1517,21801,3,,{6323=100},1,60,60,60,1
1518,21802,3,,{6323=100},1,60,60,60,1
1519,21803,3,,{6323=100},1,60,60,60,1
1520,21804,3,,{6323=100},1,60,60,60,1
1521,21805,3,,{6323=100},1,60,60,60,1
1522,21901,3,,{6323=100},1,60,60,60,1
1523,21902,3,,{6323=100},1,60,60,60,1
1524,21903,3,,{6323=100},1,60,60,60,1
1525,21904,3,,{6323=100},1,60,60,60,1
1526,21905,3,,{6323=100},1,60,60,60,1
1527,22001,3,,{6323=100},1,60,60,60,1
1528,22002,3,,{6323=100},1,60,60,60,1
1529,22003,3,,{6323=100},1,60,60,60,1
1530,22004,3,,{6323=100},1,60,60,60,1
1531,22005,3,,{6323=100},1,60,60,60,1
1532,22101,3,,{6323=100},1,60,60,60,1
1533,22102,3,,{6323=100},1,60,60,60,1
1534,22103,3,,{6323=100},1,60,60,60,1
1535,22104,3,,{6323=100},1,60,60,60,1
1536,22105,3,,{6323=100},1,60,60,60,1
1537,22201,3,,{6323=100},1,60,60,60,1
1538,22202,3,,{6323=100},1,60,60,60,1
1539,22203,3,,{6323=100},1,60,60,60,1
1540,22204,3,,{6323=100},1,60,60,60,1
1541,22205,3,,{6323=100},1,60,60,60,1
1542,22301,3,,{6323=100},1,60,60,60,1
1543,22302,3,,{6323=100},1,60,60,60,1
1544,22303,3,,{6323=100},1,60,60,60,1
1545,22304,3,,{6323=100},1,60,60,60,1
1546,22305,3,,{6323=100},1,60,60,60,1
1547,22401,3,,{6323=100},1,60,60,60,1
1548,22402,3,,{6323=100},1,60,60,60,1
1549,22403,3,,{6323=100},1,60,60,60,1
1550,22404,3,,{6323=100},1,60,60,60,1
1551,22405,3,,{6323=100},1,60,60,60,1
1552,22501,3,,{6323=100},1,60,60,60,1
1553,22502,3,,{6323=100},1,60,60,60,1
1554,22503,3,,{6323=100},1,60,60,60,1
1555,22504,3,,{6323=100},1,60,60,60,1
1556,22505,3,,{6323=100},1,60,60,60,1
1557,22601,3,,{6323=100},1,60,60,60,1
1558,22602,3,,{6323=100},1,60,60,60,1
1559,22603,3,,{6323=100},1,60,60,60,1
1560,22604,3,,{6323=100},1,60,60,60,1
1561,22605,3,,{6323=100},1,60,60,60,1
1562,22701,3,,{6323=100},1,60,60,60,1
1563,22702,3,,{6323=100},1,60,60,60,1
1564,22703,3,,{6323=100},1,60,60,60,1
1565,22704,3,,{6323=100},1,60,60,60,1
1566,22705,3,,{6323=100},1,60,60,60,1
1567,22801,3,,{6323=100},1,60,60,60,1
1568,22802,3,,{6323=100},1,60,60,60,1
1569,22803,3,,{6323=100},1,60,60,60,1
1570,22804,3,,{6323=100},1,60,60,60,1
1571,22805,3,,{6323=100},1,60,60,60,1
1572,22901,3,,{6323=100},1,60,60,60,1
1573,22902,3,,{6323=100},1,60,60,60,1
1574,22903,3,,{6323=100},1,60,60,60,1
1575,22904,3,,{6323=100},1,60,60,60,1
1576,22905,3,,{6323=100},1,60,60,60,1
1577,23001,3,,{6323=100},1,60,60,60,1
1578,23002,3,,{6323=100},1,60,60,60,1
1579,23003,3,,{6323=100},1,60,60,60,1
1580,23004,3,,{6323=100},1,60,60,60,1
1581,23005,3,,{6323=100},1,60,60,60,1
1582,23101,3,,{6323=100},1,60,60,60,1
1583,23102,3,,{6323=100},1,60,60,60,1
1584,23103,3,,{6323=100},1,60,60,60,1
1585,23104,3,,{6323=100},1,60,60,60,1
1586,23105,3,,{6323=100},1,60,60,60,1
1587,23201,3,,{6323=100},1,60,60,60,1
1588,23202,3,,{6323=100},1,60,60,60,1
1589,23203,3,,{6323=100},1,60,60,60,1
1590,23204,3,,{6323=100},1,60,60,60,1
1591,23205,3,,{6323=100},1,60,60,60,1
1592,23301,3,,{6323=100},1,60,60,60,1
1593,23302,3,,{6323=100},1,60,60,60,1
1594,23303,3,,{6323=100},1,60,60,60,1
1595,23304,3,,{6323=100},1,60,60,60,1
1596,23305,3,,{6323=100},1,60,60,60,1
1597,23401,3,,{6323=100},1,60,60,60,1
1598,23402,3,,{6323=100},1,60,60,60,1
1599,23403,3,,{6323=100},1,60,60,60,1
1600,23404,3,,{6323=100},1,60,60,60,1
1601,23405,3,,{6323=100},1,60,60,60,1
1602,23501,3,,{6323=100},1,60,60,60,1
1603,23502,3,,{6323=100},1,60,60,60,1
1604,23503,3,,{6323=100},1,60,60,60,1
1605,23504,3,,{6323=100},1,60,60,60,1
1606,23505,3,,{6323=100},1,60,60,60,1
1607,23601,3,,{6323=100},1,60,60,60,1
1608,23602,3,,{6323=100},1,60,60,60,1
1609,23603,3,,{6323=100},1,60,60,60,1
1610,23604,3,,{6323=100},1,60,60,60,1
1611,23605,3,,{6323=100},1,60,60,60,1
1612,23701,3,,{6323=100},1,60,60,60,1
1613,23702,3,,{6323=100},1,60,60,60,1
1614,23703,3,,{6323=100},1,60,60,60,1
1615,23704,3,,{6323=100},1,60,60,60,1
1616,23705,3,,{6323=100},1,60,60,60,1
1617,23801,3,,{6323=100},1,60,60,60,1
1618,23802,3,,{6323=100},1,60,60,60,1
1619,23803,3,,{6323=100},1,60,60,60,1
1620,23804,3,,{6323=100},1,60,60,60,1
1621,23805,3,,{6323=100},1,60,60,60,1
1622,23901,3,,{6323=100},1,60,60,60,1
1623,23902,3,,{6323=100},1,60,60,60,1
1624,23903,3,,{6323=100},1,60,60,60,1
1625,23904,3,,{6323=100},1,60,60,60,1
1626,23905,3,,{6323=100},1,60,60,60,1
1627,24001,3,,{6323=100},1,60,60,60,1
1628,24002,3,,{6323=100},1,60,60,60,1
1629,24003,3,,{6323=100},1,60,60,60,1
1630,24004,3,,{6323=100},1,60,60,60,1
1631,24005,3,,{6323=100},1,60,60,60,1
1632,24101,3,,{6323=100},1,60,60,60,1
1633,24102,3,,{6323=100},1,60,60,60,1
1634,24103,3,,{6323=100},1,60,60,60,1
1635,24104,3,,{6323=100},1,60,60,60,1
1636,24105,3,,{6323=100},1,60,60,60,1
1637,24201,3,,{6323=100},1,60,60,60,1
1638,24202,3,,{6323=100},1,60,60,60,1
1639,24203,3,,{6323=100},1,60,60,60,1
1640,24204,3,,{6323=100},1,60,60,60,1
1641,24205,3,,{6323=100},1,60,60,60,1
1642,24301,3,,{6323=100},1,60,60,60,1
1643,24302,3,,{6323=100},1,60,60,60,1
1644,24303,3,,{6323=100},1,60,60,60,1
1645,24304,3,,{6323=100},1,60,60,60,1
1646,24305,3,,{6323=100},1,60,60,60,1
1647,24401,3,,{6323=100},1,60,60,60,1
1648,24402,3,,{6323=100},1,60,60,60,1
1649,24403,3,,{6323=100},1,60,60,60,1
1650,24404,3,,{6323=100},1,60,60,60,1
1651,24405,3,,{6323=100},1,60,60,60,1
1652,24501,3,,{6323=100},1,60,60,60,1
1653,24502,3,,{6323=100},1,60,60,60,1
1654,24503,3,,{6323=100},1,60,60,60,1
1655,24504,3,,{6323=100},1,60,60,60,1
1656,24505,3,,{6323=100},1,60,60,60,1
2001,10101,4,,{6368=100},1,30,30,30,1
2002,10102,4,,{6368=100},1,30,30,30,1
2003,10103,4,,{6368=100},1,30,30,30,1
2004,10104,4,,{6368=100},1,30,30,30,1
2005,10105,4,,{6368=100},1,30,30,30,1
2006,10201,4,,{6368=100},1,30,30,30,1
2007,10202,4,,{6368=100},1,30,30,30,1
2008,10203,4,,{6368=100},1,30,30,30,1
2009,10204,4,,{6368=100},1,30,30,30,1
2010,10205,4,,{6368=100},1,30,30,30,1
2011,10206,4,,{6368=100},1,30,30,30,1
2012,10301,4,,{6368=100},1,30,30,30,1
2013,10302,4,,{6368=100},1,30,30,30,1
2014,10303,4,,{6368=100},1,30,30,30,1
2015,10304,4,,{6368=100},1,30,30,30,1
2016,10305,4,,{6368=100},1,30,30,30,1
2017,10306,4,,{6368=100},1,30,30,30,1
2018,10307,4,,{6368=100},1,30,30,30,1
2019,10308,4,,{6368=100},1,30,30,30,1
2020,10401,4,,{6368=100},1,30,30,30,1
2021,10402,4,,{6368=100},1,30,30,30,1
2022,10403,4,,{6368=100},1,30,30,30,1
2023,10404,4,,{6368=100},1,30,30,30,1
2024,10405,4,,{6368=100},1,30,30,30,1
2025,10406,4,,{6368=100},1,30,30,30,1
2026,10407,4,,{6368=100},1,30,30,30,1
2027,10408,4,,{6368=100},1,30,30,30,1
2028,10501,4,,{6368=100},1,30,30,30,1
2029,10502,4,,{6368=100},1,30,30,30,1
2030,10503,4,,{6368=100},1,30,30,30,1
2031,10504,4,,{6368=100},1,30,30,30,1
2032,10505,4,,{6368=100},1,30,30,30,1
2033,10506,4,,{6368=100},1,30,30,30,1
2034,10507,4,,{6368=100},1,30,30,30,1
2035,10508,4,,{6368=100},1,30,30,30,1
2036,10509,4,,{6368=100},1,30,30,30,1
2037,10510,4,,{6368=100},1,30,30,30,1
2038,10601,4,,{6368=100},1,30,30,30,1
2039,10602,4,,{6368=100},1,30,30,30,1
2040,10603,4,,{6368=100},1,30,30,30,1
2041,10604,4,,{6368=100},1,30,30,30,1
2042,10605,4,,{6368=100},1,30,30,30,1
2043,10606,4,,{6368=100},1,30,30,30,1
2044,10607,4,,{6368=100},1,30,30,30,1
2045,10608,4,,{6368=100},1,30,30,30,1
2046,10609,4,,{6368=100},1,30,30,30,1
2047,10610,4,,{6368=100},1,30,30,30,1
2048,10701,4,,{6368=100},1,30,30,30,1
2049,10702,4,,{6368=100},1,30,30,30,1
2050,10703,4,,{6368=100},1,30,30,30,1
2051,10704,4,,{6368=100},1,30,30,30,1
2052,10705,4,,{6368=100},1,30,30,30,1
2053,10706,4,,{6368=100},1,30,30,30,1
2054,10707,4,,{6368=100},1,30,30,30,1
2055,10708,4,,{6368=100},1,30,30,30,1
2056,10709,4,,{6368=100},1,30,30,30,1
2057,10710,4,,{6368=100},1,30,30,30,1
2058,10801,4,,{6368=100},1,30,30,30,1
2059,10802,4,,{6368=100},1,30,30,30,1
2060,10803,4,,{6368=100},1,30,30,30,1
2061,10804,4,,{6368=100},1,30,30,30,1
2062,10805,4,,{6368=100},1,30,30,30,1
2063,10806,4,,{6368=100},1,30,30,30,1
2064,10807,4,,{6368=100},1,30,30,30,1
2065,10808,4,,{6368=100},1,30,30,30,1
2066,10809,4,,{6368=100},1,30,30,30,1
2067,10810,4,,{6368=100},1,30,30,30,1
2068,10901,4,,{6368=100},1,30,30,30,1
2069,10902,4,,{6368=100},1,30,30,30,1
2070,10903,4,,{6368=100},1,30,30,30,1
2071,10904,4,,{6368=100},1,30,30,30,1
2072,10905,4,,{6368=100},1,30,30,30,1
2073,10906,4,,{6368=100},1,30,30,30,1
2074,10907,4,,{6368=100},1,30,30,30,1
2075,10908,4,,{6368=100},1,30,30,30,1
2076,10909,4,,{6368=100},1,30,30,30,1
2077,10910,4,,{6368=100},1,30,30,30,1
2078,11001,4,,{6368=100},1,30,30,30,1
2079,11002,4,,{6368=100},1,30,30,30,1
2080,11003,4,,{6368=100},1,30,30,30,1
2081,11004,4,,{6368=100},1,30,30,30,1
2082,11005,4,,{6368=100},1,30,30,30,1
2083,11006,4,,{6368=100},1,30,30,30,1
2084,11007,4,,{6368=100},1,30,30,30,1
2085,11008,4,,{6368=100},1,30,30,30,1
2086,11009,4,,{6368=100},1,30,30,30,1
2087,11010,4,,{6368=100},1,30,30,30,1
2088,11101,4,,{6368=100},1,30,30,30,1
2089,11102,4,,{6368=100},1,30,30,30,1
2090,11103,4,,{6368=100},1,30,30,30,1
2091,11104,4,,{6368=100},1,30,30,30,1
2092,11105,4,,{6368=100},1,30,30,30,1
2093,11106,4,,{6368=100},1,30,30,30,1
2094,11107,4,,{6368=100},1,30,30,30,1
2095,11108,4,,{6368=100},1,30,30,30,1
2096,11109,4,,{6368=100},1,30,30,30,1
2097,11110,4,,{6368=100},1,30,30,30,1
2098,11201,4,,{6368=100},1,30,30,30,1
2099,11202,4,,{6368=100},1,30,30,30,1
2100,11203,4,,{6368=100},1,30,30,30,1
2101,11204,4,,{6368=100},1,30,30,30,1
2102,11205,4,,{6368=100},1,30,30,30,1
2103,11206,4,,{6368=100},1,30,30,30,1
2104,11207,4,,{6368=100},1,30,30,30,1
2105,11208,4,,{6368=100},1,30,30,30,1
2106,11209,4,,{6368=100},1,30,30,30,1
2107,11210,4,,{6368=100},1,30,30,30,1
2108,11301,4,,{6368=100},1,30,30,30,1
2109,11302,4,,{6368=100},1,30,30,30,1
2110,11303,4,,{6368=100},1,30,30,30,1
2111,11304,4,,{6368=100},1,30,30,30,1
2112,11305,4,,{6368=100},1,30,30,30,1
2113,11306,4,,{6368=100},1,30,30,30,1
2114,11307,4,,{6368=100},1,30,30,30,1
2115,11308,4,,{6368=100},1,30,30,30,1
2116,11309,4,,{6368=100},1,30,30,30,1
2117,11310,4,,{6368=100},1,30,30,30,1
2118,11401,4,,{6368=100},1,30,30,30,1
2119,11402,4,,{6368=100},1,30,30,30,1
2120,11403,4,,{6368=100},1,30,30,30,1
2121,11404,4,,{6368=100},1,30,30,30,1
2122,11405,4,,{6368=100},1,30,30,30,1
2123,11406,4,,{6368=100},1,30,30,30,1
2124,11407,4,,{6368=100},1,30,30,30,1
2125,11408,4,,{6368=100},1,30,30,30,1
2126,11409,4,,{6368=100},1,30,30,30,1
2127,11410,4,,{6368=100},1,30,30,30,1
2128,11501,4,,{6368=100},1,30,30,30,1
2129,11502,4,,{6368=100},1,30,30,30,1
2130,11503,4,,{6368=100},1,30,30,30,1
2131,11504,4,,{6368=100},1,30,30,30,1
2132,11505,4,,{6368=100},1,30,30,30,1
2133,11506,4,,{6368=100},1,30,30,30,1
2134,11507,4,,{6368=100},1,30,30,30,1
2135,11508,4,,{6368=100},1,30,30,30,1
2136,11509,4,,{6368=100},1,30,30,30,1
2137,11510,4,,{6368=100},1,30,30,30,1
2138,11601,4,,{6368=100},1,30,30,30,1
2139,11602,4,,{6368=100},1,30,30,30,1
2140,11603,4,,{6368=100},1,30,30,30,1
2141,11604,4,,{6368=100},1,30,30,30,1
2142,11605,4,,{6368=100},1,30,30,30,1
2143,11606,4,,{6368=100},1,30,30,30,1
2144,11607,4,,{6368=100},1,30,30,30,1
2145,11608,4,,{6368=100},1,30,30,30,1
2146,11609,4,,{6368=100},1,30,30,30,1
2147,11610,4,,{6368=100},1,30,30,30,1
2148,11701,4,,{6368=100},1,30,30,30,1
2149,11702,4,,{6368=100},1,30,30,30,1
2150,11703,4,,{6368=100},1,30,30,30,1
2151,11704,4,,{6368=100},1,30,30,30,1
2152,11705,4,,{6368=100},1,30,30,30,1
2153,11706,4,,{6368=100},1,30,30,30,1
2154,11707,4,,{6368=100},1,30,30,30,1
2155,11708,4,,{6368=100},1,30,30,30,1
2156,11709,4,,{6368=100},1,30,30,30,1
2157,11710,4,,{6368=100},1,30,30,30,1
2158,11801,4,,{6368=100},1,30,30,30,1
2159,11802,4,,{6368=100},1,30,30,30,1
2160,11803,4,,{6368=100},1,30,30,30,1
2161,11804,4,,{6368=100},1,30,30,30,1
2162,11805,4,,{6368=100},1,30,30,30,1
2163,11806,4,,{6368=100},1,30,30,30,1
2164,11807,4,,{6368=100},1,30,30,30,1
2165,11808,4,,{6368=100},1,30,30,30,1
2166,11809,4,,{6368=100},1,30,30,30,1
2167,11810,4,,{6368=100},1,30,30,30,1
2168,11901,4,,{6368=100},1,30,30,30,1
2169,11902,4,,{6368=100},1,30,30,30,1
2170,11903,4,,{6368=100},1,30,30,30,1
2171,11904,4,,{6368=100},1,30,30,30,1
2172,11905,4,,{6368=100},1,30,30,30,1
2173,11906,4,,{6368=100},1,30,30,30,1
2174,11907,4,,{6368=100},1,30,30,30,1
2175,11908,4,,{6368=100},1,30,30,30,1
2176,11909,4,,{6368=100},1,30,30,30,1
2177,11910,4,,{6368=100},1,30,30,30,1
2178,12001,4,,{6368=100},1,30,30,30,1
2179,12002,4,,{6368=100},1,30,30,30,1
2180,12003,4,,{6368=100},1,30,30,30,1
2181,12004,4,,{6368=100},1,30,30,30,1
2182,12005,4,,{6368=100},1,30,30,30,1
2183,12006,4,,{6368=100},1,30,30,30,1
2184,12007,4,,{6368=100},1,30,30,30,1
2185,12008,4,,{6368=100},1,30,30,30,1
2186,12009,4,,{6368=100},1,30,30,30,1
2187,12010,4,,{6368=100},1,30,30,30,1
2188,12101,4,,{6368=100},1,30,30,30,1
2189,12102,4,,{6368=100},1,30,30,30,1
2190,12103,4,,{6368=100},1,30,30,30,1
2191,12104,4,,{6368=100},1,30,30,30,1
2192,12105,4,,{6368=100},1,30,30,30,1
2193,12106,4,,{6368=100},1,30,30,30,1
2194,12107,4,,{6368=100},1,30,30,30,1
2195,12108,4,,{6368=100},1,30,30,30,1
2196,12109,4,,{6368=100},1,30,30,30,1
2197,12110,4,,{6368=100},1,30,30,30,1
2198,12201,4,,{6368=100},1,30,30,30,1
2199,12202,4,,{6368=100},1,30,30,30,1
2200,12203,4,,{6368=100},1,30,30,30,1
2201,12204,4,,{6368=100},1,30,30,30,1
2202,12205,4,,{6368=100},1,30,30,30,1
2203,12206,4,,{6368=100},1,30,30,30,1
2204,12207,4,,{6368=100},1,30,30,30,1
2205,12208,4,,{6368=100},1,30,30,30,1
2206,12209,4,,{6368=100},1,30,30,30,1
2207,12210,4,,{6368=100},1,30,30,30,1
2208,12301,4,,{6368=100},1,30,30,30,1
2209,12302,4,,{6368=100},1,30,30,30,1
2210,12303,4,,{6368=100},1,30,30,30,1
2211,12304,4,,{6368=100},1,30,30,30,1
2212,12305,4,,{6368=100},1,30,30,30,1
2213,12306,4,,{6368=100},1,30,30,30,1
2214,12307,4,,{6368=100},1,30,30,30,1
2215,12308,4,,{6368=100},1,30,30,30,1
2216,12309,4,,{6368=100},1,30,30,30,1
2217,12310,4,,{6368=100},1,30,30,30,1
2218,12401,4,,{6368=100},1,30,30,30,1
2219,12402,4,,{6368=100},1,30,30,30,1
2220,12403,4,,{6368=100},1,30,30,30,1
2221,12404,4,,{6368=100},1,30,30,30,1
2222,12405,4,,{6368=100},1,30,30,30,1
2223,12406,4,,{6368=100},1,30,30,30,1
2224,12407,4,,{6368=100},1,30,30,30,1
2225,12408,4,,{6368=100},1,30,30,30,1
2226,12409,4,,{6368=100},1,30,30,30,1
2227,12410,4,,{6368=100},1,30,30,30,1
2228,12501,4,,{6368=100},1,30,30,30,1
2229,12502,4,,{6368=100},1,30,30,30,1
2230,12503,4,,{6368=100},1,30,30,30,1
2231,12504,4,,{6368=100},1,30,30,30,1
2232,12505,4,,{6368=100},1,30,30,30,1
2233,12506,4,,{6368=100},1,30,30,30,1
2234,12507,4,,{6368=100},1,30,30,30,1
2235,12508,4,,{6368=100},1,30,30,30,1
2236,12509,4,,{6368=100},1,30,30,30,1
2237,12510,4,,{6368=100},1,30,30,30,1
2238,12601,4,,{6368=100},1,30,30,30,1
2239,12602,4,,{6368=100},1,30,30,30,1
2240,12603,4,,{6368=100},1,30,30,30,1
2241,12604,4,,{6368=100},1,30,30,30,1
2242,12605,4,,{6368=100},1,30,30,30,1
2243,12606,4,,{6368=100},1,30,30,30,1
2244,12607,4,,{6368=100},1,30,30,30,1
2245,12608,4,,{6368=100},1,30,30,30,1
2246,12609,4,,{6368=100},1,30,30,30,1
2247,12610,4,,{6368=100},1,30,30,30,1
2248,12701,4,,{6368=100},1,30,30,30,1
2249,12702,4,,{6368=100},1,30,30,30,1
2250,12703,4,,{6368=100},1,30,30,30,1
2251,12704,4,,{6368=100},1,30,30,30,1
2252,12705,4,,{6368=100},1,30,30,30,1
2253,12706,4,,{6368=100},1,30,30,30,1
2254,12707,4,,{6368=100},1,30,30,30,1
2255,12708,4,,{6368=100},1,30,30,30,1
2256,12709,4,,{6368=100},1,30,30,30,1
2257,12710,4,,{6368=100},1,30,30,30,1
2258,12801,4,,{6368=100},1,30,30,30,1
2259,12802,4,,{6368=100},1,30,30,30,1
2260,12803,4,,{6368=100},1,30,30,30,1
2261,12804,4,,{6368=100},1,30,30,30,1
2262,12805,4,,{6368=100},1,30,30,30,1
2263,12806,4,,{6368=100},1,30,30,30,1
2264,12807,4,,{6368=100},1,30,30,30,1
2265,12808,4,,{6368=100},1,30,30,30,1
2266,12809,4,,{6368=100},1,30,30,30,1
2267,12810,4,,{6368=100},1,30,30,30,1
2268,12901,4,,{6368=100},1,30,30,30,1
2269,12902,4,,{6368=100},1,30,30,30,1
2270,12903,4,,{6368=100},1,30,30,30,1
2271,12904,4,,{6368=100},1,30,30,30,1
2272,12905,4,,{6368=100},1,30,30,30,1
2273,12906,4,,{6368=100},1,30,30,30,1
2274,12907,4,,{6368=100},1,30,30,30,1
2275,12908,4,,{6368=100},1,30,30,30,1
2276,12909,4,,{6368=100},1,30,30,30,1
2277,12910,4,,{6368=100},1,30,30,30,1
2278,13001,4,,{6368=100},1,30,30,30,1
2279,13002,4,,{6368=100},1,30,30,30,1
2280,13003,4,,{6368=100},1,30,30,30,1
2281,13004,4,,{6368=100},1,30,30,30,1
2282,13005,4,,{6368=100},1,30,30,30,1
2283,13006,4,,{6368=100},1,30,30,30,1
2284,13007,4,,{6368=100},1,30,30,30,1
2285,13008,4,,{6368=100},1,30,30,30,1
2286,13009,4,,{6368=100},1,30,30,30,1
2287,13010,4,,{6368=100},1,30,30,30,1
2288,13101,4,,{6368=100},1,30,30,30,1
2289,13102,4,,{6368=100},1,30,30,30,1
2290,13103,4,,{6368=100},1,30,30,30,1
2291,13104,4,,{6368=100},1,30,30,30,1
2292,13105,4,,{6368=100},1,30,30,30,1
2293,13106,4,,{6368=100},1,30,30,30,1
2294,13107,4,,{6368=100},1,30,30,30,1
2295,13108,4,,{6368=100},1,30,30,30,1
2296,13109,4,,{6368=100},1,30,30,30,1
2297,13110,4,,{6368=100},1,30,30,30,1
2298,13201,4,,{6368=100},1,30,30,30,1
2299,13202,4,,{6368=100},1,30,30,30,1
2300,13203,4,,{6368=100},1,30,30,30,1
2301,13204,4,,{6368=100},1,30,30,30,1
2302,13205,4,,{6368=100},1,30,30,30,1
2303,13206,4,,{6368=100},1,30,30,30,1
2304,13207,4,,{6368=100},1,30,30,30,1
2305,13208,4,,{6368=100},1,30,30,30,1
2306,13209,4,,{6368=100},1,30,30,30,1
2307,13210,4,,{6368=100},1,30,30,30,1
2308,13301,4,,{6368=100},1,30,30,30,1
2309,13302,4,,{6368=100},1,30,30,30,1
2310,13303,4,,{6368=100},1,30,30,30,1
2311,13304,4,,{6368=100},1,30,30,30,1
2312,13305,4,,{6368=100},1,30,30,30,1
2313,13306,4,,{6368=100},1,30,30,30,1
2314,13307,4,,{6368=100},1,30,30,30,1
2315,13308,4,,{6368=100},1,30,30,30,1
2316,13309,4,,{6368=100},1,30,30,30,1
2317,13310,4,,{6368=100},1,30,30,30,1
2318,13401,4,,{6368=100},1,30,30,30,1
2319,13402,4,,{6368=100},1,30,30,30,1
2320,13403,4,,{6368=100},1,30,30,30,1
2321,13404,4,,{6368=100},1,30,30,30,1
2322,13405,4,,{6368=100},1,30,30,30,1
2323,13406,4,,{6368=100},1,30,30,30,1
2324,13407,4,,{6368=100},1,30,30,30,1
2325,13408,4,,{6368=100},1,30,30,30,1
2326,13409,4,,{6368=100},1,30,30,30,1
2327,13410,4,,{6368=100},1,30,30,30,1
2328,13501,4,,{6368=100},1,30,30,30,1
2329,13502,4,,{6368=100},1,30,30,30,1
2330,13503,4,,{6368=100},1,30,30,30,1
2331,13504,4,,{6368=100},1,30,30,30,1
2332,13505,4,,{6368=100},1,30,30,30,1
2333,13506,4,,{6368=100},1,30,30,30,1
2334,13507,4,,{6368=100},1,30,30,30,1
2335,13508,4,,{6368=100},1,30,30,30,1
2336,13509,4,,{6368=100},1,30,30,30,1
2337,13510,4,,{6368=100},1,30,30,30,1
2338,13601,4,,{6368=100},1,30,30,30,1
2339,13602,4,,{6368=100},1,30,30,30,1
2340,13603,4,,{6368=100},1,30,30,30,1
2341,13604,4,,{6368=100},1,30,30,30,1
2342,13605,4,,{6368=100},1,30,30,30,1
2343,13606,4,,{6368=100},1,30,30,30,1
2344,13607,4,,{6368=100},1,30,30,30,1
2345,13608,4,,{6368=100},1,30,30,30,1
2346,13609,4,,{6368=100},1,30,30,30,1
2347,13610,4,,{6368=100},1,30,30,30,1
2348,13701,4,,{6368=100},1,30,30,30,1
2349,13702,4,,{6368=100},1,30,30,30,1
2350,13703,4,,{6368=100},1,30,30,30,1
2351,13704,4,,{6368=100},1,30,30,30,1
2352,13705,4,,{6368=100},1,30,30,30,1
2353,13706,4,,{6368=100},1,30,30,30,1
2354,13707,4,,{6368=100},1,30,30,30,1
2355,13708,4,,{6368=100},1,30,30,30,1
2356,13709,4,,{6368=100},1,30,30,30,1
2357,13710,4,,{6368=100},1,30,30,30,1
2358,13801,4,,{6368=100},1,30,30,30,1
2359,13802,4,,{6368=100},1,30,30,30,1
2360,13803,4,,{6368=100},1,30,30,30,1
2361,13804,4,,{6368=100},1,30,30,30,1
2362,13805,4,,{6368=100},1,30,30,30,1
2363,13806,4,,{6368=100},1,30,30,30,1
2364,13807,4,,{6368=100},1,30,30,30,1
2365,13808,4,,{6368=100},1,30,30,30,1
2366,13809,4,,{6368=100},1,30,30,30,1
2367,13810,4,,{6368=100},1,30,30,30,1
2368,13901,4,,{6368=100},1,30,30,30,1
2369,13902,4,,{6368=100},1,30,30,30,1
2370,13903,4,,{6368=100},1,30,30,30,1
2371,13904,4,,{6368=100},1,30,30,30,1
2372,13905,4,,{6368=100},1,30,30,30,1
2373,13906,4,,{6368=100},1,30,30,30,1
2374,13907,4,,{6368=100},1,30,30,30,1
2375,13908,4,,{6368=100},1,30,30,30,1
2376,13909,4,,{6368=100},1,30,30,30,1
2377,13910,4,,{6368=100},1,30,30,30,1
2378,14001,4,,{6368=100},1,30,30,30,1
2379,14002,4,,{6368=100},1,30,30,30,1
2380,14003,4,,{6368=100},1,30,30,30,1
2381,14004,4,,{6368=100},1,30,30,30,1
