变量名,equip_id,stage,costGold,costItemMap
17603,11153,3,15000,{100=1}
17604,11153,4,20000,{5005=2;5004=2;5006=2;100=1}
17605,11153,5,25000,{5009=2;5007=2;5008=2;100=1}
17606,11153,6,30000,{5010=3;5012=3;5011=3;100=1}
17607,11153,7,35000,{5010=4;5012=4;5011=4;100=2}
17608,11153,8,40000,{5014=5;5015=5;5013=5;100=2}
17609,11153,9,50000,{5014=6;5015=6;5013=6;100=4}
17610,11153,10,60000,{5016=8;5017=8;5018=8;100=4}
17611,11153,11,80000,{5016=10;5017=10;5018=10;100=6}
17612,11153,12,100000,{5021=16;5020=16;5019=16;100=6}
17613,11153,13,120000,{5021=24;5020=24;5019=24;100=9}
17614,11153,14,140000,{5024=36;5023=36;5022=36;100=12}
17615,11153,15,160000,{5024=54;5023=54;5022=54;100=18}
17616,11153,16,180000,{5025=72;5026=72;5027=72;100=24}
17617,11153,17,200000,{5028=100;5030=100;5029=100;100=30}
17618,11153,18,220000,{5032=150;5031=150;5033=150;100=36}
17619,11153,19,240000,{5034=200;5035=200;5036=200;100=42}
17620,11153,20,260000,{5037=220;5039=220;5038=220;100=48}
17621,11153,21,300000,{5040=240;5042=240;5041=240;100=54}
17622,11153,22,350000,{5043=260;5045=260;5044=260;100=60}
17623,11153,23,400000,{5048=280;5047=280;5046=280;100=66}
17624,11153,24,450000,{5049=300;5050=300;5051=300;100=72}
17625,11153,25,500000,{5053=320;5054=320;5052=320;100=78}
17626,11153,26,550000,{5055=340;5057=340;100=84;5056=340}
17627,11153,27,600000,{5058=360;5059=360;100=90;5060=360}
17628,11153,28,650000,{5061=380;5063=380;100=96;5062=380}
17629,11153,29,700000,{5064=400;5065=400;100=102;5066=400}
17630,11153,30,750000,{5064=420;5065=420;100=108;5066=420}
17631,11153,31,800000,{5070=880;5072=880;100=114;5071=880}
17632,11153,32,850000,{5075=920;100=120;5073=920;5074=920}
17633,11153,33,900000,{5077=960;5078=960;100=126;5076=960}
17634,11153,34,950000,{5080=1000;5079=1000;5081=1000;100=132}
17635,11153,35,1000000,{5084=1040;5082=1040;5083=1040;100=138}
17636,11153,36,1050000,{5085=1080;5087=1080;100=144;5086=1080}
17637,11153,37,1100000,{5088=1120;5090=1120;5089=1120;100=150}
17638,11153,38,1150000,{5093=1160;5091=1160;5092=1160;100=156}
17639,11153,39,1200000,{5096=1200;5095=1200;5094=1200;100=162}
17640,11153,40,1250000,{5097=1240;5098=1240;5099=1240;100=168}
17641,11153,41,1300000,{5101=1280;5102=1280;5100=1280;100=174}
17642,11153,42,1350000,{5104=1320;5105=1320;5103=1320;100=180}
17643,11153,43,1400000,{5106=1360;5107=1360;5108=1360;100=186}
17651,11154,1,5000,{100=1}
17652,11154,2,10000,{100=1}
17653,11154,3,15000,{100=1}
17654,11154,4,20000,{5005=2;5004=2;5006=2;100=1}
17655,11154,5,25000,{5009=2;5007=2;5008=2;100=1}
17656,11154,6,30000,{5010=3;5012=3;5011=3;100=1}
17657,11154,7,35000,{5010=4;5012=4;5011=4;100=2}
17658,11154,8,40000,{5014=5;5015=5;5013=5;100=2}
17659,11154,9,50000,{5014=6;5015=6;5013=6;100=4}
17660,11154,10,60000,{5016=8;5017=8;5018=8;100=4}
17661,11154,11,80000,{5016=10;5017=10;5018=10;100=6}
17662,11154,12,100000,{5021=16;5020=16;5019=16;100=6}
17663,11154,13,120000,{5021=24;5020=24;5019=24;100=9}
17664,11154,14,140000,{5024=36;5023=36;5022=36;100=12}
17665,11154,15,160000,{5024=54;5023=54;5022=54;100=18}
17666,11154,16,180000,{5025=72;5026=72;5027=72;100=24}
17667,11154,17,200000,{5028=100;5030=100;5029=100;100=30}
17668,11154,18,220000,{5032=150;5031=150;5033=150;100=36}
17669,11154,19,240000,{5034=200;5035=200;5036=200;100=42}
17670,11154,20,260000,{5037=220;5039=220;5038=220;100=48}
17671,11154,21,300000,{5040=240;5042=240;5041=240;100=54}
17672,11154,22,350000,{5043=260;5045=260;5044=260;100=60}
17673,11154,23,400000,{5048=280;5047=280;5046=280;100=66}
17674,11154,24,450000,{5049=300;5050=300;5051=300;100=72}
17675,11154,25,500000,{5053=320;5054=320;5052=320;100=78}
17676,11154,26,550000,{5055=340;5057=340;100=84;5056=340}
17677,11154,27,600000,{5058=360;5059=360;100=90;5060=360}
17678,11154,28,650000,{5061=380;5063=380;100=96;5062=380}
17679,11154,29,700000,{5064=400;5065=400;100=102;5066=400}
17680,11154,30,750000,{5064=420;5065=420;100=108;5066=420}
17681,11154,31,800000,{5070=880;5072=880;100=114;5071=880}
17682,11154,32,850000,{5075=920;100=120;5073=920;5074=920}
17683,11154,33,900000,{5077=960;5078=960;100=126;5076=960}
17684,11154,34,950000,{5080=1000;5079=1000;5081=1000;100=132}
17685,11154,35,1000000,{5084=1040;5082=1040;5083=1040;100=138}
17686,11154,36,1050000,{5085=1080;5087=1080;100=144;5086=1080}
17687,11154,37,1100000,{5088=1120;5090=1120;5089=1120;100=150}
17688,11154,38,1150000,{5093=1160;5091=1160;5092=1160;100=156}
17689,11154,39,1200000,{5096=1200;5095=1200;5094=1200;100=162}
17690,11154,40,1250000,{5097=1240;5098=1240;5099=1240;100=168}
17691,11154,41,1300000,{5101=1280;5102=1280;5100=1280;100=174}
17692,11154,42,1350000,{5104=1320;5105=1320;5103=1320;100=180}
17693,11154,43,1400000,{5106=1360;5107=1360;5108=1360;100=186}
20001,11201,1,5000,{100=1}
20002,11201,2,10000,{100=1}
20003,11201,3,15000,{100=1}
20004,11201,4,20000,{5005=2;5004=2;5006=2;100=1}
20005,11201,5,25000,{5009=2;5007=2;5008=2;100=1}
20006,11201,6,30000,{5010=3;5012=3;5011=3;100=1}
20007,11201,7,35000,{5010=4;5012=4;5011=4;100=2}
20008,11201,8,40000,{5014=5;5015=5;5013=5;100=2}
20009,11201,9,50000,{5014=6;5015=6;5013=6;100=4}
20010,11201,10,60000,{5016=8;5017=8;5018=8;100=4}
20011,11201,11,80000,{5016=10;5017=10;5018=10;100=6}
20012,11201,12,100000,{5021=16;5020=16;5019=16;100=6}
20013,11201,13,120000,{5021=24;5020=24;5019=24;100=9}
20014,11201,14,140000,{5024=36;5023=36;5022=36;100=12}
20015,11201,15,160000,{5024=54;5023=54;5022=54;100=18}
20016,11201,16,180000,{5025=72;5026=72;5027=72;100=24}
20017,11201,17,200000,{5028=100;5030=100;5029=100;100=30}
20018,11201,18,220000,{5032=150;5031=150;5033=150;100=36}
20019,11201,19,240000,{5034=200;5035=200;5036=200;100=42}
20020,11201,20,260000,{5037=220;5039=220;5038=220;100=48}
20021,11201,21,300000,{5040=240;5042=240;5041=240;100=54}
20022,11201,22,350000,{5043=260;5045=260;5044=260;100=60}
20023,11201,23,400000,{5048=280;5047=280;5046=280;100=66}
20024,11201,24,450000,{5049=300;5050=300;5051=300;100=72}
20025,11201,25,500000,{5053=320;5054=320;5052=320;100=78}
20026,11201,26,550000,{5055=340;5057=340;100=84;5056=340}
20027,11201,27,600000,{5058=360;5059=360;100=90;5060=360}
20028,11201,28,650000,{5061=380;5063=380;100=96;5062=380}
20029,11201,29,700000,{5064=400;5065=400;100=102;5066=400}
20030,11201,30,750000,{5064=420;5065=420;100=108;5066=420}
20031,11201,31,800000,{5070=880;5072=880;100=114;5071=880}
20032,11201,32,850000,{5075=920;100=120;5073=920;5074=920}
20033,11201,33,900000,{5077=960;5078=960;100=126;5076=960}
20034,11201,34,950000,{5080=1000;5079=1000;5081=1000;100=132}
20035,11201,35,1000000,{5084=1040;5082=1040;5083=1040;100=138}
20036,11201,36,1050000,{5085=1080;5087=1080;100=144;5086=1080}
20037,11201,37,1100000,{5088=1120;5090=1120;5089=1120;100=150}
20038,11201,38,1150000,{5093=1160;5091=1160;5092=1160;100=156}
20039,11201,39,1200000,{5096=1200;5095=1200;5094=1200;100=162}
20040,11201,40,1250000,{5097=1240;5098=1240;5099=1240;100=168}
20041,11201,41,1300000,{5101=1280;5102=1280;5100=1280;100=174}
20042,11201,42,1350000,{5104=1320;5105=1320;5103=1320;100=180}
20043,11201,43,1400000,{5106=1360;5107=1360;5108=1360;100=186}
20051,11202,1,5000,{100=1}
20052,11202,2,10000,{100=1}
20053,11202,3,15000,{100=1}
20054,11202,4,20000,{5005=2;5004=2;5006=2;100=1}
20055,11202,5,25000,{5009=2;5007=2;5008=2;100=1}
20056,11202,6,30000,{5010=3;5012=3;5011=3;100=1}
20057,11202,7,35000,{5010=4;5012=4;5011=4;100=2}
20058,11202,8,40000,{5014=5;5015=5;5013=5;100=2}
20059,11202,9,50000,{5014=6;5015=6;5013=6;100=4}
20060,11202,10,60000,{5016=8;5017=8;5018=8;100=4}
20061,11202,11,80000,{5016=10;5017=10;5018=10;100=6}
20062,11202,12,100000,{5021=16;5020=16;5019=16;100=6}
20063,11202,13,120000,{5021=24;5020=24;5019=24;100=9}
20064,11202,14,140000,{5024=36;5023=36;5022=36;100=12}
20065,11202,15,160000,{5024=54;5023=54;5022=54;100=18}
20066,11202,16,180000,{5025=72;5026=72;5027=72;100=24}
20067,11202,17,200000,{5028=100;5030=100;5029=100;100=30}
20068,11202,18,220000,{5032=150;5031=150;5033=150;100=36}
20069,11202,19,240000,{5034=200;5035=200;5036=200;100=42}
20070,11202,20,260000,{5037=220;5039=220;5038=220;100=48}
20071,11202,21,300000,{5040=240;5042=240;5041=240;100=54}
20072,11202,22,350000,{5043=260;5045=260;5044=260;100=60}
20073,11202,23,400000,{5048=280;5047=280;5046=280;100=66}
20074,11202,24,450000,{5049=300;5050=300;5051=300;100=72}
20075,11202,25,500000,{5053=320;5054=320;5052=320;100=78}
20076,11202,26,550000,{5055=340;5057=340;100=84;5056=340}
20077,11202,27,600000,{5058=360;5059=360;100=90;5060=360}
20078,11202,28,650000,{5061=380;5063=380;100=96;5062=380}
20079,11202,29,700000,{5064=400;5065=400;100=102;5066=400}
20080,11202,30,750000,{5064=420;5065=420;100=108;5066=420}
20081,11202,31,800000,{5070=880;5072=880;100=114;5071=880}
20082,11202,32,850000,{5075=920;100=120;5073=920;5074=920}
20083,11202,33,900000,{5077=960;5078=960;100=126;5076=960}
20084,11202,34,950000,{5080=1000;5079=1000;5081=1000;100=132}
20085,11202,35,1000000,{5084=1040;5082=1040;5083=1040;100=138}
20086,11202,36,1050000,{5085=1080;5087=1080;100=144;5086=1080}
20087,11202,37,1100000,{5088=1120;5090=1120;5089=1120;100=150}
20088,11202,38,1150000,{5093=1160;5091=1160;5092=1160;100=156}
20089,11202,39,1200000,{5096=1200;5095=1200;5094=1200;100=162}
20090,11202,40,1250000,{5097=1240;5098=1240;5099=1240;100=168}
20091,11202,41,1300000,{5101=1280;5102=1280;5100=1280;100=174}
20092,11202,42,1350000,{5104=1320;5105=1320;5103=1320;100=180}
20093,11202,43,1400000,{5106=1360;5107=1360;5108=1360;100=186}
20101,11203,1,5000,{100=1}
20102,11203,2,10000,{100=1}
20103,11203,3,15000,{100=1}
20104,11203,4,20000,{5005=2;5004=2;5006=2;100=1}
20105,11203,5,25000,{5009=2;5007=2;5008=2;100=1}
20106,11203,6,30000,{5010=3;5012=3;5011=3;100=1}
20107,11203,7,35000,{5010=4;5012=4;5011=4;100=2}
20108,11203,8,40000,{5014=5;5015=5;5013=5;100=2}
20109,11203,9,50000,{5014=6;5015=6;5013=6;100=4}
20110,11203,10,60000,{5016=8;5017=8;5018=8;100=4}
20111,11203,11,80000,{5016=10;5017=10;5018=10;100=6}
20112,11203,12,100000,{5021=16;5020=16;5019=16;100=6}
20113,11203,13,120000,{5021=24;5020=24;5019=24;100=9}
20114,11203,14,140000,{5024=36;5023=36;5022=36;100=12}
20115,11203,15,160000,{5024=54;5023=54;5022=54;100=18}
20116,11203,16,180000,{5025=72;5026=72;5027=72;100=24}
20117,11203,17,200000,{5028=100;5030=100;5029=100;100=30}
20118,11203,18,220000,{5032=150;5031=150;5033=150;100=36}
20119,11203,19,240000,{5034=200;5035=200;5036=200;100=42}
20120,11203,20,260000,{5037=220;5039=220;5038=220;100=48}
20121,11203,21,300000,{5040=240;5042=240;5041=240;100=54}
20122,11203,22,350000,{5043=260;5045=260;5044=260;100=60}
20123,11203,23,400000,{5048=280;5047=280;5046=280;100=66}
20124,11203,24,450000,{5049=300;5050=300;5051=300;100=72}
20125,11203,25,500000,{5053=320;5054=320;5052=320;100=78}
20126,11203,26,550000,{5055=340;5057=340;100=84;5056=340}
20127,11203,27,600000,{5058=360;5059=360;100=90;5060=360}
20128,11203,28,650000,{5061=380;5063=380;100=96;5062=380}
20129,11203,29,700000,{5064=400;5065=400;100=102;5066=400}
20130,11203,30,750000,{5064=420;5065=420;100=108;5066=420}
20131,11203,31,800000,{5070=880;5072=880;100=114;5071=880}
20132,11203,32,850000,{5075=920;100=120;5073=920;5074=920}
20133,11203,33,900000,{5077=960;5078=960;100=126;5076=960}
20134,11203,34,950000,{5080=1000;5079=1000;5081=1000;100=132}
20135,11203,35,1000000,{5084=1040;5082=1040;5083=1040;100=138}
20136,11203,36,1050000,{5085=1080;5087=1080;100=144;5086=1080}
20137,11203,37,1100000,{5088=1120;5090=1120;5089=1120;100=150}
20138,11203,38,1150000,{5093=1160;5091=1160;5092=1160;100=156}
20139,11203,39,1200000,{5096=1200;5095=1200;5094=1200;100=162}
20140,11203,40,1250000,{5097=1240;5098=1240;5099=1240;100=168}
20141,11203,41,1300000,{5101=1280;5102=1280;5100=1280;100=174}
20142,11203,42,1350000,{5104=1320;5105=1320;5103=1320;100=180}
20143,11203,43,1400000,{5106=1360;5107=1360;5108=1360;100=186}
20151,11204,1,5000,{100=1}
20152,11204,2,10000,{100=1}
20153,11204,3,15000,{100=1}
20154,11204,4,20000,{5005=2;5004=2;5006=2;100=1}
20155,11204,5,25000,{5009=2;5007=2;5008=2;100=1}
20156,11204,6,30000,{5010=3;5012=3;5011=3;100=1}
20157,11204,7,35000,{5010=4;5012=4;5011=4;100=2}
20158,11204,8,40000,{5014=5;5015=5;5013=5;100=2}
20159,11204,9,50000,{5014=6;5015=6;5013=6;100=4}
20160,11204,10,60000,{5016=8;5017=8;5018=8;100=4}
20161,11204,11,80000,{5016=10;5017=10;5018=10;100=6}
20162,11204,12,100000,{5021=16;5020=16;5019=16;100=6}
20163,11204,13,120000,{5021=24;5020=24;5019=24;100=9}
20164,11204,14,140000,{5024=36;5023=36;5022=36;100=12}
20165,11204,15,160000,{5024=54;5023=54;5022=54;100=18}
20166,11204,16,180000,{5025=72;5026=72;5027=72;100=24}
20167,11204,17,200000,{5028=100;5030=100;5029=100;100=30}
20168,11204,18,220000,{5032=150;5031=150;5033=150;100=36}
20169,11204,19,240000,{5034=200;5035=200;5036=200;100=42}
20170,11204,20,260000,{5037=220;5039=220;5038=220;100=48}
20171,11204,21,300000,{5040=240;5042=240;5041=240;100=54}
20172,11204,22,350000,{5043=260;5045=260;5044=260;100=60}
20173,11204,23,400000,{5048=280;5047=280;5046=280;100=66}
20174,11204,24,450000,{5049=300;5050=300;5051=300;100=72}
20175,11204,25,500000,{5053=320;5054=320;5052=320;100=78}
20176,11204,26,550000,{5055=340;5057=340;100=84;5056=340}
20177,11204,27,600000,{5058=360;5059=360;100=90;5060=360}
20178,11204,28,650000,{5061=380;5063=380;100=96;5062=380}
20179,11204,29,700000,{5064=400;5065=400;100=102;5066=400}
20180,11204,30,750000,{5064=420;5065=420;100=108;5066=420}
20181,11204,31,800000,{5070=880;5072=880;100=114;5071=880}
20182,11204,32,850000,{5075=920;100=120;5073=920;5074=920}
20183,11204,33,900000,{5077=960;5078=960;100=126;5076=960}
20184,11204,34,950000,{5080=1000;5079=1000;5081=1000;100=132}
20185,11204,35,1000000,{5084=1040;5082=1040;5083=1040;100=138}
20186,11204,36,1050000,{5085=1080;5087=1080;100=144;5086=1080}
20187,11204,37,1100000,{5088=1120;5090=1120;5089=1120;100=150}
20188,11204,38,1150000,{5093=1160;5091=1160;5092=1160;100=156}
20189,11204,39,1200000,{5096=1200;5095=1200;5094=1200;100=162}
20190,11204,40,1250000,{5097=1240;5098=1240;5099=1240;100=168}
20191,11204,41,1300000,{5101=1280;5102=1280;5100=1280;100=174}
20192,11204,42,1350000,{5104=1320;5105=1320;5103=1320;100=180}
20193,11204,43,1400000,{5106=1360;5107=1360;5108=1360;100=186}
20501,11211,1,5000,{100=1}
20502,11211,2,10000,{100=1}
20503,11211,3,15000,{100=1}
20504,11211,4,20000,{5005=2;5004=2;5006=2;100=1}
20505,11211,5,25000,{5009=2;5007=2;5008=2;100=1}
20506,11211,6,30000,{5010=3;5012=3;5011=3;100=1}
20507,11211,7,35000,{5010=4;5012=4;5011=4;100=2}
20508,11211,8,40000,{5014=5;5015=5;5013=5;100=2}
20509,11211,9,50000,{5014=6;5015=6;5013=6;100=4}
20510,11211,10,60000,{5016=8;5017=8;5018=8;100=4}
20511,11211,11,80000,{5016=10;5017=10;5018=10;100=6}
20512,11211,12,100000,{5021=16;5020=16;5019=16;100=6}
20513,11211,13,120000,{5021=24;5020=24;5019=24;100=9}
20514,11211,14,140000,{5024=36;5023=36;5022=36;100=12}
20515,11211,15,160000,{5024=54;5023=54;5022=54;100=18}
20516,11211,16,180000,{5025=72;5026=72;5027=72;100=24}
20517,11211,17,200000,{5028=100;5030=100;5029=100;100=30}
20518,11211,18,220000,{5032=150;5031=150;5033=150;100=36}
20519,11211,19,240000,{5034=200;5035=200;5036=200;100=42}
20520,11211,20,260000,{5037=220;5039=220;5038=220;100=48}
20521,11211,21,300000,{5040=240;5042=240;5041=240;100=54}
20522,11211,22,350000,{5043=260;5045=260;5044=260;100=60}
20523,11211,23,400000,{5048=280;5047=280;5046=280;100=66}
20524,11211,24,450000,{5049=300;5050=300;5051=300;100=72}
20525,11211,25,500000,{5053=320;5054=320;5052=320;100=78}
20526,11211,26,550000,{5055=340;5057=340;100=84;5056=340}
20527,11211,27,600000,{5058=360;5059=360;100=90;5060=360}
20528,11211,28,650000,{5061=380;5063=380;100=96;5062=380}
20529,11211,29,700000,{5064=400;5065=400;100=102;5066=400}
20530,11211,30,750000,{5064=420;5065=420;100=108;5066=420}
20531,11211,31,800000,{5070=880;5072=880;100=114;5071=880}
20532,11211,32,850000,{5075=920;100=120;5073=920;5074=920}
20533,11211,33,900000,{5077=960;5078=960;100=126;5076=960}
20534,11211,34,950000,{5080=1000;5079=1000;5081=1000;100=132}
20535,11211,35,1000000,{5084=1040;5082=1040;5083=1040;100=138}
20536,11211,36,1050000,{5085=1080;5087=1080;100=144;5086=1080}
20537,11211,37,1100000,{5088=1120;5090=1120;5089=1120;100=150}
20538,11211,38,1150000,{5093=1160;5091=1160;5092=1160;100=156}
20539,11211,39,1200000,{5096=1200;5095=1200;5094=1200;100=162}
20540,11211,40,1250000,{5097=1240;5098=1240;5099=1240;100=168}
20541,11211,41,1300000,{5101=1280;5102=1280;5100=1280;100=174}
20542,11211,42,1350000,{5104=1320;5105=1320;5103=1320;100=180}
20543,11211,43,1400000,{5106=1360;5107=1360;5108=1360;100=186}
20551,11212,1,5000,{100=1}
20552,11212,2,10000,{100=1}
20553,11212,3,15000,{100=1}
20554,11212,4,20000,{5005=2;5004=2;5006=2;100=1}
20555,11212,5,25000,{5009=2;5007=2;5008=2;100=1}
20556,11212,6,30000,{5010=3;5012=3;5011=3;100=1}
20557,11212,7,35000,{5010=4;5012=4;5011=4;100=2}
20558,11212,8,40000,{5014=5;5015=5;5013=5;100=2}
20559,11212,9,50000,{5014=6;5015=6;5013=6;100=4}
20560,11212,10,60000,{5016=8;5017=8;5018=8;100=4}
20561,11212,11,80000,{5016=10;5017=10;5018=10;100=6}
20562,11212,12,100000,{5021=16;5020=16;5019=16;100=6}
20563,11212,13,120000,{5021=24;5020=24;5019=24;100=9}
20564,11212,14,140000,{5024=36;5023=36;5022=36;100=12}
20565,11212,15,160000,{5024=54;5023=54;5022=54;100=18}
20566,11212,16,180000,{5025=72;5026=72;5027=72;100=24}
20567,11212,17,200000,{5028=100;5030=100;5029=100;100=30}
20568,11212,18,220000,{5032=150;5031=150;5033=150;100=36}
20569,11212,19,240000,{5034=200;5035=200;5036=200;100=42}
20570,11212,20,260000,{5037=220;5039=220;5038=220;100=48}
20571,11212,21,300000,{5040=240;5042=240;5041=240;100=54}
20572,11212,22,350000,{5043=260;5045=260;5044=260;100=60}
20573,11212,23,400000,{5048=280;5047=280;5046=280;100=66}
20574,11212,24,450000,{5049=300;5050=300;5051=300;100=72}
20575,11212,25,500000,{5053=320;5054=320;5052=320;100=78}
20576,11212,26,550000,{5055=340;5057=340;100=84;5056=340}
20577,11212,27,600000,{5058=360;5059=360;100=90;5060=360}
20578,11212,28,650000,{5061=380;5063=380;100=96;5062=380}
20579,11212,29,700000,{5064=400;5065=400;100=102;5066=400}
20580,11212,30,750000,{5064=420;5065=420;100=108;5066=420}
20581,11212,31,800000,{5070=880;5072=880;100=114;5071=880}
20582,11212,32,850000,{5075=920;100=120;5073=920;5074=920}
20583,11212,33,900000,{5077=960;5078=960;100=126;5076=960}
20584,11212,34,950000,{5080=1000;5079=1000;5081=1000;100=132}
20585,11212,35,1000000,{5084=1040;5082=1040;5083=1040;100=138}
20586,11212,36,1050000,{5085=1080;5087=1080;100=144;5086=1080}
20587,11212,37,1100000,{5088=1120;5090=1120;5089=1120;100=150}
20588,11212,38,1150000,{5093=1160;5091=1160;5092=1160;100=156}
20589,11212,39,1200000,{5096=1200;5095=1200;5094=1200;100=162}
20590,11212,40,1250000,{5097=1240;5098=1240;5099=1240;100=168}
20591,11212,41,1300000,{5101=1280;5102=1280;5100=1280;100=174}
20592,11212,42,1350000,{5104=1320;5105=1320;5103=1320;100=180}
20593,11212,43,1400000,{5106=1360;5107=1360;5108=1360;100=186}
20601,11213,1,5000,{100=1}
20602,11213,2,10000,{100=1}
20603,11213,3,15000,{100=1}
20604,11213,4,20000,{5005=2;5004=2;5006=2;100=1}
20605,11213,5,25000,{5009=2;5007=2;5008=2;100=1}
20606,11213,6,30000,{5010=3;5012=3;5011=3;100=1}
20607,11213,7,35000,{5010=4;5012=4;5011=4;100=2}
20608,11213,8,40000,{5014=5;5015=5;5013=5;100=2}
20609,11213,9,50000,{5014=6;5015=6;5013=6;100=4}
20610,11213,10,60000,{5016=8;5017=8;5018=8;100=4}
20611,11213,11,80000,{5016=10;5017=10;5018=10;100=6}
20612,11213,12,100000,{5021=16;5020=16;5019=16;100=6}
20613,11213,13,120000,{5021=24;5020=24;5019=24;100=9}
20614,11213,14,140000,{5024=36;5023=36;5022=36;100=12}
20615,11213,15,160000,{5024=54;5023=54;5022=54;100=18}
20616,11213,16,180000,{5025=72;5026=72;5027=72;100=24}
20617,11213,17,200000,{5028=100;5030=100;5029=100;100=30}
20618,11213,18,220000,{5032=150;5031=150;5033=150;100=36}
20619,11213,19,240000,{5034=200;5035=200;5036=200;100=42}
20620,11213,20,260000,{5037=220;5039=220;5038=220;100=48}
20621,11213,21,300000,{5040=240;5042=240;5041=240;100=54}
20622,11213,22,350000,{5043=260;5045=260;5044=260;100=60}
20623,11213,23,400000,{5048=280;5047=280;5046=280;100=66}
20624,11213,24,450000,{5049=300;5050=300;5051=300;100=72}
20625,11213,25,500000,{5053=320;5054=320;5052=320;100=78}
20626,11213,26,550000,{5055=340;5057=340;100=84;5056=340}
20627,11213,27,600000,{5058=360;5059=360;100=90;5060=360}
20628,11213,28,650000,{5061=380;5063=380;100=96;5062=380}
20629,11213,29,700000,{5064=400;5065=400;100=102;5066=400}
20630,11213,30,750000,{5064=420;5065=420;100=108;5066=420}
20631,11213,31,800000,{5070=880;5072=880;100=114;5071=880}
20632,11213,32,850000,{5075=920;100=120;5073=920;5074=920}
20633,11213,33,900000,{5077=960;5078=960;100=126;5076=960}
20634,11213,34,950000,{5080=1000;5079=1000;5081=1000;100=132}
20635,11213,35,1000000,{5084=1040;5082=1040;5083=1040;100=138}
20636,11213,36,1050000,{5085=1080;5087=1080;100=144;5086=1080}
20637,11213,37,1100000,{5088=1120;5090=1120;5089=1120;100=150}
20638,11213,38,1150000,{5093=1160;5091=1160;5092=1160;100=156}
20639,11213,39,1200000,{5096=1200;5095=1200;5094=1200;100=162}
20640,11213,40,1250000,{5097=1240;5098=1240;5099=1240;100=168}
20641,11213,41,1300000,{5101=1280;5102=1280;5100=1280;100=174}
20642,11213,42,1350000,{5104=1320;5105=1320;5103=1320;100=180}
20643,11213,43,1400000,{5106=1360;5107=1360;5108=1360;100=186}
20651,11214,1,5000,{100=1}
20652,11214,2,10000,{100=1}
20653,11214,3,15000,{100=1}
20654,11214,4,20000,{5005=2;5004=2;5006=2;100=1}
20655,11214,5,25000,{5009=2;5007=2;5008=2;100=1}
20656,11214,6,30000,{5010=3;5012=3;5011=3;100=1}
20657,11214,7,35000,{5010=4;5012=4;5011=4;100=2}
20658,11214,8,40000,{5014=5;5015=5;5013=5;100=2}
20659,11214,9,50000,{5014=6;5015=6;5013=6;100=4}
20660,11214,10,60000,{5016=8;5017=8;5018=8;100=4}
20661,11214,11,80000,{5016=10;5017=10;5018=10;100=6}
20662,11214,12,100000,{5021=16;5020=16;5019=16;100=6}
20663,11214,13,120000,{5021=24;5020=24;5019=24;100=9}
20664,11214,14,140000,{5024=36;5023=36;5022=36;100=12}
20665,11214,15,160000,{5024=54;5023=54;5022=54;100=18}
20666,11214,16,180000,{5025=72;5026=72;5027=72;100=24}
20667,11214,17,200000,{5028=100;5030=100;5029=100;100=30}
20668,11214,18,220000,{5032=150;5031=150;5033=150;100=36}
20669,11214,19,240000,{5034=200;5035=200;5036=200;100=42}
20670,11214,20,260000,{5037=220;5039=220;5038=220;100=48}
20671,11214,21,300000,{5040=240;5042=240;5041=240;100=54}
20672,11214,22,350000,{5043=260;5045=260;5044=260;100=60}
20673,11214,23,400000,{5048=280;5047=280;5046=280;100=66}
20674,11214,24,450000,{5049=300;5050=300;5051=300;100=72}
20675,11214,25,500000,{5053=320;5054=320;5052=320;100=78}
20676,11214,26,550000,{5055=340;5057=340;100=84;5056=340}
20677,11214,27,600000,{5058=360;5059=360;100=90;5060=360}
20678,11214,28,650000,{5061=380;5063=380;100=96;5062=380}
20679,11214,29,700000,{5064=400;5065=400;100=102;5066=400}
20680,11214,30,750000,{5064=420;5065=420;100=108;5066=420}
20681,11214,31,800000,{5070=880;5072=880;100=114;5071=880}
20682,11214,32,850000,{5075=920;100=120;5073=920;5074=920}
20683,11214,33,900000,{5077=960;5078=960;100=126;5076=960}
20684,11214,34,950000,{5080=1000;5079=1000;5081=1000;100=132}
20685,11214,35,1000000,{5084=1040;5082=1040;5083=1040;100=138}
20686,11214,36,1050000,{5085=1080;5087=1080;100=144;5086=1080}
20687,11214,37,1100000,{5088=1120;5090=1120;5089=1120;100=150}
20688,11214,38,1150000,{5093=1160;5091=1160;5092=1160;100=156}
20689,11214,39,1200000,{5096=1200;5095=1200;5094=1200;100=162}
20690,11214,40,1250000,{5097=1240;5098=1240;5099=1240;100=168}
20691,11214,41,1300000,{5101=1280;5102=1280;5100=1280;100=174}
20692,11214,42,1350000,{5104=1320;5105=1320;5103=1320;100=180}
20693,11214,43,1400000,{5106=1360;5107=1360;5108=1360;100=186}
21001,11221,1,5000,{100=1}
21002,11221,2,10000,{100=1}
21003,11221,3,15000,{100=1}
21004,11221,4,20000,{5005=2;5004=2;5006=2;100=1}
21005,11221,5,25000,{5009=2;5007=2;5008=2;100=1}
21006,11221,6,30000,{5010=3;5012=3;5011=3;100=1}
21007,11221,7,35000,{5010=4;5012=4;5011=4;100=2}
21008,11221,8,40000,{5014=5;5015=5;5013=5;100=2}
21009,11221,9,50000,{5014=6;5015=6;5013=6;100=4}
21010,11221,10,60000,{5016=8;5017=8;5018=8;100=4}
21011,11221,11,80000,{5016=10;5017=10;5018=10;100=6}
