变量名,typeID,stage,quality,itemMap,gold,hpGrow,speedGrow,damageGrow,defenceGrow,specialDamageGrow,specialDefenceGrow,hpC,speedC,damageC,defenceC,specialDamageC,specialDefenceC,levelDec
默认值,,1,1,{101=5;102=10;103=15;104=20},0,0,0,0,0,0,0,1,0,1,1,1,1,0
2312,23,12,4,{5020=110;5000=650;5019=110;5021=335},100000,120.082,2.88,25.632,10.272,25.632,10.272,13134,315,2804,1124,2804,1124,0
2313,23,13,4,{5020=160;5000=960;5019=160;5021=475},120000,127.587,3.06,27.234,10.914,27.234,10.914,15010,360,3204,1284,3204,1284,0
2314,23,14,5,{5024=675;5023=225;5000=1300;5022=225},140000,135.092,3.24,28.836,11.556,28.836,11.556,16886,405,3605,1445,3605,1445,0
2315,23,15,5,{5024=975;5023=325;5000=2000;5022=325},160000,142.597,3.42,30.438,12.198,30.438,12.198,18763,450,4005,1605,4005,1605,0
2316,23,16,5,{5025=505;5000=2600;5026=505;5027=1515},180000,150.102,3.6,32.04,12.84,32.04,12.84,20639,495,4406,1766,4406,1766,0
2317,23,17,5,{5028=670;5000=3200;5030=2010;5029=670},200000,157.607,3.78,33.642,13.482,33.642,13.482,22515,540,4806,1926,4806,1926,0
2318,23,18,5,{5032=755;5000=4000;5031=755;5033=2265},250000,165.112,3.96,35.244,14.124,35.244,14.124,24392,585,5207,2087,5207,2087,0
2319,23,19,5,{5036=2520;5000=4400;5035=840;5034=840},300000,172.617,4.14,36.846,14.766,36.846,14.766,26268,630,5607,2247,5607,2247,0
2320,23,20,6,{5037=1180;5000=4600;5039=3540;5038=1180},350000,180.122,4.32,38.448,15.408,38.448,15.408,28144,675,6008,2408,6008,2408,0
2321,23,21,6,{5040=1340;5000=5400;5042=4030;5041=1340},400000,187.628,4.5,40.05,16.05,40.05,16.05,30020,720,6408,2568,6408,2568,0
2322,23,22,6,{5044=1340;5000=5400;5045=4030;5043=1340},450000,195.133,4.68,41.652,16.692,41.652,16.692,31897,765,6809,2729,6809,2729,0
2323,23,23,6,{5048=4500;5000=6000;5047=1500;5046=1500},500000,202.638,4.86,43.254,17.334,43.254,17.334,33773,810,7209,2889,7209,2889,0
2324,23,24,6,{5049=1500;5000=6000;5050=1500;5051=4500},550000,210.143,5.04,44.856,17.976,44.856,17.976,35649,855,7610,3050,7610,3050,0
2325,23,25,6,{5053=1650;5000=6600;5054=4950;5052=1650},600000,217.648,5.22,46.458,18.618,46.458,18.618,37526,900,8010,3210,8010,3210,0
2326,23,26,7,{5055=1650;5000=6600;5056=1650;5057=4950},650000,225.153,5.4,48.06,19.26,48.06,19.26,39402,945,8411,3371,8411,3371,0
2327,23,27,7,{5000=7200;5058=1800;5059=1800;5060=5400},700000,232.658,5.58,49.662,19.902,49.662,19.902,41278,990,8811,3531,8811,3531,0
2328,23,28,7,{5000=7200;5061=1800;5063=5400;5062=1800},750000,240.163,5.76,51.264,20.544,51.264,20.544,43154,1035,9212,3692,9212,3692,0
2329,23,29,7,{5000=7800;5064=1950;5065=1950;5066=5850},800000,247.668,5.94,52.866,21.186,52.866,21.186,45031,1080,9612,3852,9612,3852,0
2330,23,30,7,{5000=7800;5067=1950;5069=5850;5068=1950},850000,255.173,6.12,54.468,21.828,54.468,21.828,46907,1125,10013,4013,10013,4013,0
2331,23,31,7,{5000=7800;5071=1950;5072=5850;5070=1950},900000,262.678,6.3,56.07,22.47,56.07,22.47,48783,1170,10414,4174,10414,4174,0
2332,23,32,7,{5000=8000;5075=1800;5073=1800;5074=1800},950000,270.183,6.48,57.672,23.112,57.672,23.112,50659,1215,10815,4335,10815,4335,0
2333,23,33,7,{5000=10000;5077=1850;5078=1850;5076=1850},1000000,278.288,6.67,59.402,23.805,59.402,23.805,52179,1251,11139,4465,11139,4465,0
2334,23,34,7,{5000=12000;5080=1900;5079=1900;5081=1900},1050000,286.637,6.87,61.184,24.52,61.184,24.52,53744,1289,11474,4599,11474,4599,0
2335,23,35,7,{5000=14000;5084=1950;5083=1950;5082=1950},1100000,295.236,7.08,63.02,25.255,63.02,25.255,55356,1328,11818,4737,11818,4737,0
2336,23,36,7,{5000=16000;5085=2000;5087=2000;5086=2000},1150000,304.093,7.29,64.91,26.013,64.91,26.013,57017,1367,12172,4879,12172,4879,0
2337,23,37,7,{5000=18000;5090=2100;5089=2100;5088=2100},1200000,313.216,7.51,66.858,26.793,66.858,26.793,58728,1409,12538,5025,12538,5025,0
2338,23,38,7,{5000=20000;5091=2100;5092=2100;5093=2100},1250000,322.613,7.74,68.863,27.597,68.863,27.597,60489,1451,12914,5176,12914,5176,0
2339,23,39,7,{5000=25000;5095=2100;5094=2100;5096=2100},1300000,332.291,7.97,70.929,28.425,70.929,28.425,62304,1494,13301,5332,13301,5332,0
2340,23,40,7,{5000=30000;5098=2100;5099=2100;5097=2100},1350000,342.26,8.21,73.057,29.278,73.057,29.278,64173,1539,13700,5491,13700,5491,0
2341,23,41,7,{5000=35000;5102=2100;5100=2100;5101=2100},1400000,352.528,8.45,75.249,30.156,75.249,30.156,66099,1585,14111,5656,14111,5656,0
2342,23,42,7,{5000=40000;5105=2100;5103=2100;5104=2100},1450000,363.103,8.71,77.506,31.061,77.506,31.061,68081,1633,14534,5826,14534,5826,0
2343,23,43,7,{5000=50000;5107=2100;5108=2100;5106=2100},1500000,373.996,8.97,79.832,31.992,79.832,31.992,70124,1682,14970,6001,14970,6001,0
