变量名,zawakeID,awakeSeqID,level,costItemMap,exp,attrAddType,natureType,attrType1,attrNum1,attrType2,attrNum2,attrType3,attrNum3,attrType4,attrNum4,attrType5,attrNum5,extraScene,extraAttrs,skillID,viceHeldItem,activeReq
1581507,1481,5,7,{502=1;gold=1130000;501=1;59001=12;51481=12},100,1,0,1,1085,7,215,8,215,9,151,10,151,<>,{},0,FALSE,{}
1581508,1481,5,8,{502=1;501=1;gold=1220000;201=1;59001=12;51481=12},100,1,0,1,1095,7,217,8,217,9,153,10,153,<0>,{23=300;22=300},0,FALSE,{}
1581601,1481,6,1,{59001=10;51481=10;gold=800000},125,1,0,1,1097,7,218,8,218,9,153,10,153,<>,{},0,FALSE,{}
1581602,1481,6,2,{59001=10;51481=10;gold=930000},125,1,0,1,1107,7,220,8,220,9,155,10,155,<>,{},0,FALSE,{}
1581603,1481,6,3,{502=1;gold=1080000;501=1;59001=11;51481=11},125,1,0,1,1118,7,222,8,222,9,156,10,156,<>,{},0,FALSE,{}
1581604,1481,6,4,{502=1;gold=1220000;501=1;59001=11;51481=11},125,1,0,1,1129,7,224,8,224,9,158,10,158,<13>,{23=800;22=800},0,FALSE,{}
1581605,1481,6,5,{502=1;gold=1400000;501=1;59001=12;51481=12},125,1,0,1,1140,7,226,8,226,9,159,10,159,<>,{},0,FALSE,{}
1581606,1481,6,6,{502=1;gold=1530000;501=1;59001=12;51481=12},125,1,0,1,1151,7,228,8,228,9,161,10,161,<0>,{13=3%},0,FALSE,{}
1581607,1481,6,7,{502=2;501=2;gold=1700000;201=1;59001=13;51481=13},125,1,0,1,1162,7,231,8,231,9,162,10,162,<>,{},0,FALSE,{}
1581608,1481,6,8,{502=2;501=2;gold=1830000;59001=13;2152=1;51481=13},125,1,0,1,1173,7,233,8,233,9,164,10,164,<>,{},79003,FALSE,{effort=11;zawakeStage=508;equipStarSum=10;equipAwakeSum=4}
1581701,1481,7,1,{59001=11;51481=11;gold=1200000},150,1,0,1,1170,7,232,8,232,9,163,10,163,<>,{},0,FALSE,{}
1581702,1481,7,2,{59001=11;51481=11;gold=1400000},150,1,0,1,1181,7,234,8,234,9,165,10,165,<>,{},0,FALSE,{}
1581703,1481,7,3,{59001=12;51481=12;gold=1620000},150,1,0,1,1193,7,237,8,237,9,166,10,166,<>,{},0,FALSE,{}
1581704,1481,7,4,{59001=12;51481=12;gold=1830000},150,1,0,1,1205,7,239,8,239,9,168,10,168,<0>,{25=300;24=300},0,FALSE,{}
1581705,1481,7,5,{59001=13;51481=13;gold=2100000},150,1,0,1,1216,7,241,8,241,9,170,10,170,<>,{},0,FALSE,{}
1581706,1481,7,6,{59001=13;51481=13;gold=2300000},150,1,0,1,1228,7,244,8,244,9,171,10,171,<>,{},0,FALSE,{}
1581707,1481,7,7,{59001=14;51481=14;gold=2550000},150,1,0,1,1240,7,246,8,246,9,173,10,173,<>,{},0,FALSE,{}
1581708,1481,7,8,{59001=14;51481=14;gold=2750000},150,1,0,1,1251,7,248,8,248,9,175,10,175,<0>,{23=500;22=500},0,FALSE,{}
1581801,1481,8,1,{59001=12;51481=12;gold=1800000},200,1,0,1,1243,7,247,8,247,9,173,10,173,<>,{},0,FALSE,{}
1581802,1481,8,2,{59001=12;51481=12;gold=2100000},200,1,0,1,1255,7,249,8,249,9,175,10,175,<>,{},0,FALSE,{}
1581803,1481,8,3,{59001=13;51481=13;gold=2430000},200,1,0,1,1268,7,251,8,251,9,177,10,177,<>,{},0,FALSE,{}
1581804,1481,8,4,{59001=13;51481=13;gold=2750000},200,1,0,1,1280,7,254,8,254,9,179,10,179,<0>,{14=300;15=300},0,FALSE,{}
1581805,1481,8,5,{59001=14;51481=14;gold=3150000},200,1,0,1,1292,7,256,8,256,9,180,10,180,<>,{},0,FALSE,{}
1581806,1481,8,6,{59001=14;51481=14;gold=3450000},200,1,0,1,1305,7,259,8,259,9,182,10,182,<>,{},0,FALSE,{}
1581807,1481,8,7,{59001=15;51481=15;gold=3830000},200,1,0,1,1317,7,261,8,261,9,184,10,184,<>,{},0,FALSE,{}
1581808,1481,8,8,{59001=15;51481=15;gold=4130000},200,1,0,1,1330,7,264,8,264,9,186,10,186,<0>,{1=5%;7=5%;8=5%;9=5%;10=5%;13=5%},0,FALSE,{}
1601101,1501,1,1,{gold=150000;51501=4;59002=4},75,1,0,1,853,7,169,8,169,9,119,10,119,<>,{},0,FALSE,{}
1601102,1501,1,2,{gold=180000;51501=4;59002=4},75,1,0,1,862,7,171,8,171,9,120,10,120,<>,{},0,FALSE,{}
1601103,1501,1,3,{gold=210000;51501=5;59002=5},75,1,0,1,870,7,172,8,172,9,121,10,121,<>,{},0,FALSE,{}
1601104,1501,1,4,{gold=240000;51501=5;59002=5},75,1,0,1,879,7,174,8,174,9,123,10,123,<0>,{1=3%},0,FALSE,{}
1601105,1501,1,5,{gold=270000;51501=6;59002=6},75,1,0,1,887,7,176,8,176,9,124,10,124,<>,{},0,FALSE,{}
1601106,1501,1,6,{gold=300000;51501=6;59002=6},75,1,0,1,896,7,177,8,177,9,125,10,125,<>,{},0,FALSE,{}
1601107,1501,1,7,{gold=330000;501=1;51501=7;59002=7},75,1,0,1,904,7,179,8,179,9,126,10,126,<>,{},0,FALSE,{}
1601108,1501,1,8,{gold=360000;501=1;51501=7;59002=7},75,1,0,1,913,7,181,8,181,9,127,10,127,<0>,{25=300;24=300},0,FALSE,{}
1601201,1501,2,1,{gold=230000;51501=6;59002=6},90,1,0,1,938,7,186,8,186,9,131,10,131,<>,{},0,FALSE,{}
1601202,1501,2,2,{gold=270000;51501=6;59002=6},90,1,0,1,948,7,188,8,188,9,132,10,132,<>,{},0,FALSE,{}
1601203,1501,2,3,{gold=320000;51501=7;59002=7},90,1,0,1,957,7,190,8,190,9,134,10,134,<>,{},0,FALSE,{}
1601204,1501,2,4,{gold=360000;51501=7;59002=7},90,1,0,1,966,7,191,8,191,9,135,10,135,<0>,{7=3%;8=3%},0,FALSE,{}
1601205,1501,2,5,{gold=410000;501=1;51501=8;59002=8},90,1,0,1,976,7,193,8,193,9,136,10,136,<>,{},0,FALSE,{}
1601206,1501,2,6,{gold=450000;501=1;51501=8;59002=8},90,1,0,1,985,7,195,8,195,9,137,10,137,<>,{},0,FALSE,{}
1601207,1501,2,7,{gold=500000;501=1;51501=9;59002=9},90,1,0,1,995,7,197,8,197,9,139,10,139,<>,{},0,FALSE,{}
1601208,1501,2,8,{gold=540000;501=1;51501=9;59002=9},90,1,0,1,1004,7,199,8,199,9,140,10,140,<>,{},79001,FALSE,{effort=7;zawakeStage=108;equipStarSum=6;equipAwakeSum=2}
1601301,1501,3,1,{gold=350000;51501=7;59002=7},105,1,0,1,1024,7,203,8,203,9,143,10,143,<>,{},0,FALSE,{}
1601302,1501,3,2,{gold=410000;51501=7;59002=7},105,1,0,1,1034,7,205,8,205,9,144,10,144,<>,{},0,FALSE,{}
1601303,1501,3,3,{gold=480000;501=1;51501=8;59002=8},105,1,0,1,1044,7,207,8,207,9,146,10,146,<>,{},0,FALSE,{}
1601304,1501,3,4,{gold=540000;501=1;51501=8;59002=8},105,1,0,1,1054,7,209,8,209,9,147,10,147,<2;12>,{25=500;24=500},0,FALSE,{}
1601305,1501,3,5,{gold=620000;501=1;51501=9;59002=9},105,1,0,1,1065,7,211,8,211,9,149,10,149,<>,{},0,FALSE,{}
1601306,1501,3,6,{gold=680000;501=1;51501=9;59002=9},105,1,0,1,1075,7,213,8,213,9,150,10,150,<>,{},0,FALSE,{}
1601307,1501,3,7,{gold=750000;501=1;51501=10;59002=10},105,1,0,1,1085,7,215,8,215,9,151,10,151,<>,{},0,FALSE,{}
1601308,1501,3,8,{224=1;gold=810000;501=1;51501=10;59002=10},105,1,0,1,1095,7,217,8,217,9,153,10,153,<>,{},79002,FALSE,{star=9;goodFeel=160;zawakeStage=208;advance=15}
1601401,1501,4,1,{gold=530000;51501=9;59002=9},120,1,0,1,1109,7,220,8,220,9,155,10,155,<>,{},0,FALSE,{}
1601402,1501,4,2,{gold=620000;51501=9;59002=9},120,1,0,1,1120,7,222,8,222,9,156,10,156,<>,{},0,FALSE,{}
1601403,1501,4,3,{gold=720000;501=1;51501=10;59002=10},120,1,0,1,1131,7,224,8,224,9,158,10,158,<>,{},0,FALSE,{}
1601404,1501,4,4,{gold=810000;501=1;51501=10;59002=10},120,1,0,1,1142,7,226,8,226,9,159,10,159,<0>,{14=300;16=300},0,FALSE,{}
1601405,1501,4,5,{gold=930000;501=2;51501=11;59002=11},120,1,0,1,1153,7,228,8,228,9,161,10,161,<>,{},0,FALSE,{}
1601406,1501,4,6,{gold=1020000;501=2;51501=11;59002=11},120,1,0,1,1164,7,231,8,231,9,162,10,162,<0>,{91=300},0,FALSE,{}
1601407,1501,4,7,{gold=1130000;234=1;501=2;51501=12;59002=12},120,1,0,1,1175,7,233,8,233,9,164,10,164,<>,{},0,FALSE,{}
1601408,1501,4,8,{501=2;gold=1220000;2152=1;51501=12;59002=12},120,1,0,1,1187,7,235,8,235,9,166,10,166,<>,{},79004,FALSE,{effort=9;equipStarSum=9;zawakeStage=308;nvalueSum=140}
1601501,1501,5,1,{502=2;gold=800000;51501=10;59002=10},150,1,0,1,1194,7,237,8,237,9,167,10,167,<>,{},0,FALSE,{}
1601502,1501,5,2,{502=2;gold=930000;51501=10;59002=10},150,1,0,1,1206,7,239,8,239,9,168,10,168,<>,{},0,FALSE,{}
1601503,1501,5,3,{502=2;gold=1080000;501=1;51501=11;59002=11},150,1,0,1,1218,7,241,8,241,9,170,10,170,<>,{},0,FALSE,{}
1601504,1501,5,4,{502=2;gold=1220000;501=2;51501=11;59002=11},150,1,0,1,1230,7,244,8,244,9,172,10,172,<6;10>,{14=500;16=500},0,FALSE,{}
1601505,1501,5,5,{502=2;gold=1400000;501=2;51501=12;59002=12},150,1,0,1,1242,7,246,8,246,9,173,10,173,<>,{},0,FALSE,{}
1601506,1501,5,6,{502=3;gold=1530000;501=2;51501=12;59002=12},150,1,0,1,1254,7,248,8,248,9,175,10,175,<>,{},0,FALSE,{}
1601507,1501,5,7,{502=3;gold=1700000;501=2;51501=13;59002=13},150,1,0,1,1266,7,251,8,251,9,177,10,177,<>,{},0,FALSE,{}
1601508,1501,5,8,{204=1;gold=1830000;214=1;51501=13;59002=13},150,1,0,1,1278,7,253,8,253,9,178,10,178,<0>,{23=300;22=300},0,FALSE,{}
1601601,1501,6,1,{502=2;gold=1200000;51501=11;59002=11},188,1,0,1,1280,7,254,8,254,9,179,10,179,<>,{},0,FALSE,{}
1601602,1501,6,2,{502=2;gold=1400000;51501=11;59002=11},188,1,0,1,1292,7,256,8,256,9,180,10,180,<>,{},0,FALSE,{}
1601603,1501,6,3,{502=3;gold=1620000;501=2;51501=12;59002=12},188,1,0,1,1305,7,259,8,259,9,182,10,182,<>,{},0,FALSE,{}
1601604,1501,6,4,{502=3;gold=1830000;501=2;51501=12;59002=12},188,1,0,1,1318,7,261,8,261,9,184,10,184,<13>,{23=800;22=800},0,FALSE,{}
1601605,1501,6,5,{502=3;gold=2100000;501=3;51501=13;59002=13},188,1,0,1,1331,7,264,8,264,9,186,10,186,<>,{},0,FALSE,{}
1601606,1501,6,6,{502=3;gold=2300000;501=3;51501=13;59002=13},188,1,0,1,1343,7,266,8,266,9,187,10,187,<0>,{13=3%},0,FALSE,{}
1601607,1501,6,7,{502=4;501=3;gold=2550000;2152=1;51501=14;59002=14},188,1,0,1,1356,7,269,8,269,9,189,10,189,<>,{},0,FALSE,{}
1601608,1501,6,8,{502=4;501=3;gold=2750000;2152=1;51501=14;59002=14},188,1,0,1,1369,7,271,8,271,9,191,10,191,<>,{},79003,FALSE,{effort=11;zawakeStage=508;equipStarSum=12;equipAwakeSum=4}
1601701,1501,7,1,{gold=1800000;51501=12;59002=12},225,1,0,1,1365,7,270,8,270,9,190,10,190,<>,{},0,FALSE,{}
1601702,1501,7,2,{gold=2100000;51501=12;59002=12},225,1,0,1,1378,7,273,8,273,9,192,10,192,<>,{},0,FALSE,{}
1601703,1501,7,3,{gold=2430000;51501=13;59002=13},225,1,0,1,1392,7,276,8,276,9,194,10,194,<>,{},0,FALSE,{}
1601704,1501,7,4,{gold=2750000;51501=13;59002=13},225,1,0,1,1406,7,279,8,279,9,196,10,196,<0>,{25=300;24=300},0,FALSE,{}
1601705,1501,7,5,{gold=3150000;51501=14;59002=14},225,1,0,1,1419,7,281,8,281,9,198,10,198,<>,{},0,FALSE,{}
1601706,1501,7,6,{gold=3450000;51501=14;59002=14},225,1,0,1,1433,7,284,8,284,9,200,10,200,<>,{},0,FALSE,{}
1601707,1501,7,7,{gold=3830000;51501=15;59002=15},225,1,0,1,1447,7,287,8,287,9,202,10,202,<>,{},0,FALSE,{}
1601708,1501,7,8,{gold=4130000;51501=15;59002=15},225,1,0,1,1460,7,289,8,289,9,204,10,204,<0>,{23=500;22=500},0,FALSE,{}
1601801,1501,8,1,{gold=2700000;51501=13;59002=13},300,1,0,1,1450,7,287,8,287,9,202,10,202,<>,{},0,FALSE,{}
1601802,1501,8,2,{gold=3150000;51501=13;59002=13},300,1,0,1,1465,7,290,8,290,9,204,10,204,<>,{},0,FALSE,{}
1601803,1501,8,3,{gold=3650000;51501=14;59002=14},300,1,0,1,1479,7,293,8,293,9,206,10,206,<>,{},0,FALSE,{}
1601804,1501,8,4,{gold=4130000;51501=14;59002=14},300,1,0,1,1494,7,296,8,296,9,208,10,208,<0>,{14=300;15=300},0,FALSE,{}
1601805,1501,8,5,{gold=4730000;51501=15;59002=15},300,1,0,1,1508,7,299,8,299,9,210,10,210,<>,{},0,FALSE,{}
1601806,1501,8,6,{gold=5180000;51501=15;59002=15},300,1,0,1,1523,7,302,8,302,9,212,10,212,<>,{},0,FALSE,{}
1601807,1501,8,7,{gold=5750000;51501=16;59002=16},300,1,0,1,1537,7,305,8,305,9,214,10,214,<>,{},0,FALSE,{}
1601808,1501,8,8,{gold=6200000;51501=16;59002=16},300,1,0,1,1552,7,307,8,307,9,216,10,216,<0>,{1=5%;7=5%;8=5%;9=5%;10=5%;13=5%},0,FALSE,{}
1711101,1611,1,1,{59001=3;gold=100000;51611=3},50,1,0,1,731,7,145,8,145,9,102,10,102,<>,{},0,FALSE,{}
1711102,1611,1,2,{59001=3;gold=120000;51611=3},50,1,0,1,738,7,146,8,146,9,103,10,103,<>,{},0,FALSE,{}
1711103,1611,1,3,{59001=4;gold=140000;51611=4},50,1,0,1,746,7,148,8,148,9,104,10,104,<>,{},0,FALSE,{}
1711104,1611,1,4,{59001=4;gold=160000;51611=4},50,1,0,1,753,7,149,8,149,9,105,10,105,<0>,{1=3%},0,FALSE,{}
1711105,1611,1,5,{59001=5;gold=180000;51611=5},50,1,0,1,760,7,151,8,151,9,106,10,106,<>,{},0,FALSE,{}
1711106,1611,1,6,{59001=5;gold=200000;51611=5},50,1,0,1,768,7,152,8,152,9,107,10,107,<>,{},0,FALSE,{}
1711107,1611,1,7,{59001=6;gold=220000;51611=6},50,1,0,1,775,7,154,8,154,9,108,10,108,<>,{},0,FALSE,{}
1711108,1611,1,8,{gold=240000;51611=6;59001=6;501=1},50,1,0,1,782,7,155,8,155,9,109,10,109,<0>,{25=300;24=300},0,FALSE,{}
1711201,1611,2,1,{59001=5;gold=150000;51611=5},60,1,0,1,804,7,160,8,160,9,112,10,112,<>,{},0,FALSE,{}
1711202,1611,2,2,{59001=5;gold=180000;51611=5},60,1,0,1,812,7,161,8,161,9,113,10,113,<>,{},0,FALSE,{}
1711203,1611,2,3,{59001=6;gold=210000;51611=6},60,1,0,1,820,7,163,8,163,9,114,10,114,<>,{},0,FALSE,{}
1711204,1611,2,4,{59001=6;gold=240000;51611=6},60,1,0,1,828,7,164,8,164,9,116,10,116,<0>,{7=3%;8=3%},0,FALSE,{}
1711205,1611,2,5,{59001=7;gold=270000;51611=7},60,1,0,1,836,7,166,8,166,9,117,10,117,<>,{},0,FALSE,{}
1711206,1611,2,6,{59001=7;gold=300000;51611=7},60,1,0,1,844,7,167,8,167,9,118,10,118,<>,{},0,FALSE,{}
1711207,1611,2,7,{gold=330000;51611=8;59001=8;501=1},60,1,0,1,852,7,169,8,169,9,119,10,119,<>,{},0,FALSE,{}
1711208,1611,2,8,{gold=360000;51611=8;59001=8;501=1},60,1,0,1,860,7,171,8,171,9,120,10,120,<>,{},79001,FALSE,{effort=7;zawakeStage=108;equipStarSum=6;equipAwakeSum=2}
1711301,1611,3,1,{59001=6;gold=230000;51611=6},70,1,0,1,877,7,174,8,174,9,122,10,122,<>,{},0,FALSE,{}
1711302,1611,3,2,{59001=6;gold=270000;51611=6},70,1,0,1,886,7,176,8,176,9,124,10,124,<>,{},0,FALSE,{}
1711303,1611,3,3,{59001=7;gold=320000;51611=7},70,1,0,1,895,7,177,8,177,9,125,10,125,<>,{},0,FALSE,{}
1711304,1611,3,4,{59001=7;gold=360000;51611=7},70,1,0,1,904,7,179,8,179,9,126,10,126,<2;12>,{25=500;24=500},0,FALSE,{}
1711305,1611,3,5,{59001=8;gold=410000;51611=8},70,1,0,1,912,7,181,8,181,9,127,10,127,<>,{},0,FALSE,{}
1711306,1611,3,6,{gold=450000;51611=8;59001=8;501=1},70,1,0,1,921,7,183,8,183,9,129,10,129,<>,{},0,FALSE,{}
1711307,1611,3,7,{gold=500000;51611=9;59001=9;501=1},70,1,0,1,930,7,184,8,184,9,130,10,130,<>,{},0,FALSE,{}
1711308,1611,3,8,{501=1;51611=9;223=1;59001=9;gold=540000},70,1,0,1,939,7,186,8,186,9,131,10,131,<>,{},79002,FALSE,{star=9;goodFeel=150;zawakeStage=208;advance=14}
1711401,1611,4,1,{59001=8;gold=350000;51611=8},80,1,0,1,950,7,189,8,189,9,133,10,133,<>,{},0,FALSE,{}
1711402,1611,4,2,{59001=8;gold=410000;51611=8},80,1,0,1,960,7,190,8,190,9,134,10,134,<>,{},0,FALSE,{}
1711403,1611,4,3,{59001=9;gold=480000;51611=9},80,1,0,1,969,7,192,8,192,9,135,10,135,<>,{},0,FALSE,{}
1711404,1611,4,4,{59001=9;gold=540000;51611=9},80,1,0,1,979,7,194,8,194,9,137,10,137,<0>,{14=300;16=300},0,FALSE,{}
1711405,1611,4,5,{59001=10;gold=620000;51611=10},80,1,0,1,988,7,196,8,196,9,138,10,138,<>,{},0,FALSE,{}
1711406,1611,4,6,{gold=680000;51611=10;59001=10;501=1},80,1,0,1,998,7,198,8,198,9,139,10,139,<0>,{91=300},0,FALSE,{}
1711407,1611,4,7,{gold=750000;51611=11;59001=11;501=1},80,1,0,1,1007,7,200,8,200,9,141,10,141,<>,{},0,FALSE,{}
1711408,1611,4,8,{233=1;gold=810000;51611=11;501=1;59001=11},80,1,0,1,1017,7,202,8,202,9,142,10,142,<>,{},79004,FALSE,{effort=9;equipStarSum=8;zawakeStage=308;nvalueSum=140}
1711501,1611,5,1,{59001=9;gold=530000;51611=9},100,1,0,1,1023,7,203,8,203,9,143,10,143,<>,{},0,FALSE,{}
1711502,1611,5,2,{59001=9;gold=620000;51611=9},100,1,0,1,1034,7,205,8,205,9,144,10,144,<>,{},0,FALSE,{}
1711503,1611,5,3,{59001=10;gold=720000;51611=10},100,1,0,1,1044,7,207,8,207,9,146,10,146,<>,{},0,FALSE,{}
1711504,1611,5,4,{59001=10;gold=810000;51611=10},100,1,0,1,1054,7,209,8,209,9,147,10,147,<6;10>,{14=500;16=500},0,FALSE,{}
1711505,1611,5,5,{502=1;gold=930000;51611=11;501=1;59001=11},100,1,0,1,1064,7,211,8,211,9,149,10,149,<>,{},0,FALSE,{}
1711506,1611,5,6,{502=1;gold=1020000;51611=11;501=1;59001=11},100,1,0,1,1075,7,213,8,213,9,150,10,150,<>,{},0,FALSE,{}
1711507,1611,5,7,{502=1;gold=1130000;51611=12;501=1;59001=12},100,1,0,1,1085,7,215,8,215,9,151,10,151,<>,{},0,FALSE,{}
1711508,1611,5,8,{502=1;203=1;gold=1220000;501=1;59001=12;51611=12},100,1,0,1,1095,7,217,8,217,9,153,10,153,<0>,{23=300;22=300},0,FALSE,{}
1711601,1611,6,1,{59001=10;gold=800000;51611=10},125,1,0,1,1097,7,218,8,218,9,153,10,153,<>,{},0,FALSE,{}
1711602,1611,6,2,{59001=10;gold=930000;51611=10},125,1,0,1,1107,7,220,8,220,9,155,10,155,<>,{},0,FALSE,{}
1711603,1611,6,3,{502=1;gold=1080000;51611=11;501=1;59001=11},125,1,0,1,1118,7,222,8,222,9,156,10,156,<>,{},0,FALSE,{}
1711604,1611,6,4,{502=1;gold=1220000;51611=11;501=1;59001=11},125,1,0,1,1129,7,224,8,224,9,158,10,158,<13>,{23=800;22=800},0,FALSE,{}
1711605,1611,6,5,{502=1;gold=1400000;51611=12;501=1;59001=12},125,1,0,1,1140,7,226,8,226,9,159,10,159,<>,{},0,FALSE,{}
1711606,1611,6,6,{502=1;gold=1530000;51611=12;501=1;59001=12},125,1,0,1,1151,7,228,8,228,9,161,10,161,<0>,{13=3%},0,FALSE,{}
1711607,1611,6,7,{502=2;203=1;gold=1700000;501=2;59001=13;51611=13},125,1,0,1,1162,7,231,8,231,9,162,10,162,<>,{},0,FALSE,{}
1711608,1611,6,8,{502=2;501=2;gold=1830000;51611=13;2152=1;59001=13},125,1,0,1,1173,7,233,8,233,9,164,10,164,<>,{},79003,FALSE,{effort=11;zawakeStage=508;equipStarSum=10;equipAwakeSum=4}
1711701,1611,7,1,{59001=11;gold=1200000;51611=11},150,1,0,1,1170,7,232,8,232,9,163,10,163,<>,{},0,FALSE,{}
1711702,1611,7,2,{59001=11;gold=1400000;51611=11},150,1,0,1,1181,7,234,8,234,9,165,10,165,<>,{},0,FALSE,{}
1711703,1611,7,3,{59001=12;gold=1620000;51611=12},150,1,0,1,1193,7,237,8,237,9,166,10,166,<>,{},0,FALSE,{}
1711704,1611,7,4,{59001=12;gold=1830000;51611=12},150,1,0,1,1205,7,239,8,239,9,168,10,168,<0>,{25=300;24=300},0,FALSE,{}
1711705,1611,7,5,{59001=13;gold=2100000;51611=13},150,1,0,1,1216,7,241,8,241,9,170,10,170,<>,{},0,FALSE,{}
1711706,1611,7,6,{59001=13;gold=2300000;51611=13},150,1,0,1,1228,7,244,8,244,9,171,10,171,<>,{},0,FALSE,{}
1711707,1611,7,7,{59001=14;gold=2550000;51611=14},150,1,0,1,1240,7,246,8,246,9,173,10,173,<>,{},0,FALSE,{}
1711708,1611,7,8,{59001=14;gold=2750000;51611=14},150,1,0,1,1251,7,248,8,248,9,175,10,175,<0>,{23=500;22=500},0,FALSE,{}
1711801,1611,8,1,{59001=12;gold=1800000;51611=12},200,1,0,1,1243,7,247,8,247,9,173,10,173,<>,{},0,FALSE,{}
1711802,1611,8,2,{59001=12;gold=2100000;51611=12},200,1,0,1,1255,7,249,8,249,9,175,10,175,<>,{},0,FALSE,{}
1711803,1611,8,3,{59001=13;gold=2430000;51611=13},200,1,0,1,1268,7,251,8,251,9,177,10,177,<>,{},0,FALSE,{}
1711804,1611,8,4,{59001=13;gold=2750000;51611=13},200,1,0,1,1280,7,254,8,254,9,179,10,179,<0>,{14=300;15=300},0,FALSE,{}
1711805,1611,8,5,{59001=14;gold=3150000;51611=14},200,1,0,1,1292,7,256,8,256,9,180,10,180,<>,{},0,FALSE,{}
1711806,1611,8,6,{59001=14;gold=3450000;51611=14},200,1,0,1,1305,7,259,8,259,9,182,10,182,<>,{},0,FALSE,{}
1711807,1611,8,7,{59001=15;gold=3830000;51611=15},200,1,0,1,1317,7,261,8,261,9,184,10,184,<>,{},0,FALSE,{}
1711808,1611,8,8,{59001=15;gold=4130000;51611=15},200,1,0,1,1330,7,264,8,264,9,186,10,186,<0>,{1=5%;7=5%;8=5%;9=5%;10=5%;13=5%},0,FALSE,{}
1741101,1641,1,1,{59001=3;gold=100000;51641=3},50,1,0,1,731,7,145,8,145,9,102,10,102,<>,{},0,FALSE,{}
1741102,1641,1,2,{59001=3;gold=120000;51641=3},50,1,0,1,738,7,146,8,146,9,103,10,103,<>,{},0,FALSE,{}
1741103,1641,1,3,{59001=4;gold=140000;51641=4},50,1,0,1,746,7,148,8,148,9,104,10,104,<>,{},0,FALSE,{}
1741104,1641,1,4,{59001=4;gold=160000;51641=4},50,1,0,1,753,7,149,8,149,9,105,10,105,<0>,{1=3%},0,FALSE,{}
1741105,1641,1,5,{59001=5;gold=180000;51641=5},50,1,0,1,760,7,151,8,151,9,106,10,106,<>,{},0,FALSE,{}
1741106,1641,1,6,{59001=5;gold=200000;51641=5},50,1,0,1,768,7,152,8,152,9,107,10,107,<>,{},0,FALSE,{}
1741107,1641,1,7,{59001=6;gold=220000;51641=6},50,1,0,1,775,7,154,8,154,9,108,10,108,<>,{},0,FALSE,{}
1741108,1641,1,8,{gold=240000;59001=6;501=1;51641=6},50,1,0,1,782,7,155,8,155,9,109,10,109,<0>,{25=300;24=300},0,FALSE,{}
1741201,1641,2,1,{59001=5;gold=150000;51641=5},60,1,0,1,804,7,160,8,160,9,112,10,112,<>,{},0,FALSE,{}
1741202,1641,2,2,{59001=5;gold=180000;51641=5},60,1,0,1,812,7,161,8,161,9,113,10,113,<>,{},0,FALSE,{}
1741203,1641,2,3,{59001=6;gold=210000;51641=6},60,1,0,1,820,7,163,8,163,9,114,10,114,<>,{},0,FALSE,{}
1741204,1641,2,4,{59001=6;gold=240000;51641=6},60,1,0,1,828,7,164,8,164,9,116,10,116,<0>,{7=3%;8=3%},0,FALSE,{}
1741205,1641,2,5,{59001=7;gold=270000;51641=7},60,1,0,1,836,7,166,8,166,9,117,10,117,<>,{},0,FALSE,{}
1741206,1641,2,6,{59001=7;gold=300000;51641=7},60,1,0,1,844,7,167,8,167,9,118,10,118,<>,{},0,FALSE,{}
1741207,1641,2,7,{gold=330000;59001=8;501=1;51641=8},60,1,0,1,852,7,169,8,169,9,119,10,119,<>,{},0,FALSE,{}
1741208,1641,2,8,{gold=360000;59001=8;501=1;51641=8},60,1,0,1,860,7,171,8,171,9,120,10,120,<>,{},79001,FALSE,{effort=7;zawakeStage=108;equipStarSum=6;equipAwakeSum=2}
1741301,1641,3,1,{59001=6;gold=230000;51641=6},70,1,0,1,877,7,174,8,174,9,122,10,122,<>,{},0,FALSE,{}
1741302,1641,3,2,{59001=6;gold=270000;51641=6},70,1,0,1,886,7,176,8,176,9,124,10,124,<>,{},0,FALSE,{}
1741303,1641,3,3,{59001=7;gold=320000;51641=7},70,1,0,1,895,7,177,8,177,9,125,10,125,<>,{},0,FALSE,{}
1741304,1641,3,4,{59001=7;gold=360000;51641=7},70,1,0,1,904,7,179,8,179,9,126,10,126,<2;12>,{25=500;24=500},0,FALSE,{}
1741305,1641,3,5,{59001=8;gold=410000;51641=8},70,1,0,1,912,7,181,8,181,9,127,10,127,<>,{},0,FALSE,{}
1741306,1641,3,6,{gold=450000;59001=8;501=1;51641=8},70,1,0,1,921,7,183,8,183,9,129,10,129,<>,{},0,FALSE,{}
1741307,1641,3,7,{gold=500000;59001=9;501=1;51641=9},70,1,0,1,930,7,184,8,184,9,130,10,130,<>,{},0,FALSE,{}
1741308,1641,3,8,{501=1;gold=540000;223=1;59001=9;51641=9},70,1,0,1,939,7,186,8,186,9,131,10,131,<>,{},79002,FALSE,{star=9;goodFeel=150;zawakeStage=208;advance=14}
1741401,1641,4,1,{59001=8;gold=350000;51641=8},80,1,0,1,950,7,189,8,189,9,133,10,133,<>,{},0,FALSE,{}
1741402,1641,4,2,{59001=8;gold=410000;51641=8},80,1,0,1,960,7,190,8,190,9,134,10,134,<>,{},0,FALSE,{}
1741403,1641,4,3,{59001=9;gold=480000;51641=9},80,1,0,1,969,7,192,8,192,9,135,10,135,<>,{},0,FALSE,{}
