变量名,name,name_tw,name_en,name_vn,name_kr,type,classify,attrAdd,stackMax,theme,icon,res,startResScale,attr,interactivityAttr,roleActionDatas,size,touchSize,relSize,startPos,position,quality,currentNum,languages
53019,海景小窗,海景小窗,Sea-View Window·S,Cửa sổ nhỏ cảnh biển,바다 풍경 작은 창문,4,1,{7=800},1,3,city/homeland/home/icon/wall_painting/img_3chuanghu.png,city/homeland/home/item/wall_painting/img_3chuanghu.png,0.85,{left=true;flip=true},{},{},{width=3;height=5},{off={offHeight=0;offWidth=0};width=3;height=5},{off={offHeight=0;offWidth=0};width=3;height=3},{y=125;x=-240},4,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
53020,圣诞壁炉,聖誕壁爐,Christmas Fireplace,Lò Sưởi Noel,크리스마스 벽난로,4,0,{7=720},1,4,city/homeland/home/icon/wall_painting/icon_bilu.png,home/fireplace.json,1.1,{left=true;flip=true},{},{},{width=3;height=5},{off={offHeight=0;offWidth=0};width=2;height=5},{off={offHeight=0;offWidth=0};width=3;height=3},{y=70;x=-110},3,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
53021,圣诞木门,聖誕木門,Christmas Door,Cửa Gỗ Noel,크리스마스 나무문,4,1,{1=5775},1,4,city/homeland/home/icon/wall_painting/icon_door.png,city/homeland/home/item/wall_painting/img_door.png,1.1,{right=true;flip=true},{},{},{width=3;height=5},{off={offHeight=0;offWidth=0};width=3;height=5},{off={offHeight=0;offWidth=0};width=3;height=4},{y=15;x=-255},3,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
53022,圣诞花环,聖誕花環,Christmas Ring,Vòng Hoa Noel,크리스마스 화환,4,0,{1=1795},3,4,city/homeland/home/icon/wall_painting/icon_hua01.png,city/homeland/home/item/wall_painting/img_hua01.png,0.9,{right=true;flip=true},{},{},{width=1;height=5},{off={offHeight=-4;offWidth=0};width=1;height=5},{off={offHeight=0;offWidth=0};width=1;height=1},{y=160;x=-80},3,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
53023,袜子挂饰,襪子掛飾,Christmas Sock,Trang Sức Vớ Treo,양말 걸이 장식,4,2,{8=150},2,4,city/homeland/home/icon/wall_painting/icon_shoutao.png,city/homeland/home/item/wall_painting/img_shoutao.png,1,{left=true;flip=true},{},{},{width=3;height=5},{off={offHeight=0;offWidth=0};width=3;height=5},{off={offHeight=0;offWidth=0};width=2.5;height=2.5},{y=160;x=-250},3,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
53024,圣诞小窗,聖誕小窗,Christmas Window·S,Cửa Sổ Noel Nhỏ,크리스마스 작은 창문,4,1,{8=115},2,4,city/homeland/home/icon/wall_painting/icon_window1.png,city/homeland/home/item/wall_painting/img_window1icon_window1.png,1.2,{left=true;flip=true},{},{},{width=2;height=5},{off={offHeight=-1;offWidth=0};width=2;height=5},{off={offHeight=0;offWidth=0};width=2;height=2.2},{y=80;x=-147},3,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
53025,圣诞大窗,聖誕大窗,Christmas Window·L,Cửa Sổ Noel Lớn,크리스마스 큰 창문,4,0,{8=245},1,4,city/homeland/home/icon/wall_painting/icon_window2.png,city/homeland/home/item/wall_painting/img_window2.png,1.2,{right=true;flip=true},{},{},{width=3;height=5},{off={offHeight=0;offWidth=0};width=3;height=5},{off={offHeight=0;offWidth=0};width=3;height=3},{y=80;x=-239},3,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
53026,墙壁贴花,牆壁貼花,Christmas Wallflower,Giấy Dán Tường,벽 스트커 꽃,4,1,{7=225},4,4,city/homeland/home/icon/wall_painting/icon_zhaungshi.png,city/homeland/home/item/wall_painting/img_zhaungshi.png,1,{right=true;flip=true},{},{},{width=3;height=5},{off={offHeight=0;offWidth=0};width=2;height=5},{off={offHeight=2;offWidth=0};width=3;height=2.2},{y=135;x=-230},3,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
54001,滚球兽,滾球獸,Koromon,Koromon,코로몬,5,0,{15=50},1,0,00ShuMa/common/portrait/01yagushou0.png,home/hero/gunqiushou/gunqiushou.json,1,{flip=true},{},{},{width=1;height=1},{off={offHeight=1;offWidth=1};width=1;height=1},{off={offHeight=1;offWidth=1};width=1;height=1},{y=15;x=0},5,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
54002,普尼兽,普尼獸,Punimon,Punimon,푸니몬,5,1,{11=50},1,0,city/homeland/home/role/icon/shum_7.png,home/hero/punishou/punishou.json,1,{flip=true},{},{},{width=1;height=1},{off={offHeight=1;offWidth=1};width=1;height=1},{off={offHeight=1;offWidth=1};width=1;height=1},{y=15;x=0},5,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
54003,包子兽,包子獸,Baomon,Paomon,파오몬,5,2,{14=50},1,0,city/homeland/home/role/icon/shum_1.png,home/hero/baozishou/baozishou.json,1,{flip=true},{},{},{width=1;height=1},{off={offHeight=1;offWidth=1};width=1;height=1},{off={offHeight=1;offWidth=1};width=1;height=1},{y=15;x=0},5,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
54004,狐裘兽,狐裘獸,Reremon,Reremon,리레몬,5,0,{13=50},1,0,city/homeland/home/role/icon/shum_6.png,home/hero/huqiushou/huqiushou.json,1,{flip=true},{},{},{width=1;height=1},{off={offHeight=1;offWidth=1};width=1;height=1},{off={offHeight=1;offWidth=1};width=1;height=1},{y=15;x=0},5,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
54005,绿叶兽,綠葉獸,Leafmon,Leafmon,잎새몬,5,1,{10=50},1,0,city/homeland/home/role/icon/shum_2.png,home/hero/lvyeshou/lvyeshou.json,1,{flip=true},{},{},{width=1;height=1},{off={offHeight=1;offWidth=1};width=1;height=1},{off={offHeight=1;offWidth=1};width=1;height=1},{y=15;x=0},5,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
54006,黑球兽,黑球獸,Botamon,Botamon,깜몬,5,2,{21=50},1,0,city/homeland/home/role/icon/shum_4.png,home/hero/heiqiushou/heiqiushou.json,1,{flip=true},{},{},{width=1;height=1},{off={offHeight=1;offWidth=1};width=1;height=1},{off={offHeight=1;offWidth=1};width=1;height=1},{y=15;x=0},5,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
54007,汪喵兽,汪喵獸,Wanyamon,Wanyamon,와냐몬,5,0,{19=50},1,0,city/homeland/home/role/icon/shum_3.png,home/hero/wangmiaoshou/wangmiaoshou.json,1,{flip=true},{},{},{width=1;height=1},{off={offHeight=1;offWidth=1};width=1;height=1},{off={offHeight=1;offWidth=1};width=1;height=1},{y=15;x=0},5,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
54008,日光兽,日光獸,Sunmon,Sunmon,선몬,5,1,{18=50},1,0,city/homeland/home/role/icon/shum_9.png,home/hero/riguangshou/riguangshou.json,1,{flip=true},{},{},{width=1;height=1},{off={offHeight=1;offWidth=1};width=1;height=1},{off={offHeight=1;offWidth=1};width=1;height=1},{y=15;x=0},5,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
54009,小龙兽,小龍獸,Petitmon,Petitmon,쁘띠몬,5,2,{20=50},1,0,city/homeland/home/role/icon/shum_5.png,home/hero/xiaohuolong/xiaolongshou.json,1,{flip=true},{},{},{width=1;height=1},{off={offHeight=1;offWidth=1};width=1;height=1},{off={offHeight=1;offWidth=1};width=1;height=1},{y=15;x=0},5,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
54010,也也兽,也也獸,Yaamon,Yaamon,야몬,5,-1,{16=50},1,0,city/homeland/home/role/icon/shum_8.png,home/hero/yeyeshou/yeyeshou.json,1,{flip=true},{},{},{width=1;height=1},{off={offHeight=1;offWidth=1};width=1;height=1},{off={offHeight=1;offWidth=1};width=1;height=1},{y=15;x=0},5,5,FALSE,<cn;tw;en;en_zd;vn;kr;th>
