变量名,_beizhu,cardID,unitID,desc,desc_tw,desc_en,desc_vn,desc_kr,desc_pt,desc_th,rarity,level,star,advance,skillLevels,skills,abilities,nvalue,fetters,equipAdvance,equipStar,equipLevel,equipAwake,hp,damage,specialDamage,defence,specialDefence,speed,strikeLevel,strikeDamage,strikeResistance,blockLevel,breakBlockLevel,blockPower,damageAdd,damageSub,mainSkillAdd,mainSkillSub,controlPer,immuneControl,suckBlood,rebound,languages
默认值,,0,0,"""""","""""","""""","""""","""""","""""","""""",1,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;speed=31;damage=31;defence=31;specialDamage=31;specialDefence=31},TRUE,16,5,90,5,"""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",<cn;tw;en;vn;kr;pt;th>
ID,备注,卡牌ID,形象ID,描述,描述,描述,描述,描述,描述,描述,稀有度,等级,星级,突破阶数,技能等级,技能({skillID=skillLevel;...}),潜能等级,个体值,羁绊,饰品阶数,饰品星级,饰品等级,饰品觉醒等级,血量,物攻,特攻,物防,特防,速度,暴击等级,暴击伤害,暴击抗性,格挡等级,破格挡等级,格挡强度,伤害加成,伤害减免,大招伤害加成,大招伤害抗性,控制率,免控率,吸血率,反弹率,语言
3161,,3161,3161,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
3171,,3171,3171,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
3181,,3181,3181,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
3211,,3211,3211,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,4,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
3221,,3221,3221,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,4,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
3241,,3241,3241,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,4,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
3251,,3251,3251,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
3261,,3261,3261,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,4,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
3262,,3262,3262,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,4,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
3281,,3281,3281,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
3282,,3282,3282,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
3283,,3283,3283,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
3291,,3291,3291,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
3292,,3292,3292,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
3293,,3293,3293,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
3301,,3301,3301,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
3302,,3302,3302,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
3303,,3303,3303,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
3341,,3341,3341,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
3342,,3342,3342,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
3351,,3351,3351,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
3352,,3352,3352,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
3353,,3353,3353,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
3411,,3411,3411,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
3412,,3412,3412,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
3413,,3413,3413,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
3431,,3431,3431,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
3432,,3432,3432,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
3471,,3471,3471,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
3472,,3472,3472,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
3501,,3501,3501,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
3502,,3502,3502,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
3511,,3511,3511,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,2,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
3541,,3541,3541,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
3542,,3542,3542,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
3543,,3543,3543,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
3561,,3561,3561,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,1,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
3562,,3562,3562,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,1,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
3591,,3591,3591,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
3592,,3592,3592,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
3601,,3601,3601,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,4,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
3611,,3611,3611,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,4,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
3631,,3631,3631,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,4,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
3641,,3641,3641,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,4,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
3642,,3642,3642,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,4,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
3661,,3661,3661,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
3662,,3662,3662,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
3663,,3663,3663,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
3771,,3771,3771,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
3772,,3772,3772,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
3841,,3841,3841,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
3842,,3842,3842,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
3843,,3843,3843,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
4131,,4131,4131,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
4132,,4132,4132,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
4171,,4171,4171,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,4,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
4172,,4172,4172,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,4,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
7001,,7001,7001,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
9001,,9001,9001,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,2,90,2,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
9002,,9002,9002,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,3,90,2,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
9003,,9003,9003,备用卡牌,備用卡牌,Spare Card,Thẻ Dự Phòng,예비 카드,Carta Reserva,การ์ดสำรอง,4,90,2,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,,,,,,,,,,,,,,,,,,,,,
100001,,753,0,副本1_玩家卡2,副本1_玩家卡2,Dungeon1_PlayerCard2,Phó bản 1_Thẻ người chơi 2,던전1_플레이어카드2,Masmorra1_CartaJogador2,ดันเจี้ยน1_การ์ดผู้เล่น2,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
100002,,3303,0,副本1_玩家卡2,副本1_玩家卡2,Dungeon1_PlayerCard2,Phó bản 1_Thẻ người chơi 2,던전1_플레이어카드2,Masmorra1_CartaJogador2,ดันเจี้ยน1_การ์ดผู้เล่น2,3,90,12,17,<80;80;80;80;80;80>,{},{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{defence=31;specialDefence=31;speed=31;hp=31;damage=31;specialDamage=31},TRUE,16,5,90,5,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,
