变量名,name,name_tw,name_en,name_vn,name_kr,name_pt,name_th,icon,suitID,quality,pos,mainAttr,startNum,startLib,acquiredLimit,acquiredLib,maxLevel,strengthSeq,acquiredLevels,strengthLevels,recastLib,recastCostSeq,exp,effect
60753,超能,超能,Psychic,Tâm Linh,사이킥,Psíquico,พลังจิต,config/chip/icon_kz_1_4.png,7,5,3,21,2,50003,1,50003,100,5,<10>,<5;15;20;30;40;50>,50003,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60754,超能,超能,Psychic,Tâm Linh,사이킥,Psíquico,พลังจิต,config/chip/icon_kz_1_4.png,7,5,4,22,2,50004,1,50004,100,5,<10>,<5;15;20;30;40;50>,50004,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60755,超能,超能,Psychic,Tâm Linh,사이킥,Psíquico,พลังจิต,config/chip/icon_kz_1_4.png,7,5,5,23,2,50005,1,50005,100,5,<10>,<5;15;20;30;40;50>,50005,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60756,超能,超能,Psychic,Tâm Linh,사이킥,Psíquico,พลังจิต,config/chip/icon_kz_1_4.png,7,5,6,24,2,50006,1,50006,100,5,<10>,<5;15;20;30;40;50>,50006,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60761,超能,超能,Psychic,Tâm Linh,사이킥,Psíquico,พลังจิต,config/chip/icon_kz_1_5.png,7,6,1,25,2,60001,2,60001,100,6,<10;30>,<5;15;20;30;40;50;60>,60001,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60762,超能,超能,Psychic,Tâm Linh,사이킥,Psíquico,พลังจิต,config/chip/icon_kz_1_5.png,7,6,2,26,2,60002,2,60002,100,6,<10;30>,<5;15;20;30;40;50;60>,60002,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60763,超能,超能,Psychic,Tâm Linh,사이킥,Psíquico,พลังจิต,config/chip/icon_kz_1_5.png,7,6,3,27,2,60003,2,60003,100,6,<10;30>,<5;15;20;30;40;50;60>,60003,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60764,超能,超能,Psychic,Tâm Linh,사이킥,Psíquico,พลังจิต,config/chip/icon_kz_1_5.png,7,6,4,28,2,60004,2,60004,100,6,<10;30>,<5;15;20;30;40;50;60>,60004,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60765,超能,超能,Psychic,Tâm Linh,사이킥,Psíquico,พลังจิต,config/chip/icon_kz_1_5.png,7,6,5,29,2,60005,2,60005,100,6,<10;30>,<5;15;20;30;40;50;60>,60005,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60766,超能,超能,Psychic,Tâm Linh,사이킥,Psíquico,พลังจิต,config/chip/icon_kz_1_5.png,7,6,6,30,2,60006,2,60006,100,6,<10;30>,<5;15;20;30;40;50;60>,60006,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60821,恐惧,恐懼,Fear,Sợ Hãi,공포,Temer,กลัว,config/chip/icon_kz_2_1.png,8,2,1,1,1,20001,1,20001,100,2,<10>,<5;15;20;30;40>,20001,1,75,
60822,恐惧,恐懼,Fear,Sợ Hãi,공포,Temer,กลัว,config/chip/icon_kz_2_1.png,8,2,2,2,1,20002,1,20002,100,2,<10>,<5;15;20;30;40>,20002,1,75,
60823,恐惧,恐懼,Fear,Sợ Hãi,공포,Temer,กลัว,config/chip/icon_kz_2_1.png,8,2,3,3,1,20003,1,20003,100,2,<10>,<5;15;20;30;40>,20003,1,75,
60824,恐惧,恐懼,Fear,Sợ Hãi,공포,Temer,กลัว,config/chip/icon_kz_2_1.png,8,2,4,4,1,20004,1,20004,100,2,<10>,<5;15;20;30;40>,20004,1,75,
60825,恐惧,恐懼,Fear,Sợ Hãi,공포,Temer,กลัว,config/chip/icon_kz_2_1.png,8,2,5,5,1,20005,1,20005,100,2,<10>,<5;15;20;30;40>,20005,1,75,
60826,恐惧,恐懼,Fear,Sợ Hãi,공포,Temer,กลัว,config/chip/icon_kz_2_1.png,8,2,6,6,1,20006,1,20006,100,2,<10>,<5;15;20;30;40>,20006,1,75,
60831,恐惧,恐懼,Fear,Sợ Hãi,공포,Temer,กลัว,config/chip/icon_kz_2_2.png,8,3,1,7,1,30001,1,30001,100,3,<10>,<5;15;20;30;40>,30001,2,150,
60832,恐惧,恐懼,Fear,Sợ Hãi,공포,Temer,กลัว,config/chip/icon_kz_2_2.png,8,3,2,8,1,30002,1,30002,100,3,<10>,<5;15;20;30;40>,30002,2,150,
60833,恐惧,恐懼,Fear,Sợ Hãi,공포,Temer,กลัว,config/chip/icon_kz_2_2.png,8,3,3,9,1,30003,1,30003,100,3,<10>,<5;15;20;30;40>,30003,2,150,
60834,恐惧,恐懼,Fear,Sợ Hãi,공포,Temer,กลัว,config/chip/icon_kz_2_2.png,8,3,4,10,1,30004,1,30004,100,3,<10>,<5;15;20;30;40>,30004,2,150,
60835,恐惧,恐懼,Fear,Sợ Hãi,공포,Temer,กลัว,config/chip/icon_kz_2_2.png,8,3,5,11,1,30005,1,30005,100,3,<10>,<5;15;20;30;40>,30005,2,150,
60836,恐惧,恐懼,Fear,Sợ Hãi,공포,Temer,กลัว,config/chip/icon_kz_2_2.png,8,3,6,12,1,30006,1,30006,100,3,<10>,<5;15;20;30;40>,30006,2,150,
60841,恐惧,恐懼,Fear,Sợ Hãi,공포,Temer,กลัว,config/chip/icon_kz_2_3.png,8,4,1,13,2,40001,1,40001,100,4,<10>,<5;15;20;30;40;50>,40001,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60842,恐惧,恐懼,Fear,Sợ Hãi,공포,Temer,กลัว,config/chip/icon_kz_2_3.png,8,4,2,14,2,40002,1,40002,100,4,<10>,<5;15;20;30;40;50>,40002,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60843,恐惧,恐懼,Fear,Sợ Hãi,공포,Temer,กลัว,config/chip/icon_kz_2_3.png,8,4,3,15,2,40003,1,40003,100,4,<10>,<5;15;20;30;40;50>,40003,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60844,恐惧,恐懼,Fear,Sợ Hãi,공포,Temer,กลัว,config/chip/icon_kz_2_3.png,8,4,4,16,2,40004,1,40004,100,4,<10>,<5;15;20;30;40;50>,40004,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60845,恐惧,恐懼,Fear,Sợ Hãi,공포,Temer,กลัว,config/chip/icon_kz_2_3.png,8,4,5,17,2,40005,1,40005,100,4,<10>,<5;15;20;30;40;50>,40005,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60846,恐惧,恐懼,Fear,Sợ Hãi,공포,Temer,กลัว,config/chip/icon_kz_2_3.png,8,4,6,18,2,40006,1,40006,100,4,<10>,<5;15;20;30;40;50>,40006,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60851,恐惧,恐懼,Fear,Sợ Hãi,공포,Temer,กลัว,config/chip/icon_kz_2_4.png,8,5,1,19,2,50001,1,50001,100,5,<10>,<5;15;20;30;40;50>,50001,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60852,恐惧,恐懼,Fear,Sợ Hãi,공포,Temer,กลัว,config/chip/icon_kz_2_4.png,8,5,2,20,2,50002,1,50002,100,5,<10>,<5;15;20;30;40;50>,50002,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60853,恐惧,恐懼,Fear,Sợ Hãi,공포,Temer,กลัว,config/chip/icon_kz_2_4.png,8,5,3,21,2,50003,1,50003,100,5,<10>,<5;15;20;30;40;50>,50003,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60854,恐惧,恐懼,Fear,Sợ Hãi,공포,Temer,กลัว,config/chip/icon_kz_2_4.png,8,5,4,22,2,50004,1,50004,100,5,<10>,<5;15;20;30;40;50>,50004,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60855,恐惧,恐懼,Fear,Sợ Hãi,공포,Temer,กลัว,config/chip/icon_kz_2_4.png,8,5,5,23,2,50005,1,50005,100,5,<10>,<5;15;20;30;40;50>,50005,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60856,恐惧,恐懼,Fear,Sợ Hãi,공포,Temer,กลัว,config/chip/icon_kz_2_4.png,8,5,6,24,2,50006,1,50006,100,5,<10>,<5;15;20;30;40;50>,50006,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60861,恐惧,恐懼,Fear,Sợ Hãi,공포,Temer,กลัว,config/chip/icon_kz_2_5.png,8,6,1,25,2,60001,2,60001,100,6,<10;30>,<5;15;20;30;40;50;60>,60001,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60862,恐惧,恐懼,Fear,Sợ Hãi,공포,Temer,กลัว,config/chip/icon_kz_2_5.png,8,6,2,26,2,60002,2,60002,100,6,<10;30>,<5;15;20;30;40;50;60>,60002,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60863,恐惧,恐懼,Fear,Sợ Hãi,공포,Temer,กลัว,config/chip/icon_kz_2_5.png,8,6,3,27,2,60003,2,60003,100,6,<10;30>,<5;15;20;30;40;50;60>,60003,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60864,恐惧,恐懼,Fear,Sợ Hãi,공포,Temer,กลัว,config/chip/icon_kz_2_5.png,8,6,4,28,2,60004,2,60004,100,6,<10;30>,<5;15;20;30;40;50;60>,60004,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60865,恐惧,恐懼,Fear,Sợ Hãi,공포,Temer,กลัว,config/chip/icon_kz_2_5.png,8,6,5,29,2,60005,2,60005,100,6,<10;30>,<5;15;20;30;40;50;60>,60005,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60866,恐惧,恐懼,Fear,Sợ Hãi,공포,Temer,กลัว,config/chip/icon_kz_2_5.png,8,6,6,30,2,60006,2,60006,100,6,<10;30>,<5;15;20;30;40;50;60>,60006,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60921,献祭,獻祭,Sacrifice,Hiến Tế,희생,Sacrifício,เสียสละ,config/chip/icon_kz_3_1.png,9,2,1,1,1,20001,1,20001,100,2,<10>,<5;15;20;30;40>,20001,1,75,
60922,献祭,獻祭,Sacrifice,Hiến Tế,희생,Sacrifício,เสียสละ,config/chip/icon_kz_3_1.png,9,2,2,2,1,20002,1,20002,100,2,<10>,<5;15;20;30;40>,20002,1,75,
60923,献祭,獻祭,Sacrifice,Hiến Tế,희생,Sacrifício,เสียสละ,config/chip/icon_kz_3_1.png,9,2,3,3,1,20003,1,20003,100,2,<10>,<5;15;20;30;40>,20003,1,75,
60924,献祭,獻祭,Sacrifice,Hiến Tế,희생,Sacrifício,เสียสละ,config/chip/icon_kz_3_1.png,9,2,4,4,1,20004,1,20004,100,2,<10>,<5;15;20;30;40>,20004,1,75,
60925,献祭,獻祭,Sacrifice,Hiến Tế,희생,Sacrifício,เสียสละ,config/chip/icon_kz_3_1.png,9,2,5,5,1,20005,1,20005,100,2,<10>,<5;15;20;30;40>,20005,1,75,
60926,献祭,獻祭,Sacrifice,Hiến Tế,희생,Sacrifício,เสียสละ,config/chip/icon_kz_3_1.png,9,2,6,6,1,20006,1,20006,100,2,<10>,<5;15;20;30;40>,20006,1,75,
60931,献祭,獻祭,Sacrifice,Hiến Tế,희생,Sacrifício,เสียสละ,config/chip/icon_kz_3_2.png,9,3,1,7,1,30001,1,30001,100,3,<10>,<5;15;20;30;40>,30001,2,150,
60932,献祭,獻祭,Sacrifice,Hiến Tế,희생,Sacrifício,เสียสละ,config/chip/icon_kz_3_2.png,9,3,2,8,1,30002,1,30002,100,3,<10>,<5;15;20;30;40>,30002,2,150,
60933,献祭,獻祭,Sacrifice,Hiến Tế,희생,Sacrifício,เสียสละ,config/chip/icon_kz_3_2.png,9,3,3,9,1,30003,1,30003,100,3,<10>,<5;15;20;30;40>,30003,2,150,
60934,献祭,獻祭,Sacrifice,Hiến Tế,희생,Sacrifício,เสียสละ,config/chip/icon_kz_3_2.png,9,3,4,10,1,30004,1,30004,100,3,<10>,<5;15;20;30;40>,30004,2,150,
60935,献祭,獻祭,Sacrifice,Hiến Tế,희생,Sacrifício,เสียสละ,config/chip/icon_kz_3_2.png,9,3,5,11,1,30005,1,30005,100,3,<10>,<5;15;20;30;40>,30005,2,150,
60936,献祭,獻祭,Sacrifice,Hiến Tế,희생,Sacrifício,เสียสละ,config/chip/icon_kz_3_2.png,9,3,6,12,1,30006,1,30006,100,3,<10>,<5;15;20;30;40>,30006,2,150,
60941,献祭,獻祭,Sacrifice,Hiến Tế,희생,Sacrifício,เสียสละ,config/chip/icon_kz_3_3.png,9,4,1,13,2,40001,1,40001,100,4,<10>,<5;15;20;30;40;50>,40001,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60942,献祭,獻祭,Sacrifice,Hiến Tế,희생,Sacrifício,เสียสละ,config/chip/icon_kz_3_3.png,9,4,2,14,2,40002,1,40002,100,4,<10>,<5;15;20;30;40;50>,40002,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60943,献祭,獻祭,Sacrifice,Hiến Tế,희생,Sacrifício,เสียสละ,config/chip/icon_kz_3_3.png,9,4,3,15,2,40003,1,40003,100,4,<10>,<5;15;20;30;40;50>,40003,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60944,献祭,獻祭,Sacrifice,Hiến Tế,희생,Sacrifício,เสียสละ,config/chip/icon_kz_3_3.png,9,4,4,16,2,40004,1,40004,100,4,<10>,<5;15;20;30;40;50>,40004,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60945,献祭,獻祭,Sacrifice,Hiến Tế,희생,Sacrifício,เสียสละ,config/chip/icon_kz_3_3.png,9,4,5,17,2,40005,1,40005,100,4,<10>,<5;15;20;30;40;50>,40005,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60946,献祭,獻祭,Sacrifice,Hiến Tế,희생,Sacrifício,เสียสละ,config/chip/icon_kz_3_3.png,9,4,6,18,2,40006,1,40006,100,4,<10>,<5;15;20;30;40;50>,40006,3,300,{drawcard=zi_effect_loop;gain=zi_effect_loop}
60951,献祭,獻祭,Sacrifice,Hiến Tế,희생,Sacrifício,เสียสละ,config/chip/icon_kz_3_4.png,9,5,1,19,2,50001,1,50001,100,5,<10>,<5;15;20;30;40;50>,50001,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60952,献祭,獻祭,Sacrifice,Hiến Tế,희생,Sacrifício,เสียสละ,config/chip/icon_kz_3_4.png,9,5,2,20,2,50002,1,50002,100,5,<10>,<5;15;20;30;40;50>,50002,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60953,献祭,獻祭,Sacrifice,Hiến Tế,희생,Sacrifício,เสียสละ,config/chip/icon_kz_3_4.png,9,5,3,21,2,50003,1,50003,100,5,<10>,<5;15;20;30;40;50>,50003,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60954,献祭,獻祭,Sacrifice,Hiến Tế,희생,Sacrifício,เสียสละ,config/chip/icon_kz_3_4.png,9,5,4,22,2,50004,1,50004,100,5,<10>,<5;15;20;30;40;50>,50004,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60955,献祭,獻祭,Sacrifice,Hiến Tế,희생,Sacrifício,เสียสละ,config/chip/icon_kz_3_4.png,9,5,5,23,2,50005,1,50005,100,5,<10>,<5;15;20;30;40;50>,50005,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60956,献祭,獻祭,Sacrifice,Hiến Tế,희생,Sacrifício,เสียสละ,config/chip/icon_kz_3_4.png,9,5,6,24,2,50006,1,50006,100,5,<10>,<5;15;20;30;40;50>,50006,4,1500,{drawcard=huang_effect_loop;gain=huang_effect_loop}
60961,献祭,獻祭,Sacrifice,Hiến Tế,희생,Sacrifício,เสียสละ,config/chip/icon_kz_3_5.png,9,6,1,25,2,60001,2,60001,100,6,<10;30>,<5;15;20;30;40;50;60>,60001,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60962,献祭,獻祭,Sacrifice,Hiến Tế,희생,Sacrifício,เสียสละ,config/chip/icon_kz_3_5.png,9,6,2,26,2,60002,2,60002,100,6,<10;30>,<5;15;20;30;40;50;60>,60002,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60963,献祭,獻祭,Sacrifice,Hiến Tế,희생,Sacrifício,เสียสละ,config/chip/icon_kz_3_5.png,9,6,3,27,2,60003,2,60003,100,6,<10;30>,<5;15;20;30;40;50;60>,60003,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60964,献祭,獻祭,Sacrifice,Hiến Tế,희생,Sacrifício,เสียสละ,config/chip/icon_kz_3_5.png,9,6,4,28,2,60004,2,60004,100,6,<10;30>,<5;15;20;30;40;50;60>,60004,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60965,献祭,獻祭,Sacrifice,Hiến Tế,희생,Sacrifício,เสียสละ,config/chip/icon_kz_3_5.png,9,6,5,29,2,60005,2,60005,100,6,<10;30>,<5;15;20;30;40;50;60>,60005,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
60966,献祭,獻祭,Sacrifice,Hiến Tế,희생,Sacrifício,เสียสละ,config/chip/icon_kz_3_5.png,9,6,6,30,2,60006,2,60006,100,6,<10;30>,<5;15;20;30;40;50;60>,60006,5,7500,{drawcard=hong_effect_loop;gain=hong_effect_loop}
