变量名,group,desc,desc_tw,desc_en,desc_vn,desc_kr,desc_pt,desc_th,weight,icon,iconBg,buffColor,buffType,attrNatureType1,attrType1,attrNum1,attrType2,attrNum2,attrNatureType3,attrType3,attrNum3,supplyType,supplyTarget,supplyNum,pointType,pointValue,passiveSkill,effectTimes,skillgroup,onlyOne,limit,changeLib,belongLib,condition
1020,1111,每场战斗随机一个精灵获得20%的物攻和特攻属性加成,特定屬性的精靈（只計算第一屬性）可以獲得20%的物攻和特攻屬性加成（每個屬性都做一個buff）,Specific type Pokémons (only for the primary type) can get a bonus of P.ATK and SP.ATK by 20% (one specific buff per type),Pokémon hệ cụ thể (chỉ áp dụng cho hệ chính) có thể nhận bonus 20% Công vật lý và Công đặc biệt (mỗi hệ một buff cụ thể),매 전투마다 랜덤 포켓몬 1마리가 20%의 물리&특수 공격 보너스를 획득한다.,Pokémons de tipo específico (apenas para o tipo primário) podem obter um bônus de P.ATK e SP.ATK de 20% (um buff específico por tipo),โปเกมอนประเภทเฉพาะ (เฉพาะประเภทหลักเท่านั้น) สามารถรับโบนัส P.ATK และ SP.ATK 20% (หนึ่งบัฟเฉพาะต่อประเภท),999,city/adventure/random_tower/icon/icon_gj.png,city/adventure/random_tower/icon/box_red.png,effect,4,0,0,,0,,0,0,,0,0,0,0,0,80020,0,<>,TRUE,99,0,2,0
1021,102,计算上阵精灵的属性（只计算第一属性），对使用最多的属性类型的精灵额外提升其数量*5%的物攻和特攻,計算上陣精靈的屬性（只計算第一屬性），對使用最多的屬性類型的精靈額外提升其數量*5%的物攻和特攻,An additional 5% of P.ATK and SP.ATK is given to the Pokémons with the most number of used types (only the primary types),Thêm 5% Công vật lý và Công đặc biệt được cấp cho các Pokémon có số hệ được sử dụng nhiều nhất (chỉ các hệ chính),"스테이지 위에 있는 포켓의 타입을 계산하고(첫 번째 타입만 계산), 가장 많은 포켓몬 타입 종류의 개수*5%만큼 물리&특수 공격력이 증가한다.",Um adicional de 5% de P.ATK e SP.ATK é dado aos Pokémons com o maior número de tipos usados (apenas os tipos primários),มอบ P.ATK และ SP.ATK เพิ่มเติม 5% ให้กับโปเกมอนที่มีประเภทที่ใช้มากที่สุด (เฉพาะประเภทหลักเท่านั้น),999,city/adventure/random_tower/icon/icon_gj.png,city/adventure/random_tower/icon/box_red.png,effect,4,0,0,,0,,0,0,,0,0,0,0,0,80021,0,<>,TRUE,1,2,0,0
1022,1000,造成特攻伤害时，暴击率提升5%，持续2回合，最多可叠加4次，叠加刷新持续时间,造成特攻傷害時，暴擊率提升5%，持續2回合，最多可疊加4次，疊加刷新持續時間,"When SP.ATK damage is dealt, critical hit rate is increased by 5% for 2 turns, stacking up to 4 times, and the duration of the stacks refreshes.","Khi gây sát thương Công đặc biệt, tỷ lệ bạo kích tăng 5% trong 2 lượt, cộng dồn tối đa 4 lần, và thời gian của các tầng được làm mới.",특수 공격 피해를 입히면 치명타율이 5% 증가한다. 지속 시간: 2턴. 최대 중첩 수: 4. 중첩 시 지속 시간이 리셋된다.,"Quando dano de SP.ATK é causado, a taxa de acerto crítico é aumentada em 5% por 2 turnos, acumulando até 4 vezes, e a duração das acumulações é atualizada.",เมื่อสร้างความเสียหาย SP.ATK อัตราคริติคอลจะเพิ่มขึ้น 5% เป็นเวลา 2 เทิร์น ซ้อนทับได้สูงสุด 4 ครั้ง และระยะเวลาของสแต็คจะรีเฟรช,999,city/adventure/random_tower/icon/icon_bj.png,city/adventure/random_tower/icon/box_orange.png,effect,4,0,0,,0,,0,0,,0,0,0,0,0,80022,0,<>,TRUE,99,0,0,0
1023,1000,每获得20%特攻加成，可额外获得10%物攻加成,每獲得20%特攻加成，可額外獲得10%物攻加成,An additional 10% SP.ATK bonus is given for every 20% P.ATK bonus,Thưởng 10% Công đặc biệt được cấp cho mỗi 20% bonus Công vật lý,특수 공격 보너스를 20% 획득할 때마다 물리 공격 보너스를 추가로 10% 획득한다.,Um bônus adicional de 10% de SP.ATK é dado a cada 20% de bônus de P.ATK,มอบโบนัส SP.ATK เพิ่มเติม 10% สำหรับทุกๆ 20% โบนัส P.ATK,999,city/adventure/random_tower/icon/icon_zh.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,0,0,,0,,0,0,,0,0,0,0,0,80023,0,<>,TRUE,1,0,0,0
1024,1000,提升20%暴击伤害，造成暴击时回复自身生命上限10%的生命值,提升20%暴擊傷害，造成暴擊時回復自身生命上限10%的生命值,Increases critical damage by 20% and recovers 10% of max. HP when dealing critical hit,Tăng 20% sát thương bạo kích và hồi 10% HP tối đa khi gây sát thương bạo kích,치명타 피해가 20% 증가한다. 치명타 시 자신의 HP 최대치의 10%만큼 회복한다.,Aumenta o dano crítico em 20% e recupera 10% do HP máx. ao causar dano crítico,เพิ่มความเสียหายคริติคอล 20% และฟื้นฟู 10% ของ HP สูงสุดเมื่อสร้างความเสียหายคริติคอล,999,city/adventure/random_tower/icon/icon_bj.png,city/adventure/random_tower/icon/box_orange.png,effect_huang,4,0,0,,0,,0,0,,0,0,0,0,0,80024,0,<>,TRUE,99,0,0,0
1025,1000,每获得20%物攻加成，可额外获得10%特攻加成,每獲得20%物攻加成，可額外獲得10%特攻加成,An additional 10% P.ATK bonus is given for every 20% SP.ATK bonus,Thưởng 10% Công vật lý được cấp cho mỗi 20% bonus Công đặc biệt,물리 공격 보너스를 20% 획득할 때마다 특수 공격 보너스를 추가로 10% 획득한다.,Um bônus adicional de 10% de P.ATK é dado a cada 20% de bônus de SP.ATK,มอบโบนัส P.ATK เพิ่มเติม 10% สำหรับทุกๆ 20% โบนัส SP.ATK,999,city/adventure/random_tower/icon/icon_bj.png,city/adventure/random_tower/icon/box_orange.png,effect_huang,4,0,0,,0,,0,0,,0,0,0,0,0,80025,0,<>,TRUE,99,0,0,0
1026,200,对受控敌人造成伤害时解除其控制效果，并对其造成当前血量20%的伤害,對受控敵人造成傷害時解除其控制效果，並額外提升50%*剩餘回合數的傷害,Dispels status conditions while dealing damage to enemies in status conditions and deals additional damage by 50% x  no. of turns remaining,Xóa các trạng thái khi gây sát thương cho kẻ địch trong trạng thái và gây thêm sát thương bằng 50% x số lượt còn lại,제어기의 영향을 받은 적을 공격 시 제어 효과를 해제하고 적에게 현재 HP의 20%에 해당하는 피해를 입힌다.,Dissipa condições de status ao causar dano a inimigos em condições de status e causa dano adicional de 50% x nº de turnos restantes,ลบล้างสถานะผิดปกติในขณะที่สร้างความเสียหายแก่ศัตรูในสถานะผิดปกติและสร้างความเสียหายเพิ่มเติม 50% x จำนวนเทิร์นที่เหลือ,999,city/adventure/random_tower/icon/icon_zh.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,0,0,,0,,0,0,,0,0,0,0,0,80026,0,<>,TRUE,1,0,6,0
1027,1000,造成特攻暴击伤害时，额外提升20%此次暴击伤害，并回复此伤害值5%的生命值,造成特攻暴擊傷害時，額外提升20%此次暴擊傷害，並回復此傷害值5%的生命值,"When dealing a critical hit, the critical hit damage dealt will increased by 20%, and 5% of the damage dealt will be restored as the user's HP.","Khi gây sát thương bạo kích, sát thương bạo kích gây ra sẽ tăng 20%, và 5% sát thương gây ra sẽ được hồi lại thành HP của người dùng.",특수 공격 치명타 시 이번 치명타 피해가 20% 증가하고 입힌 피해의 5%만큼 HP를 회복한다.,"Ao causar um acerto crítico, o dano crítico causado aumentará em 20%, e 5% do dano causado será restaurado como HP do usuário.",เมื่อสร้างความเสียหายคริติคอล ความเสียหายคริติคอลที่สร้างจะเพิ่มขึ้น 20% และ 5% ของความเสียหายที่สร้างจะถูกฟื้นฟูเป็น HP ของผู้ใช้,999,city/adventure/random_tower/icon/icon_bj.png,city/adventure/random_tower/icon/box_orange.png,effect_huang,4,0,0,,0,,0,0,,0,0,0,0,0,80027,0,<>,TRUE,99,0,0,0
1028,1000,每大回合结束时解除我方所有精灵随机一种控制效果,每大回合結束時解除我方所有精靈隨機一種控制效果,"On every final round, one of the status conditions on all allied Pokémons will be dispelled","Vào mỗi cuối lượt, một trong các trạng thái trên tất cả Pokémon đồng minh sẽ được xóa",매번 턴 종료 후 아군 포켓몬에게 걸린 제어 효과를 랜덤으로 1개 해제한다.,"Em cada rodada final, uma das condições de status em todos os Pokémons aliados será dissipada",ในทุกรอบสุดท้าย หนึ่งในสถานะผิดปกติบนโปเกมอนฝ่ายเราทั้งหมดจะถูกลบล้าง,999,city/adventure/random_tower/icon/icon_yybm1.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,0,0,,0,,0,0,,0,0,0,0,0,80028,0,<>,TRUE,1,0,0,0
1029,1111,攻击时结算目标身上的所有持续伤害，使其身上的剩余持续伤害值立即生效,攻擊時結算目標身上的所有持續傷害，使其身上的剩餘持續傷害值立即生效,"Calculates the continuous damage taken by the target during the attack, causing its remaining continuous damage value to take effect immediately","Tính toán sát thương liên tục mà mục tiêu nhận được trong cuộc tấn công, làm cho giá trị sát thương liên tục còn lại của nó có hiệu lực ngay lập tức",공격 시 적 포켓몬에게 걸린 모든 지속 피해를 결산하여 남은 지속 피해 효과를 바로 대상에게 입힌다.,"Calcula o dano contínuo recebido pelo alvo durante o ataque, fazendo com que seu valor de dano contínuo restante entre em vigor imediatamente",คำนวณความเสียหายต่อเนื่องที่เป้าหมายได้รับระหว่างการโจมตี ทำให้ค่าความเสียหายต่อเนื่องที่เหลืออยู่มีผลทันที,999,city/adventure/random_tower/icon/icon_yybm1.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,0,0,,0,,0,0,,0,0,0,0,0,80029,0,<>,TRUE,99,6,0,0
1030,200,每回合开始时解除自身身上的一个负面效果，每解除一个，该回合获得5%伤害加成和5%伤害减免，最高叠加4层,每回合開始時解除自身身上的減益效果，每解除一個，該回合獲得5%傷害加成,"Debuff is removed at the beginning of each turn. For each debuff removed, the turn gains a 5% damage bonus.","Debuff được xóa vào đầu mỗi lượt. Mỗi debuff được xóa, lượt đó nhận được bonus sát thương 5%.",턴이 시작할 때마다 자신의 디버프 효과를 1개 해제한다. 디버프 효과를 1개 해제할 때마다 피해 보너스&피해 감소율이 5% 증가한다. 최대 중첩 수: 4,"O debuff é removido no início de cada turno. Para cada debuff removido, o turno ganha um bônus de dano de 5%.",ดีบัฟจะถูกลบออกเมื่อเริ่มแต่ละเทิร์น สำหรับแต่ละดีบัฟที่ถูกลบ เทิร์นนั้นจะได้รับโบนัสความเสียหาย 5%,999,city/adventure/random_tower/icon/icon_nqhs.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,0,0,,0,,0,0,,0,0,0,0,0,80030,0,<>,TRUE,99,0,6,0
1031,103,受到攻击时降低目标5%的双攻，最高可叠加6次,敵人每疊加一個持續傷害效果，受到的傷害提升5%,"For every stack of continuous damage, the amount of damage the enemy receives increases by 5%","Mỗi tầng sát thương liên tục, lượng sát thương mà kẻ địch nhận được tăng 5%",공격받을 때마다 공격한 대상의 물리&특수 공격력을 5% 감소 시킨다. 최대 중첩 수: 6회,"Para cada acúmulo de dano contínuo, a quantidade de dano que o inimigo recebe aumenta em 5%",สำหรับทุกสแต็คของความเสียหายต่อเนื่อง ปริมาณความเสียหายที่ศัตรูได้รับจะเพิ่มขึ้น 5%,999,city/adventure/random_tower/icon/icon_yybm1.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,0,0,,0,,0,0,,0,0,0,0,0,80031,0,<>,TRUE,99,6,0,0
1032,200,每有2%吸血加成，额外提升1%伤害加成,每有2%吸血加成，額外提升1%傷害加成,"For every 2% life steal bonus, damage bonus increases by 1%","Mỗi 2% bonus hút máu, bonus sát thương tăng 1%",흡혈 보너스가 2% 증가할 때마다 피해 보너스가 추가로 1%씩 증가한다.,"Para cada 2% de bônus de roubo de vida, o bônus de dano aumenta em 1%",สำหรับทุก 2% ของโบนัสการดูดเลือด โบนัสความเสียหายจะเพิ่มขึ้น 1%,999,city/adventure/random_tower/icon/icon_zh.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,0,0,,0,,0,0,,0,0,0,0,0,80032,0,<>,TRUE,99,0,6,0
1033,9999,每次攻击永久降低敌人10%物理和特殊攻击力，持续2回合，最多叠加4层,每次攻擊永久降低敵人10%物理和特殊攻擊力，持續2回合，最多疊加4層,"Damage reflection can reduce the enemy's P.ATK and SP.ATK by 5% for 2 turns, stacking up to 4 times","Phản đòn sát thương có thể giảm 5% Công vật lý và Công đặc biệt của kẻ địch trong 2 lượt, cộng dồn tối đa 4 lần",공격할 때마다 적의 물리&특수 공격력이 10% 감소한다. 지속 시간: 2턴. 최대 중첩 수: 4,"A reflexão de dano pode reduzir o P.ATK e SP.ATK do inimigo em 5% por 2 turnos, acumulando até 4 vezes",การสะท้อนความเสียหายสามารถลด P.ATK และ SP.ATK ของศัตรูได้ 5% เป็นเวลา 2 เทิร์น ซ้อนทับได้สูงสุด 4 ครั้ง,999,city/adventure/random_tower/icon/icon_js1.png,city/adventure/random_tower/icon/box_red.png,effect,4,0,0,,0,,0,0,,0,0,0,0,0,80033,0,<>,TRUE,99,0,7,0
1034,200,每有2%吸血加成，额外提升1%伤害加成,每有2%吸血加成，額外提升1%傷害加成,"For every 2% life steal bonus, damage bonus increases by 1%","Mỗi 2% bonus hút máu, bonus sát thương tăng 1%",흡혈 보너스가 2% 증가할 때마다 피해 보너스가 추가로 1%씩 증가한다.,"Para cada 2% de bônus de roubo de vida, o bônus de dano aumenta em 1%",สำหรับทุก 2% ของโบนัสการดูดเลือด โบนัสความเสียหายจะเพิ่มขึ้น 1%,999,city/adventure/random_tower/icon/icon_zh.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,0,0,,0,,0,0,,0,0,0,0,0,80034,0,<>,TRUE,99,0,8,0
1035,1111,造成伤害后获得当前伤害15%的恢复量,造成傷害時，可額外增加溢出吸血值的傷害,"When dealing damage, additional damage is added to life steal effects","Khi gây sát thương, sát thương bổ sung được thêm vào hiệu ứng hút máu",피해를 입힌 후 현재 입힌 피해의 15%만큼 HP를 회복한다.,"Ao causar dano, dano adicional é adicionado aos efeitos de roubo de vida",เมื่อสร้างความเสียหาย ความเสียหายเพิ่มเติมจะถูกเพิ่มเข้าไปในเอฟเฟกต์การดูดเลือด,999,city/adventure/random_tower/icon/icon_gj.png,city/adventure/random_tower/icon/box_red.png,effect,4,0,0,,0,,0,0,,0,0,0,0,0,80035,0,<>,TRUE,99,8,0,0
1036,200,每次造成伤害额外附加护盾值的伤害,每次造成傷害額外附加護盾值的傷害,Each damage dealt include damage with additional shield value,Mỗi lần gây sát thương bao gồm sát thương có giá trị khiên bổ sung,공격할 때마다 실드치의 피해가 추가된다.,Cada dano causado inclui dano com valor de escudo adicional,ความเสียหายแต่ละครั้งที่สร้างรวมถึงความเสียหายที่มีค่าโล่เพิ่มเติม,999,city/adventure/random_tower/icon/icon_yybm1.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,0,0,,0,,0,0,,0,0,0,0,0,80036,0,<>,TRUE,99,0,9,0
1037,200,造成伤害时，额外提升 当前护盾/当前生命值 的伤害,造成傷害時，額外提升 當前護盾/當前生命值 的傷害，並同時失去所有當前護盾值,"When damage is dealt, additional damage equivalent to the current amount of shield / HP damage is increased and all current shield is removed","Khi gây sát thương, sát thương bổ sung tương đương với lượng khiên hiện tại / sát thương HP được tăng lên và tất cả khiên hiện tại bị loại bỏ",피해를 입힐 때 현재 실드치&HP가 가하는 피해에 추가되지만 보유한 실드치가 전부 사라진다.,"Quando o dano é causado, um dano adicional equivalente à quantidade atual de escudo / dano de HP é aumentado e todo o escudo atual é removido",เมื่อสร้างความเสียหาย ความเสียหายเพิ่มเติมที่เทียบเท่ากับปริมาณโล่ปัจจุบัน / ความเสียหาย HP จะเพิ่มขึ้นและโล่ปัจจุบันทั้งหมดจะถูกลบออก,999,city/adventure/random_tower/icon/icon_yybm1.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,0,0,,0,,0,0,,0,0,0,0,0,80037,0,<>,TRUE,99,0,9,0
1038,999,下一次战斗中，我方精灵击杀敌人后可以获得100%的攻击力加成，持续2回合,下一次戰鬥中，我方精靈擊殺敵人後可以獲得100%的攻擊力加成，持續2回合,"In the next battle, allied Pokémons get a 100% chance of damage bonus after knocking down enemies for 2 turns","Trong trận đấu tiếp theo, Pokémon đồng minh nhận 100% cơ hội tăng bonus sát thương sau khi hạ gục kẻ địch trong 2 lượt","다음 전투에서, 아군 포켓몬이 적을 처치하면 2턴 간 100%의 공격력 보너스를 얻는다.","Na próxima batalha, Pokémons aliados ganham 100% de chance de bônus de dano após derrubar inimigos por 2 turnos",ในการต่อสู้ครั้งต่อไป โปเกมอนฝ่ายเราจะได้รับโอกาส 100% ที่จะได้รับโบนัสความเสียหายหลังจากน็อคดาวน์ศัตรูเป็นเวลา 2 เทิร์น,999,city/adventure/random_tower/icon/icon_gj.png,city/adventure/random_tower/icon/box_red.png,effect,4,0,0,,0,,0,0,,0,0,0,0,0,80038,1,<>,FALSE,99,0,0,0
1039,999,下一次战斗开始时，我方第一只行动的精灵造成双倍伤害,下一次戰鬥開始時，我方第一隻行動的精靈造成雙倍傷害,"At the beginning of the next battle, the allied Pokémon that makes the first move deals double damage","Khi bắt đầu trận đấu tiếp theo, Pokémon đồng minh ra đòn đầu tiên sẽ gây sát thương gấp đôi","다음 전투 시작 시, 첫 번째로 행동하는 아군 포켓몬이 입히는 피해가 2배가 된다.","No início da próxima batalha, o Pokémon aliado que fizer o primeiro movimento causa o dobro do dano",เมื่อเริ่มการต่อสู้ครั้งต่อไป โปเกมอนฝ่ายเราที่เคลื่อนไหวก่อนจะสร้างความเสียหายเป็นสองเท่า,999,city/adventure/random_tower/icon/icon_gj.png,city/adventure/random_tower/icon/box_red.png,effect_huang,4,0,0,,0,,0,0,,0,0,0,0,0,80039,1,<>,FALSE,99,0,0,0
1040,9999,下一次战斗开始时，15%几率对方敌人的当前生命值减半，只有第一次挑战该战斗时可能触发，之后挑战不会触发,下一次戰鬥開始時，15%幾率對方敵人的當前生命值減半，只有第一次挑戰該戰鬥時可能觸發，之後挑戰不會觸發,"At the beginning of the next battle, there will be a 15% chance the opponent’s current HP will be reduced by half. It will only be triggered when the on the first battle, and not be triggered in the subsequent battles","Khi bắt đầu trận đấu tiếp theo, sẽ có 15% xác suất HP hiện tại của đối thủ sẽ giảm đi một nửa. Nó sẽ chỉ được kích hoạt trong trận đấu đầu tiên, và không được kích hoạt trong các trận đấu tiếp theo","다음 전투 시작 시, 15%의 확률로 적 포켓몬 현재 HP의 절반을 감소 시킨다. 해당 효과는 처음 도전에서만 발동되고 이후에는 발동되지 않는다.","No início da próxima batalha, haverá 15% de chance de o HP atual do oponente ser reduzido pela metade. Isso só será acionado na primeira batalha e não nas batalhas subsequentes",เมื่อเริ่มการต่อสู้ครั้งต่อไป จะมีโอกาส 15% ที่ HP ปัจจุบันของคู่ต่อสู้จะลดลงครึ่งหนึ่ง จะทำงานเฉพาะในการต่อสู้ครั้งแรกเท่านั้น และจะไม่ทำงานในการต่อสู้ครั้งต่อไป,999,city/adventure/random_tower/icon/icon_yybm1.png,city/adventure/random_tower/icon/box_yellow.png,effect,4,0,0,,0,,0,0,,0,0,0,0,0,80040,1,<>,FALSE,99,0,0,0
1041,9999,下一次战斗开始时，敌人有50%概率直接死亡（每个敌人单独计算概率）,下一次戰鬥開始時，敵人有50%概率直接死亡（每個敵人單獨計算概率）,"At the beginning of the next battle, the enemy has a 50% chance of fainting instantly (the probability applies to individual enemy)","Khi bắt đầu trận đấu tiếp theo, kẻ địch có 50% xác suất ngất xỉu ngay lập tức (xác suất áp dụng cho từng kẻ địch riêng lẻ)","다음 전투 시작 시, 적이 50%의 확률로 바로 사망한다(적마다 단독으로 확률을 계산한다)","No início da próxima batalha, o inimigo tem 50% de chance de desmaiar instantaneamente (a probabilidade se aplica a cada inimigo individualmente)",เมื่อเริ่มการต่อสู้ครั้งต่อไป ศัตรูมีโอกาส 50% ที่จะหมดสติทันที (ความน่าจะเป็นใช้กับศัตรูแต่ละตัว),999,city/adventure/random_tower/icon/icon_yybm1.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,0,0,,0,,0,0,,0,0,0,0,0,80041,1,<>,FALSE,99,0,0,0
1042,200,每使用一种属性的精灵，额外获得2%的伤害减免,每使用一種屬性的精靈，額外獲得2%的傷害減免,Get an additional 2% damage reduction for every type of Pokémon used,Nhận thêm 2% giảm sát thương cho mỗi hệ Pokémon được sử dụng,파티에 다른 타입의 포켓몬이 1마리 추가될 때마다 피해 감소율이 추가로 2% 획득한다.,Obtém uma redução de dano adicional de 2% para cada tipo de Pokémon usado,ได้รับการลดความเสียหายเพิ่มเติม 2% สำหรับโปเกมอนทุกประเภทที่ใช้,999,city/adventure/random_tower/icon/icon_fy.png,city/adventure/random_tower/icon/box_blue.png,effect_huang,4,0,0,,0,,0,0,,0,0,0,0,0,80042,0,<>,TRUE,99,0,1,0
1043,1111,我方全体精灵的免控率提升30%,我方全體精靈的免控率提升30%,Allied Pokémon's immunity to status condition increases by 30%,Miễn nhiễm với trạng thái của Pokémon đồng minh tăng 30%,아군 전체 포켓몬의 제어 면역률이 30% 증가한다.,A imunidade a condições de status do Pokémon aliado aumenta em 30%,การต้านทานสถานะผิดปกติของโปเกมอนฝ่ายเราเพิ่มขึ้น 30%,999,city/adventure/random_tower/icon/icon_qhzl.png,city/adventure/random_tower/icon/box_green.png,effect_huang,4,0,0,,0,,0,0,,0,0,0,0,0,80043,0,<>,TRUE,99,0,6,0
1044,1000,每5%额外防御力（以太乐园加成，特殊战斗加成，buff增益），提升5%反伤效果,每5%額外防禦力（乙太樂園加成，特殊戰鬥加成，buff增益），提升5%反傷效果,"Every additional 5% of DEF (for Aether Paradise boost, special battle boost and buff boost) gives additional 5% of reflected damage","Mỗi 5% Phòng thủ bổ sung (cho tăng cường Aether Paradise, tăng cường trận đấu đặc biệt và tăng cường buff) sẽ cho thêm 5% sát thương phản lại","방어력이 5%씩 추가로 증가할 때마다(에테르 파라다이스 보너스, 특수 전투 보너스, 버프), 반사 피해 효과가 5%씩 증가한다.","Cada 5% adicional de DEF (para impulso do Aether Paradise, impulso de batalha especial e impulso de buff) concede 5% adicionais de dano refletido","ทุกๆ 5% ของ DEF เพิ่มเติม (สำหรับบูสต์ Aether Paradise, บูสต์การต่อสู้พิเศษ และบูสต์บัฟ) จะให้ความเสียหายสะท้อนเพิ่มเติม 5%",999,city/adventure/random_tower/icon/icon_zh.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,0,0,,0,,0,0,,0,0,0,0,0,80044,0,<>,TRUE,99,0,0,0
1045,200,每次造成伤害可以获得伤害值5%的护盾值,每次造成傷害可以獲得傷害值5%的護盾值,Gets a shield that is equivalent to 5% of damage received each time damage is dealt,Nhận một khiên tương đương với 5% sát thương nhận được mỗi khi gây sát thương,전투로 피해를 입힐 때마다 입힌 피해의 5%에 해당하는 실드치를 획득한다.,Recebe um escudo equivalente a 5% do dano recebido cada vez que causa dano,ได้รับโล่ที่เทียบเท่ากับ 5% ของความเสียหายที่ได้รับทุกครั้งที่สร้างความเสียหาย,999,city/adventure/random_tower/icon/icon_zh.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,0,0,,0,,0,0,,0,0,0,0,0,80045,0,<>,TRUE,99,0,9,0
1046,200,每点溢出生命回复值转换为2点护盾值,每點溢出生命回復值轉換為2點護盾值,Each point of over spilled HP recovery value is converted to 2 shield value,Mỗi điểm giá trị hồi HP vượt mức được chuyển đổi thành 2 giá trị khiên,회복한 HP가 최대치를 넘으면 실드치 2pt로 전환된다.,Cada ponto de valor de recuperação de HP excedente é convertido em 2 de valor de escudo,แต่ละแต้มของค่าการฟื้นฟู HP ที่เกินจะถูกแปลงเป็นค่าโล่ 2,999,city/adventure/random_tower/icon/icon_zh.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,0,0,,0,,0,0,,0,0,0,0,0,80046,0,<>,TRUE,99,0,9,0
1047,9999,我方首只精灵阵亡时，会在下一回合行动开始前复活，回复50%生命值和100%怒气值，此效果只可作用一场战斗,我方首只精靈陣亡時，會在下一回合行動開始前復活，回復50%生命值和100%怒氣值，此效果只可作用一場戰鬥,"The first allied Pokémon that is being knocked out will be revived before its next turn, restoring 50% HP and 100% rage value. This effect can only be used once.","Pokémon đồng minh đầu tiên bị hạ gục sẽ được hồi sinh trước lượt tiếp theo, hồi 50% HP và 100% nộ khí. Hiệu ứng này chỉ có thể được sử dụng một lần.",아군 포켓몬 사망 시 다른 턴에 HP 50%와 분노치 100%를 가지고 부활한다. 해당 효과는 매 전투에서 1회만 발동한다.,"O primeiro Pokémon aliado a ser nocauteado será revivido antes de seu próximo turno, restaurando 50% de HP e 100% de valor de fúria. Este efeito só pode ser usado uma vez.",โปเกมอนฝ่ายเราตัวแรกที่ถูกน็อคเอาท์จะถูกชุบชีวิตก่อนเทิร์นถัดไป ฟื้นฟู HP 50% และค่าความโกรธ 100% เอฟเฟกต์นี้สามารถใช้ได้เพียงครั้งเดียว,999,city/adventure/random_tower/icon/icon_hn.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,0,0,,0,,0,0,,0,0,0,0,0,80047,1,<>,FALSE,99,0,0,0
1048,1111,每回合开始20%晕眩敌方随机一个精灵,我方精靈的控制效果持續時間提升1回合,Increases the status condition duration dealt by allied Pokémons by 1 turn,Tăng thời gian trạng thái gây ra bởi Pokémon đồng minh thêm 1 lượt,턴이 시작될 때마다 20%의 확률로 적 랜덤 포켓몬을 1마리 기절시킨다.,Aumenta a duração da condição de status causada pelos Pokémons aliados em 1 turno,เพิ่มระยะเวลาของสถานะผิดปกติที่โปเกมอนฝ่ายเราสร้างขึ้น 1 เทิร์น,999,city/adventure/random_tower/icon/icon_js1.png,city/adventure/random_tower/icon/box_red.png,effect,4,0,0,,0,,0,0,,0,0,0,0,0,80048,0,<>,TRUE,99,0,6,0
1049,200,我方精灵控制几率提升20%,我方精靈控制幾率提升20%,Allied Pokémons increase ability of dealing status conditions by 20%,Pokémon đồng minh tăng khả năng gây trạng thái thêm 20%,아군 포켓몬 제어 확률이 20% 증가한다.,Pokémons aliados aumentam a capacidade de causar condições de status em 20%,โปเกมอนฝ่ายเราเพิ่มความสามารถในการสร้างสถานะผิดปกติ 20%,999,city/adventure/random_tower/icon/icon_zh.png,city/adventure/random_tower/icon/box_yellow.png,effect_huang,4,0,0,,0,,0,0,,0,0,0,0,0,80049,0,<>,TRUE,99,0,6,0
1050,1111,战斗前2回合，己方物攻最高角色攻击后有50%的概率可获得额外行动回合,增加中毒、流血、灼燒持續時間1回合,"Increase the duration of poisoning, bleeding, and burning by 1 turn","Tăng thời gian của độc, chảy máu và bỏng thêm 1 lượt",전투 시작 후 첫 2턴 간 아군 중 물리 공격력이 가장 높은 포켓몬이 공격 후 50%의 확률로 추가 행동을 가진다.,"Aumenta a duração de envenenamento, sangramento e queimadura em 1 turno","เพิ่มระยะเวลาของพิษ, เลือดออก, และเผาไหม้ 1 เทิร์น",999,city/adventure/random_tower/icon/icon_js1.png,city/adventure/random_tower/icon/box_red.png,effect,4,0,0,,0,,0,0,,0,0,0,0,0,80050,0,<>,TRUE,99,0,6,0
