变量名,_name,targetType,skillTarget,input,process,targetFormula,specialChoose,targetLimit,fixPos,buffList,buffLifeRound,buffProb,buffLevel,buffValue1,effectEventID,extraArgs
715161,脂肪,1,14,,,,,,,<7151611;7151622;7151631;7151633>,<999;999;999;999>,<1;1;1;1>,,<1;1;1;1>,,
715162,,1,14,,,,,,,<7151641;7151651>,<999;999>,"<moreE(self:star(),6) and 1 or 0;moreE(self:star(),6) and 1 or 0>",,<1;1>,,
715163,,1,14,,,,,,,<7151661;7151681>,<999;999>,"<moreE(self:star(),8) and 1 or 0;moreE(self:star(),8) and 1 or 0>",,<1;1>,,
715164,,1,14,,,,,,,<7151711>,<999>,<self:flagZ4() and 1 or 0>,,<1>,,
,,,,,,,,,,,,,,,,
716111,冠军皮卡丘,,,,,,,,,,,,,,716111,
716112,,1,14,,,,,,,<7161111>,<2>,<1>,,<2000>,,
716113,,1,14,,,,,,,<7161121>,<2>,<self:flagZ1() and 1 or 0>,,<<2;99;1>>,,
716121,,,,,,,,,,,,,,,716121,
716122,,1,14,,,,,,,<7161211>,<2>,<1>,,<0>,,
716131,,,,enemyForce | nodead,"buffDifferExclude('group',{c.fly_notbuff_yinshen_oc()})|random(2)",,,,,,,,,,716131,
716132,,,,enemyForce | nodead,useOtherProcess(716131),,,,,,,,,,716132,
716133,,1,14,,,,,,,<7161310>,<1>,<1>,,<0>,,
716134,,1,14,,,,,,,<7161321>,<1>,<1>,,<0>,,
716135,,1,14,,,,,,,<7161341>,<999>,"<moreE(self:star(),11) and 1 or 0>",,<0>,,
716136,,1,14,,,,,,,<7161351>,<2>,"<moreE(self:star(),11) and 1 or 0>",,<0>,,
716137,,,,mainTarget,,,,,,<7161361>,<1>,<self:hasBuff(7161232) and 1 or 0>,,"<self:damage()*0.8*min(getBuffOverlayCount(7161232),self:flagZ1() and 5 or 3)>",,
716138,,,,enemyForce | nodead,useOtherProcess(716131),,,,,<7161371>,<target:hasBuff(7161651) and 2 or 1>,"<moreE(self:star(),11) and 1 or 0>",,<0>,,
716161,,1,14,,,,,,,<7161611;7161681;7161621;7161691>,<999;999;999;999>,<1;1;1;self:flagZ3() and 1 or 0>,,<<0>;0;0;<0>>,,
716162,,1,14,,,,,,,<7161711>,<5>,"<moreE(self:star(),6) and 1 or 0>",,<0>,,
716163,,1,14,,,,,,,<7161811>,<999>,"<moreE(self:star(),8) and 1 or 0>",,<<99;99;0>>,,
,,,,,,,,,,,,,,,,
717111,小刚超级大钢蛇,,,,,,,,,,,,,,717111,
717112,,1,14,,,,,,,<7171111;7171650>,<2;999>,<1;1>,,<self:Bdefence()*(self:flagZ1() and 0.3 or 0.2);self:getBuff(7171650):getValue()+self:Bdefence()*(self:flagZ1() and 0.3 or 0.2)>,,
717121,,,,,,,,,,,,,,,717121,
717122,,1,14,,,,,,,<7171231;7171211;7171214>,<1;1;1>,<1;(not self:flagZ2() ) and 1 or 0;(not self:flagZ2() ) and 1 or 0>,,<1;1;1>,,
717123,,1,14,,,,,,,<7171241;7171221;7171224;7171226>,<1;1;1;999>,<self:flagZ2() and 1 or 0;self:flagZ2() and 1 or 0;self:flagZ2() and 1 or 0;1>,,<1;1;1;1>,,
717131,,,,,,,,,,,,,,,717131,
717132,,,,,,,,,,,,,,,717132,
717133,,1,14,,,,,,,<7171301;7171316;7171311;7171321>,<1;2;2;2>,<0;1;1;1>,,<1;self:defence()*(0.8+0.002*skillLevel-0.002);1;1>,,
717134,,1,,,,,,,,<7171342>,<2>,"<moreE(self:star(),11) and 1 or 0>",,<<0;0;0;0;1;1>>,,
717135,,,,selfForce | nodead,"exclude(list(csvSelf:id()))|attrDiffer('natureType', {9})|relativeActionOrderProcess(true,6 )|setSelectAttr({""Bdamage"",""BspecialDamage""},""max"")|attrWitOutFilter(""selectAttr"",""max"",(csvSelf:flagZ3() and less(csvSelf:getBuffOverlayCount(7171363),2)) and 2 or 1)",,,,,<7171350>,<3>,"<moreE(self:star(),11)  and 1 or 0>",,<0>,,
717136,,1,14,,,,,,,<7171363>,<999>,<1>,,<1>,,
717161,,1,14,,,,,,,<7171611;7171621;7171631;7171641;7171681;7171751>,<999;999;999;999;999;999>,<1;1;1;1;1;1>,,<1;1;1;1;1;1>,,
717162,,1,14,,,,,,,<7171661;7171691;7171721>,<999;999;999>,"<moreE(self:star(),6) and 1 or 0;moreE(self:star(),8) and 1 or 0;moreE(self:star(),8) and 1 or 0>",,<1;1;1>,,
717163,,1,14,,,,,,,<7171371;7171381;7171301>,<999;999;999>,"<moreE(self:star(),11) and 1 or 0;self:flagZ3() and 1 or 0;1>",,<1;1;1>,,
717164,,1,14,,,,,,,<7171731;7171732;7171741>,<2;999;999>,<self:flagZ4() and 1 or 0;self:flagZ4() and 1 or 0;self:flagZ4() and 1 or 0>,,<1;1;1>,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
718111,希嘉娜超级暴飞龙,,,,,,,,,,,,,,718111,
718112,,1,14,,,,,,,<7181111>,<2>,<1>,,<self:Bdamage()*0.1>,,
718113,,,,,,,,,,<7181011>,<2>,<self:flagZ1() and 1 or 0>,,<self:damage()*0.4>,,
718121,,,,,,,,,,,,,,,718121,
718122,,,,,,,,,,<7181221>,<2>,<target:flag(1099) and 0 or 1>,,"<list(1,1,list(2))>",,
718123,,1,14,,,,,,,<7181211>,<1>,<1>,,<<0;0;0;1;0;1>>,,
718131,,,4,,,,,,,,,,,,718131,
718132,,,4,,,,,,,,,,,,718132,
718133,,1,14,,,,,,,<7181310;7181311>,<1;2>,<1;1>,,<0;0>,,
718134,,,,selected,ignoreReplaceTarget(list(3019)),,,,,<7181320>,<1>,<1>,,<0>,,
718135,,1,14,,,,,,,,,,,,,
718161,,1,14,,,,,,,<7181611;7181621;7181661;7181681;7181682;7181691>,<999;999;2;999;999;999>,"<1;1;moreE(self:star(),6) and 1 or 0;moreE(self:star(),8) and 1 or 0;moreE(self:star(),8) and 1 or 0;self:flagZ4() and 1 or 0>",,<0;0;3000;0;<1;1;0>;0>,,
718162,,1,14,,,,,,,<7181601>,<8;5>,"<moreE(self:star(),8) and 1 or 0;moreE(self:star(),8) and 1 or 0>",,"<moreE(self:star(),11) and 2500 or 1500;moreE(self:star(),11) and 1500 or 1000>",,
,,,,,,,,,,,,,,,,
719111,红色闪电超级巨钳螳螂,,,,,,,,,,,,,,719111,
719112,,1,14,,,,,,,<7191111>,<3>,<1>,,<self:flagZ1() and  self:damage()*0.15 or self:damage()*0.1>,,
719121,,,,,,,,,,,,,,,719121,
719122,,1,14,,,,,,,<7191211;7191220>,<2;999>,<1;1>,,<1;self:damage()*1>,,
719131,,,,,,,,,,,,,,,719131,
719132,,,,,,,,,,,,,,,719132,
719133,,1,14,,,,,,,<7191821;7191691>,<2;2>,<1;1>,,<1;1>,,
719134,,,,enemyForce|nodead,"buffDifferExclude('group',{c.fly_notbuff_oc()})|buffDifferOptional('id',{7191852})|random(3)",,,,,<7191841>,<2>,<1>,,<1>,,
719160,,,,selfForce|nodead,"exclude(list(csvSelf:id()))|attrDiffer(""natureType"", {12})",,,,,<7191687>,<999>,<1>,,<1>,,
719161,,1,14,,,,,,,<7191851>,<999>,<1>,,<1>,,
719162,,,,selfForce|nodead,"attrDiffer(""natureType"", {12,17})",,,,,<7191679>,<999>,<1>,,<1>,,
719163,,1,14,,,,,,,<7191710>,<999>,<1>,,<1>,,
719164,,1,14,,,,,,,<7191611;7191621>,<999;999>,<1;1>,,<1;1>,,
719165,,1,14,,,,,,,<7191656;7191631>,<999;999>,<1;1>,,<1;1>,,
719166,,1,14,,,,,,,<7191821;7191211;7191211>,<2;2;2>,<self:flagZ4() and 1 or 0;self:flagZ4() and 1 or 0;self:flagZ4() and 1 or 0>,,<1;1;1>,,
719167,,1,14,,,,,,,,,,,,,
719168,,1,14,,,,,,,<7191651;7191671>,<999;999>,"<moreE(self:star(),8) and 1 or 0;moreE(self:star(),8) and 1 or 0>",,<1;1>,,
719169,,1,14,,,,,,,<7191231;7191261;7191681>,<999;999;999>,<1;1;1>,,<1;1;1>,,
719171,,,,,,,,,,<7191863>,<1>,<1>,,<1>,719111,
719172,,,,selfForce|nodead,"exclude(list(csvSelf:id()))|attrDiffer(""natureType"", {12})|random(1)",,,,,<7191861>,<1>,<self:hasBuff(7191821) and 1 or 0>,,<1>,,
719181,,,,,,,,,,,,,,,719111,
719182,,,,,,,,,,,,,,,,
719191,,,,,,,,,,<7191863>,<1>,<1>,,<1>,719111,
719192,,,,selfForce|nodead,"exclude(list(csvSelf:id()))|attrDiffer(""natureType"", {12})|random(1)",,,,,<7191861>,<1>,<self:hasBuff(7191821) and 1 or 0>,,<1>,,
719201,,,,,,,,,,<7191863>,<1>,<1>,,<1>,719111,
719202,,,,selfForce|nodead,"exclude(list(csvSelf:id()))|attrDiffer(""natureType"", {12})|random(1)",,,,,<7191861>,<1>,<self:hasBuff(7191821) and 1 or 0>,,<1>,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
324111,酋雷姆,,,,,,,,,,,,,,324111,
324112,,,,,,,,,,<3241111>,<1>,<target:hasBuff(3241642) and 1 or 0>,,<0>,,
324113,,1,14,,,,,,,<3241111>,<1>,<self:flagZ1() and 1 or 0>,,<0>,,
324121,,,,,,,,,,,,,,,324121,
324122,,1,14,,,,,,,<3241111>,<1>,<1>,,<0>,,
324123,,1,11,,,,,,,<3241214>,<1>,<target:hasBuff(3241712) and 1 or 0>,,<0>,,
324124,,,,enemyForce|nodead,useOtherProcess(324121),,,,,<3241215>,<1>,<target:hasBuff(3241642) and 1 or 0>,,<0>,,
324125,,,,enemyForce|nodead,useOtherProcess(324121),,,,,<3241221>,<2>,<self:flagZ2() and (target:hasBuff(3241642) or target:hasBuffGroup(102)) and 1 or 0>,,<0>,,
324131,,,,enemyForce|nodead,curSelected,,,,,,,,,,324131,
324132,,,,enemyForce|nodead,useOtherProcess(324131),,,,,,,,,,324132,
324133,,,11,,,,,,,<3241646>,<1>,<1>,,<0>,,
324134,,,,enemyForce|nodead,backRowRandom(1),,,,,<3241642>,<1>,<1>,,<0>,,
324135,,1,14,,,,,,,<3241311;3241316>,<2;999>,"<1;moreE(self:star(),11) and 1 or 0>",,"<0;min(self:BhpMax()*0.1,self:damage()*3)>",,
324161,,1,14,,,,,,,<3241611>,<999>,<1>,,<0>,,
324162,,1,14,,,,,,,<3241641>,<999>,<1>,,<0>,,
324163,,1,14,,,,,,,<3241711>,<999>,"<moreE(self:star(),6) and 1 or 0>",,<0>,,
324164,,1,14,,,,,,,<3241811>,<999>,"<moreE(self:star(),8) and 1 or 0>",,<0>,,
324171,,,,,,,,,,,,,,,324111,
324172,,,,,,,,,,<3241210>,<1>,<(target:natureIntersection(list(6)) or target:natureIntersection(list(18))) and 1 or 0>,,<0>,,
,,,,,,,,,,,,,,,,
324211,焰白酋雷姆,,,,,,,,,,,,,,324211,
324212,,1,14,,,,,,,<3242111;3242112>,<2;2>,<1;1>,,<self:BhpMax()*0.1;1000>,,
324213,,,,,,,,,,<3242113>,<2>,<(self:hasBuff(3242682) and target:hasBuff(3242627)) and 1 or 0>,,<0>,,
324214,,,,,,,,,,<3242627>,<2>,<self:flagZ1() and 1 or 0>,,<0>,,
324221,,,,,,,,,,,,,,,324221,
324222,,,,,,,,,,<3242011>,<1>,<0.6>,,<0>,,
324223,,,,selfForce|nodead,"rowback|attrDiffer(""natureType"", {2,6,15})","{process={value=<random(12);rowback|attrDiffer(""natureType"", {2,6,15})>;key=self:hasBuff(3242682)}}",,,,<3242211>,<2>,<1>,,<5000>,,
324224,,1,14,,,,,,,<3242211>,<2>,<1>,,<5000>,,
324225,,1,14,,,,,,,<3242221>,<2>,<self:flagZ2() and 1 or 0>,,"<<list(list(),list(c.debuff1_debuff2_oc()),list());list(list(),list(),list());1;0;random(1,2)>>",,
324226,,,,selfForce|nodead,useOtherProcess(324223),,,,,<3242221>,<2>,<self:flagZ2() and 1 or 0>,,"<<list(list(),list(c.debuff1_debuff2_oc()),list());list(list(),list(),list());1;0;random(1,2)>>",,
324231,,,12,,,,,,,,,,,,324231,
324232,,,12,,,,,,,,,,,,324232,
324233,,,,enemyForce | nodead,"buffDiffer('group',{15310})",,,,,<3242311>,<1>,<0>,,<0>,,
324234,,,,selfForce|filterCantBeAddBuff|nodead,"exclude(list(csvSelf:id()))|attrDiffer('natureType', {2,6,15})|relativeActionOrderProcessEx(true,1)",,,,,<3242321>,<1>,<1>,,<0>,,
324235,,1,14,,,,,,,<3242331>,<1>,<1>,,<0>,,
324236,,,,enemyForce | nodead,random(12),,,,,<3242351>,<1>,<(self:hasBuff(3242682) and self:hasBuff(3242621) ) and 1 or 0>,,<0>,,
324237,,1,14,,,,,,,<3242353;3242621>,<1;2>,<self:hasBuff(3242621) and 1 or 0;self:hasBuff(3242621) and 0 or 1>,,"<list(list(3242621),1);0>",,
324261,,1,14,,,,,,,<3242611>,<999>,<1>,,<list(list(2))>,,
324262,,1,14,,,,,,,<3242620>,<999>,<1>,,<0>,,
324263,,1,14,,,,,,,<3242661>,<999>,"<moreE(self:star(),6) and 1 or 0>",,<0>,,
324264,,1,14,,,,,,,<3242671>,<999>,"<moreE(self:star(),7) and 1 or 0>",,<0>,,
324265,,1,14,,,,,,,<3242681>,<999>,"<moreE(self:star(),8) and 1 or 0>",,<<0;self:hpMax()*2;self:mp1Max()*2;15>>,,
324266,,1,14,,,,,,,<3242691;3242692>,<999;999>,<self:flagZ4() and 1 or 0;self:flagZ4() and 1 or 0>,,<0;<0>>,,
,,,,,,,,,,,,,,,,
324311,焰白酋雷姆皮肤,,,,,,,,,,,,,,324311,
324312,,1,14,,,,,,,<3243111;3243112;3243121>,<2;2;2>,<1;1;self:flagZ1() and 1 or 0>,,<self:Bdamage()*0.1;1000;<1;99;1>>,,
324313,,,,,,,,,,<3243122>,<1>,<self:hasBuff(3243021) and 1 or 0>,,<self:damage()*1>,,
324314,,1,14,,,,,,,<3243622>,<1>,<self:flagZ1() and 1 or 0>,,<0>,,
324321,,,,,,,,,,,,,,,324321,
324322,,1,14,,,,,,,<3243211;3243622>,<1;1>,<1;1>,,<<1;1;1>;0>,,
324323,,,,,,,,,,<3243231>,<1>,<self:hasBuff(3243021) and 1 or 0>,,<self:damage()*1.2>,,
324324,,,,enemyForce | nodead,"buffDifferExclude('group',{c.fly_yinshenplus_oc()})|buffDifferExclude('id',{3243011})|random(1)",,,,,<3243011>,<1>,"<moreE(countObjByBuff(3-self:force(),{3243011}),1) and (self:flagZ2() and 1 or 0) or 0>",,<0>,,
324331,,,,,,,,,,,,,,,324331,
324332,,,,,,,,,,,,,,,324332,
324333,,1,14,,,,,,,<3243622;3243622>,<1;1>,<1;1>,,<0;0>,,
324334,,,,enemyForce | nodead,"buffDifferExclude('group',{c.fly_notbuff_oc()})|buffDifferExclude('id',{3243311})|random(1)",,,,,<3243311>,<2>,<1>,,<0>,,
324335,,1,14,,,,,,,<3243321>,<2>,<1>,,<0>,,
324336,,,,,,,,,,<3243323>,<2>,<1>,,<0>,,
324337,,,,enemyForce | nodead,"buffDifferExclude('group',{c.fly_yinshenplus_oc()})|buffDifferExclude('id',{3243011})|random(1)",,,,,<3243011>,<1>,<1>,,<0>,,
324338,,1,14,,,,,,,<3243341;3243335>,<1;999>,"<moreE(countObjByBuff(3-self:force(),{3243011}),1) and (moreE(self:star(),11) and 1 or 0) or 0;moreE(self:star(),11) and 1 or 0>",,<0;self:Bdamage()*0.05>,,
324339,,1,14,,,,,,,<3243351>,<1>,<self:hasBuff(3243021) and 1 or 0>,,<1>,,
324340,,,12,,,,,,,<3243371>,<1>,<self:hasBuff(3243021) and 1 or 0>,,<self:damage()*1.7>,,
324361,,1,14,,,,,,,<3243611>,<999>,<1>,,<list(list(5))>,,
324362,,1,14,,,,,,,<3243661;3243641;3243642>,<999;999;999>,<1;1;1>,,<self:BhpMax();0;0>,,
324363,,1,14,,,,,,,<3243621>,<999>,"<moreE(self:star(),6) and 1 or 0>",,<<0>>,,
324364,,1,14,,,,,,,<3243671>,<999>,"<moreE(self:star(),7) and 1 or 0>",,<0>,,
324365,,1,14,,,,,,,<3243681>,<999>,"<moreE(self:star(),8) and 1 or 0>",,<0>,,
324366,,1,14,,,,,,,<3243692>,<999>,<self:flagZ4() and 1 or 0>,,<0>,,
324367,,1,14,,,,,,,<3243601;3243605;3243606>,<999;5;5>,<1;0;0>,,<0;300;300>,,
,,,,,,,,,,,,,,,,
324711,暗黑酋雷姆,,,,,,,,,,,,,,324711,
324712,,1,14,,,,,,,<3243111;3243112;3243121>,<2;2;2>,<1;1;self:flagZ1() and 1 or 0>,,<self:Bdamage()*0.1;1000;<1;99;1>>,,
324713,,,,,,,,,,<3243122>,<1>,<self:hasBuff(3243021) and 1 or 0>,,<self:damage()*1>,,
324714,,1,14,,,,,,,<3243622>,<1>,<self:flagZ1() and 1 or 0>,,<0>,,
324721,,,,,,,,,,,,,,,324721,
324722,,1,14,,,,,,,<3243211;3243622>,<1;1>,<1;1>,,<<1;1;1>;0>,,
324723,,,,,,,,,,<3243231>,<1>,<self:hasBuff(3243021) and 1 or 0>,,<self:damage()*1.2>,,
324724,,,,enemyForce | nodead,"buffDifferExclude('group',{c.fly_yinshenplus_oc()})|buffDifferExclude('id',{3243011})|random(1)",,,,,<3243011>,<1>,"<moreE(countObjByBuff(3-self:force(),{3243011}),1) and (self:flagZ2() and 1 or 0) or 0>",,<0>,,
324731,,,,,,,,,,,,,,,324731,
324732,,,,,,,,,,,,,,,324732,
324733,,1,14,,,,,,,<3243622;3243622>,<1;1>,<1;1>,,<0;0>,,
324734,,,,enemyForce | nodead,"buffDifferExclude('group',{c.fly_notbuff_oc()})|buffDifferExclude('id',{3243311})|random(1)",,,,,<3243311>,<2>,<1>,,<0>,,
324735,,1,14,,,,,,,<3243321>,<2>,<1>,,<0>,,
324736,,,,,,,,,,<3243323>,<2>,<1>,,<0>,,
324737,,,,enemyForce | nodead,"buffDifferExclude('group',{c.fly_yinshenplus_oc()})|buffDifferExclude('id',{3243011})|random(1)",,,,,<3243011>,<1>,<1>,,<0>,,
324738,,1,14,,,,,,,<3243341;3243335>,<1;999>,"<moreE(countObjByBuff(3-self:force(),{3243011}),1) and (moreE(self:star(),11) and 1 or 0) or 0;moreE(self:star(),11) and 1 or 0>",,<0;self:Bdamage()*0.05>,,
324739,,1,14,,,,,,,<3243351>,<1>,<self:hasBuff(3243021) and 1 or 0>,,<1>,,
324740,,,12,,,,,,,<3243371>,<1>,<self:hasBuff(3243021) and 1 or 0>,,<self:damage()*1.7>,,
324761,,1,14,,,,,,,<3243611>,<999>,<1>,,<list(list(5))>,,
324762,,1,14,,,,,,,<3243661;3243641;3243642>,<999;999;999>,<1;1;1>,,<self:BhpMax();0;0>,,
324763,,1,14,,,,,,,<3243621>,<999>,"<moreE(self:star(),6) and 1 or 0>",,<<0>>,,
324764,,1,14,,,,,,,<3243671>,<999>,"<moreE(self:star(),7) and 1 or 0>",,<0>,,
324765,,1,14,,,,,,,<3243681>,<999>,"<moreE(self:star(),8) and 1 or 0>",,<0>,,
324766,,1,14,,,,,,,<3243692>,<999>,<self:flagZ4() and 1 or 0>,,<0>,,
324767,,1,14,,,,,,,<3243601;3243605;3243606>,<999;5;5>,<1;1;1>,,<0;100;100>,,
,,,,,,,,,,,,,,,,
324811,暗黑酋雷姆皮肤,,,,,,,,,,,,,,324811,
324812,,1,14,,,,,,,<3242111;3242112>,<2;2>,<1;1>,,<self:BhpMax()*0.1;1000>,,
324813,,,,,,,,,,<3242113>,<2>,<(self:hasBuff(3242682) and target:hasBuff(3242627)) and 1 or 0>,,<0>,,
324814,,,,,,,,,,<3242627>,<2>,<self:flagZ1() and 1 or 0>,,<0>,,
324821,,,,,,,,,,,,,,,324821,
324822,,,,,,,,,,<3242011>,<1>,<0.6>,,<0>,,
324823,,,,selfForce|nodead,"rowback|attrDiffer(""natureType"", {2,6,15})","{process={value=<random(12);rowback|attrDiffer(""natureType"", {2,6,15})>;key=self:hasBuff(3242682)}}",,,,<3242211>,<2>,<1>,,<5000>,,
324824,,1,14,,,,,,,<3242211>,<2>,<1>,,<5000>,,
324825,,1,14,,,,,,,<3242221>,<2>,<self:flagZ2() and 1 or 0>,,"<<list(list(),list(c.debuff1_debuff2_oc()),list());list(list(),list(),list());1;0;random(1,2)>>",,
324826,,,,selfForce|nodead,useOtherProcess(324223),,,,,<3242221>,<2>,<self:flagZ2() and 1 or 0>,,"<<list(list(),list(c.debuff1_debuff2_oc()),list());list(list(),list(),list());1;0;random(1,2)>>",,
324831,,,12,,,,,,,,,,,,324831,
324832,,,12,,,,,,,,,,,,324832,
324833,,,,enemyForce | nodead,"buffDiffer('group',{15310})",,,,,<3242311>,<1>,<0>,,<0>,,
324834,,,,selfForce|filterCantBeAddBuff|nodead,"exclude(list(csvSelf:id()))|attrDiffer('natureType', {2,6,15})|relativeActionOrderProcessEx(true,1)",,,,,<3242321>,<1>,<1>,,<0>,,
324835,,1,14,,,,,,,<3242331>,<1>,<1>,,<0>,,
324836,,,,enemyForce | nodead,random(12),,,,,<3242351>,<1>,<(self:hasBuff(3242682) and self:hasBuff(3242621) ) and 1 or 0>,,<0>,,
324837,,1,14,,,,,,,<3242353;3242621>,<1;2>,<self:hasBuff(3242621) and 1 or 0;self:hasBuff(3242621) and 0 or 1>,,"<list(list(3242621),1);0>",,
324861,,1,14,,,,,,,<3242611>,<999>,<1>,,<list(list(2))>,,
324862,,1,14,,,,,,,<3242620>,<999>,<1>,,<0>,,
324863,,1,14,,,,,,,<3242661>,<999>,"<moreE(self:star(),6) and 1 or 0>",,<0>,,
324864,,1,14,,,,,,,<3242671>,<999>,"<moreE(self:star(),7) and 1 or 0>",,<0>,,
324865,,1,14,,,,,,,<3242681>,<999>,"<moreE(self:star(),8) and 1 or 0>",,<<0;self:hpMax()*2;self:mp1Max()*2;15>>,,
324866,,1,14,,,,,,,<3242691;3242692>,<999;999>,<self:flagZ4() and 1 or 0;self:flagZ4() and 1 or 0>,,<0;<0>>,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
197100,固拉多,1,14,,,,,,,<1971001>,<9999>,<1>,,<0>,,
197111,,,,,,,,,,,,,,,197111,
197112,,,,,,,,,,,,,,,,
197113,,1,14,,,,,,,<1971211;1971212>,<2;2>,<1;1>,,<self:Bdefence()*(0.2+0.1*(self:flagZ1() and 1 or 0));self:BspecialDefence()*(0.2+0.1*(self:flagZ1() and 1 or 0));self:Bdamage()*0.1>,,
197121,,,,enemyForce|nodead,curSelected|penetrate(0.4),,,,,,,,,,197121,
197122,,1,14,,,,,,,,,,,,,
197123,,1,14,,,,,,,,,,,,,
197124,,,,,,,,,,<1971221;1971222>,<1;2>,<1;self:flagZ2() and 1 or 0>,,<1;-1>,,
197131,,,,enemyForce|nodead,"curSelected|sputtering(0.35,false)",,,,,,,,,,197131,
197132,,,,,,,,,,,,,,,197132,
197133,,,,,,,,,,<1971232>,<1>,<1>,,<-2000>,,
197134,,,,enemyForce|nodead,near(),,,,,<1971231>,<1>,<1>,,<-1000>,,
197135,,1,14,,,,,,,<1971233;1971234;1971235;1971236>,<999;1;1;2>,"<1;to10(moreEqualThan(self:star(),11));to10(moreEqualThan(self:star(),11));self:flagZ3() and 1 or 0>",,<500;10000;1;1>,,
197136,,,,,,,,,,,,,,,,
197161,,1,14,,,,,,,<1971121;1971141;1971151>,<999;999;999>,"<1;to10(moreEqualThan(self:star(),6));to10(moreEqualThan(self:star(),8))>",,<1;1;1>,,
197162,,,,selfForce|nodead,"exclude(list(csvSelf:id()))|attrDiffer(""natureType"", {10})",,,,,<1971161>,<999>,<self:flagZ4() and 1 or 0>,,<1>,,
,,,,,,,,,,,,,,,,
197200,原始固拉多,1,14,,,,,,,<1972001>,<9999>,<1>,,<0>,,
197211,,,,enemyForce|nodead,,{process={value=<curSelected|penetrate(0.8);curSelected>;key=self:hasBuff(1972226)}},,,,,,,,,197211,
197212,,,,enemyForce|nodead,,{process={value=<column;curSelected>;key=self:hasBuff(1972226)}},,,,<1972814>,<2>,<self:hasBuff(1972226) and 1 or 0>,,<self:damage()*0.3>,,
197213,,1,14,,,,,,,<1972811;1972812;1972813>,<2;2;2>,<1;1;1>,,<self:Bdefence()*(0.2+0.1*(self:flagZ1() and 1 or 0));self:BspecialDefence()*(0.2+0.1*(self:flagZ1() and 1 or 0));self:Bdamage()*0.1>,,
197221,,,,enemyForce|nodead,,{process={value=<curSelected|penetrate(0.5);curSelected>;key=self:flagZ2()}},,,,,,,,,197221,
197222,,,,enemyForce|nodead,,{process={value=<curSelected|penetrate(0.5);curSelected>;key=self:flagZ2()}},,,,<1972821;1972822;1972826>,<1;2;2>,<1;1;self:flagZ2() and 1 or 0>,,<1;self:damage()*0.5;-1>,,
197223,,1,14,,,,,,,<1972823;1972825>,<2;2>,<self:hasBuff(1972621) and 1 or 0;self:hasBuff(1972621) and 1 or 0>,,<1;1000>,,
197231,,,,enemyForce|nodead,"curSelected|sputtering(0.5,false)",,,,,,,,,,197231,
197232,,,,,,,,,,,,,,,197232,
197233,,,,,,,,,,<1972832>,<1>,<1>,,<-2000>,,
197234,,,,enemyForce|nodead,near(),,,,,<1972831>,<1>,<1>,,<-1000>,,
197235,,1,14,,,,,,,<1972848;1972851>,<1;1>,"<1;moreE(self:star(),11) and 1 or 0>",,<1;1>,,
197236,,1,14,,,,,,,<1972841;1972845;1972861>,<2;999;3>,<self:hasBuff(1972621) and 1 or 0;1;self:flagZ3() and 1 or 0>,,<1;1;1>,,
197261,,1,14,,,,,,,<1972611;1972614;1972615;1972623;1972651>,<999;999;999;999;999>,<1;1;1;1;self:flagZ4() and 1 or 0>,,<1;1;<1;1;0;0>;1;1>,,
197262,,,,selfForce|nodead,"exclude(list(csvSelf:id()))|attrDiffer(""natureType"", {2,9})",,,,,,,,,,,
,,,,,,,,,,,,,,,,
197311,原始固拉多皮肤,,,enemyForce|nodead,,{process={value=<curSelected|penetrate(0.8);curSelected>;key=self:hasBuff(1972226)}},,,,,,,,,197311,
197312,,,,enemyForce|nodead,,{process={value=<column;curSelected>;key=self:hasBuff(1972226)}},,,,<1972814>,<2>,<self:hasBuff(1972226) and 1 or 0>,,<self:damage()*0.3>,,
197313,,1,14,,,,,,,<1972811;1972812;1972813>,<2;2;2>,<1;1;1>,,<self:Bdefence()*(0.2+0.1*(self:flagZ1() and 1 or 0));self:BspecialDefence()*(0.2+0.1*(self:flagZ1() and 1 or 0));self:Bdamage()*0.1>,,
197321,,,,enemyForce|nodead,,{process={value=<curSelected|penetrate(0.5);curSelected>;key=self:flagZ2()}},,,,,,,,,197321,
197322,,,,enemyForce|nodead,,{process={value=<curSelected|penetrate(0.5);curSelected>;key=self:flagZ2()}},,,,<1972821;1972822;1972826>,<1;2;2>,<1;1;self:flagZ2() and 1 or 0>,,<1;self:damage()*0.5;-1>,,
197323,,1,14,,,,,,,<1972823;1972825>,<2;2>,<self:hasBuff(1972621) and 1 or 0;self:hasBuff(1972621) and 1 or 0>,,<1;1000>,,
197331,,,,enemyForce|nodead,"curSelected|sputtering(0.5,false)",,,,,,,,,,197331,
197332,,,,,,,,,,,,,,,197332,
197333,,,,,,,,,,<1972832>,<1>,<1>,,<-2000>,,
197334,,,,enemyForce|nodead,near(),,,,,<1972831>,<1>,<1>,,<-1000>,,
197335,,1,14,,,,,,,<1972848;1972851>,<1;1>,"<1;moreE(self:star(),11) and 1 or 0>",,<1;1>,,
197336,,1,14,,,,,,,<1972841;1972845;1972861>,<2;999;3>,<self:hasBuff(1972621) and 1 or 0;1;self:flagZ3() and 1 or 0>,,<1;1;1>,,
