变量名,sceneName,sceneName_tw,sceneName_en,sceneName_vn,sceneName_kr,sceneName_pt,sceneName_th,_beizhu,languages,monsters,boss,icon,gateType,sceneType,roundLimit,backMusic,backGround,bg_boss,bg_boss_pos,openLevel,desc,sceneCount,showLevel,sceneLevel,skillLevel,sceneLevelCorrect,demonCorrect,demonCorrectSelf,limitType,limitArg,firstAward,firstAwardShow,saodangAward,saodangAwardShow,lowestFightingPoint,gateDesc,gateDesc_tw,gateDesc_en,gateDesc_vn,gateDesc_kr,gateDesc_pt,gateDesc_th
100998,第998关,第998關,Stage 998,Thứ 998 Quan,스테이지 998,Stage 998,Stage 998,,,<{unitId=230712;level=1961;advance=71};{unitId=220712;level=1961;advance=71};{unitId=230712;level=1961;advance=71};{unitId=231423;level=1961;advance=71};{unitId=231423;level=1961;advance=71}>,<{unitId=251398;level=1961;advance=71}>,config/portrait/jinglingtouxiang1/img_486_ljqks@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_tower.jpg,,{y=70;x=0},1,,1,1961,2980,2980,,,,4,<<9;0;10%>;<10;0;10%>;<1;0;10%>>,{rmb=100;451=30;gold=415000},<<gold;415000;1>;<451;30;1>;<rmb;100;1>>,{libs=<110;111>;451=2;gold=9900},<<gold;9900;0>;<451;1;1>;<452;1;399>>,15000000,最低通关战力要求:15000000,最低通關戰力要求:15000000,Minimum required CP to clear:15000000,CP tối thiểu để vượt ải:15000000,클리어 최소 CP 요구치:15000000,CP mínimo necessário para concluir:15000000,CP ขั้นต่ำที่ใช้ผ่านด่าน:15000000
100999,第999关,第999關,Stage 999,Thứ 999 Quan,스테이지 999,Stage 999,Stage 999,,,<{unitId=231231;level=1963;advance=71};{unitId=221221;level=1963;advance=71};{unitId=231241;level=1963;advance=71};{unitId=230731;level=1963;advance=71};{unitId=230721;level=1963;advance=71}>,<{unitId=251399;level=1963;advance=71}>,config/portrait/jinglingtouxiang1/img_146_hyn@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_grass.jpg,,{y=70;x=0},1,,1,1963,2980,2980,,,,4,<<9;0;10%>;<10;0;10%>;<1;0;10%>>,{gold=415000;451=30;452=20},<<gold;415000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=9900},<<gold;9900;0>;<451;1;1>;<452;1;400>>,15000000,最低通关战力要求:15000000,最低通關戰力要求:15000000,Minimum required CP to clear:15000000,CP tối thiểu để vượt ải:15000000,클리어 최소 CP 요구치:15000000,CP mínimo necessário para concluir:15000000,CP ขั้นต่ำที่ใช้ผ่านด่าน:15000000
101000,第1000关,第1000關,Stage 1000,Thứ 1000 Quan,스테이지 1000,Stage 1000,Stage 1000,,,<{unitId=233543;level=1965;advance=71};{unitId=223211;level=1965;advance=71};{unitId=233543;level=1965;advance=71};{unitId=231261;level=1965;advance=71};{unitId=232441;level=1965;advance=71}>,<{unitId=251400;level=1965;advance=71}>,config/portrait/jinglingtouxiang1/img_249_lqy@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_night.jpg,,{y=70;x=0},1,,1,1965,2980,2980,,,,4,<<9;0;10%>;<10;0;10%>;<1;0;10%>>,{941=1;451=30;gold=415000},<<gold;415000;1>;<451;30;1>;<941;1;1>>,{libs=<110;111;112>;gold=9900;452=2},<<gold;9900;0>;<451;1;1>;<452;1;401>>,15000000,最低通关战力要求:15000000\n每死亡一个友方单位，洛奇亚的特防和特伤减免提高15%,最低通關戰力要求：15000000\n每死亡一個友方單位，洛奇亞的特防和特傷減免提高 15%,"Minimum clearance combat power requirement: 15,000,000\nFor each allied unit that dies, Lugia's SP.DEF and SP.DMG reduction increases by 15%","Yêu cầu sức mạnh chiến đấu tối thiểu để vượt ải: 15.000.000\nMỗi khi một đơn vị đồng minh chết, khả năng giảm SP.DEF và SP.DMG của Lugia tăng thêm 15%","최소 통과 전투력 요구 사항: 15,000,000\n아군 유닛이 하나 사망할 때마다 루기아의 특수방어 및 특수피해 감소가 15% 증가합니다.","Requerimento mínimo de poder de combate para conclusão: 15.000.000\nA cada unidade aliada que morre, a redução de SP.DEF e SP.DMG de Lugia aumenta em 15%","ความต้องการพลังต่อสู้ขั้นต่ำในการผ่านด่าน: 15,000,000\nทุกครั้งที่หน่วยพันธมิตรเสียชีวิต การลด SP.DEF และ SP.DMG ของลูเกียจะเพิ่มขึ้น 15%"
101001,第1001关,第1001關,Stage 1001,Thứ 1001 Quan,스테이지 1001,Stage 1001,Stage 1001,,,<{unitId=232963;level=1567;advance=71};{unitId=223283;level=1567;advance=71};{unitId=233502;level=1567;advance=71};{unitId=230632;level=1567;advance=71};{unitId=230632;level=1567;advance=71}>,<{unitId=251201;level=1567;advance=71}>,config/portrait/jinglingtouxiang1/img_445_lyls@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_sd.jpg,,{y=70;x=0},1,,1,1567,2980,2980,,,,4,<<9;0;15%>;<10;0;15%>;<1;0;15%>>,{gold=220000;451=30;452=20},<<gold;220000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=6000},<<gold;9900;0>;<451;1;1>;<452;1;202>>,18000000,最低通关战力要求:18000000,最低通關戰力要求:18000000,Minimum required CP to clear:18000000,CP tối thiểu để vượt ải:18000000,클리어 최소 CP 요구치:18000000,CP mínimo necessário para concluir:18000000,CP ขั้นต่ำที่ใช้ผ่านด่าน:18000000
101002,第1002关,第1002關,Stage 1002,Thứ 1002 Quan,스테이지 1002,Stage 1002,Stage 1002,,,<{unitId=230023;level=1569;advance=71};{unitId=220303;level=1569;advance=71};{unitId=230472;level=1569;advance=71};{unitId=230603;level=1569;advance=71};{unitId=230603;level=1569;advance=71}>,<{unitId=251202;level=1569;advance=71}>,config/portrait/jinglingtouxiang1/img_376_jjg@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_tower.jpg,,{y=70;x=0},1,,1,1569,2980,2980,,,,4,<<9;0;15%>;<10;0;15%>;<1;0;15%>>,{502=1;451=30;gold=220000},<<gold;220000;1>;<451;30;1>;<502;1;1>>,{libs=<110;111>;451=2;gold=6000},<<gold;9900;0>;<451;1;1>;<452;1;203>>,18000000,最低通关战力要求:18000000,最低通關戰力要求:18000000,Minimum required CP to clear:18000000,CP tối thiểu để vượt ải:18000000,클리어 최소 CP 요구치:18000000,CP mínimo necessário para concluir:18000000,CP ขั้นต่ำที่ใช้ผ่านด่าน:18000000
101003,第1003关,第1003關,Stage 1003,Thứ 1003 Quan,스테이지 1003,Stage 1003,Stage 1003,,,<{unitId=232272;level=1571;advance=71};{unitId=222483;level=1571;advance=71};{unitId=233283;level=1571;advance=71};{unitId=231394;level=1571;advance=71};{unitId=231394;level=1571;advance=71}>,<{unitId=251203;level=1571;advance=71}>,config/portrait/jinglingtouxiang1/img_214_hlkls@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_grass.jpg,,{y=70;x=0},1,,1,1571,2980,2980,,,,4,<<9;0;15%>;<10;0;15%>;<1;0;15%>>,{rmb=100;451=30;gold=220000},<<gold;220000;1>;<451;30;1>;<rmb;100;1>>,{libs=<110;111>;451=2;gold=6000},<<gold;9900;0>;<451;1;1>;<452;1;204>>,18000000,最低通关战力要求:18000000,最低通關戰力要求:18000000,Minimum required CP to clear:18000000,CP tối thiểu để vượt ải:18000000,클리어 최소 CP 요구치:18000000,CP mínimo necessário para concluir:18000000,CP ขั้นต่ำที่ใช้ผ่านด่าน:18000000
101004,第1004关,第1004關,Stage 1004,Thứ 1004 Quan,스테이지 1004,Stage 1004,Stage 1004,,,<{unitId=231253;level=1573;advance=71};{unitId=221253;level=1573;advance=71};{unitId=231253;level=1573;advance=71};{unitId=231893;level=1573;advance=71};{unitId=231893;level=1573;advance=71}>,<{unitId=251204;level=1573;advance=71}>,config/portrait/jinglingtouxiang1/img_612_sfzl@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_night.jpg,,{y=70;x=0},1,,1,1573,2980,2980,,,,4,<<9;0;15%>;<10;0;15%>;<1;0;15%>>,{gold=220000;451=30;452=20},<<gold;220000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=6000},<<gold;9900;0>;<451;1;1>;<452;1;205>>,18000000,最低通关战力要求:18000000,最低通關戰力要求:18000000,Minimum required CP to clear:18000000,CP tối thiểu để vượt ải:18000000,클리어 최소 CP 요구치:18000000,CP mínimo necessário para concluir:18000000,CP ขั้นต่ำที่ใช้ผ่านด่าน:18000000
101005,第1005关,第1005關,Stage 1005,Thứ 1005 Quan,스테이지 1005,Stage 1005,Stage 1005,,,<{unitId=270002;level=1575;advance=71};{unitId=270001;level=1575;advance=71};{unitId=270002;level=1575;advance=71};{unitId=270002;level=1575;advance=71};{unitId=270002;level=1575;advance=71}>,<{unitId=251205;level=1575;advance=71}>,config/portrait/jinglingtouxiang1/img_132_bbg_r@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_sd.jpg,,{y=70;x=0},1,,1,1575,2980,2980,,,,4,<<9;0;15%>;<10;0;15%>;<1;0;15%>>,{gold=220000;451=30;519=1},<<gold;220000;1>;<451;30;1>;<519;1;1>>,{libs=<110;111;112>;gold=6000;452=1},<<gold;9900;0>;<451;1;1>;<452;1;206>>,18000000,最低通关战力要求:18000000,最低通關戰力要求:18000000,Minimum required CP to clear:18000000,CP tối thiểu để vượt ải:18000000,클리어 최소 CP 요구치:18000000,CP mínimo necessário para concluir:18000000,CP ขั้นต่ำที่ใช้ผ่านด่าน:18000000
101006,第1006关,第1006關,Stage 1006,Thứ 1006 Quan,스테이지 1006,Stage 1006,Stage 1006,,,<{unitId=231443;level=1577;advance=71};{unitId=220803;level=1577;advance=71};{unitId=231443;level=1577;advance=71};{unitId=230731;level=1577;advance=71};{unitId=230883;level=1577;advance=71}>,<{unitId=251206;level=1577;advance=71}>,config/portrait/jinglingtouxiang1/img_243_lg@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_tower.jpg,,{y=70;x=0},1,,1,1577,2980,2980,,,,4,<<9;0;15%>;<10;0;15%>;<1;0;15%>>,{gold=225000;451=30;452=20},<<gold;225000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=6100},<<gold;9900;0>;<451;1;1>;<452;1;207>>,18000000,最低通关战力要求:18000000,最低通關戰力要求:18000000,Minimum required CP to clear:18000000,CP tối thiểu để vượt ải:18000000,클리어 최소 CP 요구치:18000000,CP mínimo necessário para concluir:18000000,CP ขั้นต่ำที่ใช้ผ่านด่าน:18000000
101007,第1007关,第1007關,Stage 1007,Thứ 1007 Quan,스테이지 1007,Stage 1007,Stage 1007,,,<{unitId=231813;level=1579;advance=71};{unitId=220593;level=1579;advance=71};{unitId=231813;level=1579;advance=71};{unitId=230393;level=1579;advance=71};{unitId=230393;level=1579;advance=71}>,<{unitId=251207;level=1579;advance=71}>,config/portrait/jinglingtouxiang1/img_94_gg@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_grass.jpg,,{y=70;x=0},1,,1,1579,2980,2980,,,,4,<<9;0;15%>;<10;0;15%>;<1;0;15%>>,{502=1;451=30;gold=225000},<<gold;225000;1>;<451;30;1>;<502;1;1>>,{libs=<110;111>;451=2;gold=6100},<<gold;9900;0>;<451;1;1>;<452;1;208>>,18000000,最低通关战力要求:18000000,最低通關戰力要求:18000000,Minimum required CP to clear:18000000,CP tối thiểu để vượt ải:18000000,클리어 최소 CP 요구치:18000000,CP mínimo necessário para concluir:18000000,CP ขั้นต่ำที่ใช้ผ่านด่าน:18000000
101008,第1008关,第1008關,Stage 1008,Thứ 1008 Quan,스테이지 1008,Stage 1008,Stage 1008,,,<{unitId=231313;level=1581;advance=71};{unitId=220493;level=1581;advance=71};{unitId=231313;level=1581;advance=71};{unitId=232723;level=1581;advance=71};{unitId=232723;level=1581;advance=71}>,<{unitId=251208;level=1581;advance=71}>,config/portrait/jinglingtouxiang1/img_383_gld@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_night.jpg,,{y=70;x=0},1,,1,1581,2980,2980,,,,4,<<9;0;15%>;<10;0;15%>;<1;0;15%>>,{rmb=100;451=30;gold=225000},<<gold;225000;1>;<451;30;1>;<rmb;100;1>>,{libs=<110;111>;451=2;gold=6100},<<gold;9900;0>;<451;1;1>;<452;1;209>>,18000000,最低通关战力要求:18000000,最低通關戰力要求:18000000,Minimum required CP to clear:18000000,CP tối thiểu để vượt ải:18000000,클리어 최소 CP 요구치:18000000,CP mínimo necessário para concluir:18000000,CP ขั้นต่ำที่ใช้ผ่านด่าน:18000000
101009,第1009关,第1009關,Stage 1009,Thứ 1009 Quan,스테이지 1009,Stage 1009,Stage 1009,,,<{unitId=231172;level=1583;advance=71};{unitId=221172;level=1583;advance=71};{unitId=231172;level=1583;advance=71};{unitId=233143;level=1583;advance=71};{unitId=233143;level=1583;advance=71}>,<{unitId=251209;level=1583;advance=71}>,config/portrait/jinglingtouxiang1/img_461_mnl@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_sd.jpg,,{y=70;x=0},1,,1,1583,2980,2980,,,,4,<<9;0;15%>;<10;0;15%>;<1;0;15%>>,{gold=225000;451=30;452=20},<<gold;225000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=6100},<<gold;9900;0>;<451;1;1>;<452;1;210>>,18000000,最低通关战力要求:18000000,最低通關戰力要求:18000000,Minimum required CP to clear:18000000,CP tối thiểu để vượt ải:18000000,클리어 최소 CP 요구치:18000000,CP mínimo necessário para concluir:18000000,CP ขั้นต่ำที่ใช้ผ่านด่าน:18000000
101010,第1010关,第1010關,Stage 1010,Thứ 1010 Quan,스테이지 1010,Stage 1010,Stage 1010,,,<{unitId=230393;level=1585;advance=71};{unitId=221813;level=1585;advance=71};{unitId=230393;level=1585;advance=71};{unitId=231813;level=1585;advance=71};{unitId=231813;level=1585;advance=71}>,<{unitId=251210;level=1585;advance=71}>,config/portrait/jinglingtouxiang1/img_384_lkz@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_tower.jpg,,{y=70;x=0},1,,1,1585,2980,2980,,,,4,<<9;0;15%>;<10;0;15%>;<1;0;15%>>,{501=1;451=30;gold=225000},<<gold;225000;1>;<451;30;1>;<501;1;1>>,{libs=<110;111;112>;gold=6100;452=2},<<gold;9900;0>;<451;1;1>;<452;1;211>>,18000000,最低通关战力要求:18000000,最低通關戰力要求:18000000,Minimum required CP to clear:18000000,CP tối thiểu để vượt ải:18000000,클리어 최소 CP 요구치:18000000,CP mínimo necessário para concluir:18000000,CP ขั้นต่ำที่ใช้ผ่านด่าน:18000000
101011,第1011关,第1011關,Stage 1011,Thứ 1011 Quan,스테이지 1011,Stage 1011,Stage 1011,,,<{unitId=230692;level=1587;advance=71};{unitId=220783;level=1587;advance=71};{unitId=230793;level=1587;advance=71};{unitId=230753;level=1587;advance=71};{unitId=230753;level=1587;advance=71}>,<{unitId=251211;level=1587;advance=71}>,config/portrait/jinglingtouxiang1/img_445_lyls@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_grass.jpg,,{y=70;x=0},1,,1,1587,2980,2980,,,,4,<<9;0;15%>;<10;0;15%>;<1;0;15%>>,{gold=230000;451=30;452=20},<<gold;230000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=6200},<<gold;9900;0>;<451;1;1>;<452;1;212>>,18000000,最低通关战力要求:18000000,最低通關戰力要求:18000000,Minimum required CP to clear:18000000,CP tối thiểu để vượt ải:18000000,클리어 최소 CP 요구치:18000000,CP mínimo necessário para concluir:18000000,CP ขั้นต่ำที่ใช้ผ่านด่าน:18000000
101012,第1012关,第1012關,Stage 1012,Thứ 1012 Quan,스테이지 1012,Stage 1012,Stage 1012,,,<{unitId=231503;level=1589;advance=71};{unitId=222013;level=1589;advance=71};{unitId=231503;level=1589;advance=71};{unitId=233353;level=1589;advance=71};{unitId=233353;level=1589;advance=71}>,<{unitId=251212;level=1589;advance=71}>,config/portrait/jinglingtouxiang1/img_706_nml@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_night.jpg,,{y=70;x=0},1,,1,1589,2980,2980,,,,4,<<9;0;15%>;<10;0;15%>;<1;0;15%>>,{502=1;451=30;gold=230000},<<gold;230000;1>;<451;30;1>;<502;1;1>>,{libs=<110;111>;451=2;gold=6200},<<gold;9900;0>;<451;1;1>;<452;1;213>>,18000000,最低通关战力要求:18000000,最低通關戰力要求:18000000,Minimum required CP to clear:18000000,CP tối thiểu để vượt ải:18000000,클리어 최소 CP 요구치:18000000,CP mínimo necessário para concluir:18000000,CP ขั้นต่ำที่ใช้ผ่านด่าน:18000000
101013,第1013关,第1013關,Stage 1013,Thứ 1013 Quan,스테이지 1013,Stage 1013,Stage 1013,,,<{unitId=231253;level=1591;advance=71};{unitId=222593;level=1591;advance=71};{unitId=231253;level=1591;advance=71};{unitId=233502;level=1591;advance=71};{unitId=233502;level=1591;advance=71}>,<{unitId=251213;level=1591;advance=71}>,config/portrait/jinglingtouxiang1/img_719_dax@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_sd.jpg,,{y=70;x=0},1,,1,1591,2980,2980,,,,4,<<9;0;15%>;<10;0;15%>;<1;0;15%>>,{rmb=100;451=30;gold=230000},<<gold;230000;1>;<451;30;1>;<rmb;100;1>>,{libs=<110;111>;451=2;gold=6200},<<gold;9900;0>;<451;1;1>;<452;1;214>>,18000000,最低通关战力要求:18000000,最低通關戰力要求:18000000,Minimum required CP to clear:18000000,CP tối thiểu để vượt ải:18000000,클리어 최소 CP 요구치:18000000,CP mínimo necessário para concluir:18000000,CP ขั้นต่ำที่ใช้ผ่านด่าน:18000000
101014,第1014关,第1014關,Stage 1014,Thứ 1014 Quan,스테이지 1014,Stage 1014,Stage 1014,,,<{unitId=230721;level=1593;advance=71};{unitId=220731;level=1593;advance=71};{unitId=230741;level=1593;advance=71};{unitId=231813;level=1593;advance=71};{unitId=231813;level=1593;advance=71}>,<{unitId=251214;level=1593;advance=71}>,config/portrait/jinglingtouxiang1/img_477_hyml@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_tower.jpg,,{y=70;x=0},1,,1,1593,2980,2980,,,,4,<<9;0;15%>;<10;0;15%>;<1;0;15%>>,{gold=230000;451=30;452=20},<<gold;230000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=6200},<<gold;9900;0>;<451;1;1>;<452;1;215>>,18000000,最低通关战力要求:18000000,最低通關戰力要求:18000000,Minimum required CP to clear:18000000,CP tối thiểu để vượt ải:18000000,클리어 최소 CP 요구치:18000000,CP mínimo necessário para concluir:18000000,CP ขั้นต่ำที่ใช้ผ่านด่าน:18000000
101015,第1015关,第1015關,Stage 1015,Thứ 1015 Quan,스테이지 1015,Stage 1015,Stage 1015,,,<{unitId=230771;level=1595;advance=71};{unitId=221841;level=1595;advance=71};{unitId=230771;level=1595;advance=71};{unitId=230603;level=1595;advance=71};{unitId=230603;level=1595;advance=71}>,<{unitId=251215;level=1595;advance=71}>,config/portrait/jinglingtouxiang1/img_149_kl@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_grass.jpg,,{y=70;x=0},1,,1,1595,2980,2980,,,,4,<<9;0;15%>;<10;0;15%>;<1;0;15%>>,{gold=230000;451=30;519=1},<<gold;230000;1>;<451;30;1>;<519;1;1>>,{libs=<110;111;112>;gold=6200;452=1},<<gold;9900;0>;<451;1;1>;<452;1;216>>,18000000,最低通关战力要求:18000000,最低通關戰力要求:18000000,Minimum required CP to clear:18000000,CP tối thiểu để vượt ải:18000000,클리어 최소 CP 요구치:18000000,CP mínimo necessário para concluir:18000000,CP ขั้นต่ำที่ใช้ผ่านด่าน:18000000
101016,第1016关,第1016關,Stage 1016,Thứ 1016 Quan,스테이지 1016,Stage 1016,Stage 1016,,,<{unitId=230283;level=1597;advance=71};{unitId=220372;level=1597;advance=71};{unitId=230283;level=1597;advance=71};{unitId=231393;level=1597;advance=71};{unitId=231393;level=1597;advance=71}>,<{unitId=251216;level=1597;advance=71}>,config/portrait/jinglingtouxiang1/img_282_snd@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_night.jpg,,{y=70;x=0},1,,1,1597,2980,2980,,,,4,<<9;0;15%>;<10;0;15%>;<1;0;15%>>,{gold=235000;451=30;452=20},<<gold;235000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=6300},<<gold;9900;0>;<451;1;1>;<452;1;217>>,18000000,最低通关战力要求:18000000,最低通關戰力要求:18000000,Minimum required CP to clear:18000000,CP tối thiểu để vượt ải:18000000,클리어 최소 CP 요구치:18000000,CP mínimo necessário para concluir:18000000,CP ขั้นต่ำที่ใช้ผ่านด่าน:18000000
101017,第1017关,第1017關,Stage 1017,Thứ 1017 Quan,스테이지 1017,Stage 1017,Stage 1017,,,<{unitId=230883;level=1599;advance=71};{unitId=220593;level=1599;advance=71};{unitId=230883;level=1599;advance=71};{unitId=230731;level=1599;advance=71};{unitId=230731;level=1599;advance=71}>,<{unitId=251217;level=1599;advance=71}>,config/portrait/jinglingtouxiang1/img_145_sdn@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_sd.jpg,,{y=70;x=0},1,,1,1599,2980,2980,,,,4,<<9;0;15%>;<10;0;15%>;<1;0;15%>>,{502=1;451=30;gold=235000},<<gold;235000;1>;<451;30;1>;<502;1;1>>,{libs=<110;111>;451=2;gold=6300},<<gold;9900;0>;<451;1;1>;<452;1;218>>,18000000,最低通关战力要求:18000000,最低通關戰力要求:18000000,Minimum required CP to clear:18000000,CP tối thiểu để vượt ải:18000000,클리어 최소 CP 요구치:18000000,CP mínimo necessário para concluir:18000000,CP ขั้นต่ำที่ใช้ผ่านด่าน:18000000
101018,第1018关,第1018關,Stage 1018,Thứ 1018 Quan,스테이지 1018,Stage 1018,Stage 1018,,,<{unitId=230603;level=1601;advance=71};{unitId=220741;level=1601;advance=71};{unitId=230603;level=1601;advance=71};{unitId=233293;level=1601;advance=71};{unitId=233293;level=1601;advance=71}>,<{unitId=251218;level=1601;advance=71}>,config/portrait/jinglingtouxiang1/img_250_fw@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_tower.jpg,,{y=70;x=0},1,,1,1601,2980,2980,,,,4,<<9;0;15%>;<10;0;15%>;<1;0;15%>>,{rmb=100;451=30;gold=235000},<<gold;235000;1>;<451;30;1>;<rmb;100;1>>,{libs=<110;111>;451=2;gold=6300},<<gold;9900;0>;<451;1;1>;<452;1;219>>,18000000,最低通关战力要求:18000000,最低通關戰力要求:18000000,Minimum required CP to clear:18000000,CP tối thiểu để vượt ải:18000000,클리어 최소 CP 요구치:18000000,CP mínimo necessário para concluir:18000000,CP ขั้นต่ำที่ใช้ผ่านด่าน:18000000
101019,第1019关,第1019關,Stage 1019,Thứ 1019 Quan,스테이지 1019,Stage 1019,Stage 1019,,,<{unitId=231221;level=1603;advance=71};{unitId=221231;level=1603;advance=71};{unitId=231241;level=1603;advance=71};{unitId=233303;level=1603;advance=71};{unitId=233303;level=1603;advance=71}>,<{unitId=251219;level=1603;advance=71}>,config/portrait/jinglingtouxiang1/img_658_jhrw@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_grass.jpg,,{y=70;x=0},1,,1,1603,2980,2980,,,,4,<<9;0;15%>;<10;0;15%>;<1;0;15%>>,{gold=235000;451=30;452=20},<<gold;235000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=6300},<<gold;9900;0>;<451;1;1>;<452;1;220>>,18000000,最低通关战力要求:18000000,最低通關戰力要求:18000000,Minimum required CP to clear:18000000,CP tối thiểu để vượt ải:18000000,클리어 최소 CP 요구치:18000000,CP mínimo necessário para concluir:18000000,CP ขั้นต่ำที่ใช้ผ่านด่าน:18000000
101020,第1020关,第1020關,Stage 1020,Thứ 1020 Quan,스테이지 1020,Stage 1020,Stage 1020,,,<{unitId=230793;level=1605;advance=71};{unitId=222483;level=1605;advance=71};{unitId=231612;level=1605;advance=71};{unitId=233543;level=1605;advance=71};{unitId=233543;level=1605;advance=71}>,<{unitId=251220;level=1605;advance=71}>,config/portrait/jinglingtouxiang1/img_612_sfzl@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_night.jpg,,{y=70;x=0},1,,1,1605,2980,2980,,,,4,<<9;0;15%>;<10;0;15%>;<1;0;15%>>,{501=1;451=30;gold=235000},<<gold;235000;1>;<451;30;1>;<501;1;1>>,{libs=<110;111;112>;gold=6300;452=2},<<gold;9900;0>;<451;1;1>;<452;1;221>>,18000000,最低通关战力要求:18000000,最低通關戰力要求:18000000,Minimum required CP to clear:18000000,CP tối thiểu để vượt ải:18000000,클리어 최소 CP 요구치:18000000,CP mínimo necessário para concluir:18000000,CP ขั้นต่ำที่ใช้ผ่านด่าน:18000000
101021,第1021关,第1021關,Stage 1021,Thứ 1021 Quan,스테이지 1021,Stage 1021,Stage 1021,,,<{unitId=230372;level=1607;advance=71};{unitId=220482;level=1607;advance=71};{unitId=232272;level=1607;advance=71};{unitId=230601;level=1607;advance=71};{unitId=230601;level=1607;advance=71}>,<{unitId=251221;level=1607;advance=71}>,config/portrait/jinglingtouxiang1/img_146_hyn@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_sd.jpg,,{y=70;x=0},1,,1,1607,2980,2980,,,,4,<<9;0;15%>;<10;0;15%>;<1;0;15%>>,{gold=240000;451=30;452=20},<<gold;240000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=6400},<<gold;9900;0>;<451;1;1>;<452;1;222>>,18000000,最低通关战力要求:18000000,最低通關戰力要求:18000000,Minimum required CP to clear:18000000,CP tối thiểu để vượt ải:18000000,클리어 최소 CP 요구치:18000000,CP mínimo necessário para concluir:18000000,CP ขั้นต่ำที่ใช้ผ่านด่าน:18000000
101022,第1022关,第1022關,Stage 1022,Thứ 1022 Quan,스테이지 1022,Stage 1022,Stage 1022,,,<{unitId=230303;level=1609;advance=71};{unitId=222963;level=1609;advance=71};{unitId=230303;level=1609;advance=71};{unitId=230333;level=1609;advance=71};{unitId=230333;level=1609;advance=71}>,<{unitId=251222;level=1609;advance=71}>,config/portrait/jinglingtouxiang1/img_681_jdjg@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_tower.jpg,,{y=70;x=0},1,,1,1609,2980,2980,,,,4,<<9;0;15%>;<10;0;15%>;<1;0;15%>>,{502=1;451=30;gold=240000},<<gold;240000;1>;<451;30;1>;<502;1;1>>,{libs=<110;111>;451=2;gold=6400},<<gold;9900;0>;<451;1;1>;<452;1;223>>,18000000,最低通关战力要求:18000000,最低通關戰力要求:18000000,Minimum required CP to clear:18000000,CP tối thiểu để vượt ải:18000000,클리어 최소 CP 요구치:18000000,CP mínimo necessário para concluir:18000000,CP ขั้นต่ำที่ใช้ผ่านด่าน:18000000
101023,第1023关,第1023關,Stage 1023,Thứ 1023 Quan,스테이지 1023,Stage 1023,Stage 1023,,,<{unitId=232873;level=1611;advance=71};{unitId=223021;level=1611;advance=71};{unitId=232873;level=1611;advance=71};{unitId=231082;level=1611;advance=71};{unitId=231082;level=1611;advance=71}>,<{unitId=251223;level=1611;advance=71}>,config/portrait/jinglingtouxiang1/img_144_jdn@.png,5,22,10,battle_bgm.mp3,battle/scene/bg_grass.jpg,,{y=70;x=0},1,,1,1611,2980,2980,,,,4,<<9;0;15%>;<10;0;15%>;<1;0;15%>>,{rmb=100;451=30;gold=240000},<<gold;240000;1>;<451;30;1>;<rmb;100;1>>,{libs=<110;111>;451=2;gold=6400},<<gold;9900;0>;<451;1;1>;<452;1;224>>,18000000,最低通关战力要求:18000000,最低通關戰力要求:18000000,Minimum required CP to clear:18000000,CP tối thiểu để vượt ải:18000000,클리어 최소 CP 요구치:18000000,CP mínimo necessário para concluir:18000000,CP ขั้นต่ำที่ใช้ผ่านด่าน:18000000
