变量名,sceneName,sceneName_tw,sceneName_en,sceneName_vn,sceneName_kr,sceneName_pt,sceneName_th,_beizhu,monsters,boss,icon,gateType,sceneType,sceneCount,roundLimit,deployType,deployCardNumLimit,deployNum,deployNatureLimit,backMusic,backGround,bg_boss,bg_boss_pos,ownerId,onlyClassify,openLevel,preGateID,stars,showLevel,sceneLevel,skillLevel,sceneLevelCorrect,demonCorrect,demonCorrectSelf,dayChallengeMax,staminaCost,cardExp,roleExp,dropIds,gold,desc,desc_tw,desc_en,desc_vn,desc_kr,sandangAward,worldLevelSaodangAward,forbidMarkID,winAward,star3Award,kssdFlag,chestAward,pos,awardPos,frontWay,monsterRange,finishPoint,isWheel,isQuickSweep,tag
20803,乌拉乌拉岛,烏拉烏拉島,Ula'ula Island,Đảo Ula'ula,울라울라섬,Ilha Ula'ula,เกาะอุลาอุลา,,<{level=44;unitId=63542;advance=7};{level=44;unitId=61612;advance=7};{level=44;unitId=63542;advance=7}>,<{level=44;unitId=183021;advance=8}>,config/portrait/jinglingtouxiang1/img_615_jhxh@.png,1,5,2,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_615_jhxh@.png,{y=70;x=0},118,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,44,243,243,,,,9,12,80,12,{23021=0;100=0;5000=0},1120,,,,,,{11=4;12=4},{11=4;12=6},,{},{},1,{gold=12000;talent_point=1;rmb=20},{y=469;x=1149},{y=912;x=1381},<<593;571>;<875;555>;<985;360>;<1149;469>>,{},,FALSE,0,{}
20804,乌拉乌拉岛,烏拉烏拉島,Ula'ula Island,Đảo Ula'ula,울라울라섬,Ilha Ula'ula,เกาะอุลาอุลา,,<{level=46;unitId=50481;advance=7};{level=46;unitId=60092;advance=7};{level=46;unitId=50481;advance=7};{level=46;unitId=60133;advance=7};{level=46;unitId=60133;advance=7}>,<{level=46;unitId=182302;advance=8}>,config/portrait/jinglingtouxiang1/img_460_bxw@.png,1,5,2,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_460_bxw@.png,{y=70;x=0},118,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,46,250,250,,,,9,12,80,12,{22301=0;100=0;5000=0},1120,,,,,,{11=4;12=4},{11=4;12=6},,{},{},1,{gold=12000;talent_point=1;rmb=20},{y=501;x=1549},{y=581;x=2005},<<1149;469>;<1179;848>;<1381;912>;<1502;825>;<1549;501>>,{},,FALSE,0,{}
20805,乌拉乌拉岛,烏拉烏拉島,Ula'ula Island,Đảo Ula'ula,울라울라섬,Ilha Ula'ula,เกาะอุลาอุลา,,<{level=47;unitId=63542;advance=8};{level=47;unitId=63542;advance=8};{level=47;unitId=63543;advance=8};{level=47;unitId=63543;advance=8}>,<{level=47;unitId=182873;advance=9}>,config/portrait/jinglingtouxiang1/img_584_sbddb@.png,1,5,2,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_584_sbddb@.png,{y=70;x=0},118,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,47,257,257,,,,9,12,80,12,{22871=0;100=0;5000=0},1120,,,,,,{11=4;12=4},{11=4;12=6},,{},{},1,{},{y=873;x=2141},,<<1549;501>;<1817;546>;<2005;581>;<2009;729>;<1831;868>;<1967;944>;<2141;873>>,{},,FALSE,0,{}
20901,阿卡拉岛,阿卡拉島,Akala Island,Đảo Akala,아칼라섬,Ilha Akala,เกาะอาคาลา,,<{level=48;unitId=60133;advance=8};{level=48;unitId=61422;advance=8};{level=48;unitId=60133;advance=8};{level=48;unitId=61422;advance=8}>,<{level=48;unitId=72272;advance=9}>,config/portrait/jinglingtouxiang1/img_454_dzw@.png,1,5,2,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_454_dzw@.png,{y=70;x=0},119,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,48,267,267,,,,9,12,80,12,{22271=0;100=0;5000=0},1155,,,,,,{13=2},{13=2;12=2},,{},{},1,{gold=12000;talent_point=1;rmb=20},{y=353;x=1023},{y=353;x=1532},<<1023;353>>,{},,FALSE,0,{}
20902,阿卡拉岛,阿卡拉島,Akala Island,Đảo Akala,아칼라섬,Ilha Akala,เกาะอาคาลา,,<{level=50;unitId=60472;advance=8};{level=50;unitId=60472;advance=8}>,<{level=50;unitId=180793;advance=9}>,config/portrait/jinglingtouxiang1/img_157_hbs@.png,1,5,2,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_157_hbs@.png,{y=70;x=0},119,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,50,274,274,,,,9,12,80,12,{20791=0;100=0;5000=0},1155,,,,,,{13=2},{13=2;12=2},,{},{},1,{gold=12000;talent_point=1;rmb=20},{y=477;x=1592},{y=689;x=987},<<1023;353>;<1319;295>;<1532;353>;<1592;477>>,{},,FALSE,0,{}
20903,阿卡拉岛,阿卡拉島,Akala Island,Đảo Akala,아칼라섬,Ilha Akala,เกาะอาคาลา,,<{level=51;unitId=51611;advance=8};{level=51;unitId=60392;advance=8};{level=51;unitId=51611;advance=8};{level=51;unitId=63292;advance=8};{level=51;unitId=63292;advance=8}>,<{level=51;unitId=180883;advance=9}>,config/portrait/jinglingtouxiang1/img_181_dl@.png,1,5,2,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_181_dl@.png,{y=70;x=0},119,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,51,281,281,,,,9,12,80,12,{20881=0;100=0;5000=0},1155,,,,,,{13=2},{13=2;12=2},,{},{},1,{gold=12000;talent_point=1;rmb=20},{y=959;x=837},{y=926;x=1280},<<1592;477>;<1549;576>;<1290;660>;<1154;642>;<987;689>;<1012;795>;<837;959>>,{},,FALSE,0,{}
20904,阿卡拉岛,阿卡拉島,Akala Island,Đảo Akala,아칼라섬,Ilha Akala,เกาะอาคาลา,,<{level=53;unitId=60593;advance=8};{level=53;unitId=60593;advance=8};{level=53;unitId=60092;advance=8};{level=53;unitId=60092;advance=8}>,<{level=53;unitId=181863;advance=9}>,config/portrait/jinglingtouxiang1/img_365_dyhs@.png,1,5,2,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_365_dyhs@.png,{y=70;x=0},119,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,53,288,288,,,,9,12,80,12,{21861=0;100=0;5000=0},1155,,,,,,{13=2},{13=2;12=2},,{},{},1,{gold=12000;talent_point=1;rmb=20},{y=809;x=1522},{y=554;x=2050},<<837;959>;<970;997>;<1081;1140>;<1236;1112>;<1280;926>;<1522;809>>,{},,FALSE,0,{}
20905,阿卡拉岛,阿卡拉島,Akala Island,Đảo Akala,아칼라섬,Ilha Akala,เกาะอาคาลา,,<{level=54;unitId=62012;advance=9};{level=54;unitId=62482;advance=9};{level=54;unitId=62012;advance=9};{level=54;unitId=62482;advance=9}>,<{level=54;unitId=183143;advance=10}>,config/portrait/jinglingtouxiang1/img_635_ssel@.png,1,5,2,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_635_ssel@.png,{y=70;x=0},119,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,54,295,295,,,,9,12,80,12,{23141=0;100=0;5000=0},1155,,,,,,{13=2},{13=2;12=2},,{},{},1,{},{y=1032;x=1911},,<<1522;809>;<1804;660>;<1874;521>;<2050;554>;<2026;764>;<1820;926>;<1911;1032>>,{},,FALSE,0,{}
21001,美乐美乐岛,美樂美樂島,Melemele Island,Đảo Melemele,멜레멜레섬,Ilha Melemele,เกาะเมเลเมเล,,<{level=55;unitId=60333;advance=9};{level=55;unitId=60472;advance=9};{level=55;unitId=60333;advance=9}>,<{level=55;unitId=183012;advance=10}>,config/portrait/jinglingtouxiang1/img_614_dyx@.png,1,5,2,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_614_dyx@.png,{y=70;x=0},120,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,55,305,305,,,,9,12,80,12,{23011=0;100=0;5000=0},1190,,,,,,{11=2;13=2},{11=8;13=2},,{},{},1,{gold=12000;talent_point=1;rmb=20},{y=943;x=520},{y=495;x=560},<<520;943>>,{},,FALSE,0,{}
21002,美乐美乐岛,美樂美樂島,Melemele Island,Đảo Melemele,멜레멜레섬,Ilha Melemele,เกาะเมเลเมเล,,<{level=57;unitId=52012;advance=9};{level=57;unitId=61352;advance=9};{level=57;unitId=52012;advance=9};{level=57;unitId=60092;advance=9};{level=57;unitId=60092;advance=9}>,<{level=57;unitId=183432;advance=10}>,config/portrait/jinglingtouxiang1/img_685_ptn@.png,1,5,2,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_685_ptn@.png,{y=70;x=0},120,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,57,312,312,,,,9,12,80,12,{100=0;23431=0;5000=0},1190,,,,,,{11=2;13=2},{11=8;13=2},,{},{},1,{gold=12000;talent_point=1;rmb=20},{y=405;x=788},{y=365;x=1258},<<520;943>;<357;679>;<386;613>;<534;631>;<590;559>;<560;495>;<788;405>>,{},,FALSE,0,{}
21003,美乐美乐岛,美樂美樂島,Melemele Island,Đảo Melemele,멜레멜레섬,Ilha Melemele,เกาะเมเลเมเล,,<{level=58;unitId=60043;advance=9};{level=58;unitId=60043;advance=9};{level=58;unitId=60102;advance=9};{level=58;unitId=60102;advance=9}>,<{level=58;unitId=180632;advance=10}>,config/portrait/jinglingtouxiang1/img_130_bll@.png,1,5,2,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_130_bll@.png,{y=70;x=0},120,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,58,319,319,,,,9,12,80,12,{5000=0;100=0;20631=0},1190,,,,,,{11=2;13=2},{11=8;13=2},,{},{},1,{gold=12000;talent_point=1;rmb=20},{y=583;x=1244},{y=765;x=1746},<<788;405>;<1047;321>;<1258;365>;<1242;417>;<1043;519>;<1103;555>;<1244;583>>,{},,FALSE,0,{}
21004,美乐美乐岛,美樂美樂島,Melemele Island,Đảo Melemele,멜레멜레섬,Ilha Melemele,เกาะเมเลเมเล,,<{level=60;unitId=60593;advance=9};{level=60;unitId=60092;advance=9};{level=60;unitId=60593;advance=9};{level=60;unitId=60092;advance=9}>,<{level=60;unitId=182683;advance=10}>,config/portrait/jinglingtouxiang1/img_545_wgw@.png,1,5,2,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_545_wgw@.png,{y=70;x=0},120,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,60,326,326,,,,9,12,80,12,{22681=0;100=0;5000=0},1190,,,,,,{11=2;13=2},{11=8;13=2},,{},{},1,{gold=12000;talent_point=1;rmb=20},{y=866;x=1970},{y=927;x=1536},<<1244;583>;<1534;613>;<1668;652>;<1746;765>;<1970;866>>,{},,FALSE,0,{}
21005,美乐美乐岛,美樂美樂島,Melemele Island,Đảo Melemele,멜레멜레섬,Ilha Melemele,เกาะเมเลเมเล,,<{level=61;unitId=70062;advance=10}>,<{level=61;unitId=181813;advance=11}>,config/portrait/jinglingtouxiang1/img_477_hyml@.png,1,5,2,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_477_hyml@.png,{y=70;x=0},120,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,61,333,333,,,,9,12,80,12,{21811=0;100=0;5000=0},1190,,,,,,{11=2;13=2},{11=8;13=2},,{},{},1,{},{y=1093;x=1136},,<<1970;866>;<1818;917>;<1806;1003>;<1683;1027>;<1536;927>;<1331;975>;<1136;1093>>,{},,FALSE,0,{}
21101,训练家学校,訓練家學校,Trainer School,Trường học Nhà huấn luyện,트레이너 스쿨,Escola de Treinadores,โรงเรียนเทรนเนอร์,,<{level=62;unitId=50012;advance=10};{level=62;unitId=60792;advance=10};{level=62;unitId=50012;advance=10};{level=62;unitId=61292;advance=10};{level=62;unitId=61292;advance=10}>,<{level=62;unitId=73283;advance=11}>,config/portrait/jinglingtouxiang1/img_652_blkl@.png,1,5,2,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_652_blkl@.png,{y=70;x=0},121,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,62,343,343,,,,9,12,80,12,{23281=0;100=0;5000=0},1225,,,,,,{13=2;12=2},{13=2;12=4},,{},{},1,{gold=12000;talent_point=1;rmb=20},{y=910;x=426},{y=894;x=760},<<426;910>>,{},,FALSE,0,{}
21102,训练家学校,訓練家學校,Trainer School,Trường học Nhà huấn luyện,트레이너 스쿨,Escola de Treinadores,โรงเรียนเทรนเนอร์,,<{level=64;unitId=60082;advance=10};{level=64;unitId=60082;advance=10};{level=64;unitId=63543;advance=10};{level=64;unitId=63543;advance=10}>,<{level=64;unitId=183472;advance=11}>,config/portrait/jinglingtouxiang1/img_693_gpbx@.png,1,5,2,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_693_gpbx@.png,{y=70;x=0},121,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,64,350,350,,,,9,12,80,12,{23471=0;100=0;5000=0},1225,,,,,,{13=2;12=2},{13=2;12=4},,{},{},1,{gold=12000;talent_point=1;rmb=20},{y=1048;x=988},{y=978;x=1482},<<426;910>;<676;1045>;<760;894>;<796;1008>;<988;1048>>,{},,FALSE,0,{}
21103,训练家学校,訓練家學校,Trainer School,Trường học Nhà huấn luyện,트레이너 스쿨,Escola de Treinadores,โรงเรียนเทรนเนอร์,,<{level=65;unitId=60092;advance=10};{level=65;unitId=60593;advance=10};{level=65;unitId=60092;advance=10};{level=65;unitId=60593;advance=10}>,<{level=65;unitId=181423;advance=11}>,config/portrait/jinglingtouxiang1/img_289_qjw@.png,1,5,2,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_289_qjw@.png,{y=70;x=0},121,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,65,357,357,,,,9,12,80,12,{21421=0;100=0;5000=0},1225,,,,,,{13=2;12=2},{13=2;12=4},,{},{},1,{gold=12000;talent_point=1;rmb=20},{y=788;x=1223},{y=662;x=1482},<<988;1048>;<1169;988>;<1342;1042>;<1482;978>;<1231;949>;<1057;887>;<1125;810>;<1223;788>>,{},,FALSE,0,{}
21104,训练家学校,訓練家學校,Trainer School,Trường học Nhà huấn luyện,트레이너 스쿨,Escola de Treinadores,โรงเรียนเทรนเนอร์,,<{level=67;unitId=60062;advance=10};{level=67;unitId=60333;advance=10};{level=67;unitId=60062;advance=10}>,<{level=67;unitId=182073;advance=11}>,config/portrait/jinglingtouxiang1/img_405_lqm@.png,1,5,2,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_405_lqm@.png,{y=70;x=0},121,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,67,364,364,,,,9,12,80,12,{22071=0;100=0;5000=0},1225,,,,,,{13=2;12=2},{13=2;12=4},,{},{},1,{gold=12000;talent_point=1;rmb=20},{y=374;x=1158},{y=435;x=1663},<<1223;788>;<1642;829>;<1644;749>;<1482;662>;<1166;528>;<1158;374>>,{},,FALSE,0,{}
21105,训练家学校,訓練家學校,Trainer School,Trường học Nhà huấn luyện,트레이너 스쿨,Escola de Treinadores,โรงเรียนเทรนเนอร์,,<{level=68;unitId=50092;advance=10};{level=68;unitId=60002;advance=10};{level=68;unitId=50092;advance=10};{level=68;unitId=60692;advance=10};{level=68;unitId=60692;advance=10}>,<{level=68;unitId=181503;advance=11}>,config/portrait/jinglingtouxiang1/img_306_bskdl@.png,1,5,2,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_306_bskdl@.png,{y=70;x=0},121,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,68,371,371,,,,9,12,80,12,{21501=0;100=0;5000=0},1225,,,,,,{13=2;12=2},{13=2;12=4},,{},{},1,{},{y=676;x=2056},,<<1158;374>;<1478;315>;<1663;435>;<1884;493>;<2056;676>>,{},,FALSE,0,{}
21201,好奥乐市,好奧樂市,Hau'oli City,Thành phố Hau'oli,하우올리시티,Cidade de Hau'oli,เมืองเฮาโอลิ,,<{level=69;unitId=60053;advance=11};{level=69;unitId=60053;advance=11};{level=69;unitId=60002;advance=11};{level=69;unitId=60002;advance=11}>,<{level=69;unitId=72633;advance=12}>,config/portrait/jinglingtouxiang1/img_534_xjlj@.png,1,5,2,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_534_xjlj@.png,{y=70;x=0},122,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,69,381,381,,,,9,12,80,12,{5000=0;100=0;22631=0},1890,,,,,,{13=2;12=4},{13=2;12=6},,{},{},1,{gold=12000;talent_point=1;rmb=20},{y=285;x=1554},{y=323;x=1086},<<1554;285>>,{},,FALSE,0,{}
21202,好奥乐市,好奧樂市,Hau'oli City,Thành phố Hau'oli,하우올리시티,Cidade de Hau'oli,เมืองเฮาโอลิ,,<{level=71;unitId=60132;advance=11};{level=71;unitId=60472;advance=11};{level=71;unitId=60132;advance=11};{level=71;unitId=60472;advance=11}>,<{level=71;unitId=183413;advance=12}>,config/portrait/jinglingtouxiang1/img_681_jdjg@.png,1,5,2,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_681_jdjg@.png,{y=70;x=0},122,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,71,388,388,,,,9,12,80,12,{23411=0;100=0;5000=0},1890,,,,,,{13=2;12=4},{13=2;12=6},,{},{},1,{gold=12000;talent_point=1;rmb=20},{y=565;x=1045},{y=730;x=809},<<1554;285>;<1289;446>;<1086;323>;<1045;565>>,{},,FALSE,0,{}
21203,好奥乐市,好奧樂市,Hau'oli City,Thành phố Hau'oli,하우올리시티,Cidade de Hau'oli,เมืองเฮาโอลิ,,<{level=72;unitId=60043;advance=11};{level=72;unitId=60552;advance=11};{level=72;unitId=60043;advance=11}>,<{level=72;unitId=181394;advance=12}>,config/portrait/jinglingtouxiang1/img_475_alld@.png,1,5,2,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_475_alld@.png,{y=70;x=0},122,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,72,395,395,,,,9,12,80,12,{21391=0;100=0;5000=0},1890,,,,,,{13=2;12=4},{13=2;12=6},,{},{},1,{gold=12000;talent_point=1;rmb=20},{y=920;x=767},{y=864;x=1314},<<1045;565>;<693;526>;<643;619>;<809;730>;<887;812>;<767;920>>,{},,FALSE,0,{}
21204,好奥乐市,好奧樂市,Hau'oli City,Thành phố Hau'oli,하우올리시티,Cidade de Hau'oli,เมืองเฮาโอลิ,,<{level=74;unitId=50601;advance=11};{level=74;unitId=63282;advance=11};{level=74;unitId=50601;advance=11};{level=74;unitId=63282;advance=11};{level=74;unitId=63282;advance=11}>,<{level=74;unitId=182013;advance=12}>,config/portrait/jinglingtouxiang1/img_389_ttg@.png,1,5,2,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_389_ttg@.png,{y=70;x=0},122,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,74,402,402,,,,9,12,80,12,{22011=0;100=0;5000=0},1890,,,,,,{13=2;12=4},{13=2;12=6},,{},{},1,{gold=12000;talent_point=1;rmb=20},{y=696;x=1527},{y=718;x=1965},<<767;920>;<1178;1049>;<1268;1000>;<1314;864>;<1251;702>;<1527;696>>,{},,FALSE,0,{}
21205,好奥乐市,好奧樂市,Hau'oli City,Thành phố Hau'oli,하우올리시티,Cidade de Hau'oli,เมืองเฮาโอลิ,,<{level=75;unitId=60571;advance=12};{level=75;unitId=60571;advance=12};{level=75;unitId=63282;advance=12};{level=75;unitId=63282;advance=12}>,<{level=75;unitId=181071;advance=13}>,config/portrait/jinglingtouxiang1/img_214_hlkls@.png,1,5,2,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_214_hlkls@.png,{y=70;x=0},122,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,75,409,409,,,,9,12,80,12,{21071=0;100=0;5000=0},1890,,,,,,{13=2;12=4},{13=2;12=6},,{},{},1,{},{y=1002;x=1892},,<<1527;696>;<1716;788>;<1965;718>;<2169;856>;<1892;1002>>,{},,FALSE,0,{}
21301,对战开拓区,對戰開拓區,Battle Frontier,Khu vực Chiến đấu Biên giới,배틀프런티어,Fronteira da Batalha,แบทเทิลฟรอนเทียร์,,<{level=76;unitId=60053;advance=12};{level=76;unitId=60053;advance=12};{level=76;unitId=60002;advance=12};{level=76;unitId=60002;advance=12}>,<{level=76;unitId=70402;advance=13}>,config/portrait/jinglingtouxiang1/img_208_dgs@.png,1,5,2,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_208_dgs@.png,{y=70;x=0},123,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,76,416,416,,,,9,12,80,12,{20401=0;100=0;5000=0},2100,,,,,,{13=4},{13=4;12=4},,{},{},1,{gold=12000;talent_point=1;rmb=20},{y=271;x=1446},{y=392;x=1002},<<1446;271>>,{},,FALSE,0,{}
21302,对战开拓区,對戰開拓區,Battle Frontier,Khu vực Chiến đấu Biên giới,배틀프런티어,Fronteira da Batalha,แบทเทิลฟรอนเทียร์,,<{level=78;unitId=60132;advance=12};{level=78;unitId=60472;advance=12};{level=78;unitId=60132;advance=12};{level=78;unitId=60472;advance=12}>,<{level=78;unitId=182921;advance=13}>,config/portrait/jinglingtouxiang1/img_592_hqpp@.png,1,5,2,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_592_hqpp@.png,{y=70;x=0},123,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,78,423,423,,,,9,12,80,12,{22921=0;100=0;5000=0},2100,,,,,,{13=4},{13=4;12=4},,{},{},1,{gold=12000;talent_point=1;rmb=20},{y=652;x=777},{y=912;x=974},<<1446;271>;<1500;318>;<1214;455>;<1138;425>;<1002;392>;<1102;495>;<777;652>>,{},,FALSE,0,{}
21303,对战开拓区,對戰開拓區,Battle Frontier,Khu vực Chiến đấu Biên giới,배틀프런티어,Fronteira da Batalha,แบทเทิลฟรอนเทียร์,,<{level=79;unitId=60043;advance=12};{level=79;unitId=60552;advance=12};{level=79;unitId=60043;advance=12}>,<{level=79;unitId=181841;advance=13}>,config/portrait/jinglingtouxiang1/img_359_absl@.png,1,5,2,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_359_absl@.png,{y=70;x=0},123,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,79,430,430,,,,9,12,80,12,{21841=0;100=0;5000=0},2100,,,,,,{13=4},{13=4;12=4},,{},{},1,{gold=12000;talent_point=1;rmb=20},{y=813;x=1192},{y=575;x=1581},<<777;652>;<843;745>;<874;866>;<815;893>;<974;912>;<1106;893>;<1192;813>>,{},,FALSE,0,{}
21304,对战开拓区,對戰開拓區,Battle Frontier,Khu vực Chiến đấu Biên giới,배틀프런티어,Fronteira da Batalha,แบทเทิลฟรอนเทียร์,,<{level=81;unitId=50881;advance=12};{level=81;unitId=63282;advance=12};{level=81;unitId=50881;advance=12};{level=81;unitId=63282;advance=12};{level=81;unitId=63282;advance=12}>,<{level=81;unitId=182891;advance=13}>,config/portrait/jinglingtouxiang1/img_587_dfs@.png,1,5,2,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_587_dfs@.png,{y=70;x=0},123,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,81,437,437,,,,9,12,80,12,{5000=0;100=0;22891=0},2100,,,,,,{13=4},{13=4;12=4},,{},{},1,{gold=12000;talent_point=1;rmb=20},{y=766;x=1660},{y=784;x=2081},<<1192;813>;<1414;690>;<1581;575>;<1660;766>>,{},,FALSE,0,{}
21305,对战开拓区,對戰開拓區,Battle Frontier,Khu vực Chiến đấu Biên giới,배틀프런티어,Fronteira da Batalha,แบทเทิลฟรอนเทียร์,,<{level=82;unitId=60043;advance=13};{level=82;unitId=60043;advance=13};{level=82;unitId=63282;advance=13};{level=82;unitId=63282;advance=13}>,<{level=82;unitId=181171;advance=14}>,config/portrait/jinglingtouxiang1/img_228_dlb@.png,1,5,2,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_228_dlb@.png,{y=70;x=0},123,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,82,444,444,,,,9,12,80,12,{21171=0;100=0;5000=0},2100,,,,,,{13=4},{13=4;12=4},,{},{},1,{},{y=1047;x=1567},,<<1660;766>;<1883;641>;<1904;764>;<2081;784>;<1808;941>;<1567;1047>>,{},,FALSE,0,{}
21401,圆朱市,圓朱市,Ecruteak City,Thành phố Ecruteak,인주시티,Cidade de Ecruteak,เมืองเอ็นจู,,<{level=83;unitId=60333;advance=13};{level=83;unitId=60333;advance=13}>,<{level=83;unitId=70691;advance=14}>,config/portrait/jinglingtouxiang1/img_140_hsk@.png,1,5,2,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_140_hsk@.png,{y=70;x=0},124,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,83,451,451,,,,9,12,80,12,{20691=0;100=0;5000=0},2310,,,,,,{13=4;12=2},{13=4;12=6},,{},{},1,{gold=12000;talent_point=1;rmb=20},{y=459;x=629},{y=577;x=1130},<<629;459>>,{},,FALSE,0,{}
21402,圆朱市,圓朱市,Ecruteak City,Thành phố Ecruteak,인주시티,Cidade de Ecruteak,เมืองเอ็นจู,,<{level=85;unitId=62012;advance=13};{level=85;unitId=62012;advance=13};{level=85;unitId=60092;advance=13};{level=85;unitId=60092;advance=13}>,<{level=85;unitId=181221;advance=14}>,config/portrait/jinglingtouxiang1/img_243_lg@.png,1,5,2,20,1,6,1,<>,battle_bgm.mp3,battle/scene/bg_xcdg.jpg,config/big_hero/normal/img_243_lg@.png,{y=70;x=0},124,,1,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,85,458,458,,,,9,12,80,12,{21221=0;100=0;5000=0},2310,,,,,,{13=4;12=2},{13=4;12=6},,{},{},1,{gold=12000;talent_point=1;rmb=20},{y=769;x=797},{y=829;x=1213},<<629;459>;<703;504>;<852;426>;<939;469>;<1130;577>;<797;769>>,{},,FALSE,0,{}
