变量名,markID,level,addType,addScene,natureType,desc,desc_tw,desc_en,desc_vn,desc_kr,desc_pt,desc_th,attrType1,attrNum1,attrType2,attrNum2,attrType3,attrNum3,attrType4,attrNum4,attrType5,attrNum5,attrType6,attrNum6
292002,2921,40,1,0,0,%s,%s,%s,%s,%s,%s,%s,1,3%,0,,0,,0,,0,,0,
292003,2921,60,1,0,0,%s,%s,%s,%s,%s,%s,%s,14,300,15,300,0,,0,,0,,0,
292004,2921,80,2,0,3,第一属性%s精灵所有基础属性%s,第一屬性%s精灵所有基礎屬性%s,All base stats of %s Pokémon with main type %s,Tất cả chỉ số cơ bản của Pokémon %s thuộc loại %s,첫 속성 %s 포켓몬 기본 능력치 모두 %s,Todos os status base do Pokémon %s do tipo %s,ค่าสถานะพื้นฐานของโปเกมอน %s ประเภท %s,7,0.50%,8,0.50%,1,0.50%,9,0.50%,10,0.50%,13,0.50%
292005,2921,100,1,0,0,%s,%s,%s,%s,%s,%s,%s,7,3%,8,3%,0,,0,,0,,0,
292006,2921,150,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,1,0.50%,0,,0,,0,,0,,0,
292007,2921,200,1,0,0,%s,%s,%s,%s,%s,%s,%s,17,300,19,300,0,,0,,0,,0,
292008,2921,250,1,0,0,%s,%s,%s,%s,%s,%s,%s,9,3%,10,3%,0,,0,,0,,0,
292009,2921,300,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,9,0.50%,10,0.50%,0,,0,,0,,0,
292010,2921,350,1,0,0,%s,%s,%s,%s,%s,%s,%s,11,300,12,300,0,,0,,0,,0,
292011,2921,400,1,0,0,%s,%s,%s,%s,%s,%s,%s,22,300,23,300,0,,0,,0,,0,
292012,2921,450,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,7,0.50%,8,0.50%,0,,0,,0,,0,
292013,2921,500,1,0,0,%s,%s,%s,%s,%s,%s,%s,24,500,0,,0,,0,,0,,0,
292101,2922,20,1,0,0,所有基础属性%s,所有基礎屬性%s,All base stats %s,Tất cả chỉ số cơ bản %s,모든 기본 능력치 %s,Todos os status base %s,ค่าสถานะพื้นฐานทั้งหมด %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
292102,2922,40,1,0,0,%s,%s,%s,%s,%s,%s,%s,1,3%,0,,0,,0,,0,,0,
292103,2922,60,1,0,0,%s,%s,%s,%s,%s,%s,%s,14,300,15,300,0,,0,,0,,0,
292104,2922,80,2,0,3,第一属性%s精灵所有基础属性%s,第一屬性%s精灵所有基礎屬性%s,All base stats of %s Pokémon with main type %s,Tất cả chỉ số cơ bản của Pokémon %s thuộc loại %s,첫 속성 %s 포켓몬 기본 능력치 모두 %s,Todos os status base do Pokémon %s do tipo %s,ค่าสถานะพื้นฐานของโปเกมอน %s ประเภท %s,7,0.50%,8,0.50%,1,0.50%,9,0.50%,10,0.50%,13,0.50%
292105,2922,100,1,0,0,%s,%s,%s,%s,%s,%s,%s,7,3%,8,3%,0,,0,,0,,0,
292106,2922,150,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,9,0.50%,10,0.50%,0,,0,,0,,0,
292107,2922,200,1,0,0,%s,%s,%s,%s,%s,%s,%s,17,300,19,300,0,,0,,0,,0,
292108,2922,250,1,0,0,%s,%s,%s,%s,%s,%s,%s,9,3%,10,3%,0,,0,,0,,0,
292109,2922,300,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,7,0.50%,8,0.50%,0,,0,,0,,0,
292110,2922,350,1,0,0,%s,%s,%s,%s,%s,%s,%s,11,300,12,300,0,,0,,0,,0,
292111,2922,400,1,0,0,%s,%s,%s,%s,%s,%s,%s,22,300,23,300,0,,0,,0,,0,
292112,2922,450,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,7,0.50%,8,0.50%,0,,0,,0,,0,
292113,2922,500,1,0,0,%s,%s,%s,%s,%s,%s,%s,24,500,0,,0,,0,,0,,0,
296001,2961,20,1,0,0,所有基础属性%s,所有基礎屬性%s,All base stats %s,Tất cả chỉ số cơ bản %s,모든 기본 능력치 %s,Todos os status base %s,ค่าสถานะพื้นฐานทั้งหมด %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
296002,2961,40,1,0,0,%s,%s,%s,%s,%s,%s,%s,1,3%,0,,0,,0,,0,,0,
296003,2961,60,1,0,0,%s,%s,%s,%s,%s,%s,%s,14,300,15,300,0,,0,,0,,0,
296004,2961,80,2,0,17,第一属性%s精灵所有基础属性%s,第一屬性%s精灵所有基礎屬性%s,All base stats of %s Pokémon with main type %s,Tất cả chỉ số cơ bản của Pokémon %s thuộc loại %s,첫 속성 %s 포켓몬 기본 능력치 모두 %s,Todos os status base do Pokémon %s do tipo %s,ค่าสถานะพื้นฐานของโปเกมอน %s ประเภท %s,7,0.50%,8,0.50%,1,0.50%,9,0.50%,10,0.50%,13,0.50%
296005,2961,100,1,0,0,%s,%s,%s,%s,%s,%s,%s,7,3%,8,3%,0,,0,,0,,0,
296006,2961,150,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,9,0.50%,10,0.50%,0,,0,,0,,0,
296007,2961,200,1,0,0,%s,%s,%s,%s,%s,%s,%s,17,300,19,300,0,,0,,0,,0,
296008,2961,250,1,0,0,%s,%s,%s,%s,%s,%s,%s,9,3%,10,3%,0,,0,,0,,0,
296009,2961,300,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,7,0.50%,8,0.50%,0,,0,,0,,0,
296010,2961,350,1,0,0,%s,%s,%s,%s,%s,%s,%s,11,300,12,300,0,,0,,0,,0,
296011,2961,400,1,0,0,%s,%s,%s,%s,%s,%s,%s,22,300,23,300,0,,0,,0,,0,
296012,2961,450,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,7,0.50%,8,0.50%,0,,0,,0,,0,
296013,2961,500,1,0,0,%s,%s,%s,%s,%s,%s,%s,24,500,0,,0,,0,,0,,0,
299001,2991,20,1,0,0,所有基础属性%s,所有基礎屬性%s,All base stats %s,Tất cả chỉ số cơ bản %s,모든 기본 능력치 %s,Todos os status base %s,ค่าสถานะพื้นฐานทั้งหมด %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
299002,2991,40,1,0,0,%s,%s,%s,%s,%s,%s,%s,1,3%,0,,0,,0,,0,,0,
299003,2991,60,1,0,0,%s,%s,%s,%s,%s,%s,%s,14,300,15,300,0,,0,,0,,0,
299004,2991,80,2,0,14,第一属性%s精灵所有基础属性%s,第一屬性%s精灵所有基礎屬性%s,All base stats of %s Pokémon with main type %s,Tất cả chỉ số cơ bản của Pokémon %s thuộc loại %s,첫 속성 %s 포켓몬 기본 능력치 모두 %s,Todos os status base do Pokémon %s do tipo %s,ค่าสถานะพื้นฐานของโปเกมอน %s ประเภท %s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%
299005,2991,100,1,0,0,%s,%s,%s,%s,%s,%s,%s,7,3%,8,3%,0,,0,,0,,0,
299006,2991,150,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,1,0.60%,0,,0,,0,,0,,0,
299007,2991,200,1,0,0,%s,%s,%s,%s,%s,%s,%s,17,300,19,300,0,,0,,0,,0,
299008,2991,250,1,0,0,%s,%s,%s,%s,%s,%s,%s,9,3%,10,3%,0,,0,,0,,0,
299009,2991,300,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,9,0.60%,10,0.60%,0,,0,,0,,0,
299010,2991,350,1,0,0,%s,%s,%s,%s,%s,%s,%s,11,300,12,300,0,,0,,0,,0,
299011,2991,400,1,0,0,%s,%s,%s,%s,%s,%s,%s,22,300,23,300,0,,0,,0,,0,
299012,2991,450,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,9,0.60%,10,0.60%,0,,0,,0,,0,
299013,2991,500,1,0,0,%s,%s,%s,%s,%s,%s,%s,24,500,0,,0,,0,,0,,0,
300001,3001,20,1,0,0,所有基础属性%s,所有基礎屬性%s,All base stats %s,Tất cả chỉ số cơ bản %s,모든 기본 능력치 %s,Todos os status base %s,ค่าสถานะพื้นฐานทั้งหมด %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
300002,3001,40,1,0,0,%s,%s,%s,%s,%s,%s,%s,1,3%,0,,0,,0,,0,,0,
300003,3001,60,1,0,0,%s,%s,%s,%s,%s,%s,%s,14,300,15,300,0,,0,,0,,0,
300004,3001,80,2,0,15,第一属性%s精灵所有基础属性%s,第一屬性%s精灵所有基礎屬性%s,All base stats of %s Pokémon with main type %s,Tất cả chỉ số cơ bản của Pokémon %s thuộc loại %s,첫 속성 %s 포켓몬 기본 능력치 모두 %s,Todos os status base do Pokémon %s do tipo %s,ค่าสถานะพื้นฐานของโปเกมอน %s ประเภท %s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%
300005,3001,100,1,0,0,%s,%s,%s,%s,%s,%s,%s,7,3%,8,3%,0,,0,,0,,0,
300006,3001,150,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,7,0.60%,8,0.60%,0,,0,,0,,0,
300007,3001,200,1,0,0,%s,%s,%s,%s,%s,%s,%s,17,300,19,300,0,,0,,0,,0,
300008,3001,250,1,0,0,%s,%s,%s,%s,%s,%s,%s,9,3%,10,3%,0,,0,,0,,0,
300009,3001,300,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,1,0.60%,0,,0,,0,,0,,0,
300010,3001,350,1,0,0,%s,%s,%s,%s,%s,%s,%s,11,300,12,300,0,,0,,0,,0,
300011,3001,400,1,0,0,%s,%s,%s,%s,%s,%s,%s,22,300,23,300,0,,0,,0,,0,
300012,3001,450,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,9,0.60%,10,0.60%,0,,0,,0,,0,
300013,3001,500,1,0,0,%s,%s,%s,%s,%s,%s,%s,24,500,0,,0,,0,,0,,0,
301001,3011,20,1,0,0,所有基础属性%s,所有基礎屬性%s,All base stats %s,Tất cả chỉ số cơ bản %s,모든 기본 능력치 %s,Todos os status base %s,ค่าสถานะพื้นฐานทั้งหมด %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
301002,3011,40,1,0,0,%s,%s,%s,%s,%s,%s,%s,1,3%,0,,0,,0,,0,,0,
301003,3011,60,1,0,0,%s,%s,%s,%s,%s,%s,%s,14,300,15,300,0,,0,,0,,0,
301004,3011,80,2,0,6,第一属性%s精灵所有基础属性%s,第一屬性%s精灵所有基礎屬性%s,All base stats of %s Pokémon with main type %s,Tất cả chỉ số cơ bản của Pokémon %s thuộc loại %s,첫 속성 %s 포켓몬 기본 능력치 모두 %s,Todos os status base do Pokémon %s do tipo %s,ค่าสถานะพื้นฐานของโปเกมอน %s ประเภท %s,7,0.50%,8,0.50%,1,0.50%,9,0.50%,10,0.50%,13,0.50%
301005,3011,100,1,0,0,%s,%s,%s,%s,%s,%s,%s,7,3%,8,3%,0,,0,,0,,0,
301006,3011,150,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,9,0.50%,10,0.50%,0,,0,,0,,0,
301007,3011,200,1,0,0,%s,%s,%s,%s,%s,%s,%s,17,300,19,300,0,,0,,0,,0,
301008,3011,250,1,0,0,%s,%s,%s,%s,%s,%s,%s,9,3%,10,3%,0,,0,,0,,0,
301009,3011,300,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,7,0.50%,8,0.50%,0,,0,,0,,0,
301010,3011,350,1,0,0,%s,%s,%s,%s,%s,%s,%s,11,300,12,300,0,,0,,0,,0,
301011,3011,400,1,0,0,%s,%s,%s,%s,%s,%s,%s,22,300,23,300,0,,0,,0,,0,
301012,3011,450,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,1,0.50%,0,,0,,0,,0,,0,
301013,3011,500,1,0,0,%s,%s,%s,%s,%s,%s,%s,24,500,0,,0,,0,,0,,0,
302001,3021,20,1,0,0,所有基础属性%s,所有基礎屬性%s,All base stats %s,Tất cả chỉ số cơ bản %s,모든 기본 능력치 %s,Todos os status base %s,ค่าสถานะพื้นฐานทั้งหมด %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
302002,3021,40,1,0,0,%s,%s,%s,%s,%s,%s,%s,1,3%,0,,0,,0,,0,,0,
302003,3021,60,1,0,0,%s,%s,%s,%s,%s,%s,%s,14,300,15,300,0,,0,,0,,0,
302004,3021,80,2,0,6,第一属性%s精灵所有基础属性%s,第一屬性%s精灵所有基礎屬性%s,All base stats of %s Pokémon with main type %s,Tất cả chỉ số cơ bản của Pokémon %s thuộc loại %s,첫 속성 %s 포켓몬 기본 능력치 모두 %s,Todos os status base do Pokémon %s do tipo %s,ค่าสถานะพื้นฐานของโปเกมอน %s ประเภท %s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%
302005,3021,100,1,0,0,%s,%s,%s,%s,%s,%s,%s,7,3%,8,3%,0,,0,,0,,0,
302006,3021,150,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,7,0.60%,8,0.60%,0,,0,,0,,0,
302007,3021,200,1,0,0,%s,%s,%s,%s,%s,%s,%s,17,300,19,300,0,,0,,0,,0,
302008,3021,250,1,0,0,%s,%s,%s,%s,%s,%s,%s,9,3%,10,3%,0,,0,,0,,0,
302009,3021,300,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,1,0.60%,0,,0,,0,,0,,0,
302010,3021,350,1,0,0,%s,%s,%s,%s,%s,%s,%s,11,300,12,300,0,,0,,0,,0,
302011,3021,400,1,0,0,%s,%s,%s,%s,%s,%s,%s,22,300,23,300,0,,0,,0,,0,
302012,3021,450,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,1,0.60%,0,,0,,0,,0,,0,
302013,3021,500,1,0,0,%s,%s,%s,%s,%s,%s,%s,24,500,0,,0,,0,,0,,0,
314001,3141,20,1,0,0,所有基础属性%s,所有基礎屬性%s,All base stats %s,Tất cả chỉ số cơ bản %s,모든 기본 능력치 %s,Todos os status base %s,ค่าสถานะพื้นฐานทั้งหมด %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
314002,3141,40,1,0,0,%s,%s,%s,%s,%s,%s,%s,1,3%,0,,0,,0,,0,,0,
314003,3141,60,1,0,0,%s,%s,%s,%s,%s,%s,%s,14,300,15,300,0,,0,,0,,0,
314004,3141,80,2,0,16,第一属性%s精灵所有基础属性%s,第一屬性%s精灵所有基礎屬性%s,All base stats of %s Pokémon with main type %s,Tất cả chỉ số cơ bản của Pokémon %s thuộc loại %s,첫 속성 %s 포켓몬 기본 능력치 모두 %s,Todos os status base do Pokémon %s do tipo %s,ค่าสถานะพื้นฐานของโปเกมอน %s ประเภท %s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%
314005,3141,100,1,0,0,%s,%s,%s,%s,%s,%s,%s,7,3%,8,3%,0,,0,,0,,0,
314006,3141,150,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,7,0.60%,8,0.60%,0,,0,,0,,0,
314007,3141,200,1,0,0,%s,%s,%s,%s,%s,%s,%s,17,300,19,300,0,,0,,0,,0,
314008,3141,250,1,0,0,%s,%s,%s,%s,%s,%s,%s,9,3%,10,3%,0,,0,,0,,0,
314009,3141,300,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,1,0.60%,0,,0,,0,,0,,0,
314010,3141,350,1,0,0,%s,%s,%s,%s,%s,%s,%s,11,300,12,300,0,,0,,0,,0,
314011,3141,400,1,0,0,%s,%s,%s,%s,%s,%s,%s,22,300,23,300,0,,0,,0,,0,
314012,3141,450,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,9,0.60%,10,0.60%,0,,0,,0,,0,
314013,3141,500,1,0,0,%s,%s,%s,%s,%s,%s,%s,24,500,0,,0,,0,,0,,0,
315001,3151,20,1,0,0,所有基础属性%s,所有基礎屬性%s,All base stats %s,Tất cả chỉ số cơ bản %s,모든 기본 능력치 %s,Todos os status base %s,ค่าสถานะพื้นฐานทั้งหมด %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
315002,3151,40,1,0,0,%s,%s,%s,%s,%s,%s,%s,1,3%,0,,0,,0,,0,,0,
315003,3151,60,1,0,0,%s,%s,%s,%s,%s,%s,%s,14,300,15,300,0,,0,,0,,0,
315004,3151,80,2,0,12,第一属性%s精灵所有基础属性%s,第一屬性%s精灵所有基礎屬性%s,All base stats of %s Pokémon with main type %s,Tất cả chỉ số cơ bản của Pokémon %s thuộc loại %s,첫 속성 %s 포켓몬 기본 능력치 모두 %s,Todos os status base do Pokémon %s do tipo %s,ค่าสถานะพื้นฐานของโปเกมอน %s ประเภท %s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%
315005,3151,100,1,0,0,%s,%s,%s,%s,%s,%s,%s,7,3%,8,3%,0,,0,,0,,0,
315006,3151,150,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,7,0.60%,8,0.60%,0,,0,,0,,0,
315007,3151,200,1,0,0,%s,%s,%s,%s,%s,%s,%s,17,300,19,300,0,,0,,0,,0,
315008,3151,250,1,0,0,%s,%s,%s,%s,%s,%s,%s,9,3%,10,3%,0,,0,,0,,0,
315009,3151,300,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,1,0.60%,0,,0,,0,,0,,0,
315010,3151,350,1,0,0,%s,%s,%s,%s,%s,%s,%s,11,300,12,300,0,,0,,0,,0,
315011,3151,400,1,0,0,%s,%s,%s,%s,%s,%s,%s,22,300,23,300,0,,0,,0,,0,
315012,3151,450,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,9,0.60%,10,0.60%,0,,0,,0,,0,
315013,3151,500,1,0,0,%s,%s,%s,%s,%s,%s,%s,24,500,0,,0,,0,,0,,0,
316001,3161,20,1,0,0,所有基础属性%s,所有基礎屬性%s,All base stats %s,Tất cả chỉ số cơ bản %s,모든 기본 능력치 %s,Todos os status base %s,ค่าสถานะพื้นฐานทั้งหมด %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
316002,3161,40,1,0,0,%s,%s,%s,%s,%s,%s,%s,1,3%,0,,0,,0,,0,,0,
316003,3161,60,1,0,0,%s,%s,%s,%s,%s,%s,%s,14,300,15,300,0,,0,,0,,0,
316004,3161,80,2,0,17,第一属性%s精灵所有基础属性%s,第一屬性%s精灵所有基礎屬性%s,All base stats of %s Pokémon with main type %s,Tất cả chỉ số cơ bản của Pokémon %s thuộc loại %s,첫 속성 %s 포켓몬 기본 능력치 모두 %s,Todos os status base do Pokémon %s do tipo %s,ค่าสถานะพื้นฐานของโปเกมอน %s ประเภท %s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%
316005,3161,100,1,0,0,%s,%s,%s,%s,%s,%s,%s,7,3%,8,3%,0,,0,,0,,0,
316006,3161,150,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,9,0.60%,10,0.60%,0,,0,,0,,0,
316007,3161,200,1,0,0,%s,%s,%s,%s,%s,%s,%s,17,300,19,300,0,,0,,0,,0,
316008,3161,250,1,0,0,%s,%s,%s,%s,%s,%s,%s,9,3%,10,3%,0,,0,,0,,0,
316009,3161,300,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,7,0.60%,8,0.60%,0,,0,,0,,0,
316010,3161,350,1,0,0,%s,%s,%s,%s,%s,%s,%s,11,300,12,300,0,,0,,0,,0,
316011,3161,400,1,0,0,%s,%s,%s,%s,%s,%s,%s,22,300,23,300,0,,0,,0,,0,
316012,3161,450,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,1,0.60%,0,,0,,0,,0,,0,
316013,3161,500,1,0,0,%s,%s,%s,%s,%s,%s,%s,24,500,0,,0,,0,,0,,0,
317001,3171,20,1,0,0,所有基础属性%s,所有基礎屬性%s,All base stats %s,Tất cả chỉ số cơ bản %s,모든 기본 능력치 %s,Todos os status base %s,ค่าสถานะพื้นฐานทั้งหมด %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
317002,3171,40,1,0,0,%s,%s,%s,%s,%s,%s,%s,1,3%,0,,0,,0,,0,,0,
317003,3171,60,1,0,0,%s,%s,%s,%s,%s,%s,%s,14,300,15,300,0,,0,,0,,0,
317004,3171,80,2,0,13,第一属性%s精灵所有基础属性%s,第一屬性%s精灵所有基礎屬性%s,All base stats of %s Pokémon with main type %s,Tất cả chỉ số cơ bản của Pokémon %s thuộc loại %s,첫 속성 %s 포켓몬 기본 능력치 모두 %s,Todos os status base do Pokémon %s do tipo %s,ค่าสถานะพื้นฐานของโปเกมอน %s ประเภท %s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%
317005,3171,100,1,0,0,%s,%s,%s,%s,%s,%s,%s,7,3%,8,3%,0,,0,,0,,0,
317006,3171,150,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,7,0.60%,8,0.60%,0,,0,,0,,0,
317007,3171,200,1,0,0,%s,%s,%s,%s,%s,%s,%s,17,300,19,300,0,,0,,0,,0,
317008,3171,250,1,0,0,%s,%s,%s,%s,%s,%s,%s,9,3%,10,3%,0,,0,,0,,0,
317009,3171,300,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,1,0.60%,0,,0,,0,,0,,0,
317010,3171,350,1,0,0,%s,%s,%s,%s,%s,%s,%s,11,300,12,300,0,,0,,0,,0,
317011,3171,400,1,0,0,%s,%s,%s,%s,%s,%s,%s,22,300,23,300,0,,0,,0,,0,
317012,3171,450,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,9,0.60%,10,0.60%,0,,0,,0,,0,
317013,3171,500,1,0,0,%s,%s,%s,%s,%s,%s,%s,24,500,0,,0,,0,,0,,0,
318001,3181,20,1,0,0,所有基础属性%s,所有基礎屬性%s,All base stats %s,Tất cả chỉ số cơ bản %s,모든 기본 능력치 %s,Todos os status base %s,ค่าสถานะพื้นฐานทั้งหมด %s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%
318002,3181,40,1,0,0,%s,%s,%s,%s,%s,%s,%s,1,3%,0,,0,,0,,0,,0,
318003,3181,60,1,0,0,%s,%s,%s,%s,%s,%s,%s,14,300,15,300,0,,0,,0,,0,
318004,3181,80,2,0,4,第一属性%s精灵所有基础属性%s,第一屬性%s精灵所有基礎屬性%s,All base stats of %s Pokémon with main type %s,Tất cả chỉ số cơ bản của Pokémon %s thuộc loại %s,첫 속성 %s 포켓몬 기본 능력치 모두 %s,Todos os status base do Pokémon %s do tipo %s,ค่าสถานะพื้นฐานของโปเกมอน %s ประเภท %s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%
318005,3181,100,1,0,0,%s,%s,%s,%s,%s,%s,%s,7,3%,8,3%,0,,0,,0,,0,
318006,3181,150,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,7,0.60%,8,0.60%,0,,0,,0,,0,
318007,3181,200,1,0,0,%s,%s,%s,%s,%s,%s,%s,17,300,19,300,0,,0,,0,,0,
318008,3181,250,1,0,0,%s,%s,%s,%s,%s,%s,%s,9,3%,10,3%,0,,0,,0,,0,
318009,3181,300,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,1,0.60%,0,,0,,0,,0,,0,
318010,3181,350,1,0,0,%s,%s,%s,%s,%s,%s,%s,11,300,12,300,0,,0,,0,,0,
318011,3181,400,1,0,0,%s,%s,%s,%s,%s,%s,%s,22,300,23,300,0,,0,,0,,0,
318012,3181,450,3,0,0,所有精灵%s,所有寶可夢%s,All Pokémon %s,Tất cả Pokémon %s,모든 포켓몬 %s,Todos os Pokémon %s,โปเกมอนทั้งหมด %s,9,0.60%,10,0.60%,0,,0,,0,,0,
318013,3181,500,1,0,0,%s,%s,%s,%s,%s,%s,%s,24,500,0,,0,,0,,0,,0,
