变量名,gateID,_beizhu,itemMap,count,probability,itemCount
2743,12102,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2744,12103,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2745,12104,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2746,12105,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2747,12106,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2748,12107,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2749,12108,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2750,12109,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2751,12110,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2752,12201,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2753,12202,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2754,12203,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2755,12204,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2756,12205,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2757,12206,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2758,12207,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2759,12208,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2760,12209,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2761,12210,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2762,12301,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2763,12302,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2764,12303,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2765,12304,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2766,12305,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2767,12306,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2768,12307,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2769,12308,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2770,12309,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2771,12310,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2772,12401,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2773,12402,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2774,12403,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2775,12404,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2776,12405,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2777,12406,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2778,12407,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2779,12408,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2780,12409,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2781,12410,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2782,12501,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2783,12502,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2784,12503,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2785,12504,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2786,12505,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2787,12506,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2788,12507,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2789,12508,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2790,12509,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2791,12510,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2792,21301,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2793,21302,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2794,21303,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2795,21304,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2796,21305,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2797,21401,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2798,21402,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2799,21403,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2800,21404,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2801,21405,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2802,21501,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2803,21502,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2804,21503,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2805,21504,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2806,21505,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2807,21601,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2808,21602,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2809,21603,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2810,21604,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2811,21605,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2812,21701,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2813,21702,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2814,21703,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2815,21704,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2816,21705,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2817,21801,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2818,21802,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2819,21803,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2820,21804,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2821,21805,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2822,21901,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2823,21902,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2824,21903,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2825,21904,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2826,21905,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2827,22001,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2828,22002,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2829,22003,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2830,22004,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2831,22005,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2832,22101,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2833,22102,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2834,22103,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2835,22104,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2836,22105,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2837,22201,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2838,22202,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2839,22203,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2840,22204,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2841,22205,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2842,22301,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2843,22302,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2844,22303,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2845,22304,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2846,22305,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2847,22401,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2848,22402,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2849,22403,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2850,22404,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2851,22405,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2852,22501,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2853,22502,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2854,22503,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2855,22504,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
2856,22505,,{30201=100;31201=100;30206=100;30209=100;30205=100;30208=100;30207=100;30203=100;30202=100;31202=100;30204=100},1,0.3,1
6001,60201,,{606=100;621=100;618=100;615=100;612=100;609=100},16,74,1
6002,60201,,{607=100;619=100;616=100;622=100;613=100;610=100},3,74,1
6003,60201,,{623=100;620=100;617=100;614=100;611=100;608=100},0,74,1
6011,60202,,{606=100;621=100;618=100;615=100;612=100;609=100},31,74,1
6012,60202,,{607=100;619=100;616=100;622=100;613=100;610=100},4,74,1
6013,60202,,{623=100;620=100;617=100;614=100;611=100;608=100},0,74,1
6021,60203,,{606=100;621=100;618=100;615=100;612=100;609=100},23,74,1
6022,60203,,{607=100;619=100;616=100;622=100;613=100;610=100},0,74,1
6023,60203,,{623=100;620=100;617=100;614=100;611=100;608=100},3,74,1
6031,60204,,{606=100;621=100;618=100;615=100;612=100;609=100},23,74,1
6032,60204,,{607=100;619=100;616=100;622=100;613=100;610=100},4,74,1
6033,60204,,{623=100;620=100;617=100;614=100;611=100;608=100},3,74,1
6041,60205,,{606=100;621=100;618=100;615=100;612=100;609=100},31,74,1
6042,60205,,{607=100;619=100;616=100;622=100;613=100;610=100},8,74,1
6043,60205,,{623=100;620=100;617=100;614=100;611=100;608=100},3,74,1
6051,60206,,{606=100;621=100;618=100;615=100;612=100;609=100},47,74,1
6052,60206,,{607=100;619=100;616=100;622=100;613=100;610=100},8,74,1
6053,60206,,{623=100;620=100;617=100;614=100;611=100;608=100},4,74,1
6061,60207,,{606=100;621=100;618=100;615=100;612=100;609=100},55,74,1
6062,60207,,{607=100;619=100;616=100;622=100;613=100;610=100},10,74,1
6063,60207,,{623=100;620=100;617=100;614=100;611=100;608=100},5,74,1
6101,60251,,{606=100;621=100;618=100;615=100;612=100;609=100},16,74,1
6102,60251,,{607=100;619=100;616=100;622=100;613=100;610=100},3,74,1
6103,60251,,{623=100;620=100;617=100;614=100;611=100;608=100},0,74,1
6111,60252,,{606=100;621=100;618=100;615=100;612=100;609=100},31,74,1
6112,60252,,{607=100;619=100;616=100;622=100;613=100;610=100},4,74,1
6113,60252,,{623=100;620=100;617=100;614=100;611=100;608=100},0,74,1
6121,60253,,{606=100;621=100;618=100;615=100;612=100;609=100},23,74,1
6122,60253,,{607=100;619=100;616=100;622=100;613=100;610=100},0,74,1
6123,60253,,{623=100;620=100;617=100;614=100;611=100;608=100},3,74,1
6131,60254,,{606=100;621=100;618=100;615=100;612=100;609=100},23,74,1
6132,60254,,{607=100;619=100;616=100;622=100;613=100;610=100},4,74,1
6133,60254,,{623=100;620=100;617=100;614=100;611=100;608=100},3,74,1
6141,60255,,{606=100;621=100;618=100;615=100;612=100;609=100},31,74,1
6142,60255,,{607=100;619=100;616=100;622=100;613=100;610=100},8,74,1
6143,60255,,{623=100;620=100;617=100;614=100;611=100;608=100},3,74,1
6151,60256,,{606=100;621=100;618=100;615=100;612=100;609=100},47,74,1
6152,60256,,{607=100;619=100;616=100;622=100;613=100;610=100},8,74,1
6153,60256,,{623=100;620=100;617=100;614=100;611=100;608=100},4,74,1
6161,60257,,{606=100;621=100;618=100;615=100;612=100;609=100},55,74,1
6162,60257,,{607=100;619=100;616=100;622=100;613=100;610=100},10,74,1
6163,60257,,{623=100;620=100;617=100;614=100;611=100;608=100},5,74,1
6201,60301,,{606=100;621=100;618=100;615=100;612=100;609=100},12,60,1
6202,60301,,{607=100;619=100;616=100;622=100;613=100;610=100},2,60,1
6203,60301,,{623=100;620=100;617=100;614=100;611=100;608=100},0,60,1
6211,60302,,{606=100;621=100;618=100;615=100;612=100;609=100},24,60,1
6212,60302,,{607=100;619=100;616=100;622=100;613=100;610=100},3,60,1
6213,60302,,{623=100;620=100;617=100;614=100;611=100;608=100},0,60,1
6221,60303,,{606=100;621=100;618=100;615=100;612=100;609=100},18,60,1
6222,60303,,{607=100;619=100;616=100;622=100;613=100;610=100},0,60,1
6223,60303,,{623=100;620=100;617=100;614=100;611=100;608=100},2,60,1
6231,60304,,{606=100;621=100;618=100;615=100;612=100;609=100},21,60,1
6232,60304,,{607=100;619=100;616=100;622=100;613=100;610=100},3,60,1
6233,60304,,{623=100;620=100;617=100;614=100;611=100;608=100},2,60,1
6241,60305,,{606=100;621=100;618=100;615=100;612=100;609=100},24,60,1
6242,60305,,{607=100;619=100;616=100;622=100;613=100;610=100},6,60,1
6243,60305,,{623=100;620=100;617=100;614=100;611=100;608=100},2,60,1
6251,60306,,{606=100;621=100;618=100;615=100;612=100;609=100},36,60,1
6252,60306,,{607=100;619=100;616=100;622=100;613=100;610=100},6,60,1
6253,60306,,{623=100;620=100;617=100;614=100;611=100;608=100},3,60,1
6261,60307,,{606=100;621=100;618=100;615=100;612=100;609=100},45,60,1
6262,60307,,{607=100;619=100;616=100;622=100;613=100;610=100},9,60,1
6263,60307,,{623=100;620=100;617=100;614=100;611=100;608=100},3,60,1
6301,60321,,{606=100;621=100;618=100;615=100;612=100;609=100},12,60,1
6302,60321,,{607=100;619=100;616=100;622=100;613=100;610=100},2,60,1
6303,60321,,{623=100;620=100;617=100;614=100;611=100;608=100},0,60,1
6311,60322,,{606=100;621=100;618=100;615=100;612=100;609=100},24,60,1
6312,60322,,{607=100;619=100;616=100;622=100;613=100;610=100},3,60,1
6313,60322,,{623=100;620=100;617=100;614=100;611=100;608=100},0,60,1
6321,60323,,{606=100;621=100;618=100;615=100;612=100;609=100},18,60,1
6322,60323,,{607=100;619=100;616=100;622=100;613=100;610=100},0,60,1
6323,60323,,{623=100;620=100;617=100;614=100;611=100;608=100},2,60,1
6331,60324,,{606=100;621=100;618=100;615=100;612=100;609=100},21,60,1
6332,60324,,{607=100;619=100;616=100;622=100;613=100;610=100},3,60,1
6333,60324,,{623=100;620=100;617=100;614=100;611=100;608=100},2,60,1
6341,60325,,{606=100;621=100;618=100;615=100;612=100;609=100},24,60,1
6342,60325,,{607=100;619=100;616=100;622=100;613=100;610=100},6,60,1
6343,60325,,{623=100;620=100;617=100;614=100;611=100;608=100},2,60,1
6351,60326,,{606=100;621=100;618=100;615=100;612=100;609=100},36,60,1
6352,60326,,{607=100;619=100;616=100;622=100;613=100;610=100},6,60,1
6353,60326,,{623=100;620=100;617=100;614=100;611=100;608=100},3,60,1
6361,60327,,{606=100;621=100;618=100;615=100;612=100;609=100},45,60,1
6362,60327,,{607=100;619=100;616=100;622=100;613=100;610=100},9,60,1
6363,60327,,{623=100;620=100;617=100;614=100;611=100;608=100},3,60,1
6401,60341,,{606=100;621=100;618=100;615=100;612=100;609=100},12,60,1
6402,60341,,{607=100;619=100;616=100;622=100;613=100;610=100},2,60,1
6403,60341,,{623=100;620=100;617=100;614=100;611=100;608=100},0,60,1
6411,60342,,{606=100;621=100;618=100;615=100;612=100;609=100},24,60,1
6412,60342,,{607=100;619=100;616=100;622=100;613=100;610=100},3,60,1
6413,60342,,{623=100;620=100;617=100;614=100;611=100;608=100},0,60,1
6421,60343,,{606=100;621=100;618=100;615=100;612=100;609=100},18,60,1
6422,60343,,{607=100;619=100;616=100;622=100;613=100;610=100},0,60,1
6423,60343,,{623=100;620=100;617=100;614=100;611=100;608=100},2,60,1
6431,60344,,{606=100;621=100;618=100;615=100;612=100;609=100},21,60,1
6432,60344,,{607=100;619=100;616=100;622=100;613=100;610=100},3,60,1
6433,60344,,{623=100;620=100;617=100;614=100;611=100;608=100},2,60,1
6441,60345,,{606=100;621=100;618=100;615=100;612=100;609=100},24,60,1
6442,60345,,{607=100;619=100;616=100;622=100;613=100;610=100},6,60,1
6443,60345,,{623=100;620=100;617=100;614=100;611=100;608=100},2,60,1
6451,60346,,{606=100;621=100;618=100;615=100;612=100;609=100},36,60,1
6452,60346,,{607=100;619=100;616=100;622=100;613=100;610=100},6,60,1
6453,60346,,{623=100;620=100;617=100;614=100;611=100;608=100},3,60,1
6461,60347,,{606=100;621=100;618=100;615=100;612=100;609=100},45,60,1
6462,60347,,{607=100;619=100;616=100;622=100;613=100;610=100},9,60,1
6463,60347,,{623=100;620=100;617=100;614=100;611=100;608=100},3,60,1
6501,60361,,{606=100;621=100;618=100;615=100;612=100;609=100},12,60,1
6502,60361,,{607=100;619=100;616=100;622=100;613=100;610=100},2,60,1
6503,60361,,{623=100;620=100;617=100;614=100;611=100;608=100},0,60,1
6511,60362,,{606=100;621=100;618=100;615=100;612=100;609=100},24,60,1
6512,60362,,{607=100;619=100;616=100;622=100;613=100;610=100},3,60,1
6513,60362,,{623=100;620=100;617=100;614=100;611=100;608=100},0,60,1
6521,60363,,{606=100;621=100;618=100;615=100;612=100;609=100},18,60,1
6522,60363,,{607=100;619=100;616=100;622=100;613=100;610=100},0,60,1
6523,60363,,{623=100;620=100;617=100;614=100;611=100;608=100},2,60,1
6531,60364,,{606=100;621=100;618=100;615=100;612=100;609=100},21,60,1
6532,60364,,{607=100;619=100;616=100;622=100;613=100;610=100},3,60,1
6533,60364,,{623=100;620=100;617=100;614=100;611=100;608=100},2,60,1
6541,60365,,{606=100;621=100;618=100;615=100;612=100;609=100},24,60,1
6542,60365,,{607=100;619=100;616=100;622=100;613=100;610=100},6,60,1
6543,60365,,{623=100;620=100;617=100;614=100;611=100;608=100},2,60,1
6551,60366,,{606=100;621=100;618=100;615=100;612=100;609=100},36,60,1
6552,60366,,{607=100;619=100;616=100;622=100;613=100;610=100},6,60,1
6553,60366,,{623=100;620=100;617=100;614=100;611=100;608=100},3,60,1
6561,60367,,{606=100;621=100;618=100;615=100;612=100;609=100},45,60,1
6562,60367,,{607=100;619=100;616=100;622=100;613=100;610=100},9,60,1
6563,60367,,{623=100;620=100;617=100;614=100;611=100;608=100},3,60,1
6601,60381,,{606=100;621=100;618=100;615=100;612=100;609=100},12,60,1
6602,60381,,{607=100;619=100;616=100;622=100;613=100;610=100},2,60,1
6603,60381,,{623=100;620=100;617=100;614=100;611=100;608=100},0,60,1
6611,60382,,{606=100;621=100;618=100;615=100;612=100;609=100},24,60,1
6612,60382,,{607=100;619=100;616=100;622=100;613=100;610=100},3,60,1
6613,60382,,{623=100;620=100;617=100;614=100;611=100;608=100},0,60,1
6621,60383,,{606=100;621=100;618=100;615=100;612=100;609=100},18,60,1
6622,60383,,{607=100;619=100;616=100;622=100;613=100;610=100},0,60,1
6623,60383,,{623=100;620=100;617=100;614=100;611=100;608=100},2,60,1
6631,60384,,{606=100;621=100;618=100;615=100;612=100;609=100},21,60,1
6632,60384,,{607=100;619=100;616=100;622=100;613=100;610=100},3,60,1
6633,60384,,{623=100;620=100;617=100;614=100;611=100;608=100},2,60,1
6641,60385,,{606=100;621=100;618=100;615=100;612=100;609=100},24,60,1
6642,60385,,{607=100;619=100;616=100;622=100;613=100;610=100},6,60,1
6643,60385,,{623=100;620=100;617=100;614=100;611=100;608=100},2,60,1
6651,60386,,{606=100;621=100;618=100;615=100;612=100;609=100},36,60,1
6652,60386,,{607=100;619=100;616=100;622=100;613=100;610=100},6,60,1
6653,60386,,{623=100;620=100;617=100;614=100;611=100;608=100},3,60,1
6661,60387,,{606=100;621=100;618=100;615=100;612=100;609=100},45,60,1
6662,60387,,{607=100;619=100;616=100;622=100;613=100;610=100},9,60,1
6663,60387,,{623=100;620=100;617=100;614=100;611=100;608=100},3,60,1
6701,60401,,{606=100;621=100;618=100;615=100;612=100;609=100},12,60,1
6702,60401,,{607=100;619=100;616=100;622=100;613=100;610=100},2,60,1
6703,60401,,{623=100;620=100;617=100;614=100;611=100;608=100},0,60,1
6711,60402,,{606=100;621=100;618=100;615=100;612=100;609=100},24,60,1
6712,60402,,{607=100;619=100;616=100;622=100;613=100;610=100},3,60,1
6713,60402,,{623=100;620=100;617=100;614=100;611=100;608=100},0,60,1
6721,60403,,{606=100;621=100;618=100;615=100;612=100;609=100},18,60,1
