变量名,name,name_tw,name_vn,name_en,name_kr,name_pt,name_th,languages,logo,res,resAct,resSpine,crossMineResSpine,qFigureres,qRoleSpine,zOrder,resBack,type,showIdx,pos,actPos,desc,desc_tw,desc_vn,desc_en,desc_kr,desc_pt,desc_th,unlock,unlockDesc,unlockDesc_tw,unlockDesc_vn,unlockDesc_en,unlockDesc_kr,unlockDesc_pt,unlockDesc_th,unavalibleDesc,activeCost,attrNatureType1,attrType1,attrValue1,attrNatureType2,attrType2,attrValue2,attrNatureType3,attrType3,attrValue3,skills,activeLevel,hide,hide_tw,hide_en,hide_vn,hide_kr,overture,offPos,chattext1,chattext1_tw,chattext1_en,chattext1_vn,chattext1_kr,chattext1_pt,chattext1_th,chattext2,chattext2_tw,chattext2_en,chattext2_vn,chattext2_kr,chattext2_pt,chattext2_th,chattext3,chattext3_tw,chattext3_en,chattext3_vn,chattext3_kr,chattext3_pt,chattext3_th,crossArenaPos
79,奇树(圣诞节),奇樹（聖誕節）,Hassel (phiên bản Giáng Sinh),Hassel (Christmas ver.),하셀 (크리스마스 버전),Hassel (versão de Natal),Hassel (เวอร์ชั่นคริสต์มาส),,config/portrait/toptouxiang/img_role_82@.png,config/big_role/show/img_role_82@.png,config/big_role/show/img_role_82@.png,figure/qishushengdan/qishu_sd.skel,crossmine/q_xiaozhi.skel,config/portrait/qbanrenwu/img_role_82.png,,12,personal/img_bjt3.png,2,100,{y=436;x=1750},{y=0;x=0},酿光市酿光道馆的道馆馆主精通电属性宝可梦，同时也是一名人气直播主,奇樹是釀光市釀光道館的道館館主，精通電屬性寶可夢，同時也是一名人氣直播主。,"Iono là Trưởng Nhà thi đấu Levincia tại Thành phố Levincia, chuyên về các Pokémon hệ Điện và cũng là một streamer nổi tiếng.",Iono is the Gym Leader of Levincia Gym in Levincia City. She specializes in Electric-type Pokémon and is also a popular streamer.,"모야모는 누룩스시티의 누룩스체육관 관장으로, 전기타입 포켓몬을 전문으로 다루며 인기 스트리머이기도 합니다.","Iono é a Líder de Ginásio de Levincia, especialista em Pokémon do tipo Elétrico e também uma streamer popular.",นานาโมเป็นยิมลีดเดอร์ของยิมนันจาโมในเมืองนันจาโม เชี่ยวชาญโปเกมอนประเภทไฟฟ้า และยังเป็นสตรีมเมอร์ยอดนิยมอีกด้วย,{1=1},特殊活动投放,特殊活動投放,Put in for Special Event,Put in for Special Event,특수 이벤트 지급,Coloque em evento especial,ใส่สำหรับกิจกรรมพิเศษ,,{2259=1},0,7,5%,0,8,5%,0,0,,<70071>,<1>,0,0,0,0,0,TRUE,{y=-50;x=160},,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,{y=0;x=0}
80,武藏(新春限定),武藏（新春限定）,Jessie (phiên bản Tết),Jessie (Lunar New Year ver.),무사시 (신춘 한정),Jessie (versão de Ano Novo Lunar),Jessie (เวอร์ชั่นตรุษจีน),,config/portrait/toptouxiang/img_role_83@.png,config/big_role/show/img_role_83@.png,config/big_role/show/img_role_83@.png,figure/wuzang_chunjiexianding/wuzang_chunjiexianding.skel,crossmine/q_xiaozhi.skel,config/portrait/qbanrenwu/img_role_83.png,,12,personal/img_bjt3.png,2,100,{y=436;x=1750},{y=0;x=0},火箭队成员，性格直率、泼辣后在火箭队学院认识了现在的同伴小次郎、喵喵两人人总是跟着小智一行，企图抢走小智的皮卡丘，但从没成功过。,火箭隊成員，性格直率、潑辣。之後在火箭隊學校認識了現在的同伴小次郎、喵喵。兩人總是跟著小智一行人，企圖搶走小智的皮卡丘，但從沒成功過。,"Một thành viên của Đội Hỏa Tiễn, với tính cách thẳng thắn và nóng nảy. Sau này cô đã gặp những người bạn đồng hành hiện tại của mình là James và Meowth tại Học viện Đội Hỏa Tiễn. Hai người họ luôn theo sau Ash và bạn bè, cố gắng cướp Pikachu của Ash nhưng chưa bao giờ thành công.","A member of Team Rocket with a straightforward and feisty personality. She later met her current companions, James and Meowth, at the Team Rocket Academy. The two of them always follow Ash and his friends, attempting to steal Ash's Pikachu, but have never succeeded.","로켓단 단원으로, 솔직하고 대담한 성격입니다. 나중에 로켓단 아카데미에서 현재의 동료인 로이와 나옹을 만났습니다. 둘은 항상 지우 일행을 따라다니며 지우의 피카츄를 훔치려 하지만, 한 번도 성공한 적이 없습니다.","Uma membra da Equipe Rocket com uma personalidade direta e impetuosa. Mais tarde, ela conheceu seus atuais companheiros, James e Meowth, na Academia da Equipe Rocket. Os dois sempre seguem Ash e seus amigos, tentando roubar o Pikachu de Ash, mas nunca tiveram sucesso.",สมาชิกแก๊งร็อกเก็ต มีนิสัยตรงไปตรงมาและห้าวหาญ ต่อมาได้พบกับเพื่อนร่วมทีมในปัจจุบันอย่างโคจิโร่และเนียสที่โรงเรียนของแก๊งร็อกเก็ต ทั้งสองคนมักจะติดตามพวกซาโตชิเพื่อพยายามขโมยพิคาชูของซาโตชิ แต่ไม่เคยสำเร็จเลย,{1=1},特殊活动投放,特殊活動投放,Put in for Special Event,Put in for Special Event,특수 이벤트 지급,Coloque em evento especial,ใส่สำหรับกิจกรรมพิเศษ,,{2260=1},0,1,10%,0,7,10%,0,8,10%,<70072>,<1>,0,0,0,0,0,TRUE,{y=-50;x=160},,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,{y=0;x=0}
81,修(活动限定),修（活動限定）,Roy (phiên bản sự kiện),Roy (Event ver.),로이 (이벤트 한정),Roy (versão de evento),Roy (เวอร์ชั่นกิจกรรม),,config/portrait/toptouxiang/img_role_84@.png,config/big_role/show/img_role_84@.png,config/big_role/show/img_role_84@.png,figure/xiu_yiji/xiu_yiji.skel,crossmine/q_xiaozhi.skel,config/portrait/qbanrenwu/img_role_84.png,,12,personal/img_bjt3.png,2,100,{y=436;x=1750},{y=0;x=0},来到新地区进行探索的训练家热衷于宝可梦对战和变强，是个疼爱妹妹的好哥哥。,來到新地區進行探索的訓練家，熱衷於寶可夢對戰和變強，是個疼愛妹妹的好哥哥。,"Một nhà huấn luyện đến một vùng đất mới để khám phá. Anh đam mê các trận đấu Pokémon và trở nên mạnh mẽ hơn, và là một người anh trai tốt luôn yêu thương em gái mình.","A trainer who has come to a new region to explore. He is passionate about Pokémon battles and becoming stronger, and is a good older brother who dotes on his younger sister.","새로운 지방을 탐험하러 온 트레이너로, 포켓몬 배틀과 강해지는 것에 열정적이며, 여동생을 아끼는 좋은 오빠입니다.","Um treinador que chegou a uma nova região para explorar. Ele é apaixonado por batalhas Pokémon e por se tornar mais forte, e é um bom irmão mais velho que mima sua irmã mais nova.",เทรนเนอร์ที่เดินทางมายังภูมิภาคใหม่เพื่อสำรวจ เขาหลงใหลในการต่อสู้โปเกมอนและการแข็งแกร่งขึ้น และเป็นพี่ชายที่ดีที่รักและตามใจน้องสาวของเขา,{1=1},特殊活动投放,特殊活動投放,Put in for Special Event,Put in for Special Event,특수 이벤트 지급,Coloque em evento especial,ใส่สำหรับกิจกรรมพิเศษ,,{2261=1},0,1,5%,0,7,5%,0,8,5%,<70073>,<1>,0,0,0,0,0,TRUE,{y=-50;x=160},,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,{y=0;x=0}
82,奧琳,奧琳,Orla,Orla,올라,Orla,Orla,,config/portrait/toptouxiang/img_role_85@.png,config/big_role/show/img_role_85@.png,config/big_role/show/img_role_85@.png,figure/aolin/aolin.skel,qbanrole/qban_aolin.skel,config/portrait/qbanrenwu/img_role_85.png,,,personal/img_bjt3.png,2,,,,奥琳是帕底亚地区顶尖的宝可梦研究者，专注于太晶化现象与悖谬宝可梦的研究,奧琳是帕底亞地區頂尖的寶可夢研究者，專注於太晶化現象與悖謬寶可夢的研究。,"Giáo sư Sada là một nhà nghiên cứu Pokémon hàng đầu tại vùng Paldea, chuyên tâm nghiên cứu về hiện tượng Terastal và các Pokémon Nghịch lý.","Professor Sada is a top-tier Pokémon researcher in the Paldea region, specializing in the study of the Terastal phenomenon and Paradox Pokémon.","올림박사는 팔데아지방의 정상급 포켓몬 연구자이며, 테라스탈 현상과 패러독스 포켓몬 연구에 전념하고 있습니다.","A Professora Sada é uma pesquisadora Pokémon de elite na região de Paldea, focada na pesquisa do fenômeno Terastal e dos Pokémon Paradoxo.",ศาสตราจารย์โอลิมเป็นนักวิจัยโปเกมอนชั้นนำในภูมิภาคพัลเดีย เชี่ยวชาญด้านการวิจัยปรากฏการณ์เทรัสตัลและพาราด็อกซ์โปเกมอน,{1=1},特殊活动投放,特殊活動投放,Put in for Special Event,Put in for Special Event,특수 이벤트 지급,Coloque em evento especial,ใส่สำหรับกิจกรรมพิเศษ,,{2262=1},,1,5%,,9,5%,,10,5%,<70072>,<1>,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,
83,天桐（活動限定）,天桐（活動限定）,Friede (phiên bản sự kiện),Friede (Event ver.),프리드 (이벤트 한정),Friede (versão de evento),Friede (เวอร์ชั่นกิจกรรม),,config/portrait/toptouxiang/img_role_86@.png,config/big_role/show/img_role_86@.png,config/big_role/show/img_role_86@.png,figure/tiantong_wuyi/tiantong_wuyi.skel,qbanrole/qban_tiantong_wuyi.skel,config/portrait/qbanrenwu/img_role_86.png,,,personal/img_bjt3.png,2,,,,超级愿望的男主角之-三曜道馆的三兄弟馆主之一在合众地区旅行的同伴-位优秀的宝可梦酒侍,《超級願望》的男主角之一，三曜道館的三兄弟館主之一，在合眾地區旅行的同伴，一位優秀的寶可夢酒侍。,"Một trong những nhân vật chính nam của series ""Siêu Nguyện Vọng"" (Best Wishes!). Là một trong ba Trưởng Nhà thi đấu của Nhà thi đấu Striaton, bạn đồng hành của Ash tại vùng Unova, và là một Chuyên gia Pokémon xuất sắc.","One of the male protagonists of Pokémon: Black & White. He is one of the three Striaton Gym Leaders, one of Ash's traveling companions in the Unova region, and an excellent Pokémon Connoisseur.","《베스트위시》의 남성 주인공 중 한 명이자, 성신체육관의 세 쌍둥이 체육관 관장 중 한 명이며, 하나지방에서 지우와 함께 여행한 동료입니다. 뛰어난 포켓몬 소믈리에이기도 합니다.","Um dos protagonistas masculinos de Pokémon: Black & White. Ele é um dos três Líderes de Ginásio da cidade de Striaton, um dos companheiros de viagem de Ash na região de Unova e um excelente Connoisseur Pokémon.","หนึ่งในตัวละครเอกชายจากซีรีส์ ""เบสท์วิช"" เป็นหนึ่งในสามพี่น้องยิมลีดเดอร์แห่งซันโยยิม เป็นเพื่อนร่วมเดินทางของซาโตชิในภูมิภาคอิชชู และเป็นโปเกมอนซอมเมอลิเยร์ที่ยอดเยี่ยม",{1=1},特殊活动投放,特殊活動投放,Put in for Special Event,Put in for Special Event,특수 이벤트 지급,Coloque em evento especial,ใส่สำหรับกิจกรรมพิเศษ,,{2263=1},,1,5%,,7,5%,,8,5%,<70073>,<1>,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,
100,联盟大赛主持人,聯盟大賽主持人,League Conference Host,League Conference Host,포켓몬 리그 사회자.,League Conference Host,เจ้าภาพการประชุมลีก,,,config/big_role/show/img_role_11@.png,,,,,,12,,2,0,{y=436;x=1750},{y=0;x=0},,,,,,,,{1=40},等級到達40級後可解鎖,等級到達40級後可解鎖,Mở khóa khi đạt cấp 40,Attain level 40 to unlock,레벨 40 달성 시 해제,Desbloqueado no Nível 40,ปลดล็อกเมื่อถึงเลเวล 40,,{gold=1000},1,1,100,0,8,0,0,0,,<>,<>,1,0,0,0,0,TRUE,{y=-50;x=160},1111,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,{y=0;x=0}
101,图鉴洛托姆,圖鑒洛托姆,Rotom Pokédex,Rotom Pokédex,로토무 도감,Rotom Pokédex,โรตอมโปเกเดกซ์,,,login/new_character/img_tjltm@.png,,,,,,12,,2,0,{y=436;x=1750},{y=0;x=0},,,,,,,,{1=50},等級到達50級後可解鎖,等級到達50級後可解鎖,Mở khóa khi đạt cấp 50,Attain level 50 to unlock,레벨 50 달성 시 해제,Desbloqueado no Nível 50,ปลดล็อกเมื่อถึงเลเวล 50,,{gold=1000},0,0,,0,0,,0,0,,<>,<>,1,0,0,0,0,TRUE,{y=-50;x=160},,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,{y=0;x=0}
201,阿蜜,阿蜜,Jasmine,Jasmine,규리,Jasmine,จัสมิน,,config/portrait/toptouxiang/img_am@.png,config/big_role/show/ami@.png,config/big_role/show/ami@.png,figure/gym/daoguan_ami.skel,,,,12,,2,0,{y=436;x=1750},{y=0;x=0},,,,,,,,{1=50},等級到達50級後可解鎖,等級到達50級後可解鎖,Mở khóa khi đạt cấp 50,Attain level 50 to unlock,레벨 50 달성 시 해제,Desbloqueado no Nível 50,ปลดล็อกเมื่อถึงเลเวล 50,,{gold=1000},0,0,,0,0,,0,0,,<>,<>,1,0,0,0,0,TRUE,{y=-50;x=160},,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,{y=0;x=0}
202,阿速,阿速,Falkner,Falkner,비상,Falkner,ฟอล์กเนอร์,,config/portrait/toptouxiang/img_as@.png,config/big_role/show/asu@.png,config/big_role/show/asu@.png,figure/gym/daoguan_asu.skel,,,,12,,2,0,{y=436;x=1750},{y=0;x=0},,,,,,,,{1=50},等級到達50級後可解鎖,等級到達50級後可解鎖,Mở khóa khi đạt cấp 50,Attain level 50 to unlock,레벨 50 달성 시 해제,Desbloqueado no Nível 50,ปลดล็อกเมื่อถึงเลเวล 50,,{gold=1000},0,0,,0,0,,0,0,,<>,<>,1,0,0,0,0,TRUE,{y=-50;x=160},,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,{y=0;x=0}
203,玛绣,瑪繡,Valerie,Valerie,마슈,Valerie,วาเลอรี,,config/portrait/toptouxiang/img_mx@.png,config/big_role/show/maxiu@.png,config/big_role/show/maxiu@.png,figure/gym/daoguan_maxiu.skel,,,,12,,2,0,{y=436;x=1750},{y=0;x=0},,,,,,,,{1=50},等級到達50級後可解鎖,等級到達50級後可解鎖,Mở khóa khi đạt cấp 50,Attain level 50 to unlock,레벨 50 달성 시 해제,Desbloqueado no Nível 50,ปลดล็อกเมื่อถึงเลเวล 50,,{gold=1000},0,0,,0,0,,0,0,,<>,<>,1,0,0,0,0,TRUE,{y=-50;x=160},,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,{y=0;x=0}
204,青绿,青綠,Blue,Blue,그린,Blue,บลู,,config/portrait/toptouxiang/img_ql@.png,config/big_role/show/qinglv@.png,config/big_role/show/qinglv@.png,figure/gym/daoguan_qinglv.skel,,,,12,,2,0,{y=436;x=1750},{y=0;x=0},,,,,,,,{1=60},等級到達60級後可解鎖,等級到達60級後可解鎖,Mở khóa khi đạt cấp 60,Attain level 60 to unlock,레벨 60 달성 시 해제,Desbloqueado no Nível 60,ปลดล็อกเมื่อถึงเลเวล 60,,{gold=1000},0,0,,0,0,,0,0,,<>,<>,1,0,0,0,0,TRUE,{y=-50;x=160},,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,{y=0;x=0}
205,松叶,松葉,Morty,Morty,유빈,Morty,มอร์ตี้,,config/portrait/toptouxiang/img_sy@.png,config/big_role/show/songye@.png,config/big_role/show/songye@.png,figure/gym/daoguan_songye.skel,,,,12,,2,0,{y=436;x=1750},{y=0;x=0},,,,,,,,{1=60},等級到達60級後可解鎖,等級到達60級後可解鎖,Mở khóa khi đạt cấp 60,Attain level 60 to unlock,레벨 60 달성 시 해제,Desbloqueado no Nível 60,ปลดล็อกเมื่อถึงเลเวล 60,,{gold=1000},0,0,,0,0,,0,0,,<>,<>,1,0,0,0,0,TRUE,{y=-50;x=160},,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,{y=0;x=0}
206,夏伯,夏伯,Blaine,Blaine,강연,Blaine,เบลน,,config/portrait/toptouxiang/img_xb@.png,config/big_role/show/xiabo@.png,config/big_role/show/xiabo@.png,figure/gym/daoguan_xiabo.skel,,,,12,,2,0,{y=436;x=1750},{y=0;x=0},,,,,,,,{1=60},等級到達60級後可解鎖,等級到達60級後可解鎖,Mở khóa khi đạt cấp 60,Attain level 60 to unlock,레벨 60 달성 시 해제,Desbloqueado no Nível 60,ปลดล็อกเมื่อถึงเลเวล 60,,{gold=1000},0,0,,0,0,,0,0,,<>,<>,1,0,0,0,0,TRUE,{y=-50;x=160},,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,{y=0;x=0}
