变量名,name,name_tw,name_en,name_vn,name_kr,languages,cardID,icon,desc,desc_tw,desc_en,desc_kr,desc1,desc1_tw,desc1_en,desc1_kr,quality,type,stackMax,effBtn,pageTag,produceGate1,produceGate2,produceGate3,produceGate4,produceGate5,produceGate6,produceGate7,produceDesc,produceDesc_tw,produceDesc_en,produceDesc_kr,effect,sortType,sortValue
52391,骑拉帝纳·Z觉醒碎片,騎拉帝納·Z招式碎片,Giratina Z-Move Shard,Mảnh Z-Move của Giratina,기라티나 Z이동 조각,<cn;tw;en;vn;th;kr>,2391,config/portrait/jinglingtouxiang/img_487_qldn@.png,用于提升骑拉帝纳的Z觉醒养成,提升騎拉帝納Z招式養成,Raising Giratina's Z-Move,기라티나의 Z기술 육성,用于提升骑拉帝纳的Z觉醒养成,提升騎拉帝納Z招式養成的工具,For raising Giratina's Z-Move power.,기라티나의 Z기술 육성을 위한 도구,6,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be obtained by exchanging in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
52401,克雷色利亚·Z觉醒碎片,克雷色利亞·Z招式碎片,Cresselia Z-Move Shard,Mảnh Z-Move của Cresselia,크레세리아 Z기술 조각,<cn;tw;en;vn;th;kr>,2401,config/portrait/jinglingtouxiang/img_488_klsly@.png,用于提升克雷色利亚的Z觉醒养成,用於提升克雷色利亞的Z招式養成,For improving the Z-Move training of Cresselia,크레세리아의 Z기술 훈련 향상을 위한,用于提升克雷色利亚的Z觉醒养成,提升克雷色利亚Z招式威力的培養,Raising Cresellia's Z-Move power,크레세리아의 Z기술 강화 육성,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z-무브에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
52411,霏欧纳Z觉醒碎片,費歐納Z招式碎片,Fiona Z-Move Shard,Mảnh Z-Move của Fiona,피오나 Z 기술 조각,<cn;tw;en;vn;th;kr>,2411,config/portrait/jinglingtouxiang/img_489_fon@.png,用于提升霏欧纳Z觉醒养成,用於提升霏歐納Z招式養成,Used to enhance the development of Finias's Z-Move,피오네의 Z 기술 개발 향상에 사용됩니다.,用于提升霏欧纳Z觉醒养成,用於提升霏歐納Z招式養成,For raising Feona's Z-Move development,페오나의 Z기술 육성 향상을 위한,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
52421,玛纳霏Z觉醒碎片,瑪納霏Z招式碎片,Manaphy Z-Move Shard,Mảnh Z-Move của Manaphy,마나피 Z이동 조각,<cn;tw;en;vn;th;kr>,2421,config/portrait/jinglingtouxiang/img_490_mnf@.png,用于提升玛纳霏Z觉醒养成,用於提升瑪納霏Z招式培養,For enhancing Manaphy's Z-Move development,마나피의 Z 기술 성장을 향상시키는 데 사용됩니다.,用于提升玛纳霏Z觉醒养成,提升瑪納霏Z招式養成,For raising Manaphy's Z-Move,마나피의 Z기술 육성을 위한,6,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
52431,达克莱伊·Z觉醒碎片,達克萊伊Z招式碎片,Darkrai Z-Move Shard,Mảnh Z-Move của Darkrai,다크라이 Z 기술 조각,<cn;tw;en;vn;th;kr>,2431,config/portrait/jinglingtouxiang/img_491_dkly@.png,用于提升达克莱伊的Z觉醒养成,提升達克萊伊Z招式養成,Raising Darkrai's Z-Move,다크라이의 Z기술 육성,用于提升达克莱伊的Z觉醒养成,提升達克萊伊Z招式養成,Raising Darkrai's Z-Move,다크라이의 Z기술 연마,6,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在寶可夢Z招式中兌換獲得,Can be exchanged for in Pokémon Z-Moves.,포켓몬 Z기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
52441,谢米·Z觉醒碎片,謝米·Z招式碎片,Shaymin Z-Move Shard,Mảnh Z-Move của Shaymin,샤이민 Z기술 조각,<cn;tw;en;vn;th;kr>,2441,config/portrait/jinglingtouxiang/img_492_xm@.png,用于提升谢米的Z觉醒养成,用於提升謝米的Z招式養成,Used to enhance Shaymins Z-Move cultivation,쉐이미의 Z 기술 육성에 사용됩니다.,用于提升谢米的Z觉醒养成,用於提升謝米的Z招式養成,Used to enhance Shaymin's Z-Move development.,샤이민의 Z기술 성장을 향상시키는 데 사용됩니다.,6,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
52461,比克提尼Z觉醒碎片,比克提尼Z招式碎片,Victini Z-Move Shard,Mảnh Z-Move của Victini,비크티니 Z이동 조각,<cn;tw;en;vn;th;kr>,2461,config/portrait/jinglingtouxiang/img_494_bktn@.png,用于提升比克提尼Z觉醒养成,用於提升比克提尼Z招式養成,Used to enhance the Z-Move training of Genesect,제네섹트의 Z기술 훈련을 향상시키는 데 사용됩니다.,用于提升比克提尼Z觉醒养成,提升比克提尼Z招式養成,For improving the Bicketini Z-Move cultivation,비크티니 Z기술 연마 향상을 위한,6,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Pokémon Z-Moves.,포켓몬 Z기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
52471,藤藤蛇·Z觉醒碎片,藤藤蛇Z招式碎片,Serperior Z-Move Shard,Mảnh Z-Move của Serperior,Serperior Z이벨 샤드,<cn;tw;en;vn;th;kr>,2471,config/portrait/jinglingtouxiang/img_495_tts@.png,用于提升藤藤蛇的Z觉醒养成,提升藤藤蛇Z招式的培育,Raising a Gothorita with a Z-Move,Z 기술을 가진 고지라의 육성,用于提升藤藤蛇的Z觉醒养成,提升藤藤蛇Z招式的培育,Raising a Goomy with a Z-Move,Z 기술을 가진 릴리요의 육성,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z覺醒中兌換獲得,Can be obtained by exchanging in a Z-Move.,Z-무브에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
52481,暖暖猪·Z觉醒碎片,暖暖豬·Z招式碎片,Stufful Z-Move Shard,Mảnh Z-Move của Stufful,Stufful Z이벤트 조각,<cn;tw;en;vn;th;kr>,2481,config/portrait/jinglingtouxiang/img_498_nnz@.png,用于提升暖暖猪的Z觉醒养成,提升暖暖豬Z招式的培育,Raising the Pokémon Swirlix's Z-Move,따라큐의 Z 기술 육성,用于提升暖暖猪的Z觉醒养成,提升暖暖豬Z招式養成的工具,Tool for improving Swirlix's Z-Move training,따라큐의 Z 기술 육성을 위한 도구,4,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be obtained by exchanging in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
52591,石丸子·Z觉醒碎片,石丸子·Z招式碎片,Rockruff Z-Move Shard,Mảnh Z-Move của Rockruff,루카리오 Z이벤트 조각,<cn;tw;en;vn;th;kr>,2591,config/portrait/jinglingtouxiang/img_524_swz@.png,用于提升石丸子的Z觉醒养成,用於提升石丸子的Z招式養成,Used to enhance the Z-Move training of Ishimaruz.,이시마루즈의 Z 기술 훈련 향상에 사용됩니다.,用于提升石丸子的Z觉醒养成,用於提升石丸子的Z招式培養,For enhancing the Z-Move cultivation of Rockruff,단단이 Z 기술 연마 향상을 위한,4,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在寶可夢Z招式中兌換獲得,Can be exchanged for in Pokémon Z-Moves.,포켓몬 Z기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
52611,螺钉地鼠·Z觉醒碎片,螺絲地鼠·Z招式碎片,Stufful Z-Move Shard,Mảnh Z-Move của Stufful,Stufful Z이벤트 조각,<cn;tw;en;vn;th;kr>,2611,config/portrait/jinglingtouxiang/img_529_ldds@.png,用于提升螺钉地鼠的Z觉醒养成,提升螺釘地鼠Z招式養成的工具,Tool for raising the Z-Move of Excadrill,악비르의 Z기술 육성을 위한 도구,用于提升螺钉地鼠的Z觉醒养成,用於提升螺釘地鼠的Z招式養成,Used to improve the Z-Move cultivation of the Groundhog.,두더지의 Z 기술 육성에 사용됩니다.,4,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
52631,搬运小匠·Z觉醒碎片,搬運小匠·Z覺醒碎片,Handyman Z-Move Shard,Mảnh ghép Z-Move của Handyman,핸디맨 Z기술 조각,<cn;tw;en;vn;th;kr>,2631,config/portrait/jinglingtouxiang/img_532_byxj@.png,用于提升搬运小匠的Z觉醒养成,用於提升搬運小匠的Z招式培養,Used to enhance the Z-Move training of Carry-on Craftsman,운반 장인의 Z기술 훈련 향상에 사용됩니다,用于提升搬运小匠的Z觉醒养成,用於提升搬運小匠的Z招式養成,For improving the Z-Move training of the Carry-on Midget,운반 소형의 Z 기술 훈련 향상을 위한,4,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
52681,百足蜈蚣·Z觉醒碎片,蜈蚣王·Z招式碎片,Centiskorch Z-Move Shard,Mảnh Z-Move của Centiskorch,자포코일 Z이동 조각,<cn;tw;en;vn;th;kr>,2681,config/portrait/jinglingtouxiang/img_543_bzwg@.png,用于提升百足蜈蚣的Z觉醒养成,提升蜈蚣王Z招式養成的道具,Item used to power up Centiskorch's Z-Move,자고우의 Z기술을 강화하는 데 사용되는 아이템,用于提升百足蜈蚣的Z觉醒养成,提升蜈蚣王Z招式的培育,Raising Centiskorch for its Z-Move,자이언트 붐볼의 Z기술 육성,4,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
52721,黑眼鳄·Z觉醒碎片,黑眼鱷·Z招式碎片,Krookodile Z-Move Shard,Mảnh Z-Move của Krookodile,악비아르 Z기술 조각,<cn;tw;en;vn;th;kr>,2721,config/portrait/jinglingtouxiang/img_551_hye@.png,用于提升黑眼鳄的Z觉醒养成,提升黑眼鱷Z招式的培育,Raising a Black King Barboach's Z-Move,다크펫의 Z이벨 육성,用于提升黑眼鳄的Z觉醒养成,提升黑眼鱷Z招式養成的工具,Item for raising a Krookodile's Z-Move power.,악비르의 Z기술을 강화하는 아이템,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be obtained by exchanging in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
52821,索罗亚·Z觉醒碎片,索羅亞Z招式碎片,Zoroark Z-Move Shard,Mảnh Z-Move của Zoroark,조로아크 Z 기술 조각,<cn;tw;en;vn;th;kr>,2821,config/portrait/jinglingtouxiang/img_570_sly@.png,用于提升索罗亚的Z觉醒养成,提升索羅亞Z招式養成的工具,Item to raise the Z-Move power of Zoroark,조로아크의 Z 기술 위력을 올리는 아이템,用于提升索罗亚的Z觉醒养成,用於提升索羅亞的Z招式養成,For raising the Z-Move power of Zoroark.,조로아크의 Z기술 육성을 위한 것,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z覺醒中兌換獲得,Can be exchanged for in Z-Move.,Z-기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
52831,泡沫栗鼠·Z觉醒碎片,泡沫栗鼠Z招式碎片,Dedenne Z-Move Shard,Mảnh Z-Move của Dedenne,데덴네 Z이동 조각,<cn;tw;en;vn;th;kr>,2831,config/portrait/jinglingtouxiang/img_572_pmls@.png,用于提升泡沫栗鼠的Z觉醒养成,提升泡沫栗鼠Z招式養成的工具,Tool for raising the Z-Move of the Popplio,포푸니의 Z이동 육성을 위한 도구,用于提升泡沫栗鼠的Z觉醒养成,提升泡沫栗鼠Z招式的培育,Raising a Popplio with a Z-Move,Z기술을 가진 포플리 육성,4,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
52841,哥德宝宝·Z觉醒碎片,哥德寶寶·Z招式碎片,Gothita Z-Move Shard,Mảnh Z-Move của Gothita,고티타 Z 기술 조각,<cn;tw;en;vn;th;kr>,2841,config/portrait/jinglingtouxiang/img_574_gdbb@.png,用于提升哥德宝宝的Z觉醒养成,提升哥德寶寶Z招式養成的工具,Tool for raising Gothorita's Z-Move,고ث리타의 Z기술 육성을 위한 도구,用于提升哥德宝宝的Z觉醒养成,提升哥德寶寶Z招式養成的工具,Tool for improving Gothorita's Z-Move training,고디바의 Z 기술 훈련 향상 도구,4,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
52871,迷你冰·Z觉醒碎片,迷你冰Z招式碎片,Minior Z-Move Shard,Mảnh Z-Move Minior,미니어 Z이벤트 조각,<cn;tw;en;vn;th;kr>,2871,config/portrait/jinglingtouxiang/img_582_mnb@.png,用于提升迷你冰的Z觉醒养成,用於提升迷你冰的Z招式養成,Used to enhance Minior's Z-Move training.,미니오르의 Z 기술 훈련 향상에 사용됩니다.,用于提升迷你冰的Z觉醒养成,用於提升迷你冰的Z招式培育,Used to enhance Minior's Z-Move training.,미니오르의 Z기술 훈련을 향상시키는 데 사용됩니다.,4,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
52891,电飞鼠·Z觉醒碎片,電飛鼠·Z招式碎片,Dedenne Z-Move Shard,Mảnh Z-Move của Dedenne,데덴네 Z이동 조각,<cn;tw;en;vn;th;kr>,2891,config/portrait/jinglingtouxiang/img_587_dfs@.png,用于提升电飞鼠的Z觉醒养成,提升電飛鼠Z招式養成的工具,Item to enhance the Z-Move training of the Emolga,엠페르트의 Z 기술 훈련을 향상시키는 아이템,用于提升电飞鼠的Z觉醒养成,提升電飛鼠Z招式的培育,Raising a Z-Move for Emolga,엠페르트의 Z기술 육성,4,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be obtained by exchanging in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
52921,轻飘飘·雌·Z觉醒碎片,輕飄飄·雌·Z招式碎片,Flabébé (Female) Z-Move Shard,Mảnh Z-Move của Flabébé (Cái),플라베베(암컷) Z이벤트 조각,<cn;tw;en;vn;th;kr>,2921,config/portrait/jinglingtouxiang/img_592_hqpp@.png,用于提升轻飘飘·雌的Z觉醒养成,提升輕飄飄·雌的Z招式養成,Raising a fluttering female's Z-Move,훨훨 나는 암컷 포켓몬의 Z기술 육성,用于提升轻飘飘·雌的Z觉醒养成,提升輕飄飄·雌的Z招式養成,Used to improve the Z-Move training of the Flabébé (Female),플라베베(암컷)의 Z기술 육성 향상에 사용됩니다.,4,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
52922,轻飘飘·雄·Z觉醒碎片,輕飄飄·雄·Z招式碎片,Floette (Male) Z-Move Shard,Mảnh Z-Move của Floette (Đực),플로엣(수컷) Z기술 조각,<cn;tw;en;vn;th;kr>,2922,config/portrait/jinglingtouxiang/img_592_lqpp@.png,用于提升轻飘飘·雄的Z觉醒养成,用於提升輕飄飄·雄的Z招式養成,Used to enhance the Z-Move training of Floatzel ♂,플로젤♂의 Z기술 육성에 사용됩니다.,用于提升轻飘飘·雄的Z觉醒养成,提升輕飄飄雄的Z招式養成,Used to enhance the Z-Move training of the Fluffy Pokémon.,둥실둥실 포켓몬의 Z기술 육성에 사용됩니다.,4,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환할 수 있습니다.,{drawcard=false;gain=false},0,0
52961,齿轮儿·Z觉醒碎片,齒輪兒·Z招式碎片,Gear-Z-Move Shard,Mảnh Gear-Z-Move,기어 Z 기술 조각,<cn;tw;en;vn;th;kr>,2961,config/portrait/jinglingtouxiang/img_599_cle@.png,用于提升齿轮儿的Z觉醒养成,用於提升齒輪兒的Z招式養成,Used to enhance Gear's Z-Move development.,기어의 Z 기술 성장을 향상시키는 데 사용됩니다.,用于提升齿轮儿的Z觉醒养成,用於提升齒輪兒的Z招式養成,Used to enhance Gear's Z-Move cultivation.,기어의 Z기술 연마 향상에 사용됩니다.,4,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
52991,烛光灵·Z觉醒碎片,燭光靈·Z招式碎片,Litwick Z-Move Shard,Mảnh Z-Move của Litwick,램프르 Z이로움 조각,<cn;tw;en;vn;th;kr>,2991,config/portrait/jinglingtouxiang/img_607_zgl@.png,用于提升烛光灵的Z觉醒养成,提升燭光靈Z招式的培育,Raising a Candleflame Z-Move,캐들램 Z기술 육성,用于提升烛光灵的Z觉醒养成,用於提升燭光靈的Z招式養成,For raising the Z-Move of Litwick,램프갓의 Z이상 기술 육성을 위한,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在寶可夢Z招式中兌換獲得,Can be exchanged for in Pokémon Z-Moves.,포켓몬 Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
53001,牙牙·Z觉醒碎片,牙牙·Z招式碎片,Stufful Z-Move Shard,Mảnh Z-Move của Stufful,Stufful Z이벤트 조각,<cn;tw;en;vn;th;kr>,3001,config/portrait/jinglingtouxiang/img_610_yy@.png,用于提升牙牙的Z觉醒养成,提升牙牙Z招式的培育,Raising a Pokémon's Z-Move,포켓몬의 Z 기술 육성,用于提升牙牙的Z觉醒养成,提升牙牙Z招式的培育,Raising a Pokémon's Z-Move,포켓몬 Z이동 육성,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
53011,喷嚏熊·Z觉醒碎片,噴嚏熊Z招式碎片,Bewear Z-Move Shard,Mảnh Z-Move của Bewear,비워르 Z기술 조각,<cn;tw;en;vn;th;kr>,3011,config/portrait/jinglingtouxiang/img_613_ptx@.png,用于提升喷嚏熊的Z觉醒养成,提升噴嚏熊Z招式養成的工具,Tool for raising a Bewear's Z-Move,비워의 Z 기술 육성을 위한 도구,用于提升喷嚏熊的Z觉醒养成,提升噴嚏熊Z招式養成的工具,Tool for improving the training of Bewear's Z-Move,비워의 Z기술 육성을 향상시키는 도구,4,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
53021,几何雪花·Z觉醒碎片,幾何雪花 Z 覺醒碎片,Geometric Snowflake Z-Move Shard,Mảnh ghép Z-Chiến thuật Bông Tuyết Hình Học,기하학 눈송이 Z이동 조각,<cn;tw;en;vn;th;kr>,3021,config/portrait/jinglingtouxiang/img_615_jhxh@.png,用于提升几何雪花的Z觉醒养成,用於提升幾何雪花之Z招式養成,Used to improve the Z-Move cultivation of Geometric Snowflake,기하학 눈송이의 Z 기술 육성에 사용됩니다,用于提升几何雪花的Z觉醒养成,用於提升幾何雪花的Z招式培養,Used to enhance the Z-Move cultivation of Geometric Snowflake,기하학적 눈송이의 Z 기술 육성에 사용됩니다.,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Pokémon Z-Moves.,포켓몬 Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
53141,单首龙·Z觉醒碎片,單首龍·Z招式碎片,Solgaleo Z-Move Shard,Mảnh Z-Move của Solgaleo,솔가레오 Z이동 조각,<cn;tw;en;vn;th;kr>,3141,config/portrait/jinglingtouxiang/img_633_dsl@.png,用于提升单首龙的Z觉醒养成,用於提升單首龍的Z招式養成,For improving the Z-Move training of a single Dragon-type Pokémon.,단일 드래곤 타입 포켓몬의 Z 기술 훈련 향상을 위한 것,用于提升单首龙的Z觉醒养成,提升單首龍Z招式養成,Raising a single Dragon's Z-Move,단일 드래곤의 Z기술 육성,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
53151,燃烧虫·Z觉醒碎片,燃燒蟲·Z招式碎片,Charjabug Z-Move Shard,Mảnh Z-Move của Charjabug,차지빔 Z이로움 조각,<cn;tw;en;vn;th;kr>,3151,config/portrait/jinglingtouxiang/img_636_rsc@.png,用于提升燃烧虫的Z觉醒养成,提升燃燒蟲Z招式的培育,Raising a Charjabug's Z-Move,차지붐의 Z 기술 육성,用于提升燃烧虫的Z觉醒养成,提升燃燒蟲Z招式養成的工具,Tool for raising the Burnbug Z-Move,번개벌레 Z이동 레벨업 도구,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
53161,勾帕路翁·Z觉醒碎片,勾帕路翁·Z招式碎片,Gourgeist Z-Move Shard,Mảnh Z-Move của Gourgeist,고우스트 Z이벤트 조각,<cn;tw;en;vn;th;kr>,3161,config/portrait/jinglingtouxiang/img_638_gplw@.png,用于提升勾帕路翁的Z觉醒养成,用於提升勾帕路翁的Z招式養成,For raising the Z-Move level of Genesect,Genesect의 Z이벨 육성을 위한,用于提升勾帕路翁的Z觉醒养成,用於提升勾帕路翁的Z招式養成,For raising the Z-Move cultivation of Genesect,Genesect의 Z 기술 육성을 위한,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
53171,代拉基翁·Z觉醒碎片,代拉基翁Z招式碎片,Cobalion Z-Move Shard,Mảnh Z-Move của Cobalion,코바리온 Z기술 조각,<cn;tw;en;vn;th;kr>,3171,config/portrait/jinglingtouxiang/img_639_dljw@.png,用于提升代拉基翁的Z觉醒养成,提升代拉基翁Z招式養成的工具,Item to power up Delibird's Z-Move,딜리버드의 Z 기술을 강화하는 아이템,用于提升代拉基翁的Z觉醒养成,提升代拉基翁Z招式養成的工具,Item to raise Deoxys's Z-Move power,디오시스의 Z기술을 강화하는 아이템,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be obtained by exchanging in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
53181,毕力吉翁·Z觉醒碎片,畢力吉翁·Z招式碎片,Landorus-Therian Z-Move Shard,Mảnh Z-Move của Thổ Thần Landorus dạng Therian,랜드로스-테라스 Z기술 조각,<cn;tw;en;vn;th;kr>,3181,config/portrait/jinglingtouxiang/img_640_bljw@.png,用于提升毕力吉翁的Z觉醒养成,提升畢力吉翁Z招式養成,Raising the Z-Move power of Genesect,제네섹트의 Z이상 기술 육성,用于提升毕力吉翁的Z觉醒养成,用於提升畢力吉翁的Z招式養成,For raising the Z-Move power of Genesect,제네섹트의 Z기술 강화를 위한 육성,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
53191,龙卷云·Z觉醒碎片,龍捲雲·Z招式碎片,Tornadus Z-Move Shard,Mảnh Z-Move của Tornadus,토네로스 Z이펙트 조각,<cn;tw;en;vn;th;kr>,3191,config/portrait/jinglingtouxiang/img_641_ljy@.png,用于提升龙卷云的Z觉醒养成,提升龍捲雲Z招式養成的工具,Item for powering up Tornadus's Z-Move,토네로스의 Z기술을 강화하는 아이템,用于提升龙卷云的Z觉醒养成,提升龍捲雲Z招式養成的工具,Item to enhance the Z-Move training of Tornadus,토네로스의 Z 기술 훈련을 향상시키는 아이템,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
53201,雷电云·Z觉醒碎片,雷電雲·Z招式碎片,Thundurus Z-Move Shard,Mảnh Z-Move của Thundurus,썬더볼트 Z기술 조각,<cn;tw;en;vn;th;kr>,3201,config/portrait/jinglingtouxiang/img_642_ldy@.png,用于提升雷电云的Z觉醒养成,提升雷電雲Z招式的培育,Raising Thunderous Z-Move,썬더볼트의 Z기술 육성,用于提升雷电云的Z觉醒养成,提升雷電雲Z招式養成的工具,Tool for raising the Z-Move power of Thundurus,썬더볼트의 Z기술 육성을 위한 도구,5,5,99999,<1>,<3>,zawakeFragExclusive,,,,,,,可在精灵Z觉醒里兑换获得,可在精靈Z招式中兌換獲得,Can be exchanged for in Z-Moves.,Z 기술에서 교환하여 얻을 수 있습니다.,{drawcard=false;gain=false},0,0
