变量名,name,name_tw,name_en,name_vn,name_kr,name_pt,name_th,icon,costSeqID,attrType1,attrNum1,attrType2,attrNum2
65,韧性,韌性,Toughness,Bền Bỉ,근성,Resistência,ความทรหด,,6,7,<12;24;36;48;60;72;84;96;108;120;132;144;156;168;180;192;204;216;228;240;269;282;294;307;320;333;346;358;371;384;397;410;422;435;448;461;474;486;499;512;558;571;585;598;612;626;639;653;666;680;734;749;763;778;792;806;821;835;850;864;927;942;958;973;988;1003;1018;1034;1049;1064;1136;1152;1168;1184;1200;1216;1232;1248;1264;1280;1361;1378;1394;1411;1428;1445;1462;1478;1495;1512;1602;1619;1637;1654;1672;1690;1707;1725;1742;1760;1778;1795;1813;1831;1850;1868;1887;1906;1925;1944;1964;1983;2003;2023;2043;2064;2084;2105;2126;2148;2169;2191;2213;2235;2257;2280;2302;2325;2349;2372;2396;2420;2444;2469;2493;2518;2543;2569;2594;2620;2647;2673;2700;2727;2754;2782;2809;2838;2866;2895;2923;2953;2982;3012;3042;3073;3103;3134;3166;3197;3229;3262;3294;3327;3360;3394;3428;3462;3497;3532;3567;3603;3639;3675;3712;3749;3787;3825;3863;3901;3940;3980;4020;4060;4100;4141;4183;4225;4267;4310;4353;4396;4440;4485;4529;4575;4620;4667;4713;4760>,9,<5;9;14;18;23;27;32;36;41;45;50;54;59;63;68;72;77;81;86;90;101;106;110;115;120;125;130;134;139;144;149;154;158;163;168;173;178;182;187;192;209;214;219;224;230;235;240;245;250;255;275;281;286;292;297;302;308;313;319;324;348;353;359;365;371;376;382;388;393;399;426;432;438;444;450;456;462;468;474;480;510;517;523;529;536;542;548;554;561;567;601;607;614;620;627;634;640;647;653;660;667;673;680;687;694;701;708;715;722;729;736;744;751;759;766;774;782;789;797;805;813;822;830;838;846;855;863;872;881;890;898;907;917;926;935;944;954;963;973;983;992;1002;1012;1023;1033;1043;1054;1064;1075;1085;1096;1107;1118;1130;1141;1152;1164;1175;1187;1199;1211;1223;1235;1248;1260;1273;1286;1298;1311;1324;1338;1351;1365;1378;1392;1406;1420;1434;1449;1463;1478;1492;1507;1522;1538;1553;1569;1584;1600;1616;1632;1649;1665;1682;1699;1716;1733;1750;1768;1785>
66,运气,運氣,Luck,May Mắn,행운,Sorte,โชคดี,,6,8,<12;24;36;48;60;72;84;96;108;120;132;144;156;168;180;192;204;216;228;240;269;282;294;307;320;333;346;358;371;384;397;410;422;435;448;461;474;486;499;512;558;571;585;598;612;626;639;653;666;680;734;749;763;778;792;806;821;835;850;864;927;942;958;973;988;1003;1018;1034;1049;1064;1136;1152;1168;1184;1200;1216;1232;1248;1264;1280;1361;1378;1394;1411;1428;1445;1462;1478;1495;1512;1602;1619;1637;1654;1672;1690;1707;1725;1742;1760;1778;1795;1813;1831;1850;1868;1887;1906;1925;1944;1964;1983;2003;2023;2043;2064;2084;2105;2126;2148;2169;2191;2213;2235;2257;2280;2302;2325;2349;2372;2396;2420;2444;2469;2493;2518;2543;2569;2594;2620;2647;2673;2700;2727;2754;2782;2809;2838;2866;2895;2923;2953;2982;3012;3042;3073;3103;3134;3166;3197;3229;3262;3294;3327;3360;3394;3428;3462;3497;3532;3567;3603;3639;3675;3712;3749;3787;3825;3863;3901;3940;3980;4020;4060;4100;4141;4183;4225;4267;4310;4353;4396;4440;4485;4529;4575;4620;4667;4713;4760>,10,<5;9;14;18;23;27;32;36;41;45;50;54;59;63;68;72;77;81;86;90;101;106;110;115;120;125;130;134;139;144;149;154;158;163;168;173;178;182;187;192;209;214;219;224;230;235;240;245;250;255;275;281;286;292;297;302;308;313;319;324;348;353;359;365;371;376;382;388;393;399;426;432;438;444;450;456;462;468;474;480;510;517;523;529;536;542;548;554;561;567;601;607;614;620;627;634;640;647;653;660;667;673;680;687;694;701;708;715;722;729;736;744;751;759;766;774;782;789;797;805;813;822;830;838;846;855;863;872;881;890;898;907;917;926;935;944;954;963;973;983;992;1002;1012;1023;1033;1043;1054;1064;1075;1085;1096;1107;1118;1130;1141;1152;1164;1175;1187;1199;1211;1223;1235;1248;1260;1273;1286;1298;1311;1324;1338;1351;1365;1378;1392;1406;1420;1434;1449;1463;1478;1492;1507;1522;1538;1553;1569;1584;1600;1616;1632;1649;1665;1682;1699;1716;1733;1750;1768;1785>
71,无畏,無畏,Fearless,Vô Úy,무외,Destemido,ไร้ความกลัว,,7,1,<44;87;131;174;218;261;305;348;392;435;479;522;566;609;653;696;740;783;827;870;974;1021;1067;1114;1160;1206;1253;1299;1346;1392;1438;1485;1531;1578;1624;1670;1717;1763;1810;1856;2021;2071;2120;2169;2219;2268;2317;2366;2416;2465;2662;2714;2767;2819;2871;2923;2975;3028;3080;3132;3361;3416;3471;3526;3582;3637;3692;3747;3802;3857;4118;4176;4234;4292;4350;4408;4466;4524;4582;4640;4933;4994;5055;5116;5177;5237;5298;5359;5420;5481;5806;5870;5933;5997;6061;6125;6189;6252;6316;6380;6444;6508;6573;6639;6705;6772;6840;6909;6978;7047;7118;7189;7261;7334;7407;7481;7556;7631;7708;7785;7863;7941;8021;8101;8182;8264;8346;8430;8514;8599;8685;8772;8860;8948;9038;9128;9220;9312;9405;9499;9594;9690;9787;9885;9983;10083;10184;10286;10389;10493;10598;10704;10811;10919;11028;11138;11250;11362;11476;11591;11706;11823;11942;12061;12182;12304;12427;12551;12676;12803;12931;13060;13191;13323;13456;13591;13727;13864;14003;14143;14284;14427;14571;14717;14864;15013;15163;15314;15468;15622;15778;15936;16096;16257;16419;16583;16749;16917;17086;17257>,,
72,烈心,烈心,Strong heart,Trái Tim Mạnh Mẽ,열심,Coração Forte,หัวใจแกร่ง,,7,7,<12;24;36;48;60;72;84;96;108;120;132;144;156;168;180;192;204;216;228;240;269;282;294;307;320;333;346;358;371;384;397;410;422;435;448;461;474;486;499;512;558;571;585;598;612;626;639;653;666;680;734;749;763;778;792;806;821;835;850;864;927;942;958;973;988;1003;1018;1034;1049;1064;1136;1152;1168;1184;1200;1216;1232;1248;1264;1280;1361;1378;1394;1411;1428;1445;1462;1478;1495;1512;1602;1619;1637;1654;1672;1690;1707;1725;1742;1760;1778;1795;1813;1831;1850;1868;1887;1906;1925;1944;1964;1983;2003;2023;2043;2064;2084;2105;2126;2148;2169;2191;2213;2235;2257;2280;2302;2325;2349;2372;2396;2420;2444;2469;2493;2518;2543;2569;2594;2620;2647;2673;2700;2727;2754;2782;2809;2838;2866;2895;2923;2953;2982;3012;3042;3073;3103;3134;3166;3197;3229;3262;3294;3327;3360;3394;3428;3462;3497;3532;3567;3603;3639;3675;3712;3749;3787;3825;3863;3901;3940;3980;4020;4060;4100;4141;4183;4225;4267;4310;4353;4396;4440;4485;4529;4575;4620;4667;4713;4760>,8,<12;24;36;48;60;72;84;96;108;120;132;144;156;168;180;192;204;216;228;240;269;282;294;307;320;333;346;358;371;384;397;410;422;435;448;461;474;486;499;512;558;571;585;598;612;626;639;653;666;680;734;749;763;778;792;806;821;835;850;864;927;942;958;973;988;1003;1018;1034;1049;1064;1136;1152;1168;1184;1200;1216;1232;1248;1264;1280;1361;1378;1394;1411;1428;1445;1462;1478;1495;1512;1602;1619;1637;1654;1672;1690;1707;1725;1742;1760;1778;1795;1813;1831;1850;1868;1887;1906;1925;1944;1964;1983;2003;2023;2043;2064;2084;2105;2126;2148;2169;2191;2213;2235;2257;2280;2302;2325;2349;2372;2396;2420;2444;2469;2493;2518;2543;2569;2594;2620;2647;2673;2700;2727;2754;2782;2809;2838;2866;2895;2923;2953;2982;3012;3042;3073;3103;3134;3166;3197;3229;3262;3294;3327;3360;3394;3428;3462;3497;3532;3567;3603;3639;3675;3712;3749;3787;3825;3863;3901;3940;3980;4020;4060;4100;4141;4183;4225;4267;4310;4353;4396;4440;4485;4529;4575;4620;4667;4713;4760>
73,凝聚,凝聚,Cohesion,Gắn Kết,응집,Coesão,ความสามัคคี,,7,1,<22;43.5;65.5;87;109;130.5;152.5;174;196;217.5;239.5;261;283;304.5;326.5;348;370;391.5;413.5;435;487;510.5;533.5;557;580;603;626.5;649.5;673;696;719;742.5;765.5;789;812;835;858.5;881.5;905;928;1010.5;1035.5;1060;1084.5;1109.5;1134;1158.5;1183;1208;1232.5;1331;1357;1383.5;1409.5;1435.5;1461.5;1487.5;1514;1540;1566;1680.5;1708;1735.5;1763;1791;1818.5;1846;1873.5;1901;1928.5;2059;2088;2117;2146;2175;2204;2233;2262;2291;2320;2466.5;2497;2527.5;2558;2588.5;2618.5;2649;2679.5;2710;2740.5;2903;2935;2966.5;2998.5;3030.5;3062.5;3094.5;3126;3158;3190;3222;3254;3287;3320;3353;3386;3420;3454;3489;3524;3559;3595;3631;3667;3703;3741;3778;3816;3854;3892;3931;3971;4010;4050;4091;4132;4173;4215;4257;4300;4343;4386;4430;4474;4519;4564;4610;4656;4702;4749;4797;4845;4893;4942;4992;5042;5092;5143;5194;5246;5299;5352;5405;5459;5514;5569;5625;5681;5738;5795;5853;5912;5971;6031;6091;6152;6213;6275;6338;6402;6466;6530;6596;6662;6728;6795;6863;6932;7001;7071;7142;7213;7286;7358;7432;7506;7581;7657;7734;7811;7889;7968;8048;8128;8210;8292;8375;8458;8543;8628>,9,<5;9;14;18;23;27;32;36;41;45;50;54;59;63;68;72;77;81;86;90;101;106;110;115;120;125;130;134;139;144;149;154;158;163;168;173;178;182;187;192;209;214;219;224;230;235;240;245;250;255;275;281;286;292;297;302;308;313;319;324;348;353;359;365;371;376;382;388;393;399;426;432;438;444;450;456;462;468;474;480;510;517;523;529;536;542;548;554;561;567;601;607;614;620;627;634;640;647;653;660;667;673;680;687;694;701;708;715;722;729;736;744;751;759;766;774;782;789;797;805;813;822;830;838;846;855;863;872;881;890;898;907;917;926;935;944;954;963;973;983;992;1002;1012;1023;1033;1043;1054;1064;1075;1085;1096;1107;1118;1130;1141;1152;1164;1175;1187;1199;1211;1223;1235;1248;1260;1273;1286;1298;1311;1324;1338;1351;1365;1378;1392;1406;1420;1434;1449;1463;1478;1492;1507;1522;1538;1553;1569;1584;1600;1616;1632;1649;1665;1682;1699;1716;1733;1750;1768;1785>
74,宁神,寧神,Calm,Bình Tĩnh,진정,Calma,ความสงบ,,7,1,<22;43.5;65.5;87;109;130.5;152.5;174;196;217.5;239.5;261;283;304.5;326.5;348;370;391.5;413.5;435;487;510.5;533.5;557;580;603;626.5;649.5;673;696;719;742.5;765.5;789;812;835;858.5;881.5;905;928;1010.5;1035.5;1060;1084.5;1109.5;1134;1158.5;1183;1208;1232.5;1331;1357;1383.5;1409.5;1435.5;1461.5;1487.5;1514;1540;1566;1680.5;1708;1735.5;1763;1791;1818.5;1846;1873.5;1901;1928.5;2059;2088;2117;2146;2175;2204;2233;2262;2291;2320;2466.5;2497;2527.5;2558;2588.5;2618.5;2649;2679.5;2710;2740.5;2903;2935;2966.5;2998.5;3030.5;3062.5;3094.5;3126;3158;3190;3222;3254;3287;3320;3353;3386;3420;3454;3489;3524;3559;3595;3631;3667;3703;3741;3778;3816;3854;3892;3931;3971;4010;4050;4091;4132;4173;4215;4257;4300;4343;4386;4430;4474;4519;4564;4610;4656;4702;4749;4797;4845;4893;4942;4992;5042;5092;5143;5194;5246;5299;5352;5405;5459;5514;5569;5625;5681;5738;5795;5853;5912;5971;6031;6091;6152;6213;6275;6338;6402;6466;6530;6596;6662;6728;6795;6863;6932;7001;7071;7142;7213;7286;7358;7432;7506;7581;7657;7734;7811;7889;7968;8048;8128;8210;8292;8375;8458;8543;8628>,10,<5;9;14;18;23;27;32;36;41;45;50;54;59;63;68;72;77;81;86;90;101;106;110;115;120;125;130;134;139;144;149;154;158;163;168;173;178;182;187;192;209;214;219;224;230;235;240;245;250;255;275;281;286;292;297;302;308;313;319;324;348;353;359;365;371;376;382;388;393;399;426;432;438;444;450;456;462;468;474;480;510;517;523;529;536;542;548;554;561;567;601;607;614;620;627;634;640;647;653;660;667;673;680;687;694;701;708;715;722;729;736;744;751;759;766;774;782;789;797;805;813;822;830;838;846;855;863;872;881;890;898;907;917;926;935;944;954;963;973;983;992;1002;1012;1023;1033;1043;1054;1064;1075;1085;1096;1107;1118;1130;1141;1152;1164;1175;1187;1199;1211;1223;1235;1248;1260;1273;1286;1298;1311;1324;1338;1351;1365;1378;1392;1406;1420;1434;1449;1463;1478;1492;1507;1522;1538;1553;1569;1584;1600;1616;1632;1649;1665;1682;1699;1716;1733;1750;1768;1785>
75,韧性,韌性,Toughness,Bền Bỉ,근성,Resistência,ความทรหด,,7,7,<12;24;36;48;60;72;84;96;108;120;132;144;156;168;180;192;204;216;228;240;269;282;294;307;320;333;346;358;371;384;397;410;422;435;448;461;474;486;499;512;558;571;585;598;612;626;639;653;666;680;734;749;763;778;792;806;821;835;850;864;927;942;958;973;988;1003;1018;1034;1049;1064;1136;1152;1168;1184;1200;1216;1232;1248;1264;1280;1361;1378;1394;1411;1428;1445;1462;1478;1495;1512;1602;1619;1637;1654;1672;1690;1707;1725;1742;1760;1778;1795;1813;1831;1850;1868;1887;1906;1925;1944;1964;1983;2003;2023;2043;2064;2084;2105;2126;2148;2169;2191;2213;2235;2257;2280;2302;2325;2349;2372;2396;2420;2444;2469;2493;2518;2543;2569;2594;2620;2647;2673;2700;2727;2754;2782;2809;2838;2866;2895;2923;2953;2982;3012;3042;3073;3103;3134;3166;3197;3229;3262;3294;3327;3360;3394;3428;3462;3497;3532;3567;3603;3639;3675;3712;3749;3787;3825;3863;3901;3940;3980;4020;4060;4100;4141;4183;4225;4267;4310;4353;4396;4440;4485;4529;4575;4620;4667;4713;4760>,9,<5;9;14;18;23;27;32;36;41;45;50;54;59;63;68;72;77;81;86;90;101;106;110;115;120;125;130;134;139;144;149;154;158;163;168;173;178;182;187;192;209;214;219;224;230;235;240;245;250;255;275;281;286;292;297;302;308;313;319;324;348;353;359;365;371;376;382;388;393;399;426;432;438;444;450;456;462;468;474;480;510;517;523;529;536;542;548;554;561;567;601;607;614;620;627;634;640;647;653;660;667;673;680;687;694;701;708;715;722;729;736;744;751;759;766;774;782;789;797;805;813;822;830;838;846;855;863;872;881;890;898;907;917;926;935;944;954;963;973;983;992;1002;1012;1023;1033;1043;1054;1064;1075;1085;1096;1107;1118;1130;1141;1152;1164;1175;1187;1199;1211;1223;1235;1248;1260;1273;1286;1298;1311;1324;1338;1351;1365;1378;1392;1406;1420;1434;1449;1463;1478;1492;1507;1522;1538;1553;1569;1584;1600;1616;1632;1649;1665;1682;1699;1716;1733;1750;1768;1785>
76,运气,運氣,Luck,May Mắn,행운,Sorte,โชคดี,,7,8,<12;24;36;48;60;72;84;96;108;120;132;144;156;168;180;192;204;216;228;240;269;282;294;307;320;333;346;358;371;384;397;410;422;435;448;461;474;486;499;512;558;571;585;598;612;626;639;653;666;680;734;749;763;778;792;806;821;835;850;864;927;942;958;973;988;1003;1018;1034;1049;1064;1136;1152;1168;1184;1200;1216;1232;1248;1264;1280;1361;1378;1394;1411;1428;1445;1462;1478;1495;1512;1602;1619;1637;1654;1672;1690;1707;1725;1742;1760;1778;1795;1813;1831;1850;1868;1887;1906;1925;1944;1964;1983;2003;2023;2043;2064;2084;2105;2126;2148;2169;2191;2213;2235;2257;2280;2302;2325;2349;2372;2396;2420;2444;2469;2493;2518;2543;2569;2594;2620;2647;2673;2700;2727;2754;2782;2809;2838;2866;2895;2923;2953;2982;3012;3042;3073;3103;3134;3166;3197;3229;3262;3294;3327;3360;3394;3428;3462;3497;3532;3567;3603;3639;3675;3712;3749;3787;3825;3863;3901;3940;3980;4020;4060;4100;4141;4183;4225;4267;4310;4353;4396;4440;4485;4529;4575;4620;4667;4713;4760>,10,<5;9;14;18;23;27;32;36;41;45;50;54;59;63;68;72;77;81;86;90;101;106;110;115;120;125;130;134;139;144;149;154;158;163;168;173;178;182;187;192;209;214;219;224;230;235;240;245;250;255;275;281;286;292;297;302;308;313;319;324;348;353;359;365;371;376;382;388;393;399;426;432;438;444;450;456;462;468;474;480;510;517;523;529;536;542;548;554;561;567;601;607;614;620;627;634;640;647;653;660;667;673;680;687;694;701;708;715;722;729;736;744;751;759;766;774;782;789;797;805;813;822;830;838;846;855;863;872;881;890;898;907;917;926;935;944;954;963;973;983;992;1002;1012;1023;1033;1043;1054;1064;1075;1085;1096;1107;1118;1130;1141;1152;1164;1175;1187;1199;1211;1223;1235;1248;1260;1273;1286;1298;1311;1324;1338;1351;1365;1378;1392;1406;1420;1434;1449;1463;1478;1492;1507;1522;1538;1553;1569;1584;1600;1616;1632;1649;1665;1682;1699;1716;1733;1750;1768;1785>
81,无畏,無畏,Fearless,Vô Úy,무외,Destemido,ไร้ความกลัว,,8,1,<44;87;131;174;218;261;305;348;392;435;479;522;566;609;653;696;740;783;827;870;974;1021;1067;1114;1160;1206;1253;1299;1346;1392;1438;1485;1531;1578;1624;1670;1717;1763;1810;1856;2021;2071;2120;2169;2219;2268;2317;2366;2416;2465;2662;2714;2767;2819;2871;2923;2975;3028;3080;3132;3361;3416;3471;3526;3582;3637;3692;3747;3802;3857;4118;4176;4234;4292;4350;4408;4466;4524;4582;4640;4933;4994;5055;5116;5177;5237;5298;5359;5420;5481;5806;5870;5933;5997;6061;6125;6189;6252;6316;6380;6444;6508;6573;6639;6705;6772;6840;6909;6978;7047;7118;7189;7261;7334;7407;7481;7556;7631;7708;7785;7863;7941;8021;8101;8182;8264;8346;8430;8514;8599;8685;8772;8860;8948;9038;9128;9220;9312;9405;9499;9594;9690;9787;9885;9983;10083;10184;10286;10389;10493;10598;10704;10811;10919;11028;11138;11250;11362;11476;11591;11706;11823;11942;12061;12182;12304;12427;12551;12676;12803;12931;13060;13191;13323;13456;13591;13727;13864;14003;14143;14284;14427;14571;14717;14864;15013;15163;15314;15468;15622;15778;15936;16096;16257;16419;16583;16749;16917;17086;17257>,,
82,烈心,烈心,Strong heart,Trái Tim Mạnh Mẽ,열심,Coração Forte,หัวใจแกร่ง,,8,7,<12;24;36;48;60;72;84;96;108;120;132;144;156;168;180;192;204;216;228;240;269;282;294;307;320;333;346;358;371;384;397;410;422;435;448;461;474;486;499;512;558;571;585;598;612;626;639;653;666;680;734;749;763;778;792;806;821;835;850;864;927;942;958;973;988;1003;1018;1034;1049;1064;1136;1152;1168;1184;1200;1216;1232;1248;1264;1280;1361;1378;1394;1411;1428;1445;1462;1478;1495;1512;1602;1619;1637;1654;1672;1690;1707;1725;1742;1760;1778;1795;1813;1831;1850;1868;1887;1906;1925;1944;1964;1983;2003;2023;2043;2064;2084;2105;2126;2148;2169;2191;2213;2235;2257;2280;2302;2325;2349;2372;2396;2420;2444;2469;2493;2518;2543;2569;2594;2620;2647;2673;2700;2727;2754;2782;2809;2838;2866;2895;2923;2953;2982;3012;3042;3073;3103;3134;3166;3197;3229;3262;3294;3327;3360;3394;3428;3462;3497;3532;3567;3603;3639;3675;3712;3749;3787;3825;3863;3901;3940;3980;4020;4060;4100;4141;4183;4225;4267;4310;4353;4396;4440;4485;4529;4575;4620;4667;4713;4760>,8,<12;24;36;48;60;72;84;96;108;120;132;144;156;168;180;192;204;216;228;240;269;282;294;307;320;333;346;358;371;384;397;410;422;435;448;461;474;486;499;512;558;571;585;598;612;626;639;653;666;680;734;749;763;778;792;806;821;835;850;864;927;942;958;973;988;1003;1018;1034;1049;1064;1136;1152;1168;1184;1200;1216;1232;1248;1264;1280;1361;1378;1394;1411;1428;1445;1462;1478;1495;1512;1602;1619;1637;1654;1672;1690;1707;1725;1742;1760;1778;1795;1813;1831;1850;1868;1887;1906;1925;1944;1964;1983;2003;2023;2043;2064;2084;2105;2126;2148;2169;2191;2213;2235;2257;2280;2302;2325;2349;2372;2396;2420;2444;2469;2493;2518;2543;2569;2594;2620;2647;2673;2700;2727;2754;2782;2809;2838;2866;2895;2923;2953;2982;3012;3042;3073;3103;3134;3166;3197;3229;3262;3294;3327;3360;3394;3428;3462;3497;3532;3567;3603;3639;3675;3712;3749;3787;3825;3863;3901;3940;3980;4020;4060;4100;4141;4183;4225;4267;4310;4353;4396;4440;4485;4529;4575;4620;4667;4713;4760>
83,凝聚,凝聚,Cohesion,Gắn Kết,응집,Coesão,ความสามัคคี,,8,1,<22;43.5;65.5;87;109;130.5;152.5;174;196;217.5;239.5;261;283;304.5;326.5;348;370;391.5;413.5;435;487;510.5;533.5;557;580;603;626.5;649.5;673;696;719;742.5;765.5;789;812;835;858.5;881.5;905;928;1010.5;1035.5;1060;1084.5;1109.5;1134;1158.5;1183;1208;1232.5;1331;1357;1383.5;1409.5;1435.5;1461.5;1487.5;1514;1540;1566;1680.5;1708;1735.5;1763;1791;1818.5;1846;1873.5;1901;1928.5;2059;2088;2117;2146;2175;2204;2233;2262;2291;2320;2466.5;2497;2527.5;2558;2588.5;2618.5;2649;2679.5;2710;2740.5;2903;2935;2966.5;2998.5;3030.5;3062.5;3094.5;3126;3158;3190;3222;3254;3287;3320;3353;3386;3420;3454;3489;3524;3559;3595;3631;3667;3703;3741;3778;3816;3854;3892;3931;3971;4010;4050;4091;4132;4173;4215;4257;4300;4343;4386;4430;4474;4519;4564;4610;4656;4702;4749;4797;4845;4893;4942;4992;5042;5092;5143;5194;5246;5299;5352;5405;5459;5514;5569;5625;5681;5738;5795;5853;5912;5971;6031;6091;6152;6213;6275;6338;6402;6466;6530;6596;6662;6728;6795;6863;6932;7001;7071;7142;7213;7286;7358;7432;7506;7581;7657;7734;7811;7889;7968;8048;8128;8210;8292;8375;8458;8543;8628>,9,<5;9;14;18;23;27;32;36;41;45;50;54;59;63;68;72;77;81;86;90;101;106;110;115;120;125;130;134;139;144;149;154;158;163;168;173;178;182;187;192;209;214;219;224;230;235;240;245;250;255;275;281;286;292;297;302;308;313;319;324;348;353;359;365;371;376;382;388;393;399;426;432;438;444;450;456;462;468;474;480;510;517;523;529;536;542;548;554;561;567;601;607;614;620;627;634;640;647;653;660;667;673;680;687;694;701;708;715;722;729;736;744;751;759;766;774;782;789;797;805;813;822;830;838;846;855;863;872;881;890;898;907;917;926;935;944;954;963;973;983;992;1002;1012;1023;1033;1043;1054;1064;1075;1085;1096;1107;1118;1130;1141;1152;1164;1175;1187;1199;1211;1223;1235;1248;1260;1273;1286;1298;1311;1324;1338;1351;1365;1378;1392;1406;1420;1434;1449;1463;1478;1492;1507;1522;1538;1553;1569;1584;1600;1616;1632;1649;1665;1682;1699;1716;1733;1750;1768;1785>
84,宁神,寧神,Calm,Bình Tĩnh,진정,Calma,ความสงบ,,8,1,<22;43.5;65.5;87;109;130.5;152.5;174;196;217.5;239.5;261;283;304.5;326.5;348;370;391.5;413.5;435;487;510.5;533.5;557;580;603;626.5;649.5;673;696;719;742.5;765.5;789;812;835;858.5;881.5;905;928;1010.5;1035.5;1060;1084.5;1109.5;1134;1158.5;1183;1208;1232.5;1331;1357;1383.5;1409.5;1435.5;1461.5;1487.5;1514;1540;1566;1680.5;1708;1735.5;1763;1791;1818.5;1846;1873.5;1901;1928.5;2059;2088;2117;2146;2175;2204;2233;2262;2291;2320;2466.5;2497;2527.5;2558;2588.5;2618.5;2649;2679.5;2710;2740.5;2903;2935;2966.5;2998.5;3030.5;3062.5;3094.5;3126;3158;3190;3222;3254;3287;3320;3353;3386;3420;3454;3489;3524;3559;3595;3631;3667;3703;3741;3778;3816;3854;3892;3931;3971;4010;4050;4091;4132;4173;4215;4257;4300;4343;4386;4430;4474;4519;4564;4610;4656;4702;4749;4797;4845;4893;4942;4992;5042;5092;5143;5194;5246;5299;5352;5405;5459;5514;5569;5625;5681;5738;5795;5853;5912;5971;6031;6091;6152;6213;6275;6338;6402;6466;6530;6596;6662;6728;6795;6863;6932;7001;7071;7142;7213;7286;7358;7432;7506;7581;7657;7734;7811;7889;7968;8048;8128;8210;8292;8375;8458;8543;8628>,10,<5;9;14;18;23;27;32;36;41;45;50;54;59;63;68;72;77;81;86;90;101;106;110;115;120;125;130;134;139;144;149;154;158;163;168;173;178;182;187;192;209;214;219;224;230;235;240;245;250;255;275;281;286;292;297;302;308;313;319;324;348;353;359;365;371;376;382;388;393;399;426;432;438;444;450;456;462;468;474;480;510;517;523;529;536;542;548;554;561;567;601;607;614;620;627;634;640;647;653;660;667;673;680;687;694;701;708;715;722;729;736;744;751;759;766;774;782;789;797;805;813;822;830;838;846;855;863;872;881;890;898;907;917;926;935;944;954;963;973;983;992;1002;1012;1023;1033;1043;1054;1064;1075;1085;1096;1107;1118;1130;1141;1152;1164;1175;1187;1199;1211;1223;1235;1248;1260;1273;1286;1298;1311;1324;1338;1351;1365;1378;1392;1406;1420;1434;1449;1463;1478;1492;1507;1522;1538;1553;1569;1584;1600;1616;1632;1649;1665;1682;1699;1716;1733;1750;1768;1785>
85,韧性,韌性,Toughness,Bền Bỉ,근성,Resistência,ความทรหด,,8,7,<12;24;36;48;60;72;84;96;108;120;132;144;156;168;180;192;204;216;228;240;269;282;294;307;320;333;346;358;371;384;397;410;422;435;448;461;474;486;499;512;558;571;585;598;612;626;639;653;666;680;734;749;763;778;792;806;821;835;850;864;927;942;958;973;988;1003;1018;1034;1049;1064;1136;1152;1168;1184;1200;1216;1232;1248;1264;1280;1361;1378;1394;1411;1428;1445;1462;1478;1495;1512;1602;1619;1637;1654;1672;1690;1707;1725;1742;1760;1778;1795;1813;1831;1850;1868;1887;1906;1925;1944;1964;1983;2003;2023;2043;2064;2084;2105;2126;2148;2169;2191;2213;2235;2257;2280;2302;2325;2349;2372;2396;2420;2444;2469;2493;2518;2543;2569;2594;2620;2647;2673;2700;2727;2754;2782;2809;2838;2866;2895;2923;2953;2982;3012;3042;3073;3103;3134;3166;3197;3229;3262;3294;3327;3360;3394;3428;3462;3497;3532;3567;3603;3639;3675;3712;3749;3787;3825;3863;3901;3940;3980;4020;4060;4100;4141;4183;4225;4267;4310;4353;4396;4440;4485;4529;4575;4620;4667;4713;4760>,9,<5;9;14;18;23;27;32;36;41;45;50;54;59;63;68;72;77;81;86;90;101;106;110;115;120;125;130;134;139;144;149;154;158;163;168;173;178;182;187;192;209;214;219;224;230;235;240;245;250;255;275;281;286;292;297;302;308;313;319;324;348;353;359;365;371;376;382;388;393;399;426;432;438;444;450;456;462;468;474;480;510;517;523;529;536;542;548;554;561;567;601;607;614;620;627;634;640;647;653;660;667;673;680;687;694;701;708;715;722;729;736;744;751;759;766;774;782;789;797;805;813;822;830;838;846;855;863;872;881;890;898;907;917;926;935;944;954;963;973;983;992;1002;1012;1023;1033;1043;1054;1064;1075;1085;1096;1107;1118;1130;1141;1152;1164;1175;1187;1199;1211;1223;1235;1248;1260;1273;1286;1298;1311;1324;1338;1351;1365;1378;1392;1406;1420;1434;1449;1463;1478;1492;1507;1522;1538;1553;1569;1584;1600;1616;1632;1649;1665;1682;1699;1716;1733;1750;1768;1785>
