变量名,name,name_tw,name_en,name_vn,name_kr,name_pt,name_th,_beizhu,type,activeType,desc,desc_tw,desc_en,desc_vn,desc_kr,desc_pt,desc_th,rarity,groupID,addAttrs,addType,skillIDs,cardIDs,unlockType,unlockTarget,unlockCount,weight,timesLimit,iconResPath
80041,招募队友,招募隊友,Recruit Teammates,Tuyển Đồng Đội,팀원 모집,Recrutar Companheiros,สรรหาสมาชิกทีม,,3,1,招募#C0xF76B45##L10#超级巨钳螳螂(12星)，水晶灯火灵(12星)#L0##C0x5B545B#,招募#C0xF76B45##L10#超級巨鉗螳螂（12星），水晶燈火靈（12星）#L0##C0x5B545B#,"Recruit #C0xF76B45##L10#Mega Pinsir (12 stars), Lampent (12 stars)#L0##C0x5B545B#","Tuyển dụng #C0xF76B45##L10#Cái Kìm Siêu Khổng Lồ (12 sao), Đèn Ma (12 sao)#L0##C0x5B545B#","모집 #C0xF76B45##L10#거대왕 집게딱정벌레(12성), 크리스탈램프(12성)#L0##C0x5B545B#","Recrutar #C0xF76B45##L10#Mega Pinsir (12 estrelas), Lampent (12 estrelas)#L0##C0x5B545B#","รับสมัคร #C0xF76B45##L10#แมลงปีกแข็งกรามยักษ์ (12 ดาว), แลมเพนต์ (12 ดาว)#L0##C0x5B545B#",2,80002,{},3,<>,<80574;82993>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80042,招募队友,招募隊友,Recruit Teammates,Tuyển Đồng Đội,팀원 모집,Recrutar Companheiros,สรรหาสมาชิกทีม,,3,1,招募#C0xF76B45##L10#电击魔兽(12星)，几何雪花(12星)#L0##C0x5B545B#,招募#C0xF76B45##L10#電擊魔兽(12星)，幾何雪花(12星)#L0##C0x5B545B#,"Recruit #C0xF76B45##L10#Raikou (12 stars), Geometric Snowflake (12 stars)#L0##C0x5B545B#","Tuyển dụng #C0xF76B45##L10#Raikou (12 sao), Tuyết Hoa Hình Học (12 sao)#L0##C0x5B545B#","모집 #C0xF76B45##L10#라이코(12성), 기하학 눈송이(12성)#L0##C0x5B545B#","Recrutar #C0xF76B45##L10#Raikou (12 estrelas), Floco de Neve Geométrico (12 estrelas)#L0##C0x5B545B#","รับสมัคร #C0xF76B45##L10#ไรโค (12 ดาว),เกล็ดหิมะเรขาคณิต (12 ดาว)#L0##C0x5B545B#",2,80002,{},3,<>,<80593;83021>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80043,招募队友,招募隊友,Recruit Teammates,Tuyển Đồng Đội,팀원 모집,Recrutar Companheiros,สรรหาสมาชิกทีม,,3,1,招募#C0xF76B45##L10#鸭嘴炎兽(12星)，火神蛾(12星)#L0##C0x5B545B#,招募#C0xF76B45##L10#鴨嘴炎獸(12星)，火神蛾(12星)#L0##C0x5B545B#,"Recruit #C0xF76B45##L10#Pyroak (12 stars), Charizard (12 stars)#L0##C0x5B545B#","Tuyển dụng #C0xF76B45##L10#Chim lửa mỏ vịt (12 sao), Bướm lửa (12 sao)#L0##C0x5B545B#","모집 #C0xF76B45##L10#파이로악 (12성), 샤리자드 (12성)#L0##C0x5B545B#","Recrutar #C0xF76B45##L10#Pyroak (12 estrelas), Charizard (12 estrelas)#L0##C0x5B545B#","รับสมัคร #C0xF76B45##L10#ไพโรอัค (12 ดาว), แชริซาร์ด (12 ดาว)#L0##C0x5B545B#",2,80002,{},3,<>,<80603;83152>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80044,招募队友,招募隊友,Recruit Teammates,Tuyển Đồng Đội,팀원 모집,Recrutar Companheiros,สรรหาสมาชิกทีม,,3,1,招募#C0xF76B45##L10#卡比兽(12星)，勾帕路翁(12星)#L0##C0x5B545B#,招募#C0xF76B45##L10#卡比獸(12星)，勾帕路翁(12星)#L0##C0x5B545B#,"Recruit #C0xF76B45##L10#Snorlax (12 stars), Coballion (12 stars)#L0##C0x5B545B#","Tuyển dụng #C0xF76B45##L10#Snorlax (12 sao), Coballion (12 sao)#L0##C0x5B545B#","모집 #C0xF76B45##L10#잠만보(12성), 코바리온(12성)#L0##C0x5B545B#","Recrutar #C0xF76B45##L10#Snorlax (12 estrelas), Coballion (12 estrelas)#L0##C0x5B545B#","รับสมัคร #C0xF76B45##L10#คาบิก้อน (12 ดาว), โคบอลลีออน (12 ดาว)#L0##C0x5B545B#",2,80002,{},3,<>,<80712;83161>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80045,招募队友,招募隊友,Recruit Teammates,Tuyển Đồng Đội,팀원 모집,Recrutar Companheiros,สรรหาสมาชิกทีม,,3,1,招募#C0xF76B45##L10#急冻鸟(12星)，代拉基翁(12星)#L0##C0x5B545B#,招募#C0xF76B45##L10#急凍鳥(12星)，代拉基翁(12星)#L0##C0x5B545B#,"Recruiting #C0xF76B45##L10#Articuno (12 stars), Cresselia (12 stars)#L0##C0x5B545B#","Tuyển dụng #C0xF76B45##L10#Articuno (12 sao), Cresselia (12 sao)#L0##C0x5B545B#","모집 #C0xF76B45##L10#아티쿠노(12성), 크레세리아(12성)#L0##C0x5B545B#","Recrutando #C0xF76B45##L10#Articuno (12 estrelas), Cresselia (12 estrelas)#L0##C0x5B545B#","รับสมัคร #C0xF76B45##L10#Articuno (12 ดาว), Cresselia (12 ดาว)#L0##C0x5B545B#",2,80002,{},3,<>,<80721;83171>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80046,招募队友,招募隊友,Recruit Teammates,Tuyển Đồng Đội,팀원 모집,Recrutar Companheiros,สรรหาสมาชิกทีม,,3,1,招募#C0xF76B45##L10#闪电鸟(12星)，毕力吉翁(12星)#L0##C0x5B545B#,招募#C0xF76B45##L10#閃電鳥(12星)，比利吉翁(12星)#L0##C0x5B545B#,"Recruit #C0xF76B45##L10# Zapdos (12 stars), Thundurus (12 stars) #L0##C0x5B545B#","Tuyển dụng #C0xF76B45##L10# Zapdos (12 sao), Thundurus (12 sao) #L0##C0x5B545B#","모집 #C0xF76B45##L10# 썬더볼트 (12성), 랜드로스 (12성) #L0##C0x5B545B#","Recrutar #C0xF76B45##L10# Zapdos (12 estrelas), Tornadus (12 estrelas) #L0##C0x5B545B#","รับสมัคร #C0xF76B45##L10# แซมโดส (12 ดาว), โธนดอรัส (12 ดาว) #L0##C0x5B545B#",2,80002,{},3,<>,<80731;83181>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80047,招募队友,招募隊友,Recruit Teammates,Tuyển Đồng Đội,팀원 모집,Recrutar Companheiros,สรรหาสมาชิกทีม,,3,1,招募#C0xF76B45##L10#火焰鸟(12星)，凯路迪欧(12星)#L0##C0x5B545B#,招募火焰鳥(12星)與凱路迪歐(12星)！,Recruiting Moltres (12 stars) and Keldeo (12 stars)!,Tuyển dụng Moltres (12 sao) và Keldeo (12 sao)!,몰레스(12성)와 켈디오(12성) 모집!,Recrutando Moltres (12 estrelas) e Keldeo (12 estrelas)!,รับสมัคร โมลเทรส (12 ดาว) และ เคลเดโอ (12 ดาว)!,2,80002,{},3,<>,<80741;83251>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80048,招募队友,招募隊友,Recruit Teammates,Tuyển Đồng Đội,팀원 모집,Recrutar Companheiros,สรรหาสมาชิกทีม,,3,1,招募#C0xF76B45##L10#梦幻(12星)，花洁夫人(12星)#L0##C0x5B545B#,招募#C0xF76B45##L10#夢幻(12星)，花潔夫人(12星)#L0##C0x5B545B#,"Recruit #C0xF76B45##L10#Mew (12 stars), Gardevoir (12 stars)#L0##C0x5B545B#","Tuyển dụng #C0xF76B45##L10#Mew (12 sao), Gardevoir (12 sao)#L0##C0x5B545B#","모집 #C0xF76B45##L10#뮤 (12성), 가디보아 (12성)#L0##C0x5B545B#","Recrutar #C0xF76B45##L10#Mew (12 estrelas), Gardevoir (12 estrelas)#L0##C0x5B545B#","รับสมัคร #C0xF76B45##L10#Mew (12 ดาว), Gardevoir (12 ดาว)#L0##C0x5B545B#",2,80002,{},3,<>,<80771;83353>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80049,招募队友,招募隊友,Recruit Teammates,Tuyển Đồng Đội,팀원 모집,Recrutar Companheiros,สรรหาสมาชิกทีม,,3,1,招募#C0xF76B45##L10#波克基斯(12星)，坚盾剑怪·盾牌(12星)#L0##C0x5B545B#,招募#C0xF76B45##L10#波克基斯（12星），堅盾劍怪・盾牌（12星）#L0##C0x5B545B#,"Recruit #C0xF76B45##L10#Togekiss (12 stars), Kleavor Shield (12 stars)#L0##C0x5B545B#","Tuyển dụng #C0xF76B45##L10#Togekiss (12 sao), Kleavor khiên (12 sao)#L0##C0x5B545B#","모집 #C0xF76B45##L10#토게키스(12성), 톱날치기 방패(12성)#L0##C0x5B545B#","Recrutar #C0xF76B45##L10#Togekiss (12 estrelas), Kleavor Escudo (12 estrelas)#L0##C0x5B545B#","รับสมัคร #C0xF76B45##L10#โทเกะคิส (12 ดาว), คลีเวอร์โล่ (12 ดาว)#L0##C0x5B545B#",2,80002,{},3,<>,<80863;83413>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80050,招募队友,招募隊友,Recruit Teammates,Tuyển Đồng Đội,팀원 모집,Recrutar Companheiros,สรรหาสมาชิกทีม,,3,1,招募#C0xF76B45##L10#甜冷美后(12星)，超坏星(12星)#L0##C0x5B545B#,招募#C0xF76B45##L10#甜冷美後(12星)，超壞星(12星)#L0##C0x5B545B#,"Recruit #C0xF76B45##L10#Sweet Cold Beauty (12 stars), Super Bad Star (12 stars)#L0##C0x5B545B#","Tuyển dụng #C0xF76B45##L10#Mỹ nhân lạnh lùng ngọt ngào (12 sao), Siêu sao xấu xa (12 sao)#L0##C0x5B545B#","모집 #C0xF76B45##L10#달콤한 냉미녀(12성), 초악한 별(12성)#L0##C0x5B545B#","Recrutar #C0xF76B45##L10#Beleza doce e fria (12 estrelas), Estrela super má (12 estrelas)#L0##C0x5B545B#","รับสมัคร #C0xF76B45##L10#สาวงามเย็นชาหวานละมุน (12 ดาว), ซูเปอร์สตาร์สุดร้ายกาจ (12 ดาว)#L0##C0x5B545B#",2,80002,{},3,<>,<83772;83843>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80051,招募队友,招募隊友,Recruit Teammates,Tuyển Đồng Đội,팀원 모집,Recrutar Companheiros,สรรหาสมาชิกทีม,,3,1,招募#C0xF76B45##L10#小智版皮卡丘(12星)#L0##C0x5B545B#,招募#C0xF76B45##L10#小智版皮卡丘(12星)#L0##C0x5B545B#,Recruit #C0xF76B45##L10#Ash's Pikachu (12 stars)#L0##C0x5B545B#,Tuyển dụng #C0xF76B45##L10#Pikachu phiên bản Ash (12 sao)#L0##C0x5B545B#,모집 #C0xF76B45##L10#지우 버전 피카츄(12성)#L0##C0x5B545B#,Recrutar #C0xF76B45##L10#Pikachu versão Ash (12 estrelas)#L0##C0x5B545B#,รับสมัคร #C0xF76B45##L10#พิกาจูเวอร์ชั่นซาโตชิ (12 ดาว)#L0##C0x5B545B#,2,80002,{},3,<>,<87001>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80052,招募队友,招募隊友,Recruit Teammates,Tuyển Đồng Đội,팀원 모집,Recrutar Companheiros,สรรหาสมาชิกทีม,,3,1,招募#C0xF76B45##L10#超梦(12星)#L0##C0x5B545B#,招募#C0xF76B45##L10#超夢(12星)#L0##C0x5B545B#,Recruit #C0xF76B45##L10#Mewtwo (12 stars)#L0##C0x5B545B#,Tuyển dụng #C0xF76B45##L10#Mewtwo (12 sao)#L0##C0x5B545B#,모집 #C0xF76B45##L10#뮤츠(12성)#L0##C0x5B545B#,Recrutar #C0xF76B45##L10#Mewtwo (12 estrelas)#L0##C0x5B545B#,สรรหา #C0xF76B45##L10#Mewtwo (12 ดาว)#L0##C0x5B545B#,2,80003,{},3,<>,<80761>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80053,招募队友,招募隊友,Recruit Teammates,Tuyển Đồng Đội,팀원 모집,Recrutar Companheiros,สรรหาสมาชิกทีม,,3,1,招募#C0xF76B45##L10#洛奇亚(12星)#L0##C0x5B545B#,招募#C0xF76B45##L10#洛奇亞(12星)#L0##C0x5B545B#,Recruit #C0xF76B45##L10#Lugia (12 stars)#L0##C0x5B545B#,Tuyển dụng #C0xF76B45##L10#Lugia (12 sao)#L0##C0x5B545B#,모집 #C0xF76B45##L10#루기아(12성)#L0##C0x5B545B#,Recrutar #C0xF76B45##L10#Lugia (12 estrelas)#L0##C0x5B545B#,รับสมัคร #C0xF76B45##L10#ลูเกีย (12 ดาว)#L0##C0x5B545B#,2,80003,{},3,<>,<81261>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80054,招募队友,招募隊友,Recruit Teammates,Tuyển Đồng Đội,팀원 모집,Recrutar Companheiros,สรรหาสมาชิกทีม,,3,1,招募#C0xF76B45##L10#凤王(12星)#L0##C0x5B545B#,招募#C0xF76B45##L10#鳳王(12星)#L0##C0x5B545B#,Recruit #C0xF76B45##L10#Ho-Oh (12 Stars)#L0##C0x5B545B#,Tuyển dụng #C0xF76B45##L10#Ho-Oh (12 sao)#L0##C0x5B545B#,모집 #C0xF76B45##L10#파이어(12성)#L0##C0x5B545B#,Recrutar #C0xF76B45##L10#Ho-Oh (12 estrelas)#L0##C0x5B545B#,รับสมัคร #C0xF76B45##L10#โฮโอห์ (12 ดาว)#L0##C0x5B545B#,2,80003,{},3,<>,<81271>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80055,招募队友,招募隊友,Recruit Teammates,Tuyển Đồng Đội,팀원 모집,Recrutar Companheiros,สรรหาสมาชิกทีม,,3,1,招募#C0xF76B45##L10#盖欧卡(12星)#L0##C0x5B545B#,招募#C0xF76B45##L10#蓋歐卡(12星)#L0##C0x5B545B#,Recruit #C0xF76B45##L10#Groudon (12 stars)#L0##C0x5B545B#,Tuyển dụng #C0xF76B45##L10#Groudon (12 sao)#L0##C0x5B545B#,모집 #C0xF76B45##L10#가이오가(12성)#L0##C0x5B545B#,Recrutar #C0xF76B45##L10#Groudon (12 estrelas)#L0##C0x5B545B#,สรรหา #C0xF76B45##L10#Groudon (12 ดาว)#L0##C0x5B545B#,2,80003,{},3,<>,<81961>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80056,招募队友,招募隊友,Recruit Teammates,Tuyển Đồng Đội,팀원 모집,Recrutar Companheiros,สรรหาสมาชิกทีม,,3,1,招募#C0xF76B45##L10#固拉多(12星)#L0##C0x5B545B#,招募#C0xF76B45##L10#固拉多(12星)#L0##C0x5B545B#,Recruit #C0xF76B45##L10#Groudon (12 stars)#L0##C0x5B545B#,Tuyển dụng #C0xF76B45##L10#Groudon (12 sao)#L0##C0x5B545B#,모집 #C0xF76B45##L10#가이오가(12성)#L0##C0x5B545B#,Recrutar #C0xF76B45##L10#Groudon (12 estrelas)#L0##C0x5B545B#,สรรหา #C0xF76B45##L10#Groudon (12 ดาว)#L0##C0x5B545B#,2,80003,{},3,<>,<81971>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80057,招募队友,招募隊友,Recruit Teammates,Tuyển Đồng Đội,팀원 모집,Recrutar Companheiros,สรรหาสมาชิกทีม,,3,1,招募#C0xF76B45##L10#基拉祈(12星)#L0##C0x5B545B#,招募#C0xF76B45##L10#基拉祈(12星)#L0##C0x5B545B#,Recruit #C0xF76B45##L10#Jirachi (12 stars)#L0##C0x5B545B#,Tuyển dụng #C0xF76B45##L10#Jirachi (12 sao)#L0##C0x5B545B#,모집 #C0xF76B45##L10#지라치(12성)#L0##C0x5B545B#,Recrutar #C0xF76B45##L10#Jirachi (12 estrelas)#L0##C0x5B545B#,สรรหา #C0xF76B45##L10#จิราชี (12 ดาว)#L0##C0x5B545B#,2,80003,{},3,<>,<81991>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80058,招募队友,招募隊友,Recruit Teammates,Tuyển Đồng Đội,팀원 모집,Recrutar Companheiros,สรรหาสมาชิกทีม,,3,1,招募#C0xF76B45##L10#达克莱伊(12星)#L0##C0x5B545B#,招募#C0xF76B45##L10#達克萊伊(12星)#L0##C0x5B545B#,Recruit #C0xF76B45##L10#Darkrai (12 stars)#L0##C0x5B545B#,Tuyển dụng #C0xF76B45##L10#Darkrai (12 sao)#L0##C0x5B545B#,모집 #C0xF76B45##L10#다크라이(12성)#L0##C0x5B545B#,Recrutar #C0xF76B45##L10#Darkrai (12 estrelas)#L0##C0x5B545B#,สรรหา #C0xF76B45##L10#Darkrai (12 ดาว)#L0##C0x5B545B#,2,80003,{},3,<>,<82431>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80059,招募队友,招募隊友,Recruit Teammates,Tuyển Đồng Đội,팀원 모집,Recrutar Companheiros,สรรหาสมาชิกทีม,,3,1,招募#C0xF76B45##L10#谢米(12星)#L0##C0x5B545B#,招募#C0xF76B45##L10#謝米(12星)#L0##C0x5B545B#,Recruit #C0xF76B45##L10#Shaymin (12 stars)#L0##C0x5B545B#,Tuyển dụng #C0xF76B45##L10#Shaymin (12 sao)#L0##C0x5B545B#,모집 #C0xF76B45##L10#쉐이미(12성)#L0##C0x5B545B#,Recrutar #C0xF76B45##L10#Shaymin (12 estrelas)#L0##C0x5B545B#,รับสมัคร #C0xF76B45##L10#เช่ยมี (12 ดาว)#L0##C0x5B545B#,2,80003,{},3,<>,<82441>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80060,招募队友,招募隊友,Recruit Teammates,Tuyển Đồng Đội,팀원 모집,Recrutar Companheiros,สรรหาสมาชิกทีม,,3,1,招募#C0xF76B45##L10#美洛耶塔·歌声形态(12星)#L0##C0x5B545B#,招募#C0xF76B45##L10#美洛耶塔·歌聲形態(12星)#L0##C0x5B545B#,Recruit #C0xF76B45##L10#Meloetta Aria Forme (12 Stars)#L0##C0x5B545B#,Tuyển dụng #C0xF76B45##L10#Meloetta Dạng Aria (12 sao)#L0##C0x5B545B#,모집 #C0xF76B45##L10#멜로엣타·노래하는 모습(12성)#L0##C0x5B545B#,Recrutar #C0xF76B45##L10#Meloetta Forma Aria (12 Estrelas)#L0##C0x5B545B#,รับสมัคร #C0xF76B45##L10#เมโลเอ็ตต้า รูปแบบบทเพลง (12 ดาว)#L0##C0x5B545B#,2,80003,{},3,<>,<83261>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80061,招募队友,招募隊友,Recruit Teammates,Tuyển Đồng Đội,팀원 모집,Recrutar Companheiros,สรรหาสมาชิกทีม,,3,1,招募#C0xF76B45##L10#伊裴尔塔尔(12星)#L0##C0x5B545B#,招募#C0xF76B45##L10#伊裴爾塔爾(12星)#L0##C0x5B545B#,Recruit #C0xF76B45##L10#Yveltal (12 Stars)#L0##C0x5B545B#,Tuyển dụng #C0xF76B45##L10#Yveltal (12 sao)#L0##C0x5B545B#,모집 #C0xF76B45##L10#이벨타르(12성)#L0##C0x5B545B#,Recrutar #C0xF76B45##L10#Yveltal (12 estrelas)#L0##C0x5B545B#,สรรหา #C0xF76B45##L10#ยเวลทัล (12 ดาว)#L0##C0x5B545B#,2,80003,{},3,<>,<83611>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80062,招募队友,招募隊友,Recruit Teammates,Tuyển Đồng Đội,팀원 모집,Recrutar Companheiros,สรรหาสมาชิกทีม,,3,1,招募#C0xF76B45##L10#蒂安希(12星)#L0##C0x5B545B#,招募蒂安希(12星),Recruit Diancie (12 stars),Tuyển dụng Diancie (12 sao),디안시 (12성) 모집,Recrutar Diancie (12 estrelas),สรรหาไดแอนซี (12 ดาว),2,80003,{},3,<>,<83631>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80063,招募队友,招募隊友,Recruit Teammates,Tuyển Đồng Đội,팀원 모집,Recrutar Companheiros,สรรหาสมาชิกทีม,,3,1,招募#C0xF76B45##L10#解放胡帕(12星)#L0##C0x5B545B#,招募解放胡帕（12星）,Recruit Hoopa Unbound (12 stars),Tuyển dụng Hoopa Giải phóng (12 sao),후파 해방 (12성) 모집,Recrutar Hoopa Libertado (12 estrelas),รับสมัครฮูปป้าปลดปล่อย (12 ดาว),2,80003,{},3,<>,<83642>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80064,招募队友,招募隊友,Recruit Teammates,Tuyển Đồng Đội,팀원 모집,Recrutar Companheiros,สรรหาสมาชิกทีม,,3,1,招募#C0xF76B45##L10#美录梅塔(12星)#L0##C0x5B545B#,招募#C0xF76B45##L10#美錄梅塔(12星)#L0##C0x5B545B#,Recruit #C0xF76B45##L10#Regidrago (12 stars)#L0##C0x5B545B#,Tuyển dụng #C0xF76B45##L10#Regidrago (12 sao)#L0##C0x5B545B#,모집 #C0xF76B45##L10#레지드래고(12성)#L0##C0x5B545B#,Recrutar #C0xF76B45##L10#Regidrago (12 estrelas)#L0##C0x5B545B#,รับสมัคร #C0xF76B45##L10#เรจิเดรโกะ (12 ดาว)#L0##C0x5B545B#,2,80003,{},3,<>,<84171>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80065,招募队友,招募隊友,Recruit Teammates,Tuyển Đồng Đội,팀원 모집,Recrutar Companheiros,สรรหาสมาชิกทีม,,3,1,招募#C0xF76B45##L10#酋雷姆(12星)#L0##C0x5B545B#,招募#C0xF76B45##L10#酋雷姆(12星)#L0##C0x5B545B#,Recruit #C0xF76B45##L10#Kyurem (12 stars)#L0##C0x5B545B#,Tuyển mộ #C0xF76B45##L10#Kyurem (12 sao)#L0##C0x5B545B#,모집 #C0xF76B45##L10#큐레무(12성)#L0##C0x5B545B#,Recrutar #C0xF76B45##L10#Kyurem (12 estrelas)#L0##C0x5B545B#,สรรหา #C0xF76B45##L10#คิเรม(12 ดาว)#L0##C0x5B545B#,2,80003,{},3,<>,<83241>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80066,招募队友,招募隊友,Recruit Teammates,Tuyển Đồng Đội,팀원 모집,Recrutar Companheiros,สรรหาสมาชิกทีม,,3,1,招募#C0xF76B45##L10#裂空座(12星)#L0##C0x5B545B#,招募#C0xF76B45##L10#裂空座(12星)#L0##C0x5B545B#,Recruit #C0xF76B45##L10#Rayquaza (12 stars)#L0##C0x5B545B#,Tuyển dụng #C0xF76B45##L10#Rayquaza (12 sao)#L0##C0x5B545B#,모집 #C0xF76B45##L10#레쿠쟈(12성)#L0##C0x5B545B#,Recrutar #C0xF76B45##L10#Rayquaza (12 estrelas)#L0##C0x5B545B#,รับสมัคร #C0xF76B45##L10#เรย์ควาซา (12 ดาว)#L0##C0x5B545B#,2,80003,{},3,<>,<81981>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_zm.png
90001,招募队友,招募隊友,Recruit Teammates,Tuyển Đồng Đội,팀원 모집,Recrutar Companheiros,สรรหาสมาชิกทีม,,3,1,招募#C0xF76B45##L10#大比鸟(12星)，双倍多多冰(12星)#L0##C0x5B545B#,招募#C0xF76B45##L10#大比鳥(12星)，雙倍多多冰(12星)#L0##C0x5B545B#,"Recruiting #C0xF76B45##L10#Great Talon (12 stars), Double Dowsing Ice (12 stars)#L0##C0x5B545B#","Tuyển dụng #C0xF76B45##L10#Đại Bàng Móng Vuốt (12 sao), Băng Đa Tầng Gấp Đôi (12 sao)#L0##C0x5B545B#","모집 #C0xF76B45##L10#대비조(12성), 이중 다량의 얼음(12성)#L0##C0x5B545B#","Recrutando #C0xF76B45##L10#Grande Garra (12 estrelas), Gelo Duplo de Investigação (12 estrelas)#L0##C0x5B545B#","รับสมัคร #C0xF76B45##L10#นกตะกรุดใหญ่ (12 ดาว), น้ำแข็งดับเบิ้ลโด้ซิ่ง (12 ดาว)#L0##C0x5B545B#",1,90001,{},3,<>,<100053;102873>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_zm.png
90002,招募队友,招募隊友,Recruit Teammates,Tuyển Đồng Đội,팀원 모집,Recrutar Companheiros,สรรหาสมาชิกทีม,,3,1,招募#C0xF76B45##L10#雷丘(12星)，电飞鼠(12星)#L0##C0x5B545B#,招募#C0xF76B45##L10#雷丘（12星），電飛鼠（12星）#L0##C0x5B545B#,"Recruit #C0xF76B45##L10#Raichu (12 stars), Emolga (12 stars)#L0##C0x5B545B#","Tuyển dụng #C0xF76B45##L10#Raichu (12 sao), Emolga (12 sao)#L0##C0x5B545B#","모집 #C0xF76B45##L10#라이츄(12성), 엠페르트(12성)#L0##C0x5B545B#","Recrutar #C0xF76B45##L10#Raichu (12 estrelas), Emolga (12 estrelas)#L0##C0x5B545B#","รับสมัคร #C0xF76B45##L10#เรย์ชู (12 ดาว), เอ็มโอลก้า (12 ดาว)#L0##C0x5B545B#",1,90001,{},3,<>,<100093;102891>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_zm.png
90003,招募队友,招募隊友,Recruit Teammates,Tuyển Đồng Đội,팀원 모집,Recrutar Companheiros,สรรหาสมาชิกทีม,,3,1,招募#C0xF76B45##L10#皮可西(12星)，胖嘟嘟·雌(12星)#L0##C0x5B545B#,招募皮可西（12星），胖嘟嘟·雌（12星）,"Recruiting Pikipek (12 stars), Stufful·Female (12 stars)","Tuyển dụng Pikipek (12 sao), Stufful·Cái (12 sao)","피키페크(12성), 둥실이·암컷(12성) 모집","Recrutando Pikipek (12 estrelas), Stufful·Fêmea (12 estrelas)","รับสมัครพิกิเป็ก (12 ดาว), สตัฟฟูล·เพศเมีย (12 ดาว)",1,90001,{},3,<>,<100133;102923>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_zm.png
90004,招募队友,招募隊友,Recruit Teammates,Tuyển Đồng Đội,팀원 모집,Recrutar Companheiros,สรรหาสมาชิกทีม,,3,1,招募#C0xF76B45##L10#胖可丁(12星)，胖嘟嘟·雄(12星)#L0##C0x5B545B#,招募胖可丁（12星）、胖嘟嘟·雄（12星）,"Recruiting Lickitung (12 stars), and  Mr. Mime (12 stars)",Tuyển dụng Lickitung (12 sao) và Mr. Mime (12 sao),리키링 (12성)과 마임맨 (12성) 모집,Recrutando Lickitung (12 estrelas) e Mr. Mime (12 estrelas),รับสมัครลิคกิตัง (12 ดาว) และ มิสเตอร์ไมม์ (12 ดาว),1,90001,{},3,<>,<100153;102924>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_zm.png
90005,招募队友,招募隊友,Recruit Teammates,Tuyển Đồng Đội,팀원 모집,Recrutar Companheiros,สรรหาสมาชิกทีม,,3,1,招募#C0xF76B45##L10#哥达鸭(12星)，齿轮怪(12星)#L0##C0x5B545B#,招募#C0xF76B45##L10#哥達鴨（12星），齒輪怪（12星）#L0##C0x5B545B#,"Recruit #C0xF76B45##L10#Golduck (12 stars), Gear Golem (12 stars)#L0##C0x5B545B#","Tuyển dụng #C0xF76B45##L10#Golduck (12 sao), Gear Golem (12 sao)#L0##C0x5B545B#","모집 #C0xF76B45##L10#골덕(12성), 기어골렘(12성)#L0##C0x5B545B#","Recrutar #C0xF76B45##L10#Golduck (12 estrelas), Gear Golem (12 estrelas)#L0##C0x5B545B#","รับสมัคร #C0xF76B45##L10#โกดัก (12 ดาว), เกียร์โกเลม (12 ดาว)#L0##C0x5B545B#",1,90001,{},3,<>,<100222;102963>,0,0,999,100,0,activity/brave_challenge/xz_icon/icon_yztz_zm.png
