变量名,_beizhu,cardID,desc,desc_tw,desc_en,desc_vn,desc_kr,desc_pt,desc_th,groupID,starUnlock,addAttributes,unlockdesc1,unlockdesc1_tw,unlockdesc1_en,unlockdesc1_vn,unlockdesc1_kr,unlockdesc1_pt,unlockdesc1_th,unlockdesc2,unlockdesc2_tw,unlockdesc2_en,unlockdesc2_vn,unlockdesc2_kr,unlockdesc2_pt,unlockdesc2_th,unlockType,unlockTarget,lock,rarity,level,star,advance,skillLevels,abilities,nvalue,fetters,equipAdvance,equipStar,equipLevel,equipAwake,zawake,hp,damage,specialDamage,defence,specialDefence,speed,strikeLevel,strikeDamage,strikeResistance,blockLevel,breakBlockLevel,blockPower,damageAdd,damageSub,mainSkillAdd,mainSkillSub,controlPer,immuneControl,suckBlood,rebound,languages
100712,,712,卡比兽,卡比獸,Snorlax,Snorlax,잠만보,Snorlax,โปเกมอน สลอร์แล็กซ์,11,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
100721,,721,急冻鸟,急凍鳥,Articuno,Articuno,Articuno,Articuno,Articuno,11,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
100731,,731,闪电鸟,閃電鳥,Zapdos,Zapdos,썬더볼트,Zapdos,แซปโดส,11,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
100741,,741,火焰鸟,火焰鳥,Firebird,Chim lửa,파이어버드,Ave de Fogo,นกไฟ,11,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
100753,,753,快龙,快龍,Dragonite,Dragonite,망나뇽,Dragonite,แดร็กไนท์,11,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
100771,,771,梦幻,夢幻,Dreamy,Mộng ảo,몽환적인,Onírico,เหมือนฝัน,11,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
100863,,863,波克基斯,波克基斯,Togekiss,Togekiss,토게키스,Togekiss,โทเกะคิสส์,11,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
100883,,883,电龙,電龍,Electric Dragon,Rồng điện,전기 용,Dragão Elétrico,มังกรไฟฟ้า,11,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
100884,,884,超级电龙,超級電龍,Super Electric Dragon,Siêu Rồng Điện,슈퍼 전기 용,Super Dragão Elétrico,มังกรไฟฟ้าซูเปอร์,11,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
101032,,1032,天蝎王,天蝎王,Scorpio King,Vua Bọ Cạp,전갈왕,Rei Escorpião,ราชาแมงป่อง,11,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
101082,,1082,玛狃拉,瑪狃拉,Sneasel,Sneasel,눈쓰개,Sneasel,สเนสเซิล,11,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
101172,,1172,黑鲁加,黑魯加,Houndoom,Houndoom,헬가,Houndoom,เฮาต์ดุม,11,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
101221,,1221,雷公,雷公,Lei Gong,Lôi Công,뢰공 (雷公),Lei Gong,雷公,11,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
101231,,1231,炎帝,炎帝,Yan Di,炎帝,염제,Yan Di,炎帝,11,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
101241,,1241,水君,水君,Suicune,Suicune,수이쿤,Suicune,ซุยคูน,11,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
101253,,1253,班基拉斯,班基拉斯,Houndoom,Houndoom,헌드룸,Houndoom,ฮาวน์ดูม,11,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
101261,,1261,洛奇亚,洛奇亞,Lugia,Lugia,루기아,Lugia,ลูเกีย,11,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,4,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
101271,,1271,凤王,鳳凰王,Phoenix King,Vua Phượng Hoàng,불사조 왕,Rei Fênix,ราชาฟีนิกซ์,11,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,4,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
101314,,1314,超级巨沼怪,超級巨沼怪,Mega Swampert,Mega Swampert,메가沼늪,Mega Swampert,เมกะสแวมเปิร์ต,11,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
101393,,1393,沙奈朵,沙奈朵,Gardevoir,Gardevoir,가디고르,Gardevoir,การ์ดัวร์,11,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
101423,,1423,请假王,請假王,Please King,Vua Xin Nghỉ,휴가왕,Rei Férias,ราชาลาพัก,11,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
101443,,1443,爆音怪,爆音怪,Boom monster,Quái vật nổ,폭음 괴물,Monstro estrondo,มอนสเตอร์เสียงดังสนั่น,11,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,2,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
101503,,1503,波士可多拉,波士可多拉,Bosco Dora,Bosco Dora,보스코도라,Bosco Dora,บอสโกโดรา,11,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
101612,,1612,喷火驼,噴火駝,Fire-breathing camel,Lạc đà phun lửa,불뿜는 낙타,Camelo cuspideiro de fogo,อูฐพ่นไฟ,11,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,2,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
101802,,1802,诅咒娃娃,詛咒娃娃,Cursed Doll,Búp bê bị nguyền rủa,저주받은 인형,Boneca amaldiçoada,ตุ๊กตาอาถรรพ์,11,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,2,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
101813,,1813,黑夜魔灵,黑夜魔靈,Night Spirit,Linh hồn bóng đêm,밤의 영혼,Espírito da Noite,วิญญาณราตรี,11,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
101841,,1841,阿勃梭鲁,阿勃梭魯,Absol,Absol,앱솔,Absol,แอ็บโซล,11,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
101853,,1853,雪妖女,雪妖女,Snow Witch,Phù thủy Tuyết,눈마녀,Bruxa de Neve,แม่มดหิมะ,11,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,2,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
101863,,1863,帝牙海狮,帝牙海獅,Lapras,Lapras,라프라스,Lapras,ลาพลาส,11,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,2,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
101893,,1893,暴飞龙,暴飛龍,暴飛龍,暴飛龍,폭비룡,暴飛龍,暴飛龍,11,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
101903,,1903,巨金怪,巨金怪,Regice,Regice,레지아이스,Regice,เรจิไอซ์,11,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
101911,,1911,雷吉洛克,雷吉洛克,Regirock,Regirock,레지락,Regirock,เรจิร็อก,11,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
101921,,1921,雷吉艾斯,雷吉艾斯,Regice,Regice,레지아이스,Regice,เรจิไอซ์,11,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
101931,,1931,雷吉斯奇鲁,雷吉斯奇魯,Regis Chilu,Regis Chilu,레지스 칠루,Regis Chilu,เรจิส ชิลู,11,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
101941,,1941,拉帝亚斯,拉帝亞斯,Latios,Latios,라티오스,Latios,ลาติออส,11,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
101951,,1951,拉帝欧斯,拉帝歐斯,Latios,Latios,라티오스,Latios,ลาติออส,11,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
101961,,1961,盖欧卡,蓋歐卡,Groudon,Groudon,가이오가,Groudon,Groudon,11,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,4,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
101982,,1982,超级裂空座,超級裂空座,Super Rayquaza,Rayquaza Siêu Phẩm,초극 레쿠쟈,Rayquaza Supremo,เรย์ควาซ่า ซูเปอร์,11,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,4,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
101991,,1991,基拉祈,基拉祈,Jirachi,Jirachi,지라치,Jirachi,จิราชี,11,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,4,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
102073,,2073,伦琴猫,倫琴貓,Roentgen Cat,Mèo Röntgen,뢴트겐 고양이,Gato Röntgen,แมวรังสีเอกซ์,11,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,2,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
102233,,2233,烈咬陆鲨,烈咬陸鯊,Sharpedo,Sharpedo,샤크니아,Sharpedo,ชาร์ปีโด,11,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
102302,,2302,暴雪王,暴雪王,Blizzard King,Vua Bão Tuyết,블리자드 킹,Rei da Blizzard,ราชาพายุหิมะ,11,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,2,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
102303,,2303,超级暴雪王,超級暴雪王,Super Blizzard King,Vua Bão Tuyết Siêu Cấp,슈퍼 블리자드 킹,Rei Super Blizzard,ราชาพายุหิมะมหาประลัย,11,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,2,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
102381,,2381,雷吉奇卡斯,雷吉奇卡斯,Regigigas,Regigigas,레지기가스,Regigigas,เรจิกิแกส,11,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,4,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
102391,,2391,骑拉帝纳,騎拉帝納,Giratina,Giratina,기라티나,Giratina,กิราตินา,11,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,4,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
102401,,2401,克雷色利亚,克雷色利亚,Cresselia,Cresselia,크레세리아,Cresselia,เครสเซเลีย,11,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,3,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
102431,,2431,达克莱伊,達克萊伊,Darkrai,Darkrai,다크라이,Darkrai,ดาร์คราย,11,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,4,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
102441,,2441,谢米,謝米,Xiemi,Xiemi,셰미,Xiemi,เซี่ยหมี่,11,<4;6;8;10;12>,<105%;115%;125%;135%;145%>,,,,,,,,,,,,,,,0,0,0,4,90,12,17,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;defence=31;specialDefence=31;damage=31;specialDamage=31;speed=31},TRUE,16,5,90,5,<0;0;0;0;0;0;0;0>,130%,130%,130%,130%,130%,130%,,,,,,,1500,1500,,,,,,,<cn>
