变量名,_beizhu,name,_name,name_tw,name_en,name_vn,name_kr,name_pt,name_th,icon,icon1,rDesc,rDesc_tw,rDesc_en,rDesc_vn,rDesc_kr,rDesc_pt,rDesc_th,type,independent,desc,_desc,desc_tw,desc_en,desc_vn,desc_kr,desc_pt,desc_th,paramMap,clientParam,huodongID,countType,openType,validServerOpenDateRange,validRoleCreatedDateRange,beginDate,beginTime,beginTime_kr,beginTime_en,endDate,endTime,endTime_kr,endTime_en,relativeDayRange,openDuration,leastLevel,leastVipLevel,serverDayRange,roleDayRange,servers,languages,active,sortWeight,redpoint
,勇者挑战,,110008,,,,,,,city/main/icon_zc_mtgl.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,61,1,,勇者挑战,,,,,,,{buyTimes=0;buyCost=<10;20;30>;times=5},{cityTheme=anniversary},101049,1,0,<20160101;20990101>,<20160101;20990101>,20240130,500,0,0,20250825,500,0,0,<0;9999>,5000000,1,0,<-1;9999>,<-1;9999>,,,1,1,1
,礼券商店,,110009,,,,,,,city/main/icon_zc_mtgl.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,63,1,,礼券商店,,,,,,,{},{cityTheme=anniversary},23101,1,0,<20160101;20990101>,<20160101;20990101>,20240130,500,0,0,20250825,500,0,0,<0;9999>,5000000,1,0,<-1;9999>,<-1;9999>,,,1,1,1
,夏日嘉年华,,110010,,,,,,,city/main/icon_sqqtl.png,0,活动时间内，完成对应目标就可以获得奖励！,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,15,1,,夏日嘉年华,,,,,,,{itemId=6333},{type=vacation},12005,1,0,<20160101;20990101>,<20160101;20990101>,20240723,500,0,0,20250825,500,0,0,<0;9999>,5000000,1,0,<-1;9999>,<-1;9999>,,,1,22,1
,连续登录,,110011,,,,,,,city/main/icon_qrdl.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,37,1,,连续登录,,,,,,,{isSum=1},{},10019,1,0,<20160101;20990101>,<20160101;20990101>,20240723,500,0,0,20240901,500,0,0,<0;9999>,5000000,1,0,<-1;9999>,<-1;9999>,,,1,1,1
,养成投资(神兽),,110012,,,,,,,city/main/icon_jltz.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,43,4,,养成投资(神兽),,,,,,,{buyDay=14;recharge=107},{titleRes=activity/weekly_card/txt_yctz.png;isShowCountDown=true;award1={count=1000;res=activity/weekly_card/txt_wnsp.png;scale=1};award2={count=150000;res=activity/weekly_card/txt_zs.png;scale=0.7};titleText=u8D2Du4E70u6295u8D44uFF0Cu6BCFu65E5u9886u53D6u6536u76CA;iconRes=activity/weekly_card/img_yctz.png},1004,1,0,<20160101;20990101>,<20160101;20990101>,20240704,500,0,0,20240719,500,0,0,<0;9999>,360,1,0,<-1;9999>,<-1;9999>,,,1,10,0
,限时投资,,110013,,,,,,,city/main/icon_jltz.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,43,4,,限时投资,,,,,,,{buyDay=14;recharge=107},{titleRes=activity/weekly_card/txt_yctz.png;isShowCountDown=true;award1={count=1800;res=activity/weekly_card/txt_wnsp.png;scale=1};award2={count=150000;res=activity/weekly_card/txt_zs.png;scale=0.7};titleText=u8D2Du4E70u6295u8D44uFF0Cu6BCFu65E5u9886u53D6u6536u76CA;iconRes=activity/weekly_card/img_yctz.png},1005,1,0,<20160101;20990101>,<20160101;20990101>,20240714,500,0,0,20240729,500,0,0,<0;9999>,360,1,0,<-1;9999>,<-1;9999>,,,1,10,0
,养成投资(万能),,110014,,,,,,,city/main/icon_jltz.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,43,4,,养成投资(万能),,,,,,,{buyDay=14;recharge=107},{titleRes=activity/weekly_card/txt_yctz.png;isShowCountDown=true;award1={count=6000;res=activity/weekly_card/txt_wnsp.png;scale=1};award2={count=350000;res=activity/weekly_card/txt_zs.png;scale=0.7};titleText=u8D2Du4E70u6295u8D44uFF0Cu6BCFu65E5u9886u53D6u6536u76CA;iconRes=activity/weekly_card/img_yctz.png},1006,1,0,<20160101;20990101>,<20160101;20990101>,20240601,500,0,0,20240616,500,0,0,<0;9999>,360,1,0,<-1;9999>,<-1;9999>,,,1,10,0
,养成投资(神兽),,110015,,,,,,,city/main/icon_jltz.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,43,4,,养成投资(神兽),,,,,,,{buyDay=8;recharge=107},{titleRes=activity/weekly_card/txt_yctz.png;isShowCountDown=true;award1={count=1000;res=activity/weekly_card/txt_wnsp.png;scale=1};award2={count=150000;res=activity/weekly_card/txt_zs.png;scale=0.7};titleText=u8D2Du4E70u6295u8D44uFF0Cu6BCFu65E5u9886u53D6u6536u76CA;iconRes=activity/weekly_card/img_yctz.png},1004,1,0,<20160101;20990101>,<20160101;20990101>,20240719,500,0,0,20240801,500,0,0,<0;9999>,360,1,0,<-1;9999>,<-1;9999>,,,1,10,0
,养成投资,,110016,,,,,,,city/main/icon_jltz.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,43,4,,养成投资,,,,,,,{buyDay=8;recharge=106},{titleRes=activity/weekly_card/txt_yctz.png;isShowCountDown=true;award1={count=1800;res=activity/weekly_card/txt_wnsp.png;scale=1};award2={count=150000;res=activity/weekly_card/txt_zs.png;scale=0.7};titleText=u8D2Du4E70u6295u8D44uFF0Cu6BCFu65E5u9886u53D6u6536u76CA;iconRes=activity/weekly_card/img_yctz.png},1005,1,0,<20160101;20990101>,<20160101;20990101>,20240801,500,0,0,20240815,500,0,0,<0;9999>,360,1,0,<-1;9999>,<-1;9999>,,,1,10,0
,养成投资(万能),,110017,,,,,,,city/main/icon_jltz.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,43,4,,养成投资(万能),,,,,,,{buyDay=14;recharge=106},{titleRes=activity/weekly_card/txt_yctz.png;isShowCountDown=true;award1={count=6000;res=activity/weekly_card/txt_wnsp.png;scale=1};award2={count=350000;res=activity/weekly_card/txt_zs.png;scale=0.7};titleText=u8D2Du4E70u6295u8D44uFF0Cu6BCFu65E5u9886u53D6u6536u76CA;iconRes=activity/weekly_card/img_yctz.png},1006,1,0,<20160101;20990101>,<20160101;20990101>,20240601,500,0,0,20240701,500,0,0,<0;9999>,360,1,0,<-1;9999>,<-1;9999>,,,1,10,0
,养成投资(神兽),,110018,,,,,,,city/main/icon_jltz.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,43,4,,养成投资(神兽),,,,,,,{buyDay=14;recharge=107},{titleRes=activity/weekly_card/txt_yctz.png;isShowCountDown=true;award1={count=1000;res=activity/weekly_card/txt_wnsp.png;scale=1};award2={count=150000;res=activity/weekly_card/txt_zs.png;scale=0.7};titleText=u8D2Du4E70u6295u8D44uFF0Cu6BCFu65E5u9886u53D6u6536u76CA;iconRes=activity/weekly_card/img_yctz.png},1004,1,0,<20160101;20990101>,<20160101;20990101>,20240719,500,0,0,20240801,500,0,0,<0;9999>,360,1,0,<-1;9999>,<-1;9999>,,,1,10,0
,养成投资,,110019,,,,,,,city/main/icon_jltz.png,2,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,43,4,,养成投资,,,,,,,{buyDay=8;recharge=106},{titleRes=activity/weekly_card/txt_yctz.png;isShowCountDown=true;award1={count=1800;res=activity/weekly_card/txt_wnsp.png;scale=1};award2={count=150000;res=activity/weekly_card/txt_zs.png;scale=0.7};titleText=u8D2Du4E70u6295u8D44uFF0Cu6BCFu65E5u9886u53D6u6536u76CA;iconRes=activity/weekly_card/img_yctz.png},1005,1,0,<20160101;20990101>,<20160101;20990101>,20240815,500,0,0,20240830,500,0,0,<0;9999>,360,1,0,<-1;9999>,<-1;9999>,,,1,10,0
,养成投资,,110020,,,,,,,city/main/icon_jltz.png,2,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,43,4,,养成投资,,,,,,,{buyDay=9;recharge=106},{titleRes=activity/weekly_card/txt_yctz.png;isShowCountDown=true;award1={count=1800;res=activity/weekly_card/txt_wnsp.png;scale=1};award2={count=150000;res=activity/weekly_card/txt_zs.png;scale=0.7};titleText=u8D2Du4E70u6295u8D44uFF0Cu6BCFu65E5u9886u53D6u6536u76CA;iconRes=activity/weekly_card/img_yctz.png},1005,1,0,<20160101;20990101>,<20160101;20990101>,20240830,500,0,0,20240915,500,0,0,<0;9999>,360,1,0,<-1;9999>,<-1;9999>,,,1,10,0
,养成投资,,110021,,,,,,,city/main/icon_jltz.png,2,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,43,4,,养成投资,,,,,,,{buyDay=8;recharge=106},{titleRes=activity/weekly_card/txt_yctz.png;isShowCountDown=true;award1={count=1800;res=activity/weekly_card/txt_wnsp.png;scale=1};award2={count=150000;res=activity/weekly_card/txt_zs.png;scale=0.7};titleText=u8D2Du4E70u6295u8D44uFF0Cu6BCFu65E5u9886u53D6u6536u76CA;iconRes=activity/weekly_card/img_yctz.png},1005,1,0,<20160101;20990101>,<20160101;20990101>,20240915,500,0,0,20240930,500,0,0,<0;9999>,360,1,0,<-1;9999>,<-1;9999>,,,1,10,0
,养成投资,,110022,,,,,,,city/main/icon_jltz.png,2,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,43,4,,养成投资,,,,,,,{buyDay=8;recharge=106},{titleRes=activity/weekly_card/txt_yctz.png;isShowCountDown=true;award1={count=1800;res=activity/weekly_card/txt_wnsp.png;scale=1};award2={count=150000;res=activity/weekly_card/txt_zs.png;scale=0.7};titleText=u8D2Du4E70u6295u8D44uFF0Cu6BCFu65E5u9886u53D6u6536u76CA;iconRes=activity/weekly_card/img_yctz.png},1005,1,0,<20160101;20990101>,<20160101;20990101>,20240930,500,0,0,20241015,500,0,0,<0;9999>,360,1,0,<-1;9999>,<-1;9999>,,,1,10,0
,养成投资,,110023,,,,,,,city/main/icon_jltz.png,2,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,43,4,,养成投资,,,,,,,{buyDay=9;recharge=106},{titleRes=activity/weekly_card/txt_yctz.png;isShowCountDown=true;award1={count=1800;res=activity/weekly_card/txt_wnsp.png;scale=1};award2={count=150000;res=activity/weekly_card/txt_zs.png;scale=0.7};titleText=u8D2Du4E70u6295u8D44uFF0Cu6BCFu65E5u9886u53D6u6536u76CA;iconRes=activity/weekly_card/img_yctz.png},1005,1,0,<20160101;20990101>,<20160101;20990101>,20241015,500,0,0,20241031,500,0,0,<0;9999>,360,1,0,<-1;9999>,<-1;9999>,,,1,10,0
,养成投资,,110024,,,,,,,city/main/icon_jltz.png,2,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,43,4,,养成投资,,,,,,,{buyDay=8;recharge=106},{titleRes=activity/weekly_card/txt_yctz.png;isShowCountDown=true;award1={count=1800;res=activity/weekly_card/txt_wnsp.png;scale=1};award2={count=150000;res=activity/weekly_card/txt_zs.png;scale=0.7};titleText=u8D2Du4E70u6295u8D44uFF0Cu6BCFu65E5u9886u53D6u6536u76CA;iconRes=activity/weekly_card/img_yctz.png},1005,1,0,<20160101;20990101>,<20160101;20990101>,20241031,500,0,0,20241115,500,0,0,<0;9999>,360,1,0,<-1;9999>,<-1;9999>,,,1,10,0
,养成投资,,110025,,,,,,,city/main/icon_jltz.png,2,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,43,4,,养成投资,,,,,,,{buyDay=9;recharge=106},{titleRes=activity/weekly_card/txt_yctz.png;isShowCountDown=true;award1={count=1800;res=activity/weekly_card/txt_wnsp.png;scale=1};award2={count=150000;res=activity/weekly_card/txt_zs.png;scale=0.7};titleText=u8D2Du4E70u6295u8D44uFF0Cu6BCFu65E5u9886u53D6u6536u76CA;iconRes=activity/weekly_card/img_yctz.png},1005,1,0,<20160101;20990101>,<20160101;20990101>,20241115,500,0,0,20241130,500,0,0,<0;9999>,360,1,0,<-1;9999>,<-1;9999>,,,1,10,0
,养成投资,,110026,,,,,,,city/main/icon_jltz.png,2,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,43,4,,养成投资,,,,,,,{buyDay=8;recharge=106},{titleRes=activity/weekly_card/txt_yctz.png;isShowCountDown=true;award1={count=1800;res=activity/weekly_card/txt_wnsp.png;scale=1};award2={count=150000;res=activity/weekly_card/txt_zs.png;scale=0.7};titleText=u8D2Du4E70u6295u8D44uFF0Cu6BCFu65E5u9886u53D6u6536u76CA;iconRes=activity/weekly_card/img_yctz.png},1005,1,0,<20160101;20990101>,<20160101;20990101>,20241130,500,0,0,20241215,500,0,0,<0;9999>,360,1,0,<-1;9999>,<-1;9999>,,,1,10,0
,养成投资,,110027,,,,,,,city/main/icon_jltz.png,2,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,43,4,,养成投资,,,,,,,{buyDay=8;recharge=106},{titleRes=activity/weekly_card/txt_yctz.png;isShowCountDown=true;award1={count=1800;res=activity/weekly_card/txt_wnsp.png;scale=1};award2={count=150000;res=activity/weekly_card/txt_zs.png;scale=0.7};titleText=u8D2Du4E70u6295u8D44uFF0Cu6BCFu65E5u9886u53D6u6536u76CA;iconRes=activity/weekly_card/img_yctz.png},1005,1,0,<20160101;20990101>,<20160101;20990101>,20241215,500,0,0,20241231,500,0,0,<0;9999>,360,1,0,<-1;9999>,<-1;9999>,,,1,10,0
,限时神兽海报,,110100,,,,,,,city/main/icon_thlb.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,8,-1,,限时神兽海报,,,,,,,{},{res=config/poster/img_hb_xsss_gld@.png},0,1,0,<20160101;20990101>,<20160101;20990101>,20250105,500,0,0,20250110,500,0,0,<0;9999>,500,0,0,<-1;9999>,<-1;9999>,,,1,1,0
,限时神兽海报,,110200,,,,,,,city/main/icon_thlb.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,8,-1,,限时神兽海报,,,,,,,{},{res=config/poster/img_hb_xsss_gnskt.png},0,1,0,<20160101;20990101>,<20160101;20990101>,20250110,500,0,0,20250115,500,0,0,<0;9999>,500,0,0,<-1;9999>,<-1;9999>,,,1,1,0
,限时神兽海报,,110300,,,,,,,city/main/icon_thlb.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,8,-1,,限时神兽海报,,,,,,,{},{res=config/poster/img_hb_xsss_hp.png},0,1,0,<20160101;20990101>,<20160101;20990101>,20250115,500,0,0,20250120,500,0,0,<0;9999>,500,0,0,<-1;9999>,<-1;9999>,,,1,1,0
,限时皮肤海报,,110301,,,,,,,city/main/icon_thlb.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,8,-1,,限时皮肤海报,,,,,,,{},{res=config/poster/img_hb_jfhppf.png},0,1,0,<20160101;20990101>,<20160101;20990101>,20250115,500,0,0,20250120,500,0,0,<0;9999>,500,0,0,<-1;9999>,<-1;9999>,,,1,1,0
,限时神兽海报,,110400,,,,,,,city/main/icon_thlb.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,8,-1,,限时神兽海报,,,,,,,{},{res=config/poster/img_hb_xsss_jged.png},0,1,0,<20160101;20990101>,<20160101;20990101>,20250120,500,0,0,20250125,500,0,0,<0;9999>,500,0,0,<-1;9999>,<-1;9999>,,,1,1,0
,限时皮肤海报,,110401,,,,,,,city/main/icon_thlb.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,8,-1,,限时皮肤海报,,,,,,,{},{res=config/poster/img_hb_jgedpf.png},0,1,0,<20160101;20990101>,<20160101;20990101>,20250120,500,0,0,20250125,500,0,0,<0;9999>,500,0,0,<-1;9999>,<-1;9999>,,,1,1,0
,限时神兽海报,,110500,,,,,,,city/main/icon_thlb.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,8,-1,,限时神兽海报,,,,,,,{},{res=config/poster/img_hb_xsss_jklm.png},0,1,0,<20160101;20990101>,<20160101;20990101>,20250125,500,0,0,20250201,500,0,0,<0;9999>,500,0,0,<-1;9999>,<-1;9999>,,,1,1,0
,限时神兽海报,,110600,,,,,,,city/main/icon_thlb.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,8,-1,,限时神兽海报,,,,,,,{},{res=config/poster/img_hb_xsss_jlal.png},0,1,0,<20160101;20990101>,<20160101;20990101>,20250201,500,0,0,20250205,500,0,0,<0;9999>,500,0,0,<-1;9999>,<-1;9999>,,,1,1,0
,限时皮肤海报,,110601,,,,,,,city/main/icon_thlb.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,8,-1,,限时皮肤海报,,,,,,,{},{res=config/poster/img_hb_jlalpf.png},0,1,0,<20160101;20990101>,<20160101;20990101>,20250201,500,0,0,20250205,500,0,0,<0;9999>,500,0,0,<-1;9999>,<-1;9999>,,,1,1,0
,限时神兽海报,,110700,,,,,,,city/main/icon_thlb.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,8,-1,,限时神兽海报,,,,,,,{},{res=config/poster/img_hb_xsss_jlq.png},0,1,0,<20160101;20990101>,<20160101;20990101>,20250205,500,0,0,20250210,500,0,0,<0;9999>,500,0,0,<-1;9999>,<-1;9999>,,,1,1,0
,限时皮肤海报,,110701,,,,,,,city/main/icon_thlb.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,8,-1,,限时皮肤海报,,,,,,,{},{res=config/poster/img_hb_jlqpf.png},0,1,0,<20160101;20990101>,<20160101;20990101>,20250205,500,0,0,20250210,500,0,0,<0;9999>,500,0,0,<-1;9999>,<-1;9999>,,,1,1,0
,限时神兽海报,,110800,,,,,,,city/main/icon_thlb.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,8,-1,,限时神兽海报,,,,,,,{},{res=config/poster/img_hb_xsss_kldo.png},0,1,0,<20160101;20990101>,<20160101;20990101>,20250210,500,0,0,20250215,500,0,0,<0;9999>,500,0,0,<-1;9999>,<-1;9999>,,,1,1,0
,限时皮肤海报,,110801,,,,,,,city/main/icon_thlb.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,8,-1,,限时皮肤海报,,,,,,,{},{res=config/poster/img_hb_kldojwpf.png},0,1,0,<20160101;20990101>,<20160101;20990101>,20250210,500,0,0,20250215,500,0,0,<0;9999>,500,0,0,<-1;9999>,<-1;9999>,,,1,1,0
,限时神兽海报,,110900,,,,,,,city/main/icon_thlb.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,8,-1,,限时神兽海报,,,,,,,{},{res=config/poster/img_hb_mjyn.png},0,1,0,<20160101;20990101>,<20160101;20990101>,20250215,500,0,0,20250220,500,0,0,<0;9999>,500,0,0,<-1;9999>,<-1;9999>,,,1,1,0
,限时皮肤海报,,110901,,,,,,,city/main/icon_thlb.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,8,-1,,限时皮肤海报,,,,,,,{},{res=config/poster/img_hb_xsss_mjynpf.png},0,1,0,<20160101;20990101>,<20160101;20990101>,20250215,500,0,0,20250220,500,0,0,<0;9999>,500,0,0,<-1;9999>,<-1;9999>,,,1,1,0
,限时神兽海报,,111000,,,,,,,city/main/icon_thlb.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,8,-1,,限时神兽海报,,,,,,,{},{res=config/poster/img_hb_xsss_mnf.png},0,1,0,<20160101;20990101>,<20160101;20990101>,20250220,500,0,0,20250225,500,0,0,<0;9999>,500,0,0,<-1;9999>,<-1;9999>,,,1,1,0
,限时皮肤海报,,111001,,,,,,,city/main/icon_thlb.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,8,-1,,限时皮肤海报,,,,,,,{},{res=config/poster/img_hb_mnfpf.png},0,1,0,<20160101;20990101>,<20160101;20990101>,20250220,500,0,0,20250225,500,0,0,<0;9999>,500,0,0,<-1;9999>,<-1;9999>,,,1,1,0
,限时神兽海报,,111100,,,,,,,city/main/icon_thlb.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,8,-1,,限时神兽海报,,,,,,,{},{res=config/poster/img_hb_xsss_mxd.png},0,1,0,<20160101;20990101>,<20160101;20990101>,20250225,500,0,0,20250301,500,0,0,<0;9999>,500,0,0,<-1;9999>,<-1;9999>,,,1,1,0
,限时皮肤海报,,111101,,,,,,,city/main/icon_thlb.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,8,-1,,限时皮肤海报,,,,,,,{},{res=config/poster/img_hb_mxdpf.png},0,1,0,<20160101;20990101>,<20160101;20990101>,20250225,500,0,0,20250301,500,0,0,<0;9999>,500,0,0,<-1;9999>,<-1;9999>,,,1,1,0
,限时神兽海报,,111200,,,,,,,city/main/icon_thlb.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,8,-1,,限时神兽海报,,,,,,,{},{res=config/poster/img_hb_xsss_plqy.png},0,1,0,<20160101;20990101>,<20160101;20990101>,20250201,500,0,0,20250205,500,0,0,<0;9999>,500,0,0,<-1;9999>,<-1;9999>,,,1,1,0
,限时神兽海报,,111300,,,,,,,city/main/icon_thlb.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,8,-1,,限时神兽海报,,,,,,,{},{res=config/poster/img_hb_xsss_qldn.png},0,1,0,<20160101;20990101>,<20160101;20990101>,20250201,500,0,0,20250205,500,0,0,<0;9999>,500,0,0,<-1;9999>,<-1;9999>,,,1,1,0
,限时神兽海报,,111400,,,,,,,city/main/icon_thlb.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,8,-1,,限时神兽海报,,,,,,,{},{res=config/poster/img_hb_xsss_qlm.png},0,1,0,<20160101;20990101>,<20160101;20990101>,20250201,500,0,0,20250205,500,0,0,<0;9999>,500,0,0,<-1;9999>,<-1;9999>,,,1,1,0
,限时神兽海报,,111500,,,,,,,city/main/icon_thlb.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,8,-1,,限时神兽海报,,,,,,,{},{res=config/poster/img_hb_xsss_slb.png},0,1,0,<20160101;20990101>,<20160101;20990101>,20250201,500,0,0,20250205,500,0,0,<0;9999>,500,0,0,<-1;9999>,<-1;9999>,,,1,1,0
,限时皮肤海报,,111501,,,,,,,city/main/icon_thlb.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,8,-1,,限时皮肤海报,,,,,,,{},{res=config/poster/img_hb_slbpf.png},0,1,0,<20160101;20990101>,<20160101;20990101>,20250201,500,0,0,20250205,500,0,0,<0;9999>,500,0,0,<-1;9999>,<-1;9999>,,,1,1,0
,限时神兽海报,,111600,,,,,,,city/main/icon_thlb.png,0,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,8,-1,,限时神兽海报,,,,,,,{},{res=config/poster/img_hb_xsss_xm.png},0,1,0,<20160101;20990101>,<20160101;20990101>,20250201,500,0,0,20250205,500,0,0,<0;9999>,500,0,0,<-1;9999>,<-1;9999>,,,1,1,0
,携带分解,,120000,,,,,,,city/main/icon_xylft.png,0,携带分解,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,47,0,,携带分解,,,,,,,{quality={4=3}},{res=activity/flip_card/icon_pm},1002,1,0,<20160101;20990101>,<20160101;20990101>,20240130,500,0,0,20240201,500,0,0,<0;9999>,50000,1,0,<-1;9999>,<-1;9999>,,,1,1,1
,新区特惠商城,,120002,,,,,,,city/main/icon_thlb.png,1,rDesc,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,33,1,,新区特惠商城,,,,,,,{},{},24037,1,3,<20160101;20990101>,<20160101;20990101>,20240130,500,0,0,20300101,500,0,0,<0;7>,50000,1,0,<-1;9999>,<-1;9999>,,,1,1,1
,碎片转换机,,120001,,,,,,,city/main/icon_activity_xszh.png,0,碎片转换机,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,47,1,,碎片转换机,,,,,,,{quality={6=50}},{res=activity/flip_card/icon_pm},2014,0,1,<20160101;20990101>,<20160101;20990101>,20240130,500,0,0,20250130,500,0,0,<0;9999>,50000,1,0,<-1;9999>,<-1;9999>,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,永久累充,,120013,,,,,,,city/main/icon_thlb.png,1,活动时间内，完成对应目标就可以获得奖励！,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,14,0,,永久累充,,,,,,,{},{},20202,1,4,<20160101;20990101>,<20160101;20990101>,20240130,500,0,0,20260101,500,0,0,<0;9999>,50000,1,0,<-1;9999>,<-1;9999>,,,1,16,0
,618限时累充,,120014,,,,,,,city/main/icon_thlb.png,3,活动时间内，完成对应目标就可以获得奖励！,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,14,0,,618限时累充,,,,,,,{},{},20203,1,4,<20160101;20990101>,<20160101;20990101>,20240618,500,0,0,20240621,500,0,0,<0;9999>,72,1,0,<-1;9999>,<-1;9999>,,,1,103,0
,返利回馈1,,120015,,,,,,,city/main/icon_thlb.png,3,活动时间内，完成对应目标就可以获得奖励！,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,14,0,,返利回馈1,,,,,,,{},{},10024,1,4,<20160101;20990101>,<20160101;20990101>,20240130,500,0,0,20240201,500,0,0,<0;9999>,50000,1,0,<-1;9999>,<-1;9999>,,,1,104,0
,返利回馈2,,120016,,,,,,,city/main/icon_thlb.png,3,活动时间内，完成对应目标就可以获得奖励！,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,14,0,,返利回馈2,,,,,,,{},{},20160,1,4,<20160101;20990101>,<20160101;20990101>,20240130,500,0,0,20240201,500,0,0,<0;9999>,50000,1,0,<-1;9999>,<-1;9999>,,,1,105,0
,每日累充,,,,,,,,,city/main/icon_thlb.png,1,活动时间内，完成对应目标就可以获得奖励！,"""rDesc""","""rDesc""","""rDesc""","""rDesc""",,,14,0,,每日累充,,,,,,,{},{},20213,0,4,<20160101;20990101>,<20160101;20990101>,20240130,500,0,0,20300101,500,0,0,<0;9999>,50000,1,0,<-1;9999>,<-1;9999>,,,1,1,0
