变量名,_beizhu,huodongID,taskType,taskParam,taskSpecialParam,desc,desc_tw,desc_en,desc_vn,desc_kr,desc_pt,desc_th,award,vip
10721,消耗送水君碎片，克雷色利亚碎片，雷吉艾斯碎片，乘龙碎片,10050,21,1000,,累计消耗1000钻石,累計消耗1000鑽石,Diamond total Spend reach 1000,Diamond total Spend reach 1000,1000다이아 누적 소모,Total de gastos de diamantes atinge 1000,"ยอดใช้จ่ายเพชรรวมจะถึง 1,000",{gold=80000;5000=15;6187=10},
10722,消耗送水君碎片，克雷色利亚碎片，雷吉艾斯碎片，乘龙碎片,10050,21,2000,,累计消耗2000钻石,累計消耗2000鑽石,Diamond total Spend reach 2000,Diamond total Spend reach 2000,2000다이아 누적 소모,Total de gastos de diamantes atinge 2000,"ยอดใช้จ่ายเพชรรวมถึง 2,000",{gold=80000;5000=10;452=20},
10723,消耗送水君碎片，克雷色利亚碎片，雷吉艾斯碎片，乘龙碎片,10050,21,4000,,累计消耗4000钻石,累計消耗4000鑽石,Diamond total Spend reach 4000,Diamond total Spend reach 4000,4000다이아 누적 소모,Total de gastos de diamantes atinge 4000,ยอดใช้จ่ายเพชรรวมจะถึง 4000,{gold=100000;5000=15;6187=20},
10724,消耗送水君碎片，克雷色利亚碎片，雷吉艾斯碎片，乘龙碎片,10050,21,7000,,累计消耗7000钻石,累計消耗7000鑽石,Diamond total Spend reach 7000,Diamond total Spend reach 7000,7000다이아 누적 소모,Total de gastos de diamantes atinge 7000,ยอดใช้จ่ายเพชรรวมจะถึง 7000,{gold=120000;5000=15;452=30},
10725,消耗送水君碎片，克雷色利亚碎片，雷吉艾斯碎片，乘龙碎片,10050,21,10000,,累计消耗10000钻石,累計消耗10000鑽石,Diamond total Spend reach 10000,Diamond total Spend reach 10000,10000다이아 누적 소모,Total de gastos de diamantes atinge 10000,"ยอดใช้จ่ายเพชรรวมจะถึง 10,000",{gold=120000;5000=15;6187=30},
10726,消耗送水君碎片，克雷色利亚碎片，雷吉艾斯碎片，乘龙碎片,10050,21,14000,,累计消耗14000钻石,累計消耗14000鑽石,Diamond total Spend reach 14000,Diamond total Spend reach 14000,14000다이아 누적 소모,Total de gastos de diamantes atinge 14.000,ยอดใช้จ่ายเพชรรวมจะถึง 14000,{gold=140000;5000=20;452=40},
10727,消耗送水君碎片，克雷色利亚碎片，雷吉艾斯碎片，乘龙碎片,10050,21,18000,,累计消耗18000钻石,累計消耗18000鑽石,Diamond total Spend reach 18000,Diamond total Spend reach 18000,18000다이아 누적 소모,Total de gastos de diamantes atinge 18.000,ยอดใช้จ่ายเพชรรวมจะถึง 18000,{gold=160000;5000=20;6187=40},
10728,消耗送水君碎片，克雷色利亚碎片，雷吉艾斯碎片，乘龙碎片,10050,21,22000,,累计消耗22000钻石,累計消耗22000鑽石,Diamond total Spend reach 22000,Diamond total Spend reach 22000,22000다이아 누적 소모,Total de gastos de diamantes atinge 22000,ยอดใช้จ่ายเพชรรวมจะถึง 22000,{gold=180000;5000=25;452=50},
10729,消耗送水君碎片，克雷色利亚碎片，雷吉艾斯碎片，乘龙碎片,10050,21,25000,,累计消耗25000钻石,累計消耗25000鑽石,Diamond total Spend reach 25000,Diamond total Spend reach 25000,25000다이아 누적 소모,Total de gastos de diamantes atinge 25000,"ยอดใช้จ่ายเพชรรวมจะถึง 25,000",{gold=200000;5000=30;6187=50},
10730,消耗送水君碎片，克雷色利亚碎片，雷吉艾斯碎片，乘龙碎片,10050,21,30000,,累计消耗30000钻石,累計消耗30000鑽石,Diamond total Spend reach 30000,Diamond total Spend reach 30000,30000다이아 누적 소모,Total de gastos de diamantes atinge 30000,"ยอดใช้จ่ายเพชรรวมจะถึง 30,000",{gold=250000;5000=40;452=60},
10731,消耗送水君碎片，克雷色利亚碎片，雷吉艾斯碎片，乘龙碎片,10050,21,40000,,累计消耗40000钻石,累計消耗40000鑽石,Diamond total Spend reach 40000,Diamond total Spend reach 40000,40000다이아 누적 소모,Total de gastos de diamantes atinge 40000,"ยอดใช้จ่ายเพชรรวมจะถึง 40,000",{gold=300000;5000=50;6187=60},
,,,,,,,,,,,,,,
10740,消耗送火焰鸟碎片，木木枭碎片，雷吉洛克碎片，藤藤蛇碎片,10051,21,300,,累计消耗300钻石,累計消耗300鑽石,Diamond total Spend reach 300,Diamond total Spend reach 300,300다이아 누적 소모,Total de gastos de diamantes atinge 300,ยอดใช้จ่ายเพชรรวมจะถึง 300,{gold=60000;5000=10;930=10},
10741,消耗送火焰鸟碎片，木木枭碎片，雷吉洛克碎片，藤藤蛇碎片,10051,21,1000,,累计消耗1000钻石,累計消耗1000鑽石,Diamond total Spend reach 1000,Diamond total Spend reach 1000,1000다이아 누적 소모,Total de gastos de diamantes atinge 1000,"ยอดใช้จ่ายเพชรรวมจะถึง 1,000",{gold=80000;5000=15;6188=10},
10742,消耗送火焰鸟碎片，木木枭碎片，雷吉洛克碎片，藤藤蛇碎片,10051,21,2000,,累计消耗2000钻石,累計消耗2000鑽石,Diamond total Spend reach 2000,Diamond total Spend reach 2000,2000다이아 누적 소모,Total de gastos de diamantes atinge 2000,"ยอดใช้จ่ายเพชรรวมถึง 2,000",{gold=80000;5000=10;452=20},
10743,消耗送火焰鸟碎片，木木枭碎片，雷吉洛克碎片，藤藤蛇碎片,10051,21,4000,,累计消耗4000钻石,累計消耗4000鑽石,Diamond total Spend reach 4000,Diamond total Spend reach 4000,4000다이아 누적 소모,Total de gastos de diamantes atinge 4000,ยอดใช้จ่ายเพชรรวมจะถึง 4000,{gold=100000;5000=15;6188=20},
10744,消耗送火焰鸟碎片，木木枭碎片，雷吉洛克碎片，藤藤蛇碎片,10051,21,7000,,累计消耗7000钻石,累計消耗7000鑽石,Diamond total Spend reach 7000,Diamond total Spend reach 7000,7000다이아 누적 소모,Total de gastos de diamantes atinge 7000,ยอดใช้จ่ายเพชรรวมจะถึง 7000,{gold=120000;5000=15;452=30},
10745,消耗送火焰鸟碎片，木木枭碎片，雷吉洛克碎片，藤藤蛇碎片,10051,21,10000,,累计消耗10000钻石,累計消耗10000鑽石,Diamond total Spend reach 10000,Diamond total Spend reach 10000,10000다이아 누적 소모,Total de gastos de diamantes atinge 10000,"ยอดใช้จ่ายเพชรรวมจะถึง 10,000",{gold=120000;5000=15;6188=30},
10746,消耗送火焰鸟碎片，木木枭碎片，雷吉洛克碎片，藤藤蛇碎片,10051,21,14000,,累计消耗14000钻石,累計消耗14000鑽石,Diamond total Spend reach 14000,Diamond total Spend reach 14000,14000다이아 누적 소모,Total de gastos de diamantes atinge 14.000,ยอดใช้จ่ายเพชรรวมจะถึง 14000,{gold=140000;5000=20;452=40},
10747,消耗送火焰鸟碎片，木木枭碎片，雷吉洛克碎片，藤藤蛇碎片,10051,21,18000,,累计消耗18000钻石,累計消耗18000鑽石,Diamond total Spend reach 18000,Diamond total Spend reach 18000,18000다이아 누적 소모,Total de gastos de diamantes atinge 18.000,ยอดใช้จ่ายเพชรรวมจะถึง 18000,{gold=160000;5000=20;6188=40},
10748,消耗送火焰鸟碎片，木木枭碎片，雷吉洛克碎片，藤藤蛇碎片,10051,21,22000,,累计消耗22000钻石,累計消耗22000鑽石,Diamond total Spend reach 22000,Diamond total Spend reach 22000,22000다이아 누적 소모,Total de gastos de diamantes atinge 22000,ยอดใช้จ่ายเพชรรวมจะถึง 22000,{gold=180000;5000=25;452=50},
10749,消耗送火焰鸟碎片，木木枭碎片，雷吉洛克碎片，藤藤蛇碎片,10051,21,25000,,累计消耗25000钻石,累計消耗25000鑽石,Diamond total Spend reach 25000,Diamond total Spend reach 25000,25000다이아 누적 소모,Total de gastos de diamantes atinge 25000,"ยอดใช้จ่ายเพชรรวมจะถึง 25,000",{gold=200000;5000=30;6188=50},
10750,消耗送火焰鸟碎片，木木枭碎片，雷吉洛克碎片，藤藤蛇碎片,10051,21,30000,,累计消耗30000钻石,累計消耗30000鑽石,Diamond total Spend reach 30000,Diamond total Spend reach 30000,30000다이아 누적 소모,Total de gastos de diamantes atinge 30000,"ยอดใช้จ่ายเพชรรวมจะถึง 30,000",{gold=250000;5000=40;452=60},
10751,消耗送火焰鸟碎片，木木枭碎片，雷吉洛克碎片，藤藤蛇碎片,10051,21,40000,,累计消耗40000钻石,累計消耗40000鑽石,Diamond total Spend reach 40000,Diamond total Spend reach 40000,40000다이아 누적 소모,Total de gastos de diamantes atinge 40000,"ยอดใช้จ่ายเพชรรวมจะถึง 40,000",{gold=300000;5000=50;6188=60},
,,,,,,,,,,,,,,
10760,感恩节登录,10052,17,1,,累计登录1天,累計登錄1天,Login 1 days in total,Tích luỹ đăng nhập 1 ngày,누적 1일 로그인,Login 1 dia no total,เข้าสู่ระบบทั้งหมด 1 วัน,{rmb=50;6324=10;gold=200000;519=2},
10761,感恩节登录,10052,17,2,,累计登录2天,累計登錄2天,Login 2 days in total,Tích luỹ đăng nhập 2 ngày,누적 2일 로그인,Login 2 dias no total,เข้าสู่ระบบรวม 2 วัน,{rmb=50;6324=10;gold=200000;502=2},
10762,感恩节登录,10052,17,3,,累计登录3天,累計登錄3天,Login 3 days in total,Tích luỹ đăng nhập 3 ngày,누적 3일 로그인,Login 3 dias no total,เข้าสู่ระบบรวม 3 วัน,{rmb=100;6324=10;gold=300000;519=2},
10763,感恩节登录,10052,17,4,,累计登录4天,累計登錄4天,Login 4 days in total,Tích luỹ đăng nhập 4 ngày,누적 4일 로그인,Login 4 dias no total,เข้าสู่ระบบรวม 4 วัน,{rmb=50;6324=10;gold=300000;501=1},
10764,感恩节登录,10052,17,5,,累计登录5天,累計登錄5天,Login 5 days in total,Tích luỹ đăng nhập 5 ngày,누적 5일 로그인,Login 5 dias no total,เข้าสู่ระบบทั้งหมด 5 วัน,{rmb=100;6324=10;gold=500000;519=2},
,,,,,,,,,,,,,,
10770,消耗送择闪电鸟碎片，索罗亚碎片，雷吉斯奇鲁碎片，超坏星碎片,10053,21,300,,累计消耗300钻石,累計消耗300鑽石,Diamond total Spend reach 300,Diamond total Spend reach 300,300다이아 누적 소모,Total de gastos de diamantes atinge 300,ยอดใช้จ่ายเพชรรวมจะถึง 300,{gold=60000;5000=10;930=10},
10771,消耗送择闪电鸟碎片，索罗亚碎片，雷吉斯奇鲁碎片，超坏星碎片,10053,21,1000,,累计消耗1000钻石,累計消耗1000鑽石,Diamond total Spend reach 1000,Diamond total Spend reach 1000,1000다이아 누적 소모,Total de gastos de diamantes atinge 1000,"ยอดใช้จ่ายเพชรรวมจะถึง 1,000",{gold=80000;5000=15;6189=10},
10772,消耗送择闪电鸟碎片，索罗亚碎片，雷吉斯奇鲁碎片，超坏星碎片,10053,21,2000,,累计消耗2000钻石,累計消耗2000鑽石,Diamond total Spend reach 2000,Diamond total Spend reach 2000,2000다이아 누적 소모,Total de gastos de diamantes atinge 2000,"ยอดใช้จ่ายเพชรรวมถึง 2,000",{gold=80000;5000=10;452=20},
10773,消耗送择闪电鸟碎片，索罗亚碎片，雷吉斯奇鲁碎片，超坏星碎片,10053,21,4000,,累计消耗4000钻石,累計消耗4000鑽石,Diamond total Spend reach 4000,Diamond total Spend reach 4000,4000다이아 누적 소모,Total de gastos de diamantes atinge 4000,ยอดใช้จ่ายเพชรรวมจะถึง 4000,{gold=100000;5000=15;6189=20},
10774,消耗送择闪电鸟碎片，索罗亚碎片，雷吉斯奇鲁碎片，超坏星碎片,10053,21,7000,,累计消耗7000钻石,累計消耗7000鑽石,Diamond total Spend reach 7000,Diamond total Spend reach 7000,7000다이아 누적 소모,Total de gastos de diamantes atinge 7000,ยอดใช้จ่ายเพชรรวมจะถึง 7000,{gold=120000;5000=15;452=30},
10775,消耗送择闪电鸟碎片，索罗亚碎片，雷吉斯奇鲁碎片，超坏星碎片,10053,21,10000,,累计消耗10000钻石,累計消耗10000鑽石,Diamond total Spend reach 10000,Diamond total Spend reach 10000,10000다이아 누적 소모,Total de gastos de diamantes atinge 10000,"ยอดใช้จ่ายเพชรรวมจะถึง 10,000",{gold=120000;5000=15;6189=30},
10776,消耗送择闪电鸟碎片，索罗亚碎片，雷吉斯奇鲁碎片，超坏星碎片,10053,21,14000,,累计消耗14000钻石,累計消耗14000鑽石,Diamond total Spend reach 14000,Diamond total Spend reach 14000,14000다이아 누적 소모,Total de gastos de diamantes atinge 14.000,ยอดใช้จ่ายเพชรรวมจะถึง 14000,{gold=140000;5000=20;452=40},
10777,消耗送择闪电鸟碎片，索罗亚碎片，雷吉斯奇鲁碎片，超坏星碎片,10053,21,18000,,累计消耗18000钻石,累計消耗18000鑽石,Diamond total Spend reach 18000,Diamond total Spend reach 18000,18000다이아 누적 소모,Total de gastos de diamantes atinge 18.000,ยอดใช้จ่ายเพชรรวมจะถึง 18000,{gold=160000;5000=20;6189=40},
10778,消耗送择闪电鸟碎片，索罗亚碎片，雷吉斯奇鲁碎片，超坏星碎片,10053,21,22000,,累计消耗22000钻石,累計消耗22000鑽石,Diamond total Spend reach 22000,Diamond total Spend reach 22000,22000다이아 누적 소모,Total de gastos de diamantes atinge 22000,ยอดใช้จ่ายเพชรรวมจะถึง 22000,{gold=180000;5000=25;452=50},
10779,消耗送择闪电鸟碎片，索罗亚碎片，雷吉斯奇鲁碎片，超坏星碎片,10053,21,25000,,累计消耗25000钻石,累計消耗25000鑽石,Diamond total Spend reach 25000,Diamond total Spend reach 25000,25000다이아 누적 소모,Total de gastos de diamantes atinge 25000,"ยอดใช้จ่ายเพชรรวมจะถึง 25,000",{gold=200000;5000=30;6189=50},
10780,消耗送择闪电鸟碎片，索罗亚碎片，雷吉斯奇鲁碎片，超坏星碎片,10053,21,30000,,累计消耗30000钻石,累計消耗30000鑽石,Diamond total Spend reach 30000,Diamond total Spend reach 30000,30000다이아 누적 소모,Total de gastos de diamantes atinge 30000,"ยอดใช้จ่ายเพชรรวมจะถึง 30,000",{gold=250000;5000=40;452=60},
10781,消耗送择闪电鸟碎片，索罗亚碎片，雷吉斯奇鲁碎片，超坏星碎片,10053,21,40000,,累计消耗40000钻石,累計消耗40000鑽石,Diamond total Spend reach 40000,Diamond total Spend reach 40000,40000다이아 누적 소모,Total de gastos de diamantes atinge 40000,"ยอดใช้จ่ายเพชรรวมจะถึง 40,000",{gold=300000;5000=50;6189=60},
,,,,,,,,,,,,,,
10790,消耗送炎帝碎片，暴鲤龙碎片，牙牙碎片，火神蛾碎片,10054,21,300,,累计消耗300钻石,累計消耗300鑽石,Diamond total Spend reach 300,Diamond total Spend reach 300,300다이아 누적 소모,Total de gastos de diamantes atinge 300,ยอดใช้จ่ายเพชรรวมจะถึง 300,{gold=60000;5000=10;930=10},
10791,消耗送炎帝碎片，暴鲤龙碎片，牙牙碎片，火神蛾碎片,10054,21,1000,,累计消耗1000钻石,累計消耗1000鑽石,Diamond total Spend reach 1000,Diamond total Spend reach 1000,1000다이아 누적 소모,Total de gastos de diamantes atinge 1000,"ยอดใช้จ่ายเพชรรวมจะถึง 1,000",{gold=80000;5000=15;6190=10},
10792,消耗送炎帝碎片，暴鲤龙碎片，牙牙碎片，火神蛾碎片,10054,21,2000,,累计消耗2000钻石,累計消耗2000鑽石,Diamond total Spend reach 2000,Diamond total Spend reach 2000,2000다이아 누적 소모,Total de gastos de diamantes atinge 2000,"ยอดใช้จ่ายเพชรรวมถึง 2,000",{gold=80000;5000=10;452=20},
10793,消耗送炎帝碎片，暴鲤龙碎片，牙牙碎片，火神蛾碎片,10054,21,4000,,累计消耗4000钻石,累計消耗4000鑽石,Diamond total Spend reach 4000,Diamond total Spend reach 4000,4000다이아 누적 소모,Total de gastos de diamantes atinge 4000,ยอดใช้จ่ายเพชรรวมจะถึง 4000,{gold=100000;5000=15;6190=20},
10794,消耗送炎帝碎片，暴鲤龙碎片，牙牙碎片，火神蛾碎片,10054,21,7000,,累计消耗7000钻石,累計消耗7000鑽石,Diamond total Spend reach 7000,Diamond total Spend reach 7000,7000다이아 누적 소모,Total de gastos de diamantes atinge 7000,ยอดใช้จ่ายเพชรรวมจะถึง 7000,{gold=120000;5000=15;452=30},
10795,消耗送炎帝碎片，暴鲤龙碎片，牙牙碎片，火神蛾碎片,10054,21,10000,,累计消耗10000钻石,累計消耗10000鑽石,Diamond total Spend reach 10000,Diamond total Spend reach 10000,10000다이아 누적 소모,Total de gastos de diamantes atinge 10000,"ยอดใช้จ่ายเพชรรวมจะถึง 10,000",{gold=120000;5000=15;6190=30},
10796,消耗送炎帝碎片，暴鲤龙碎片，牙牙碎片，火神蛾碎片,10054,21,14000,,累计消耗14000钻石,累計消耗14000鑽石,Diamond total Spend reach 14000,Diamond total Spend reach 14000,14000다이아 누적 소모,Total de gastos de diamantes atinge 14.000,ยอดใช้จ่ายเพชรรวมจะถึง 14000,{gold=140000;5000=20;452=40},
10797,消耗送炎帝碎片，暴鲤龙碎片，牙牙碎片，火神蛾碎片,10054,21,18000,,累计消耗18000钻石,累計消耗18000鑽石,Diamond total Spend reach 18000,Diamond total Spend reach 18000,18000다이아 누적 소모,Total de gastos de diamantes atinge 18.000,ยอดใช้จ่ายเพชรรวมจะถึง 18000,{gold=160000;5000=20;6190=40},
10798,消耗送炎帝碎片，暴鲤龙碎片，牙牙碎片，火神蛾碎片,10054,21,22000,,累计消耗22000钻石,累計消耗22000鑽石,Diamond total Spend reach 22000,Diamond total Spend reach 22000,22000다이아 누적 소모,Total de gastos de diamantes atinge 22000,ยอดใช้จ่ายเพชรรวมจะถึง 22000,{gold=180000;5000=25;452=50},
10799,消耗送炎帝碎片，暴鲤龙碎片，牙牙碎片，火神蛾碎片,10054,21,25000,,累计消耗25000钻石,累計消耗25000鑽石,Diamond total Spend reach 25000,Diamond total Spend reach 25000,25000다이아 누적 소모,Total de gastos de diamantes atinge 25000,"ยอดใช้จ่ายเพชรรวมจะถึง 25,000",{gold=200000;5000=30;6190=50},
10800,消耗送炎帝碎片，暴鲤龙碎片，牙牙碎片，火神蛾碎片,10054,21,30000,,累计消耗30000钻石,累計消耗30000鑽石,Diamond total Spend reach 30000,Diamond total Spend reach 30000,30000다이아 누적 소모,Total de gastos de diamantes atinge 30000,"ยอดใช้จ่ายเพชรรวมจะถึง 30,000",{gold=250000;5000=40;452=60},
10801,消耗送炎帝碎片，暴鲤龙碎片，牙牙碎片，火神蛾碎片,10054,21,40000,,累计消耗40000钻石,累計消耗40000鑽石,Diamond total Spend reach 40000,Diamond total Spend reach 40000,40000다이아 누적 소모,Total de gastos de diamantes atinge 40000,"ยอดใช้จ่ายเพชรรวมจะถึง 40,000",{gold=300000;5000=50;6190=60},
,,,,,,,,,,,,,,
10810,充值返钻-韩服,10055,22,60,,充值60钻石,儲值60鑽石,Purchase 60 Diamonds,Purchase 60 Diamonds,60다이아 충전,Compre 60 diamantes,ซื้อเพชร 60 เม็ด,{gold=60000;rmb=50},
10811,充值返钻-韩服,10055,22,300,,充值300钻石,儲值300鑽石,Purchase 300 Diamonds,Purchase 300 Diamonds,300다이아 충전,Compre 300 diamantes,ซื้อเพชร 300 เม็ด,{gold=80000;rmb=150},
10812,充值返钻-韩服,10055,22,600,,充值600钻石,儲值600鑽石,Purchase 600 Diamonds,Purchase 600 Diamonds,600다이아 충전,Compre 600 diamantes,ซื้อเพชร 600 เม็ด,{gold=100000;rmb=250},
10813,充值返钻-韩服,10055,22,980,,充值980钻石,儲值980鑽石,Purchase 980 Diamonds,Purchase 980 Diamonds,980다이아 충전,Compre 980 diamantes,ซื้อเพชร 980 เม็ด,{gold=120000;rmb=350},
10814,充值返钻-韩服,10055,22,1980,,充值1980钻石,儲值1980鑽石,Purchase 1980 Diamonds,Purchase 1980 Diamonds,1980다이아 충전,Compre diamantes de 1980,ซื้อเพชร 1980 เม็ด,{gold=140000;rmb=400},
10815,充值返钻-韩服,10055,22,3280,,充值3280钻石,儲值3280鑽石,Purchase 3280 Diamonds,Purchase 3280 Diamonds,3280다이아 충전,Compre 3280 diamantes,ซื้อเพชร 3280 เม็ด,{gold=160000;rmb=650},
10816,充值返钻-韩服,10055,22,6480,,充值6480钻石,儲值6480鑽石,Purchase 6480 Diamonds,Purchase 6480 Diamonds,6480다이아 충전,Compre 6480 diamantes,ซื้อเพชร 6480 เม็ด,{gold=180000;rmb=1100},
10817,充值返钻-韩服,10055,22,9680,,充值9680钻石,儲值9680鑽石,Purchase 9680 Diamonds,Purchase 9680 Diamonds,9680다이아 충전,Compre 9680 diamantes,ซื้อเพชร 9680 เม็ด,{gold=200000;rmb=1300},
10818,充值返钻-韩服,10055,22,12000,,充值12000钻石,儲值12000鑽石,Purchase 12000 Diamonds,Purchase 12000 Diamonds,12000다이아 충전,Compre 12000 diamantes,"ซื้อเพชร 12,000 เม็ด",{gold=220000;rmb=1600},
10819,充值返钻-韩服,10055,22,15000,,充值15000钻石,儲值15000鑽石,Purchase 15000 Diamonds,Purchase 15000 Diamonds,15000다이아 충전,Compre 15000 diamantes,"ซื้อเพชร 15,000 เม็ด",{gold=250000;rmb=1600},
10820,充值返钻-韩服,10055,22,20000,,充值20000钻石,儲值20000鑽石,Purchase 20000 Diamonds,Purchase 20000 Diamonds,20000다이아 충전,Compre 20000 diamantes,"ซื้อเพชร 20,000 เม็ด",{gold=300000;rmb=2100},
10821,充值返钻-韩服,10055,22,25000,,充值25000钻石,儲值25000鑽石,Purchase 25000 Diamonds,Purchase 25000 Diamonds,25000다이아 충전,Compre 25000 diamantes,"ซื้อเพชร 25,000 เม็ด",{gold=500000;rmb=2300},
10822,充值返钻-韩服,10055,22,30000,,充值30000钻石,儲值30000鑽石,Purchase 30000 Diamonds,Purchase 30000 Diamonds,30000다이아 충전,Compre 30000 diamantes,"ซื้อเพชร 30,000 เม็ด",{gold=500000;rmb=2600},
,,,,,,,,,,,,,,
10830,打开后可选择宝贝龙碎片，圆陆鲨碎片，利欧路碎片，乘龙碎片其中之一,10056,21,300,,累计消耗300钻石,累計消耗300鑽石,Diamond total Spend reach 300,Diamond total Spend reach 300,300다이아 누적 소모,Total de gastos de diamantes atinge 300,ยอดใช้จ่ายเพชรรวมจะถึง 300,{gold=60000;5000=10;930=10},
10831,打开后可选择宝贝龙碎片，圆陆鲨碎片，利欧路碎片，乘龙碎片其中之一,10056,21,1000,,累计消耗1000钻石,累計消耗1000鑽石,Diamond total Spend reach 1000,Diamond total Spend reach 1000,1000다이아 누적 소모,Total de gastos de diamantes atinge 1000,"ยอดใช้จ่ายเพชรรวมจะถึง 1,000",{gold=80000;5000=15;6191=10},
10832,打开后可选择宝贝龙碎片，圆陆鲨碎片，利欧路碎片，乘龙碎片其中之一,10056,21,2000,,累计消耗2000钻石,累計消耗2000鑽石,Diamond total Spend reach 2000,Diamond total Spend reach 2000,2000다이아 누적 소모,Total de gastos de diamantes atinge 2000,"ยอดใช้จ่ายเพชรรวมถึง 2,000",{gold=80000;5000=10;452=20},
10833,打开后可选择宝贝龙碎片，圆陆鲨碎片，利欧路碎片，乘龙碎片其中之一,10056,21,4000,,累计消耗4000钻石,累計消耗4000鑽石,Diamond total Spend reach 4000,Diamond total Spend reach 4000,4000다이아 누적 소모,Total de gastos de diamantes atinge 4000,ยอดใช้จ่ายเพชรรวมจะถึง 4000,{gold=100000;5000=15;6191=20},
10834,打开后可选择宝贝龙碎片，圆陆鲨碎片，利欧路碎片，乘龙碎片其中之一,10056,21,7000,,累计消耗7000钻石,累計消耗7000鑽石,Diamond total Spend reach 7000,Diamond total Spend reach 7000,7000다이아 누적 소모,Total de gastos de diamantes atinge 7000,ยอดใช้จ่ายเพชรรวมจะถึง 7000,{gold=120000;5000=15;452=30},
10835,打开后可选择宝贝龙碎片，圆陆鲨碎片，利欧路碎片，乘龙碎片其中之一,10056,21,10000,,累计消耗10000钻石,累計消耗10000鑽石,Diamond total Spend reach 10000,Diamond total Spend reach 10000,10000다이아 누적 소모,Total de gastos de diamantes atinge 10000,"ยอดใช้จ่ายเพชรรวมจะถึง 10,000",{gold=120000;5000=15;6191=30},
10836,打开后可选择宝贝龙碎片，圆陆鲨碎片，利欧路碎片，乘龙碎片其中之一,10056,21,14000,,累计消耗14000钻石,累計消耗14000鑽石,Diamond total Spend reach 14000,Diamond total Spend reach 14000,14000다이아 누적 소모,Total de gastos de diamantes atinge 14.000,ยอดใช้จ่ายเพชรรวมจะถึง 14000,{gold=140000;5000=20;452=40},
10837,打开后可选择宝贝龙碎片，圆陆鲨碎片，利欧路碎片，乘龙碎片其中之一,10056,21,18000,,累计消耗18000钻石,累計消耗18000鑽石,Diamond total Spend reach 18000,Diamond total Spend reach 18000,18000다이아 누적 소모,Total de gastos de diamantes atinge 18.000,ยอดใช้จ่ายเพชรรวมจะถึง 18000,{gold=160000;5000=20;6191=40},
10838,打开后可选择宝贝龙碎片，圆陆鲨碎片，利欧路碎片，乘龙碎片其中之一,10056,21,22000,,累计消耗22000钻石,累計消耗22000鑽石,Diamond total Spend reach 22000,Diamond total Spend reach 22000,22000다이아 누적 소모,Total de gastos de diamantes atinge 22000,ยอดใช้จ่ายเพชรรวมจะถึง 22000,{gold=180000;5000=25;452=50},
10839,打开后可选择宝贝龙碎片，圆陆鲨碎片，利欧路碎片，乘龙碎片其中之一,10056,21,25000,,累计消耗25000钻石,累計消耗25000鑽石,Diamond total Spend reach 25000,Diamond total Spend reach 25000,25000다이아 누적 소모,Total de gastos de diamantes atinge 25000,"ยอดใช้จ่ายเพชรรวมจะถึง 25,000",{gold=200000;5000=30;6191=50},
10840,打开后可选择宝贝龙碎片，圆陆鲨碎片，利欧路碎片，乘龙碎片其中之一,10056,21,30000,,累计消耗30000钻石,累計消耗30000鑽石,Diamond total Spend reach 30000,Diamond total Spend reach 30000,30000다이아 누적 소모,Total de gastos de diamantes atinge 30000,"ยอดใช้จ่ายเพชรรวมจะถึง 30,000",{gold=250000;5000=40;452=60},
10841,打开后可选择宝贝龙碎片，圆陆鲨碎片，利欧路碎片，乘龙碎片其中之一,10056,21,40000,,累计消耗40000钻石,累計消耗40000鑽石,Diamond total Spend reach 40000,Diamond total Spend reach 40000,40000다이아 누적 소모,Total de gastos de diamantes atinge 40000,"ยอดใช้จ่ายเพชรรวมจะถึง 40,000",{gold=300000;5000=50;6191=60},
,,,,,,,,,,,,,,
10850,打开后可选择索罗亚碎片，铁哑铃碎片，雷吉艾斯碎片，藤藤蛇碎片其中之一,10057,21,300,,累计消耗300钻石,累計消耗300鑽石,Diamond total Spend reach 300,Diamond total Spend reach 300,300다이아 누적 소모,Total de gastos de diamantes atinge 300,ยอดใช้จ่ายเพชรรวมจะถึง 300,{gold=60000;5000=10;930=10},
10851,打开后可选择索罗亚碎片，铁哑铃碎片，雷吉艾斯碎片，藤藤蛇碎片其中之一,10057,21,1000,,累计消耗1000钻石,累計消耗1000鑽石,Diamond total Spend reach 1000,Diamond total Spend reach 1000,1000다이아 누적 소모,Total de gastos de diamantes atinge 1000,"ยอดใช้จ่ายเพชรรวมจะถึง 1,000",{gold=80000;5000=15;6192=10},
10852,打开后可选择索罗亚碎片，铁哑铃碎片，雷吉艾斯碎片，藤藤蛇碎片其中之一,10057,21,2000,,累计消耗2000钻石,累計消耗2000鑽石,Diamond total Spend reach 2000,Diamond total Spend reach 2000,2000다이아 누적 소모,Total de gastos de diamantes atinge 2000,"ยอดใช้จ่ายเพชรรวมถึง 2,000",{gold=80000;5000=10;452=20},
10853,打开后可选择索罗亚碎片，铁哑铃碎片，雷吉艾斯碎片，藤藤蛇碎片其中之一,10057,21,4000,,累计消耗4000钻石,累計消耗4000鑽石,Diamond total Spend reach 4000,Diamond total Spend reach 4000,4000다이아 누적 소모,Total de gastos de diamantes atinge 4000,ยอดใช้จ่ายเพชรรวมจะถึง 4000,{gold=100000;5000=15;6192=20},
