变量名,huodongID,_beizhu,name,_name,name_tw,name_en,name_vn,name_kr,name_pt,name_th,limit,levelLimit,item,rechargeID,rmbCost,sort,refresh,status,icon,hot,oldPrice,languages
7205,24033,,2,双旦特惠礼包,免费礼包tw,2,,3,,,50,1,{gold=30000000;rmb=60000;talent_point=1000},106,-1,0,TRUE,0,activity/direct_gift/icon_sdsc2.png,,100,
7206,24033,,2,双旦特惠礼包,免费礼包tw,2,,3,,,50,1,{501=200;rmb=60000;gold=30000000},106,-1,0,TRUE,0,activity/direct_gift/icon_sdsc2.png,,100,
7207,24033,,2,双旦特惠礼包,免费礼包tw,2,,3,,,50,1,{6059=16;rmb=60000;gold=30000000},106,-1,0,TRUE,0,activity/direct_gift/icon_sdsc2.png,,100,
7208,24033,,2,双旦特惠礼包,免费礼包tw,2,,3,,,50,1,{2103=1500;rmb=60000;gold=30000000},106,-1,0,TRUE,0,activity/direct_gift/icon_sdsc2.png,,100,
7209,24033,,2,双旦特惠礼包,免费礼包tw,2,,3,,,50,1,{850=40000;rmb=60000;gold=30000000},106,-1,0,TRUE,0,activity/direct_gift/icon_sdsc2.png,,100,
7210,24033,,2,双旦特惠礼包,免费礼包tw,2,,3,,,50,1,{851=20000;rmb=60000;gold=30000000},106,-1,0,TRUE,0,activity/direct_gift/icon_sdsc2.png,,100,
7211,24033,,2,双旦特惠礼包,免费礼包tw,2,,3,,,50,1,{rmb=60000;4000=30000;gold=30000000},106,-1,0,TRUE,0,activity/direct_gift/icon_sdsc2.png,,100,
7212,24033,,2,双旦特惠礼包,免费礼包tw,2,,3,,,50,1,{124=1500;rmb=60000;gold=30000000},106,-1,0,TRUE,0,activity/direct_gift/icon_sdsc3.png,,100,
7213,24033,,2,双旦特惠礼包,免费礼包tw,2,,3,,,50,1,{7315=8;rmb=60000;gold=30000000},106,-1,0,TRUE,0,activity/direct_gift/icon_sdsc3.png,,100,
7214,24033,,2,双旦特惠礼包,免费礼包tw,2,,3,,,50,1,{529=70000;rmb=60000;gold=30000000},106,-1,0,TRUE,0,activity/direct_gift/icon_sdsc3.png,,100,
7215,24033,,2,双旦特惠礼包,免费礼包tw,2,,3,,,50,1,{994=8;rmb=60000;gold=30000000},106,-1,0,TRUE,0,activity/direct_gift/icon_sdsc3.png,,100,
7216,24033,,2,双旦特惠礼包,免费礼包tw,2,,3,,,15,1,{6071=2000;rmb=98000;gold=98000000},117,-1,23,TRUE,0,activity/direct_gift/icon_sdsc3.png,,100,
7217,24033,,2,双旦特惠礼包,免费礼包tw,2,,3,,,10,1,{6071=4000;rmb=190000;gold=190000000},110,-1,24,TRUE,0,activity/direct_gift/icon_sdsc3.png,,100,
7218,24033,,2,双旦特惠礼包,免费礼包tw,2,,3,,,5,1,{6071=6000;rmb=320000;gold=320000000},111,-1,25,TRUE,0,activity/direct_gift/icon_sdsc3.png,,100,
7219,24033,,2,双旦特惠礼包,免费礼包tw,2,,3,,,15,1,{9100=10;rmb=60000;gold=30000000},106,-1,6,TRUE,0,activity/direct_gift/icon_sdsc3.png,,100,
7220,24033,,2,双旦特惠礼包,免费礼包tw,2,,3,,,10,1,{9100=20;rmb=90000;gold=60000000},107,-1,7,TRUE,0,activity/direct_gift/icon_sdsc3.png,,100,
7221,24033,,2,双旦特惠礼包,免费礼包tw,2,,3,,,5,1,{9100=60;rmb=168000;gold=160000000},110,-1,8,TRUE,0,activity/direct_gift/icon_sdsc3.png,,100,
,,,,,,,,,,,,,,,,,,,,,,
8000,24034,,2,每日钻石礼包,每日鑽石禮包,Daily Diamond Pack,Gói Kim Cương Hằng Ngày,일일 다이아 패키지,Pacote Diário de Diamantes,แพ็กเพชรรายวัน,1,1,{stamina=200;gold=1000000;521=3},-1,6800,1,TRUE,0,activity/direct_gift/icon_cjbx1.png,,100,
8001,24034,,2,每日成长礼包,每日成長禮包,Daily Growth Pack,Gói Tăng Trưởng Hằng Ngày,일일 성장 패키지,Pacote Diário de Crescimento,แพ็กเติบโตรายวัน,1,1,{500=5;rmb=8888;gold=1000000},102,-1,2,TRUE,0,activity/direct_gift/icon_cjbx1.png,,100,
8002,24034,,2,每日碎片礼包,每日碎片禮包,Daily Shard Pack,Gói Mảnh Vỡ Hằng Ngày,일일 조각 패키지,Pacote Diário de Fragmentos,แพ็กเศษชิ้นส่วนรายวัน,1,1,{521=20;rmb=8888;gold=1000000},102,-1,3,TRUE,0,activity/direct_gift/icon_zjbx2.png,,100,
8003,24034,,2,每日升星礼包,每日升星禮包,Daily Star Upgrade Pack,Gói Nâng Sao Hằng Ngày,일일 별승급 패키지,Pacote Diário de Subida de Estrelas,แพ็กอัปเกรดดาวรายวัน,1,1,{521=30;gold=1500000},102,-1,4,TRUE,0,activity/direct_gift/icon_zjbx2.png,,100,
8004,24034,,2,每日金币礼包,每日金幣禮包,Daily Gold Pack,Gói Vàng Hằng Ngày,일일 골드 패키지,Pacote Diário de Ouro,แพ็กทองรายวัน,1,1,{rmb=3000;gold=4000000},102,-1,5,TRUE,0,activity/direct_gift/icon_zjbx2.png,,100,
8005,24034,,2,自选养成礼包,自選養成禮包,Custom Development Pack,Gói Tự Chọn Huấn Luyện,맞춤형 육성 패키지,Pacote de Desenvolvimento Personalizado,แพ็กฝึกฝนแบบเลือกได้,20,1,{9016=5;rmb=3000;gold=1000000},102,-1,6,TRUE,0,activity/direct_gift/icon_zjbx1.png,,100,
8006,24034,,2,突破材料礼袋,突破材料禮袋,Breakthrough Material Bag,Túi Nguyên Liệu Đột Phá,돌파 재료 가방,Saco de Materiais de Avanço,ถุงวัสดุทะลุขีดจำกัด,20,1,{870=80;rmb=3000;gold=1000000},102,-1,7,TRUE,0,activity/direct_gift/icon_gjbx2.png,,100,
8007,24034,,2,每日体力礼包,每日體力禮包,Daily Stamina Pack,Gói Thể Lực Hằng Ngày,일일 스태미너 패키지,Pacote Diário de Energia,แพ็กพลังงานรายวัน,1,1,{500=100;gold=5000000},107,-1,8,TRUE,0,activity/direct_gift/icon_zjbx2.png,,100,
8008,24034,,2,每日体力礼包,每日體力禮包,Daily Stamina Pack,Gói Thể Lực Hằng Ngày,일일 스태미너 패키지,Pacote Diário de Energia,แพ็กพลังงานรายวัน,1,1,{rmb=58888;500=500},111,-1,9,TRUE,0,activity/direct_gift/icon_zjbx2.png,,100,
8009,24034,,2,努力养成礼包,努力養成禮包,Effort Development Pack,Gói Huấn Luyện Nỗ Lực,노력 육성 패키지,Pacote de Desenvolvimento de Esforço,แพ็กฝึกฝนความพยายาม,20,1,{16=500;rmb=8888;452=3000},106,-1,10,TRUE,0,activity/direct_gift/icon_zjbx1.png,,100,
8010,24034,,2,饰品升星礼包,飾品升星禮包,Accessory Star Upgrade Pack,Gói Tăng Sao Trang Bị,장신구 별승급 패키지,Pacote de Estrelas para Acessórios,แพ็กอัปเกรดอุปกรณ์,20,1,{501=150;rmb=25888;gold=5000000},106,-1,11,TRUE,0,activity/direct_gift/icon_zjbx2.png,,100,
8011,24034,,2,饰品觉醒礼包,飾品覺醒禮包,Accessory Awakening Pack,Gói Thức Tỉnh Trang Bị,장신구 각성 패키지,Pacote de Despertar de Acessórios,แพ็กปลุกพลังอุปกรณ์,20,1,{6059=15;rmb=8888;gold=1000000},106,-1,12,TRUE,0,activity/direct_gift/icon_zjbx2.png,,100,
8012,24034,,2,携带养成礼包,攜帶養成禮包,Held Item Development Pack,Gói Huấn Luyện Vật Dụng,소지 아이템 육성 패키지,Pacote de Desenvolvimento de Itens,แพ็กฝึกไอเทมพกพา,20,1,{2103=1000;rmb=25888;gold=3000000},106,-1,13,TRUE,0,activity/direct_gift/icon_zjbx2.png,,100,
8013,24034,,2,潜能养成礼包,潛能養成禮包,Potential Development Pack,Gói Huấn Luyện Tiềm Năng,잠재력 육성 패키지,Pacote de Desenvolvimento de Potencial,แพ็กฝึกฝนศักยภาพ,20,1,{850=20000;rmb=8888;851=6000},106,-1,14,TRUE,0,activity/direct_gift/icon_zjbx2.png,,100,
8014,24034,,2,探险零件礼包,探險零件禮包,Adventure Parts Pack,Gói Linh Kiện Khám Phá,탐험 부품 패키지,Pacote de Peças de Exploração,แพ็กอะไหล่สำรวจ,20,1,{rmb=25888;4000=10000;gold=500000},106,-1,15,TRUE,0,activity/direct_gift/icon_zjbx2.png,,100,
8015,24034,,2,符石精华礼包,符石精華禮包,Rune Essence Pack,Gói Tinh Hoa Phù Thạch,룬 정수 패키지,Pacote de Essência de Runa,แพ็กสารสกัดรูน,20,1,{529=10000;rmb=8888;gold=1000000},106,-1,16,TRUE,0,activity/direct_gift/icon_zjbx2.png,,100,
8016,24034,,2,紫色晶片礼包,紫色晶片禮包,Purple Chip Pack,Gói Chip Màu Tím,보라색 칩 패키지,Pacote de Chips Roxos,แพ็กชิปสีม่วง,20,1,{124=2000;rmb=25888;gold=5000000},106,-1,17,TRUE,0,activity/direct_gift/icon_zjbx2.png,,100,
8017,24034,,2,神奇胶囊礼包,神奇膠囊禮包,Magic Capsule Pack,Gói Viên Nang Ma Thuật,마법 캡슐 패키지,Pacote de Cápsulas Mágicas,แพ็กแคปซูลวิเศษ,20,1,{gold=100000;rmb=8888;19=200},106,-1,18,TRUE,0,activity/direct_gift/icon_zjbx2.png,,100,
8018,24034,,2,符石自选礼包,符石自選禮包,Rune Selection Pack,Gói Phù Thạch Tùy Chọn,룬 선택 패키지,Pacote de Runas Personalizadas,แพ็กเลือกได้รูน,20,1,{994=3;rmb=25888;gold=5000000},106,-1,19,TRUE,0,activity/direct_gift/icon_zjbx2.png,,100,
8019,24034,,2,芯片自选礼包,晶片自選禮包,Chip Selection Pack,Gói Chip Tùy Chọn,칩 선택 패키지,Pacote de Chips Personalizados,แพ็กเลือกได้ชิป,20,1,{7325=3;rmb=8888;gold=100000},106,-1,20,TRUE,0,activity/direct_gift/icon_zjbx2.png,,100,
8020,24034,,2,天赋礼包,天賦禮包,Talent Pack,Gói Thiên Phú,재능 패키지,Pacote de Talento,แพ็กพรสวรรค์,20,1,{gold=5000000;rmb=5000;talent_point=800},106,-1,21,TRUE,0,activity/direct_gift/icon_gjbx1.png,,100,
8021,24034,,2,探险器自选礼包,探險器自選禮包,Explorer Tool Selection Pack,Gói Dụng Cụ Khám Phá Tùy Chọn,탐험 도구 선택 패키지,Pacote de Ferramentas de Exploração,แพ็กเครื่องมือสำรวจแบบเลือกได้,20,1,{967=8;rmb=25888;gold=5000000},106,-1,22,TRUE,0,activity/direct_gift/icon_gjbx2.png,,100,
8022,24034,,2,亲密度特惠礼包,親密度特惠禮包,Affinity Special Offer Pack,Gói Ưu Đãi Thân Mật,친밀도 특가 패키지,Pacote Especial de Afinidade,แพ็กโปรโมชั่นความสนิทสนม,20,1,{605=300;rmb=8888;gold=1000000},106,-1,23,TRUE,0,activity/direct_gift/icon_gjbx2.png,,100,
8023,24034,,2,徽章特惠礼包,徽章特惠禮包,Badge Special Offer Pack,Gói Ưu Đãi Huy Hiệu,배지 특가 패키지,Pacote Especial de Emblemas,แพ็กโปรโมชั่นตราสัญลักษณ์,20,1,{151=8000;rmb=25888;gold=5000000},106,-1,24,TRUE,0,activity/direct_gift/icon_gjbx2.png,,100,
8024,24034,,2,彩虹喷漆特惠礼包,彩虹噴漆特惠禮包,Rainbow Spray Special Pack,Gói Ưu Đãi Sơn Cầu Vồng,무지개 스프레이 특가 패키지,Pacote Especial de Spray Arco-Íris,แพ็กโปรโมชั่นสเปรย์สายรุ้ง,20,1,{gold=5000000;rmb=8888;152=800},106,-1,25,TRUE,0,activity/direct_gift/icon_gjbx2.png,,100,
,24034,,2,世界盲盒礼包,免费礼包tw,2,,3,,,10,1,{rmb=30000;9100=1},102,-1,26,TRUE,0,activity/direct_gift/icon_zjbx2.png,,100,
,24034,,2,世界盲盒礼包,免费礼包tw,2,,3,,,10,1,{rmb=150000;9100=6},106,-1,27,TRUE,0,activity/direct_gift/icon_zjbx2.png,,100,
,24034,,2,世界盲盒礼包,免费礼包tw,2,,3,,,5,1,{rmb=300000;9100=12},107,-1,28,TRUE,0,activity/direct_gift/icon_gjbx12.png,,100,
,24034,,2,世界盲盒礼包,免费礼包tw,2,,3,,,3,1,{rmb=500000;9100=30},109,-1,29,TRUE,0,activity/direct_gift/icon_gjbx12.png,,100,
,24034,,2,世界盲盒礼包,免费礼包tw,2,,3,,,3,1,{rmb=1000000;9100=80},112,-1,30,TRUE,0,activity/direct_gift/icon_gjbx12.png,,100,
,24034,,2,世界盲盒礼包,免费礼包tw,2,,3,,,2,1,{rmb=2000000;9100=180},113,-1,31,TRUE,0,activity/direct_gift/icon_gjbx12.png,,100,
,,,,,,,,,,,,,,,,,,,,,,
8099,24035,,2,新橙携自选,免费礼包tw,2,,3,,,1,1,{6914=1;2103=200;rmb=3000},103,-1,2,TRUE,0,activity/direct_gift/icon_gjbx12.png,,100,
8100,24035,,2,免费礼包,免费礼包tw,2,,3,,,1,1,{2103=500;4000=3000;rmb=3000},-1,0,1,TRUE,0,activity/direct_gift/icon_gjbx12.png,,100,
8101,24035,,2,携带兑换礼包,免费礼包tw,2,,3,,,5,1,{6071=1000;rmb=30000;2103=3000},106,-1,3,TRUE,0,activity/direct_gift/icon_gjbx12.png,,100,
8102,24035,,2,携带兑换礼包,免费礼包tw,2,,3,,,5,1,{6071=2000;rmb=60000;2103=6000},107,-1,4,TRUE,0,activity/direct_gift/icon_gjbx12.png,,100,
8103,24035,,2,携带兑换礼包,免费礼包tw,2,,3,,,5,1,{6071=3000;rmb=98000;2103=10000},108,-1,5,TRUE,0,activity/direct_gift/icon_gjbx12.png,,100,
8104,24035,,2,携带兑换礼包,免费礼包tw,2,,3,,,5,1,{6071=6000;rmb=190000;2103=20000},111,-1,6,TRUE,0,activity/direct_gift/icon_gjbx12.png,,100,
8105,24035,,2,携带兑换礼包,免费礼包tw,2,,3,,,5,1,{6071=10000;rmb=320000;2103=30000},112,-1,7,TRUE,0,activity/direct_gift/icon_gjbx12.png,,100,
8106,24035,,2,携带兑换礼包,免费礼包tw,2,,3,,,5,1,{6071=20000;rmb=640000;2103=60000},113,-1,8,TRUE,0,activity/direct_gift/icon_gjbx12.png,,100,
8107,24035,,2,橙色万能强化石礼包,免费礼包tw,2,,3,,,10,1,{2153=20;rmb=150000;gold=10000000},106,-1,9,TRUE,0,activity/direct_gift/icon_gjbx12.png,,100,
,,,,,,,,,,,,,,,,,,,,,,
8200,24036,,2,精灵升级礼包,精灵升级礼包,Pokémon Upgrade Pack,Gói Nâng Cấp Pokémon,포켓몬 업그레이드 패키지,Pacote de Upgrade de Pokémon,แพ็กอัปเกรดโปเกมอน,10,1,{gold=30000;16=200},-1,80000,1,TRUE,0,activity/direct_gift/icon_znq3.png,,100,
8201,24036,,2,精英精灵随机礼包,精英精灵随机礼包,Elite Pokémon Random Pack,Gói Ngẫu Nhiên Pokémon Tinh Anh,엘리트 포켓몬 랜덤 패키지,Pacote Aleatório de Pokémon de Elite,แพ็กสุ่มโปเกมอนระดับเอลิท,10,1,{951=30;gold=1000000},-1,80000,3,TRUE,0,activity/direct_gift/icon_znq3.png,,100,
8202,24036,,2,稀有精灵随机礼包,稀有精灵随机礼包,Rare Pokémon Random Pack,Gói Ngẫu Nhiên Pokémon Hiếm,희귀 포켓몬 랜덤 패키지,Pacote Aleatório de Pokémon Raros,แพ็กสุ่มโปเกมอนหายาก,20,1,{953=50;952=60},-1,80000,4,TRUE,0,activity/direct_gift/icon_znq3.png,,100,
8203,24036,,2,万能碎片礼包,万能碎片礼包,Universal Shard Pack,Gói Mảnh Vỡ Đa Năng,만능 조각 패키지,Pacote de Fragmentos Universais,แพ็กเศษชิ้นส่วนอเนกประสงค์,2,1,{521=20;502=50},-1,30000,5,,1,activity/direct_gift/icon_znq3.png,,100,
8204,24036,,2,性格薄荷自选礼包,性格薄荷自选礼包,Nature Mint Selection Pack,Gói Tùy Chọn Lá Bạc Tính Cách,성격 민트 선택 패키지,Pacote de Hortelã de Natureza Personalizado,แพ็กเลือกใบมิ้นต์นิสัย,5,1,{gold=100000;937=1},-1,15000,6,,1,activity/direct_gift/icon_znq3.png,,100,
8205,24036,,2,活动称号自选箱子,活动称号自选箱子,Event Title Selection Box,Hộp Tùy Chọn Danh Hiệu Sự Kiện,이벤트 칭호 선택 박스,Caixa de Títulos de Evento,กล่องเลือกฉายากิจกรรม,5,1,{2196=1;gold=88888},-1,88888,7,TRUE,0,activity/direct_gift/icon_znq3.png,,100,
8206,24036,,2,刷新球礼包,刷新球礼包,Refresh Ball Pack,Gói Bóng Làm Mới,리프레시 볼 패키지,Pacote de Bolas de Renovação,แพ็กลูกบอลรีเฟรช,5,1,{gold=88888;522=3},-1,88888,8,TRUE,0,activity/direct_gift/icon_znq3.png,,100,
,24036,,2,蕾冠王·白马钻石盲盒,蕾冠王·白马钻石盲盒,Calyrex-Ice Diamond Blind Box,Hộp Mù Kim Cương Bạch Mã Calyrex,레이크라운・백마 다이아 랜덤박스,Caixa Surpresa Diamante Calyrex Cavalo Branco,กล่องสุ่มเพชร คิงมงกุฎ・ม้าขาว,3,1,{9101=1;gold=88888},-1,108888,9,TRUE,0,activity/direct_gift/icon_znq3.png,,100,
8208,24036,,2,精灵碎片随机礼包,精灵碎片随机礼包,Pokémon Shard Random Pack,Gói Ngẫu Nhiên Mảnh Pokémon,포켓몬 조각 랜덤 패키지,Pacote Aleatório de Fragmentos de Pokémon,แพ็กสุ่มเศษโปเกมอน,10,1,{gold=100000;9204=30},-1,50000,2,TRUE,0,activity/direct_gift/icon_znq3.png,,100,
,,,,,,,,,,,,,,,,,,,,,,
8300,24037,,2,新区成长礼包,免费礼包tw,2,,3,,,5,1,{500=38;rmb=30000;gold=10000000},102,-1,1,FALSE,0,activity/direct_gift/icon_cjbx1.png,,100,
8301,24037,,2,新区碎片礼包,免费礼包tw,2,,3,,,5,1,{521=280;rmb=30000;gold=10000000},102,-1,2,FALSE,0,activity/direct_gift/icon_zjbx2.png,,100,
8302,24037,,2,新区升星礼包,免费礼包tw,2,,3,,,5,1,{539=120;rmb=30000;gold=10000000},102,-1,3,FALSE,0,activity/direct_gift/icon_zjbx2.png,,100,
8303,24037,,2,新区金币礼包,免费礼包tw,2,,3,,,5,1,{rmb=30000;gold=200000000},102,-1,4,FALSE,0,activity/direct_gift/icon_zjbx2.png,,100,
8304,24037,,2,自选养成礼包,免费礼包tw,2,,3,,,5,1,{9016=15;rmb=30000;gold=10000000},102,-1,5,FALSE,0,activity/direct_gift/icon_zjbx1.png,,100,
8305,24037,,2,突破材料礼袋,免费礼包tw,2,,3,,,5,1,{870=600;rmb=30000;gold=10000000},102,-1,6,FALSE,0,activity/direct_gift/icon_gjbx2.png,,100,
8306,24037,,2,新区体力礼包,免费礼包tw,2,,3,,,5,1,{500=380;gold=200000000},107,-1,7,FALSE,0,activity/direct_gift/icon_zjbx2.png,,100,
8307,24037,,2,新区体力礼包,免费礼包tw,2,,3,,,3,1,{rmb=150000;500=1500},111,-1,8,FALSE,0,activity/direct_gift/icon_zjbx2.png,,100,
8308,24037,,2,努力养成礼包,免费礼包tw,2,,3,,,5,1,{16=500;rmb=150000;452=6000},106,-1,9,FALSE,0,activity/direct_gift/icon_zjbx1.png,,100,
8309,24037,,2,饰品升星礼包,免费礼包tw,2,,3,,,5,1,{501=35;rmb=150000;gold=10000000},106,-1,10,FALSE,0,activity/direct_gift/icon_zjbx2.png,,100,
8310,24037,,2,饰品觉醒礼包,免费礼包tw,2,,3,,,5,1,{6059=8;rmb=150000;gold=10000000},106,-1,11,FALSE,0,activity/direct_gift/icon_zjbx2.png,,100,
8311,24037,,2,携带养成礼包,免费礼包tw,2,,3,,,5,1,{2103=2500;rmb=150000;gold=10000000},106,-1,12,FALSE,0,activity/direct_gift/icon_zjbx2.png,,100,
8312,24037,,2,潜能养成礼包,免费礼包tw,2,,3,,,5,1,{850=40000;rmb=150000;851=15000},106,-1,13,FALSE,0,activity/direct_gift/icon_zjbx2.png,,100,
8313,24037,,2,探险零件礼包,免费礼包tw,2,,3,,,5,1,{rmb=150000;4000=40000;gold=10000000},106,-1,14,FALSE,0,activity/direct_gift/icon_zjbx2.png,,100,
8314,24037,,2,符石精华礼包,免费礼包tw,2,,3,,,5,1,{529=250000;rmb=150000;gold=10000000},106,-1,15,FALSE,0,activity/direct_gift/icon_zjbx2.png,,100,
8315,24037,,2,紫色晶片礼包,免费礼包tw,2,,3,,,5,1,{124=2500;rmb=150000;gold=10000000},106,-1,16,FALSE,0,activity/direct_gift/icon_zjbx2.png,,100,
8316,24037,,2,神奇胶囊礼包,免费礼包tw,2,,3,,,5,1,{gold=10000000;rmb=150000;19=500},106,-1,17,FALSE,0,activity/direct_gift/icon_zjbx2.png,,100,
8317,24037,,2,符石自选礼包,免费礼包tw,2,,3,,,5,1,{994=8;rmb=150000;gold=10000000},106,-1,18,FALSE,0,activity/direct_gift/icon_zjbx2.png,,100,
8318,24037,,2,芯片自选礼包,免费礼包tw,2,,3,,,5,1,{7325=8;rmb=150000;gold=10000000},106,-1,19,FALSE,0,activity/direct_gift/icon_zjbx2.png,,100,
8319,24037,,2,天赋礼包,免费礼包tw,2,,3,,,5,1,{gold=100000000;rmb=30000;talent_point=1200},106,-1,20,FALSE,0,activity/direct_gift/icon_gjbx1.png,,100,
8320,24037,,2,探险器自选礼包,免费礼包tw,2,,3,,,5,1,{967=35;rmb=150000;gold=10000000},106,-1,21,FALSE,0,activity/direct_gift/icon_gjbx2.png,,100,
8321,24037,,2,亲密度特惠礼包,免费礼包tw,2,,3,,,5,1,{605=1500;rmb=150000;gold=10000000},106,-1,22,FALSE,0,activity/direct_gift/icon_gjbx2.png,,100,
8322,24037,,2,徽章特惠礼包,免费礼包tw,2,,3,,,5,1,{151=25000;rmb=150000;gold=10000000},106,-1,23,FALSE,0,activity/direct_gift/icon_gjbx2.png,,100,
8323,24037,,2,彩虹喷漆特惠礼包,免费礼包tw,2,,3,,,5,1,{gold=10000000;rmb=150000;152=700},106,-1,24,FALSE,0,activity/direct_gift/icon_gjbx2.png,,100,
8324,24037,,2,世界盲盒礼包,免费礼包tw,2,,3,,,10,1,{rmb=30000;9100=1},102,-1,25,FALSE,0,activity/direct_gift/icon_zjbx2.png,,100,
8325,24037,,2,世界盲盒礼包,免费礼包tw,2,,3,,,10,1,{rmb=150000;9100=7},106,-1,26,FALSE,0,activity/direct_gift/icon_zjbx2.png,,100,
8326,24037,,2,世界盲盒礼包,免费礼包tw,2,,3,,,5,1,{rmb=300000;9100=15},107,-1,27,FALSE,0,activity/direct_gift/icon_gjbx12.png,,100,
8327,24037,,2,世界盲盒礼包,免费礼包tw,2,,3,,,3,1,{rmb=500000;9100=35},109,-1,28,FALSE,0,activity/direct_gift/icon_gjbx12.png,,100,
8328,24037,,2,世界盲盒礼包,免费礼包tw,2,,3,,,3,1,{rmb=1000000;9100=90},112,-1,29,FALSE,0,activity/direct_gift/icon_gjbx12.png,,100,
8329,24037,,2,世界盲盒礼包,免费礼包tw,2,,3,,,2,1,{rmb=2000000;9100=200},113,-1,30,FALSE,0,activity/direct_gift/icon_gjbx12.png,,100,
8400,24038,,2,春节钻石礼包,免费礼包tw,2,,3,,,1,1,{stamina=888;gold=18880000},-1,3888,1,TRUE,0,activity/direct_gift/icon_cjbx1.png,,100,
8401,24038,,2,春节特惠礼包,免费礼包tw,2,,3,,,10,1,{500=180;rmb=180000;gold=10000000},106,-1,2,TRUE,0,activity/direct_gift/icon_cjbx1.png,,100,
8402,24038,,2,春节特惠礼包,免费礼包tw,2,,3,,,10,1,{521=1400;rmb=180000;gold=10000000},106,-1,3,TRUE,0,activity/direct_gift/icon_zjbx2.png,,100,
8403,24038,,2,春节特惠礼包,免费礼包tw,2,,3,,,10,1,{539=600;rmb=180000;gold=10000000},106,-1,4,TRUE,0,activity/direct_gift/icon_zjbx2.png,,100,
8404,24038,,2,春节特惠礼包,免费礼包tw,2,,3,,,10,1,{rmb=180000;gold=1000000000},106,-1,5,TRUE,0,activity/direct_gift/icon_zjbx2.png,,100,
8405,24038,,2,春节特惠礼包,免费礼包tw,2,,3,,,10,1,{9016=75;rmb=180000;gold=10000000},106,-1,6,TRUE,0,activity/direct_gift/icon_zjbx1.png,,100,
8406,24038,,2,春节特惠礼包,免费礼包tw,2,,3,,,10,1,{9016=100},106,-1,7,TRUE,0,activity/direct_gift/icon_zjbx1.png,,100,
8407,24038,,2,春节特惠礼包,免费礼包tw,2,,3,,,10,1,{870=3000;rmb=180000;gold=10000000},106,-1,8,TRUE,0,activity/direct_gift/icon_gjbx2.png,,100,
8408,24038,,2,春节特惠礼包,免费礼包tw,2,,3,,,20,1,{500=380;gold=200000000},107,-1,9,TRUE,0,activity/direct_gift/icon_zjbx2.png,,100,
8409,24038,,2,春节特惠礼包,免费礼包tw,2,,3,,,10,1,{rmb=150000;500=1500},111,-1,10,TRUE,0,activity/direct_gift/icon_zjbx2.png,,100,
8410,24038,,2,春节特惠礼包,免费礼包tw,2,,3,,,5,1,{16=500;rmb=180000;452=6000},106,-1,11,TRUE,0,activity/direct_gift/icon_zjbx1.png,,100,
8411,24038,,2,春节特惠礼包,免费礼包tw,2,,3,,,5,1,{501=35;rmb=180000;gold=10000000},106,-1,12,TRUE,0,activity/direct_gift/icon_zjbx2.png,,100,
8412,24038,,2,春节特惠礼包,免费礼包tw,2,,3,,,5,1,{6059=8;rmb=180000;gold=10000000},106,-1,13,TRUE,0,activity/direct_gift/icon_zjbx2.png,,100,
8413,24038,,2,春节特惠礼包,免费礼包tw,2,,3,,,5,1,{2103=2500;rmb=180000;gold=10000000},106,-1,14,TRUE,0,activity/direct_gift/icon_zjbx2.png,,100,
8414,24038,,2,春节特惠礼包,免费礼包tw,2,,3,,,5,1,{850=40000;rmb=180000;851=15000},106,-1,15,TRUE,0,activity/direct_gift/icon_zjbx2.png,,100,
8415,24038,,2,春节特惠礼包,免费礼包tw,2,,3,,,5,1,{rmb=180000;4000=40000;gold=10000000},106,-1,16,TRUE,0,activity/direct_gift/icon_zjbx2.png,,100,
8416,24038,,2,春节特惠礼包,免费礼包tw,2,,3,,,5,1,{529=250000;rmb=180000;gold=10000000},106,-1,17,TRUE,0,activity/direct_gift/icon_zjbx2.png,,100,
8417,24038,,2,春节特惠礼包,免费礼包tw,2,,3,,,5,1,{124=2500;rmb=180000;gold=10000000},106,-1,18,TRUE,0,activity/direct_gift/icon_zjbx2.png,,100,
8418,24038,,2,春节特惠礼包,免费礼包tw,2,,3,,,5,1,{gold=10000000;rmb=180000;19=500},106,-1,19,TRUE,0,activity/direct_gift/icon_zjbx2.png,,100,
8419,24038,,2,春节特惠礼包,免费礼包tw,2,,3,,,5,1,{994=8;rmb=180000;gold=10000000},106,-1,20,TRUE,0,activity/direct_gift/icon_zjbx2.png,,100,
8420,24038,,2,春节特惠礼包,免费礼包tw,2,,3,,,5,1,{7325=8;rmb=180000;gold=10000000},106,-1,21,TRUE,0,activity/direct_gift/icon_zjbx2.png,,100,
8421,24038,,2,春节特惠礼包,免费礼包tw,2,,3,,,5,1,{gold=100000000;rmb=38000;talent_point=1200},106,-1,22,TRUE,0,activity/direct_gift/icon_gjbx1.png,,100,
8422,24038,,2,春节特惠礼包,免费礼包tw,2,,3,,,5,1,{967=35;rmb=180000;gold=10000000},106,-1,23,TRUE,0,activity/direct_gift/icon_gjbx2.png,,100,
8423,24038,,2,春节特惠礼包,免费礼包tw,2,,3,,,5,1,{605=1500;rmb=180000;gold=10000000},106,-1,24,TRUE,0,activity/direct_gift/icon_gjbx2.png,,100,
8424,24038,,2,春节特惠礼包,免费礼包tw,2,,3,,,5,1,{151=25000;rmb=180000;gold=10000000},106,-1,25,TRUE,0,activity/direct_gift/icon_gjbx2.png,,100,
