变量名,name,_name,name_tw,name_en,name_vn,name_kr,name_pt,name_th,attributeType,rarity,natureType,natureType2,twinFlag,battleFlag,rectSize,bossCard_id,bossLife,cardID,star,icon,cardIcon,cardIcon2,iconSimple,cardShow,cardShowScale,cardShowPosC,unitRes,skin,show,bansxScale,bansxPosC,passiveSkillList,skillList,combinationObjCardId,combinationSkillId,everyPos,lifeScale,specBind,killResumeMp1,scale,scaleC,scaleCMode,scaleU,scaleX,scaleSkin,bornTime,rebornTime,deathTime,deathSound,fightingPoint,buffId,buffLifeRound,buffProb,buffLevel,buffValue1,hpGrow,speedGrow,damageGrow,specialDamageGrow,defenceGrow,specialDefenceGrow,hpBaseC,speedBaseC,damageBaseC,defenceBaseC,specialDamageBaseC,specialDefenceBaseC,hpC,mp1C,initMp1C,hpRecoverC,mp1RecoverC,mp2RecoverC,damageC,specialDamageC,defenceC,specialDefenceC,defenceIgnoreC,specialDefenceIgnoreC,speedC,strikeC,strikeDamageC,strikeResistanceC,blockC,breakBlockC,blockPowerC,dodgeC,hitC,damageDodgeC,damageHitC,damageAddC,damageSubC,ultimateAddC,ultimateSubC,damageDeepenC,damageReduceC,suckBloodC,reboundC,cureC,natureRestraintC,controlPerC,immuneControlC,effectPowerId,summonCalDamage,cardSpine,cardSpinePos,cardSpineScale,cardSpineNeedStar,bagCardSpinePos,bagCardSpineScale
默认值,宠物,宠物,宠物,宠物,宠物,宠物,宠物,宠物,,1,1,,FALSE,<>,{x=250;y=300},1000,0,,0,config/portrait/speedranktouxiang/img_25_pkq@.png,config/portrait/jinglingtouxiang/img_25_pkq@.png,config/portrait/jinglingtouxiang1/img_25_pkq@.png,config/portrait/simple/img_25_pkq@.png,config/big_hero/normal/img_25_pkq@.png,1,{x=0;y=0},koudai_pikaqiu/pikaqiu.skel,,config/big_hero/standby/img_791_sejla@.png,1.4,{x=100;y=0},<>,<>,,,{'hitPos'={'x'=0;'y'=160};'lifePos'={'x'=0;'y'=320};'headPos'={'x'=0;'y'=280};'namePos'={'x'=0;'y'=320}},1,<>,0,2,1,1,2,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,{x=0;y=0},1.6,1,{x=0;y=0},1
212681,Venipede,百足蜈蚣,百足蜈蚣,Venipede,Venipede,마디네,Venipede,ฟุชิเดะ,bossmonster,2,12,8,FALSE,<99>,{y=300;x=250},1000,0,2681,0,config/portrait/speedranktouxiang/img_543_bzwg@.png,config/portrait/jinglingtouxiang/img_543_bzwg@.png,config/portrait/jinglingtouxiang1/img_543_bzwg@.png,config/portrait/simple/img_543_bzwg@.png,config/big_hero/normal/img_543_bzwg@.png,1.4,{y=90;x=10},koudai_baizuwugong/hero_baizuwugong.skel,,config/big_hero/standby/img_543_bzwg@.png,1.4,{y=0;x=100},<59001;59011>,<26811;26812;26813>,,,{lifePos={y=240;x=0};hitPos={y=110;x=0};headPos={y=200;x=0};namePos={y=240;x=0}},1,<>,0,2.5,1,1,1.5,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
212682,Whirlipede,车轮球,車輪毬,Whirlipede,Whirlipede,휠구,Whirlipede,โฮอิลกา,bossmonster,2,12,8,FALSE,<99>,{y=300;x=250},1000,0,2682,0,config/portrait/speedranktouxiang/img_544_clq@.png,config/portrait/jinglingtouxiang/img_544_clq@.png,config/portrait/jinglingtouxiang1/img_544_clq@.png,config/portrait/simple/img_544_clq@.png,config/big_hero/normal/img_544_clq@.png,1.25,{y=10;x=70},koudai_chelunqiu/hero_chelunqiu.skel,,config/big_hero/standby/img_544_clq@.png,1.4,{y=0;x=100},<59001;59011>,<26821;26822;26823>,,,{lifePos={y=270;x=0};hitPos={y=125;x=0};headPos={y=230;x=0};namePos={y=270;x=0}},1,<>,0,2.8,1,1,1.68,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
212683,Scolipede,蜈蚣王,蜈蚣王,Scolipede,Scolipede,펜드라,Scolipede,เพ็นดรา,bossmonster,2,12,8,FALSE,<99>,{y=300;x=250},1000,0,2683,0,config/portrait/speedranktouxiang/img_545_wgw@.png,config/portrait/jinglingtouxiang/img_545_wgw@.png,config/portrait/jinglingtouxiang1/img_545_wgw@.png,config/portrait/simple/img_545_wgw@.png,config/big_hero/normal/img_545_wgw@.png,1.4,{y=0;x=35},koudai_wugongwang/hero_wugongwang.skel,,config/big_hero/standby/img_545_wgw@.png,1.4,{y=0;x=100},<59001;59011>,<26831;26832;26833>,,,{lifePos={y=340;x=0};hitPos={y=160;x=0};headPos={y=300;x=0};namePos={y=340;x=0}},1,<>,0,2.7,1,1,1.62,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
212721,Sandile,黑眼鳄,黑眼鱷,Sandile,Sandile,깜눈크,Sandile,เมกุโรโกะ,bossmonster,3,9,16,FALSE,<99>,{y=300;x=250},1000,0,2721,0,config/portrait/speedranktouxiang/img_551_hye@.png,config/portrait/jinglingtouxiang/img_551_hye@.png,config/portrait/jinglingtouxiang1/img_551_hye@.png,config/portrait/simple/img_551_hye@.png,config/big_hero/normal/img_551_hye@.png,1,{y=10;x=0},koudai_heiyane/hero_heiyane.skel,,config/big_hero/standby/img_551_hye@.png,1.4,{y=-20;x=140},<59001;59011>,<27211;27212;27213>,,,{lifePos={y=200;x=0};hitPos={y=90;x=0};headPos={y=160;x=0};namePos={y=200;x=0}},1,<>,0,2.4,1,1,1.56,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
212722,Krokorok,混混鳄,混混鱷,Krokorok,Krokorok,악비르,Krokorok,วารูวิล,bossmonster,3,9,16,FALSE,<99>,{y=300;x=250},1000,0,2722,0,config/portrait/speedranktouxiang/img_552_hhe@.png,config/portrait/jinglingtouxiang/img_552_hhe@.png,config/portrait/jinglingtouxiang1/img_552_hhe@.png,config/portrait/simple/img_552_hhe@.png,config/big_hero/normal/img_552_hhe@.png,1,{y=0;x=0},koudai_hunhune/hero_hunhune.skel,,config/big_hero/standby/img_552_hhe@.png,1.4,{y=-20;x=140},<59001;59011>,<27221;27222;27223>,,,{lifePos={y=260;x=0};hitPos={y=120;x=0};headPos={y=220;x=0};namePos={y=260;x=0}},1,<>,0,2.6,1,1,1.62,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
212723,Krookodile,流氓鳄,流氓鱷,Krookodile,Krookodile,악비아르,Krookodile,วารูเวียล,bossmonster,3,9,16,FALSE,<99>,{y=300;x=250},1000,0,2723,0,config/portrait/speedranktouxiang/img_553_lme@.png,config/portrait/jinglingtouxiang/img_553_lme@.png,config/portrait/jinglingtouxiang1/img_553_lme@.png,config/portrait/simple/img_553_lme@.png,config/big_hero/normal/img_553_lme@.png,1,{y=5;x=15},koudai_liumange/hero_liumange.skel,,config/big_hero/standby/img_553_lme@.png,1.4,{y=-20;x=140},<59001;59011>,<27231;27232;27233>,,,{lifePos={y=290;x=0};hitPos={y=135;x=0};headPos={y=250;x=0};namePos={y=290;x=0}},1,<>,0,2.8,1,1,1.62,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
212821,Zorua,索罗亚,索羅亞,Zorua,Zorua,조로아,Zorua,โซรัว,bossmonster,3,16,,FALSE,<99>,{y=300;x=250},1000,0,2821,0,config/portrait/speedranktouxiang/img_570_sly@.png,config/portrait/jinglingtouxiang/img_570_sly@.png,config/portrait/jinglingtouxiang1/img_570_sly@.png,config/portrait/simple/img_570_sly@.png,config/big_hero/normal/img_570_sly@.png,1,{y=40;x=0},koudai_suoluoya/hero_suoluoya.skel,,config/big_hero/standby/img_570_sly@.png,1.4,{y=-20;x=140},<59001;59011>,<28211;28212;28213>,,,{lifePos={y=250;x=0};hitPos={y=115;x=0};headPos={y=210;x=0};namePos={y=250;x=0}},1,<>,0,1.8,1,1,1.14,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
212822,Zoroark,索罗亚克,索羅亞克,Zoroark,Zoroark,조로아크,Zoroark,โซโรอาร์ค,bossmonster,3,16,,FALSE,<99>,{y=300;x=250},1000,0,2822,0,config/portrait/speedranktouxiang/img_571_slyk@.png,config/portrait/jinglingtouxiang/img_571_slyk@.png,config/portrait/jinglingtouxiang1/img_571_slyk@.png,config/portrait/simple/img_571_slyk@.png,config/big_hero/normal/img_571_slyk@.png,1.8,{y=-10;x=0},koudai_suoluoyake/hero_suoluoyake.skel,,config/big_hero/standby/img_571_slyk@.png,1.4,{y=-20;x=140},<59001;59011>,<28221;28222;28223>,,,{lifePos={y=290;x=0};hitPos={y=135;x=0};headPos={y=250;x=0};namePos={y=290;x=0}},1,<>,0,2.3,1,1,1.44,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
212841,Gothita,哥德宝宝,哥德寶寶,Gothita,Gothita,고디탱,Gothita,โกธิมู,bossmonster,2,11,,FALSE,<99>,{y=300;x=250},1000,0,2841,0,config/portrait/speedranktouxiang/img_574_gdbb@.png,config/portrait/jinglingtouxiang/img_574_gdbb@.png,config/portrait/jinglingtouxiang1/img_574_gdbb@.png,config/portrait/simple/img_574_gdbb@.png,config/big_hero/normal/img_574_gdbb@.png,1,{y=0;x=0},koudai_gedebaobao/hero_gedebaobao.skel,,config/big_hero/standby/img_574_gdbb@.png,1.4,{y=0;x=100},<>,<28411;28412;28413>,,,{lifePos={y=280;x=0};hitPos={y=140;x=0};headPos={y=280;x=0};namePos={y=320;x=0}},1,<>,0,2,1,1,1,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
212842,Gothorita,哥德小童,哥德小童,Gothorita,Gothorita,고디보미,Gothorita,โกธิมิรุ,bossmonster,2,11,,FALSE,<99>,{y=300;x=250},1000,0,2842,0,config/portrait/speedranktouxiang/img_575_gdxt@.png,config/portrait/jinglingtouxiang/img_575_gdxt@.png,config/portrait/jinglingtouxiang1/img_575_gdxt@.png,config/portrait/simple/img_575_gdxt@.png,config/big_hero/normal/img_575_gdxt@.png,1,{y=0;x=0},koudai_gedexiaotong/hero_gedexiaotong.skel,,config/big_hero/standby/img_575_gdxt@.png,1.4,{y=0;x=100},<>,<28421;28422;28423>,,,{lifePos={y=300;x=0};hitPos={y=160;x=0};headPos={y=280;x=0};namePos={y=320;x=0}},1,<>,0,2,1,1,1.3,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
212843,Gothitelle,哥德小姐,哥德小姐,Gothitelle,Gothitelle,고디모아젤,Gothitelle,โกธิรูเซล,bossmonster,2,11,,FALSE,<99>,{y=300;x=250},1000,0,2843,0,config/portrait/speedranktouxiang/img_576_gdxj@.png,config/portrait/jinglingtouxiang/img_576_gdxj@.png,config/portrait/jinglingtouxiang1/img_576_gdxj@.png,config/portrait/simple/img_576_gdxj@.png,config/big_hero/normal/img_576_gdxj@.png,1,{y=0;x=0},koudai_gedexiaojie/hero_gedexiaojie.skel,,config/big_hero/standby/img_576_gdxj@.png,1.4,{y=0;x=100},<>,<28431;28432;28433>,,,{lifePos={y=340;x=0};hitPos={y=170;x=0};headPos={y=280;x=0};namePos={y=320;x=0}},1,<>,0,2,1,1,1.3,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
212871,Vanillite,迷你冰,迷你冰,Vanillite,Vanillite,바닐프티,Vanillite,วานิพุทิ,bossmonster,2,6,,FALSE,<99>,{y=300;x=250},1000,0,2871,0,config/portrait/speedranktouxiang/img_582_mnb@.png,config/portrait/jinglingtouxiang/img_582_mnb@.png,config/portrait/jinglingtouxiang1/img_582_mnb@.png,config/portrait/simple/img_582_mnb@.png,config/big_hero/normal/img_582_mnb@.png,0.95,{y=0;x=30},koudai_minibing/hero_minibing.skel,,config/big_hero/standby/img_582_mnb@.png,1.4,{y=0;x=100},<59001;59011>,<28711;28712;28713>,,,{lifePos={y=260;x=0};hitPos={y=120;x=0};headPos={y=220;x=0};namePos={y=260;x=0}},1,<>,0,2.6,1,1,1.56,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
212872,Vanillish,多多冰,多多冰,Vanillish,Vanillish,바닐리치,Vanillish,วานิริช,bossmonster,2,6,,FALSE,<99>,{y=300;x=250},1000,0,2872,0,config/portrait/speedranktouxiang/img_583_ddb@.png,config/portrait/jinglingtouxiang/img_583_ddb@.png,config/portrait/jinglingtouxiang1/img_583_ddb@.png,config/portrait/simple/img_583_ddb@.png,config/big_hero/normal/img_583_ddb@.png,1.2,{y=-10;x=-20},koudai_duoduobing/hero_duoduobing.skel,,config/big_hero/standby/img_583_ddb@.png,1.4,{y=0;x=100},<59001;59011>,<28721;28722;28723>,,,{lifePos={y=310;x=0};hitPos={y=145;x=0};headPos={y=270;x=0};namePos={y=310;x=0}},1,<>,0,2.4,1,1,1.44,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
212873,Vanilluxe,双倍多多冰,雙倍多多冰,Vanilluxe,Vanilluxe,배바닐라,Vanilluxe,ไบวานิลา,bossmonster,2,6,,FALSE,<99>,{y=300;x=250},1000,0,2873,0,config/portrait/speedranktouxiang/img_584_sbddb@.png,config/portrait/jinglingtouxiang/img_584_sbddb@.png,config/portrait/jinglingtouxiang1/img_584_sbddb@.png,config/portrait/simple/img_584_sbddb@.png,config/big_hero/normal/img_584_sbddb@.png,1.2,{y=25;x=10},koudai_shuangbeiduoduobing/hero_shuangbeiduoduobing.skel,,config/big_hero/standby/img_584_sbddb@.png,1.4,{y=0;x=100},<59001;59011>,<28731;28732;28733>,,,{lifePos={y=340;x=0};hitPos={y=160;x=0};headPos={y=300;x=0};namePos={y=340;x=0}},1,<>,0,2.8,1,1,1.68,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
212891,Emolga,电飞鼠,電飛鼠,Emolga,Emolga,에몽가,Emolga,เอมอนกา,bossmonster,2,5,10,FALSE,<99>,{y=300;x=250},1000,0,2891,0,config/portrait/speedranktouxiang/img_587_dfs@.png,config/portrait/jinglingtouxiang/img_587_dfs@.png,config/portrait/jinglingtouxiang1/img_587_dfs@.png,config/portrait/simple/img_587_dfs@.png,config/big_hero/normal/img_587_dfs@.png,1,{y=40;x=0},koudai_dianfeishu/hero_dianfeishu.skel,,config/big_hero/standby/img_587_dfs@.png,1.4,{y=-20;x=140},<59001;59011>,<28911;28912;28913>,,,{lifePos={y=240;x=0};hitPos={y=110;x=0};headPos={y=200;x=0};namePos={y=240;x=0}},1,<>,0,2.1,1,1,1.14,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
212921,Frillish (Female),轻飘飘·雌,輕飄飄 (雌性),Frillish (Female),Frillish (Cái),탱그릴 (암컷),Frillish (Fêmea),พูรูริล (ตัวเมีย),bossmonster,2,3,14,FALSE,<99>,{y=300;x=250},1000,0,2921,0,config/portrait/speedranktouxiang/img_592_hqpp@.png,config/portrait/jinglingtouxiang/img_592_hqpp@.png,config/portrait/jinglingtouxiang1/img_592_hqpp@.png,config/portrait/simple/img_592_hqpp@.png,config/big_hero/normal/img_592_hqpp@.png,1.3,{y=-40;x=15},koudai_qingpiaopiaohong/hero_qingpiaopiaohong.skel,,config/big_hero/standby/img_592_hqpp@.png,1.4,{y=0;x=100},<59001;59011>,<29211;29212;29213>,,,{lifePos={y=300;x=0};hitPos={y=140;x=0};headPos={y=260;x=0};namePos={y=300;x=0}},1,<>,0,2,1,1,1.35,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
212922,Frillish (Male),轻飘飘·雄,輕飄飄 (雄性),Frillish (Male),Frillish (Đực),탱그릴 (수컷),Frillish (Macho),พูรูริล (ตัวผู้),bossmonster,2,3,14,FALSE,<99>,{y=300;x=250},1000,0,2922,0,config/portrait/speedranktouxiang/img_592_lqpp@.png,config/portrait/jinglingtouxiang/img_592_lqpp@.png,config/portrait/jinglingtouxiang1/img_592_lqpp@.png,config/portrait/simple/img_592_lqpp@.png,config/big_hero/normal/img_592_lqpp@.png,1.4,{y=20;x=-30},koudai_qingpiaopiaolan/hero_qingpiaopiaolan.skel,,config/big_hero/standby/img_592_lqpp@.png,1.4,{y=0;x=100},<59001;59011>,<29221;29222;29223>,,,{lifePos={y=300;x=0};hitPos={y=140;x=0};headPos={y=260;x=0};namePos={y=300;x=0}},1,<>,0,2,1,1,1.35,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
212923,Jellicent (Female),胖嘟嘟·雌,胖嘟嘟 (雌性),Jellicent (Female),Jellicent (Cái),탱탱겔 (암컷),Jellicent (Fêmea),บูรุงเกล (ตัวเมีย),bossmonster,2,3,14,FALSE,<99>,{y=300;x=250},1000,0,2923,0,config/portrait/speedranktouxiang/img_593_hpdd@.png,config/portrait/jinglingtouxiang/img_593_hpdd@.png,config/portrait/jinglingtouxiang1/img_593_hpdd@.png,config/portrait/simple/img_593_hpdd@.png,config/big_hero/normal/img_593_hpdd@.png,1,{y=0;x=0},koudai_pangduduhong/hero_pangduduhong.skel,,config/big_hero/standby/img_593_hpdd@.png,1.4,{y=0;x=100},<59001;59011>,<29231;29232;29233>,,,{lifePos={y=320;x=0};hitPos={y=160;x=0};headPos={y=280;x=0};namePos={y=320;x=0}},1,<>,0,2.5,1,1,1.5,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
212924,Jellicent (Male),胖嘟嘟·雄,胖嘟嘟 (雄性),Jellicent (Male),Jellicent (Đực),탱탱겔 (수컷),Jellicent (Macho),บูรุงเกล (ตัวผู้),bossmonster,2,3,14,FALSE,<99>,{y=300;x=250},1000,0,2924,0,config/portrait/speedranktouxiang/img_593_lpdd@.png,config/portrait/jinglingtouxiang/img_593_lpdd@.png,config/portrait/jinglingtouxiang1/img_593_lpdd@.png,config/portrait/simple/img_593_lpdd@.png,config/big_hero/normal/img_593_lpdd@.png,1,{y=0;x=0},koudai_pangdudulan/hero_pangdudulan.skel,,config/big_hero/standby/img_593_lpdd@.png,1.4,{y=0;x=100},<59001;59011>,<29241;29242;29243>,,,{lifePos={y=320;x=0};hitPos={y=160;x=0};headPos={y=280;x=0};namePos={y=320;x=0}},1,<>,0,2.5,1,1,1.5,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
212961,Klink,齿轮儿,齒輪兒,Klink,Klink,기어르,Klink,เกียรุ,bossmonster,2,17,,FALSE,<99>,{y=300;x=250},1000,0,2961,0,config/portrait/speedranktouxiang/img_599_cle@.png,config/portrait/jinglingtouxiang/img_599_cle@.png,config/portrait/jinglingtouxiang1/img_599_cle@.png,config/portrait/simple/img_599_cle@.png,config/big_hero/normal/img_599_cle@.png,0.95,{y=25;x=0},koudai_chiluner/hero_chiluner.skel,,config/big_hero/standby/img_599_cle@.png,1.4,{y=0;x=100},<59001;59011>,<29611;29612;29613>,,,{lifePos={y=240;x=0};hitPos={y=110;x=0};headPos={y=200;x=0};namePos={y=240;x=0}},1,<>,0,2.1,1,1,1.32,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
212962,Klang,齿轮组,齒輪組,Klang,Klang,기기어르,Klang,กิเกียรุ,bossmonster,2,17,,FALSE,<99>,{y=300;x=250},1000,0,2962,0,config/portrait/speedranktouxiang/img_600_clz@.png,config/portrait/jinglingtouxiang/img_600_clz@.png,config/portrait/jinglingtouxiang1/img_600_clz@.png,config/portrait/simple/img_600_clz@.png,config/big_hero/normal/img_600_clz@.png,1,{y=50;x=0},koudai_chilunzu/hero_chilunzu.skel,,config/big_hero/standby/img_600_clz@.png,1.4,{y=0;x=100},<59001;59011>,<29621;29622;29623>,,,{lifePos={y=250;x=0};hitPos={y=115;x=0};headPos={y=210;x=0};namePos={y=250;x=0}},1,<>,0,1.9,1,1,1.32,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
212963,Klinklang,齿轮怪,齒輪怪,Klinklang,Klinklang,기기기어르,Klinklang,กิกิเกียรุ,bossmonster,2,17,,FALSE,<99>,{y=300;x=250},1000,0,2963,0,config/portrait/speedranktouxiang/img_601_clg@.png,config/portrait/jinglingtouxiang/img_601_clg@.png,config/portrait/jinglingtouxiang1/img_601_clg@.png,config/portrait/simple/img_601_clg@.png,config/big_hero/normal/img_601_clg@.png,1.3,{y=0;x=25},koudai_chilunguai/hero_chilunguai.skel,,config/big_hero/standby/img_601_clg@.png,1.4,{y=0;x=100},<59001;59011>,<29631;29632;29633>,,,{lifePos={y=290;x=0};hitPos={y=135;x=0};headPos={y=250;x=0};namePos={y=290;x=0}},1,<>,0,2.3,1,1,1.56,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
212991,Litwick,烛光灵,燭光靈,Litwick,Litwick,불켜미,Litwick,ฮิโตโมชิ,bossmonster,3,14,2,FALSE,<99>,{y=300;x=250},1000,0,2991,0,config/portrait/speedranktouxiang/img_607_zgl@.png,config/portrait/jinglingtouxiang/img_607_zgl@.png,config/portrait/jinglingtouxiang1/img_607_zgl@.png,config/portrait/simple/img_607_zgl@.png,config/big_hero/normal/img_607_zgl@.png,1,{y=25;x=0},koudai_zhuguangling/hero_zhuguangling.skel,normal,config/big_hero/standby/img_607_zgl@.png,1.4,{y=0;x=100},<>,<29911;29912;29913>,,,{lifePos={y=240;x=0};hitPos={y=110;x=0};headPos={y=200;x=0};namePos={y=240;x=0}},1,<>,0,1.9,1,1,1,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
212992,Lampent,灯火幽灵,燈火幽靈,Lampent,Lampent,램프라,Lampent,แลมพลาร์,bossmonster,3,14,2,FALSE,<99>,{y=300;x=250},1000,0,2992,0,config/portrait/speedranktouxiang/img_608_dhyl@.png,config/portrait/jinglingtouxiang/img_608_dhyl@.png,config/portrait/jinglingtouxiang1/img_608_dhyl@.png,config/portrait/simple/img_608_dhyl@.png,config/big_hero/normal/img_608_dhyl@.png,1,{y=50;x=0},koudai_denghuoyouling/hero_denghuoyouling.skel,normal,config/big_hero/standby/img_608_dhyl@.png,1.4,{y=0;x=100},<>,<29921;29922;29923>,,,{lifePos={y=250;x=0};hitPos={y=115;x=0};headPos={y=210;x=0};namePos={y=250;x=0}},1,<>,0,1.9,1,1,1.3,1,1,,,0,,0,<>,<>,<>,<>,<>,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,10000,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,,,,,,
