变量名,_beizhu,index,seatExtraFix,wave,hp,damage,specialDamage,defence,specialDefence,speed,hpself,damageself,specialDamageself,defenceself,specialDefenceself,speedself
默认值,,,{},,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1778,,80441,{11=1.2},2,<5.17;4.39>,<2.04;2.27>,<2.04;2.27>,<2.71;2.32>,<2.71;2.32>,<1.09;1.09>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1779,,80441,{11=1.2},3,<5.17;4.39>,<2.04;2.27>,<2.04;2.27>,<2.71;2.32>,<2.71;2.32>,<1.09;1.09>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1780,,80441,{11=1.2},4,<5.17;4.39>,<2.04;2.27>,<2.04;2.27>,<2.71;2.32>,<2.71;2.32>,<1.09;1.09>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1781,,80441,{11=1.2},5,<5.17;4.39>,<2.04;2.27>,<2.04;2.27>,<2.71;2.32>,<2.71;2.32>,<1.09;1.09>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1782,,80441,{11=1.2},6,<5.17;4.39>,<2.04;2.27>,<2.04;2.27>,<2.71;2.32>,<2.71;2.32>,<1.09;1.09>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1783,,80441,{11=1.2},7,<5.17;4.39>,<2.04;2.27>,<2.04;2.27>,<2.71;2.32>,<2.71;2.32>,<1.09;1.09>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1784,,80441,{11=1.2},8,<5.17;4.39>,<2.04;2.27>,<2.04;2.27>,<2.71;2.32>,<2.71;2.32>,<1.09;1.09>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1785,,80441,{11=1.2},9,<5.17;4.39>,<2.04;2.27>,<2.04;2.27>,<2.71;2.32>,<2.71;2.32>,<1.09;1.09>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1786,,80441,{11=1.2},10,<5.17;4.39>,<2.04;2.27>,<2.04;2.27>,<2.71;2.32>,<2.71;2.32>,<1.09;1.09>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1787,,80441,{11=1.2},11,<5.17;4.39>,<2.04;2.27>,<2.04;2.27>,<2.71;2.32>,<2.71;2.32>,<1.09;1.09>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1788,,80441,{11=1.2},12,<5.17;4.39>,<2.04;2.27>,<2.04;2.27>,<2.71;2.32>,<2.71;2.32>,<1.09;1.09>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1789,,80442,{11=1.1},1,<5.17;4.39>,<2.04;2.27>,<2.04;2.27>,<2.71;2.32>,<2.71;2.32>,<1.09;1.09>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1790,,80442,{11=1.1},2,<5.17;4.39>,<2.04;2.27>,<2.04;2.27>,<2.71;2.32>,<2.71;2.32>,<1.09;1.09>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1791,,80442,{11=1.1},3,<5.17;4.39>,<2.04;2.27>,<2.04;2.27>,<2.71;2.32>,<2.71;2.32>,<1.09;1.09>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1792,,80442,{11=1.1},4,<5.17;4.39>,<2.04;2.27>,<2.04;2.27>,<2.71;2.32>,<2.71;2.32>,<1.09;1.09>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1793,,80442,{11=1.1},5,<5.17;4.39>,<2.04;2.27>,<2.04;2.27>,<2.71;2.32>,<2.71;2.32>,<1.09;1.09>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1794,,80442,{11=1.1},6,<5.17;4.39>,<2.04;2.27>,<2.04;2.27>,<2.71;2.32>,<2.71;2.32>,<1.09;1.09>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1795,,80442,{11=1.1},7,<5.17;4.39>,<2.04;2.27>,<2.04;2.27>,<2.71;2.32>,<2.71;2.32>,<1.09;1.09>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1796,,80442,{11=1.1},8,<5.17;4.39>,<2.04;2.27>,<2.04;2.27>,<2.71;2.32>,<2.71;2.32>,<1.09;1.09>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1797,,80442,{11=1.1},9,<5.17;4.39>,<2.04;2.27>,<2.04;2.27>,<2.71;2.32>,<2.71;2.32>,<1.09;1.09>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1798,,80442,{11=1.1},10,<5.17;4.39>,<2.04;2.27>,<2.04;2.27>,<2.71;2.32>,<2.71;2.32>,<1.09;1.09>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1799,,80442,{11=1.1},11,<5.17;4.39>,<2.04;2.27>,<2.04;2.27>,<2.71;2.32>,<2.71;2.32>,<1.09;1.09>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1800,,80442,{11=1.1},12,<5.17;4.39>,<2.04;2.27>,<2.04;2.27>,<2.71;2.32>,<2.71;2.32>,<1.09;1.09>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1801,,80443,{8=1.1},1,<9.76;8.29>,<3.85;4.29>,<3.85;4.29>,<5.12;4.39>,<5.12;4.39>,<1.29;1.29>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1802,,80443,{8=1.1},2,<9.76;8.29>,<3.85;4.29>,<3.85;4.29>,<5.12;4.39>,<5.12;4.39>,<1.29;1.29>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1803,,80443,{8=1.1},3,<9.76;8.29>,<3.85;4.29>,<3.85;4.29>,<5.12;4.39>,<5.12;4.39>,<1.29;1.29>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1804,,80443,{8=1.1},4,<9.76;8.29>,<3.85;4.29>,<3.85;4.29>,<5.12;4.39>,<5.12;4.39>,<1.29;1.29>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1805,,80443,{8=1.1},5,<9.76;8.29>,<3.85;4.29>,<3.85;4.29>,<5.12;4.39>,<5.12;4.39>,<1.29;1.29>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1806,,80443,{8=1.1},6,<9.76;8.29>,<3.85;4.29>,<3.85;4.29>,<5.12;4.39>,<5.12;4.39>,<1.29;1.29>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1807,,80443,{8=1.1},7,<9.76;8.29>,<3.85;4.29>,<3.85;4.29>,<5.12;4.39>,<5.12;4.39>,<1.29;1.29>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1808,,80443,{8=1.1},8,<9.76;8.29>,<3.85;4.29>,<3.85;4.29>,<5.12;4.39>,<5.12;4.39>,<1.29;1.29>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1809,,80443,{8=1.1},9,<9.76;8.29>,<3.85;4.29>,<3.85;4.29>,<5.12;4.39>,<5.12;4.39>,<1.29;1.29>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1810,,80443,{8=1.1},10,<9.76;8.29>,<3.85;4.29>,<3.85;4.29>,<5.12;4.39>,<5.12;4.39>,<1.29;1.29>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1811,,80443,{8=1.1},11,<9.76;8.29>,<3.85;4.29>,<3.85;4.29>,<5.12;4.39>,<5.12;4.39>,<1.29;1.29>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1812,,80443,{8=1.1},12,<9.76;8.29>,<3.85;4.29>,<3.85;4.29>,<5.12;4.39>,<5.12;4.39>,<1.29;1.29>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1813,,80444,{},1,<16.39;13.93>,<6.48;7.21>,<6.48;7.21>,<8.61;7.38>,<8.61;7.38>,<2.01;2.01>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1814,,80444,{},2,<16.39;13.93>,<6.48;7.21>,<6.48;7.21>,<8.61;7.38>,<8.61;7.38>,<2.01;2.01>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1815,,80444,{},3,<16.39;13.93>,<6.48;7.21>,<6.48;7.21>,<8.61;7.38>,<8.61;7.38>,<2.01;2.01>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1816,,80444,{},4,<16.39;13.93>,<6.48;7.21>,<6.48;7.21>,<8.61;7.38>,<8.61;7.38>,<2.01;2.01>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1817,,80444,{},5,<16.39;13.93>,<6.48;7.21>,<6.48;7.21>,<8.61;7.38>,<8.61;7.38>,<2.01;2.01>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1818,,80444,{},6,<16.39;13.93>,<6.48;7.21>,<6.48;7.21>,<8.61;7.38>,<8.61;7.38>,<2.01;2.01>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1819,,80444,{},7,<16.39;13.93>,<6.48;7.21>,<6.48;7.21>,<8.61;7.38>,<8.61;7.38>,<2.01;2.01>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1820,,80444,{},8,<16.39;13.93>,<6.48;7.21>,<6.48;7.21>,<8.61;7.38>,<8.61;7.38>,<2.01;2.01>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1821,,80444,{},9,<16.39;13.93>,<6.48;7.21>,<6.48;7.21>,<8.61;7.38>,<8.61;7.38>,<2.01;2.01>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1822,,80444,{},10,<16.39;13.93>,<6.48;7.21>,<6.48;7.21>,<8.61;7.38>,<8.61;7.38>,<2.01;2.01>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1823,,80444,{},11,<16.39;13.93>,<6.48;7.21>,<6.48;7.21>,<8.61;7.38>,<8.61;7.38>,<2.01;2.01>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1824,,80444,{},12,<16.39;13.93>,<6.48;7.21>,<6.48;7.21>,<8.61;7.38>,<8.61;7.38>,<2.01;2.01>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1825,,80445,{},1,<5.74;4.88>,<2.27;2.53>,<2.27;2.53>,<3.01;2.58>,<3.01;2.58>,<1.09;1.09>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1826,,80445,{},2,<5.74;4.88>,<2.27;2.53>,<2.27;2.53>,<3.01;2.58>,<3.01;2.58>,<1.09;1.09>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1827,,80445,{},3,<5.74;4.88>,<2.27;2.53>,<2.27;2.53>,<3.01;2.58>,<3.01;2.58>,<1.09;1.09>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1828,,80445,{},4,<5.74;4.88>,<2.27;2.53>,<2.27;2.53>,<3.01;2.58>,<3.01;2.58>,<1.09;1.09>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1829,,80445,{},5,<5.74;4.88>,<2.27;2.53>,<2.27;2.53>,<3.01;2.58>,<3.01;2.58>,<1.09;1.09>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1830,,80445,{},6,<5.74;4.88>,<2.27;2.53>,<2.27;2.53>,<3.01;2.58>,<3.01;2.58>,<1.09;1.09>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1831,,80445,{},7,<5.74;4.88>,<2.27;2.53>,<2.27;2.53>,<3.01;2.58>,<3.01;2.58>,<1.09;1.09>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1832,,80445,{},8,<5.74;4.88>,<2.27;2.53>,<2.27;2.53>,<3.01;2.58>,<3.01;2.58>,<1.09;1.09>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1833,,80445,{},9,<5.74;4.88>,<2.27;2.53>,<2.27;2.53>,<3.01;2.58>,<3.01;2.58>,<1.09;1.09>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1834,,80445,{},10,<5.74;4.88>,<2.27;2.53>,<2.27;2.53>,<3.01;2.58>,<3.01;2.58>,<1.09;1.09>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1835,,80445,{},11,<5.74;4.88>,<2.27;2.53>,<2.27;2.53>,<3.01;2.58>,<3.01;2.58>,<1.09;1.09>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1836,,80445,{},12,<5.74;4.88>,<2.27;2.53>,<2.27;2.53>,<3.01;2.58>,<3.01;2.58>,<1.09;1.09>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1837,,80446,{},1,<5.74;4.88>,<2.27;2.53>,<2.27;2.53>,<3.01;2.58>,<3.01;2.58>,<1.09;1.09>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1838,,80446,{},2,<5.74;4.88>,<2.27;2.53>,<2.27;2.53>,<3.01;2.58>,<3.01;2.58>,<1.09;1.09>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1839,,80446,{},3,<5.74;4.88>,<2.27;2.53>,<2.27;2.53>,<3.01;2.58>,<3.01;2.58>,<1.09;1.09>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1840,,80446,{},4,<5.74;4.88>,<2.27;2.53>,<2.27;2.53>,<3.01;2.58>,<3.01;2.58>,<1.09;1.09>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1841,,80446,{},5,<5.74;4.88>,<2.27;2.53>,<2.27;2.53>,<3.01;2.58>,<3.01;2.58>,<1.09;1.09>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1842,,80446,{},6,<5.74;4.88>,<2.27;2.53>,<2.27;2.53>,<3.01;2.58>,<3.01;2.58>,<1.09;1.09>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1843,,80446,{},7,<5.74;4.88>,<2.27;2.53>,<2.27;2.53>,<3.01;2.58>,<3.01;2.58>,<1.09;1.09>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1844,,80446,{},8,<5.74;4.88>,<2.27;2.53>,<2.27;2.53>,<3.01;2.58>,<3.01;2.58>,<1.09;1.09>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1845,,80446,{},9,<5.74;4.88>,<2.27;2.53>,<2.27;2.53>,<3.01;2.58>,<3.01;2.58>,<1.09;1.09>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1846,,80446,{},10,<5.74;4.88>,<2.27;2.53>,<2.27;2.53>,<3.01;2.58>,<3.01;2.58>,<1.09;1.09>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1847,,80446,{},11,<5.74;4.88>,<2.27;2.53>,<2.27;2.53>,<3.01;2.58>,<3.01;2.58>,<1.09;1.09>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1848,,80446,{},12,<5.74;4.88>,<2.27;2.53>,<2.27;2.53>,<3.01;2.58>,<3.01;2.58>,<1.09;1.09>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1849,,80451,{11=1.1},1,<2.43;2.06>,<0.96;1.07>,<0.96;1.07>,<1.27;1.09>,<1.27;1.09>,<0.93;0.93>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1850,,80451,{11=1.1},2,<2.43;2.06>,<0.96;1.07>,<0.96;1.07>,<1.27;1.09>,<1.27;1.09>,<0.93;0.93>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1851,,80451,{11=1.1},3,<2.43;2.06>,<0.96;1.07>,<0.96;1.07>,<1.27;1.09>,<1.27;1.09>,<0.93;0.93>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1852,,80451,{11=1.1},4,<2.43;2.06>,<0.96;1.07>,<0.96;1.07>,<1.27;1.09>,<1.27;1.09>,<0.93;0.93>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1853,,80451,{11=1.1},5,<2.43;2.06>,<0.96;1.07>,<0.96;1.07>,<1.27;1.09>,<1.27;1.09>,<0.93;0.93>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1854,,80451,{11=1.1},6,<2.43;2.06>,<0.96;1.07>,<0.96;1.07>,<1.27;1.09>,<1.27;1.09>,<0.93;0.93>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1855,,80451,{11=1.1},7,<2.43;2.06>,<0.96;1.07>,<0.96;1.07>,<1.27;1.09>,<1.27;1.09>,<0.93;0.93>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1856,,80451,{11=1.1},8,<2.43;2.06>,<0.96;1.07>,<0.96;1.07>,<1.27;1.09>,<1.27;1.09>,<0.93;0.93>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1857,,80451,{11=1.1},9,<2.43;2.06>,<0.96;1.07>,<0.96;1.07>,<1.27;1.09>,<1.27;1.09>,<0.93;0.93>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1858,,80451,{11=1.1},10,<2.43;2.06>,<0.96;1.07>,<0.96;1.07>,<1.27;1.09>,<1.27;1.09>,<0.93;0.93>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1859,,80451,{11=1.1},11,<2.43;2.06>,<0.96;1.07>,<0.96;1.07>,<1.27;1.09>,<1.27;1.09>,<0.93;0.93>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1860,,80451,{11=1.1},12,<2.43;2.06>,<0.96;1.07>,<0.96;1.07>,<1.27;1.09>,<1.27;1.09>,<0.93;0.93>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1861,,80501,{11=1.1},1,<3.51;2.98>,<1.39;1.54>,<1.39;1.54>,<1.84;1.58>,<1.84;1.58>,<0.98;0.98>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1862,,80501,{11=1.1},2,<3.51;2.98>,<1.39;1.54>,<1.39;1.54>,<1.84;1.58>,<1.84;1.58>,<0.98;0.98>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1863,,80501,{11=1.1},3,<3.51;2.98>,<1.39;1.54>,<1.39;1.54>,<1.84;1.58>,<1.84;1.58>,<0.98;0.98>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1864,,80501,{11=1.1},4,<3.51;2.98>,<1.39;1.54>,<1.39;1.54>,<1.84;1.58>,<1.84;1.58>,<0.98;0.98>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1865,,80501,{11=1.1},5,<3.51;2.98>,<1.39;1.54>,<1.39;1.54>,<1.84;1.58>,<1.84;1.58>,<0.98;0.98>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1866,,80501,{11=1.1},6,<3.51;2.98>,<1.39;1.54>,<1.39;1.54>,<1.84;1.58>,<1.84;1.58>,<0.98;0.98>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1867,,80501,{11=1.1},7,<3.51;2.98>,<1.39;1.54>,<1.39;1.54>,<1.84;1.58>,<1.84;1.58>,<0.98;0.98>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1868,,80501,{11=1.1},8,<3.51;2.98>,<1.39;1.54>,<1.39;1.54>,<1.84;1.58>,<1.84;1.58>,<0.98;0.98>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1869,,80501,{11=1.1},9,<3.51;2.98>,<1.39;1.54>,<1.39;1.54>,<1.84;1.58>,<1.84;1.58>,<0.98;0.98>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1870,,80501,{11=1.1},10,<3.51;2.98>,<1.39;1.54>,<1.39;1.54>,<1.84;1.58>,<1.84;1.58>,<0.98;0.98>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1871,,80501,{11=1.1},11,<3.51;2.98>,<1.39;1.54>,<1.39;1.54>,<1.84;1.58>,<1.84;1.58>,<0.98;0.98>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1872,,80501,{11=1.1},12,<3.51;2.98>,<1.39;1.54>,<1.39;1.54>,<1.84;1.58>,<1.84;1.58>,<0.98;0.98>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1873,,80502,{11=1.1},1,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1874,,80502,{11=1.1},2,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1875,,80502,{11=1.1},3,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1876,,80502,{11=1.1},4,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1877,,80502,{11=1.1},5,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1878,,80502,{11=1.1},6,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1879,,80502,{11=1.1},7,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1880,,80502,{11=1.1},8,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1881,,80502,{11=1.1},9,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1882,,80502,{11=1.1},10,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1883,,80502,{11=1.1},11,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1884,,80502,{11=1.1},12,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1885,,80503,{11=1.1},1,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1886,,80503,{11=1.1},2,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1887,,80503,{11=1.1},3,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1888,,80503,{11=1.1},4,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1889,,80503,{11=1.1},5,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1890,,80503,{11=1.1},6,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1891,,80503,{11=1.1},7,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1892,,80503,{11=1.1},8,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1893,,80503,{11=1.1},9,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1894,,80503,{11=1.1},10,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1895,,80503,{11=1.1},11,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1896,,80503,{11=1.1},12,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1897,,80504,{},1,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1898,,80504,{},2,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1899,,80504,{},3,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1900,,80504,{},4,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1901,,80504,{},5,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
1902,,80504,{},6,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
