变量名,_comment,weightList,cardWeightMap,specialWeightMap
984,,<<5007;100;1>;<5008;100;1>;<5009;100;1>;<5010;100;1>;<5011;100;1>;<5012;100;1>;<5013;100;1>;<5014;100;1>;<5015;100;1>;<5016;100;1>;<5017;100;1>;<5018;100;1>>,<>,{}
985,,<<5010;100;1>;<5011;100;1>;<5012;100;1>;<5013;100;1>;<5014;100;1>;<5015;100;1>;<5016;100;1>;<5017;100;1>;<5018;100;1>;<5019;100;1>;<5020;100;1>;<5021;100;1>>,<>,{}
986,,<<5013;100;1>;<5014;100;1>;<5015;100;1>;<5016;100;1>;<5017;100;1>;<5018;100;1>;<5019;100;1>;<5020;100;1>;<5021;100;1>;<5022;100;1>;<5023;100;1>;<5024;100;1>>,<>,{}
987,,<<5016;100;1>;<5017;100;1>;<5018;100;1>;<5019;100;1>;<5020;100;1>;<5021;100;1>;<5022;100;1>;<5023;100;1>;<5024;100;1>;<5025;100;1>;<5026;100;1>;<5027;100;1>>,<>,{}
988,,<<5019;100;1>;<5020;100;1>;<5021;100;1>;<5022;100;1>;<5023;100;1>;<5024;100;1>;<5025;100;1>;<5026;100;1>;<5027;100;1>;<5028;100;1>;<5029;100;1>;<5030;100;1>>,<>,{}
989,,<<5022;100;1>;<5023;100;1>;<5024;100;1>;<5025;100;1>;<5026;100;1>;<5027;100;1>;<5028;100;1>;<5029;100;1>;<5030;100;1>;<5031;100;1>;<5032;100;1>;<5033;100;1>>,<>,{}
1001,,<>,<<{id=1};100>;<{id=11};100>;<{id=21};100>;<{id=31};100>;<{id=43};100>;<{id=51};100>;<{id=61};100>;<{id=71};100>;<{id=81};100>;<{id=91};100>;<{id=101};100>;<{id=111};100>;<{id=121};100>;<{id=131};100>;<{id=171};100>;<{id=191};100>;<{id=231};100>;<{id=261};100>;<{id=271};100>;<{id=281};100>;<{id=301};100>;<{id=331};100>;<{id=351};100>;<{id=371};100>;<{id=391};100>;<{id=451};100>;<{id=461};100>;<{id=471};100>;<{id=481};100>;<{id=491};100>;<{id=541};100>;<{id=551};100>;<{id=571};100>;<{id=591};100>;<{id=601};100>;<{id=632};100>;<{id=721};100>;<{id=731};100>;<{id=741};100>;<{id=751};100>;<{id=761};100>;<{id=771};100>;<{id=781};100>;<{id=791};100>;<{id=801};100>;<{id=881};100>;<{id=891};100>;<{id=1071};100>;<{id=1081};100>;<{id=1171};100>;<{id=1221};100>;<{id=1231};100>;<{id=1241};100>;<{id=1251};100>;<{id=1291};100>;<{id=1311};100>;<{id=1351};100>;<{id=1391};100>;<{id=1421};100>;<{id=1441};100>;<{id=1501};100>;<{id=1611};100>;<{id=1811};100>;<{id=1841};100>;<{id=1861};100>;<{id=1891};100>;<{id=1901};100>;<{id=2011};100>;<{id=2071};100>;<{id=2231};100>;<{id=2271};100>;<{id=2301};100>;<{id=2481};100>;<{id=2591};100>;<{id=2611};100>;<{id=2631};100>;<{id=2681};100>;<{id=2721};100>;<{id=2821};100>;<{id=2871};100>;<{id=2961};100>;<{id=3001};100>;<{id=3011};100>;<{id=3141};100>;<{id=3281};100>;<{id=3291};100>;<{id=3301};100>;<{id=3341};100>;<{id=3351};100>;<{id=3411};100>;<{id=3431};100>;<{id=3471};100>;<{id=3501};100>;<{id=3511};100>;<{id=3541};100>;<{id=3561};100>>,{}
1002,,<<20001;100;2>;<20011;100;2>;<20021;100;2>;<20031;100;2>;<20041;100;2>;<20051;100;2>;<20061;100;2>;<20071;100;2>;<20081;100;2>;<20091;100;2>;<20101;100;2>;<20111;100;2>;<20121;100;2>;<20131;100;2>;<20171;100;2>;<20191;100;2>;<20231;100;2>;<20261;100;2>;<20271;100;2>;<20281;100;2>;<20301;100;2>;<20331;100;2>;<20351;100;2>;<20371;100;2>;<20391;100;2>;<20451;100;2>;<20461;100;2>;<20471;100;2>;<20481;100;2>;<20491;100;2>;<20541;100;2>;<20551;100;2>;<20571;100;2>;<20591;100;2>;<20601;100;2>;<20631;100;2>;<20721;100;2>;<20731;100;2>;<20741;100;2>;<20751;100;2>;<20761;100;2>;<20771;100;2>;<20781;100;2>;<20791;100;2>;<20801;100;2>;<20881;100;2>;<20891;100;2>;<21071;100;2>;<21081;100;2>;<21171;100;2>;<21221;100;2>;<21231;100;2>;<21241;100;2>;<21251;100;2>;<21291;100;2>;<21311;100;2>;<21351;100;2>;<21391;100;2>;<21421;100;2>;<21441;100;2>;<21501;100;2>;<21611;100;2>;<21811;100;2>;<21841;100;2>;<21861;100;2>;<21891;100;2>;<21901;100;2>;<22011;100;2>;<22071;100;2>;<22231;100;2>;<22271;100;2>;<22301;100;2>;<22481;100;2>;<22591;100;2>;<22611;100;2>;<22631;100;2>;<22681;100;2>;<22721;100;2>;<22821;100;2>;<22871;100;2>;<22961;100;2>;<23001;100;2>;<23011;100;2>;<23141;100;2>;<23281;100;2>;<23291;100;2>;<23301;100;2>;<23341;100;2>;<23351;100;2>;<23411;100;2>;<23431;100;2>;<23471;100;2>;<23501;100;2>;<23511;100;2>;<23541;100;2>;<23561;100;2>>,<>,{}
1003,,<<gold;100;10000>;<gold;100;15000>;<gold;100;15000>>,<>,{}
1004,,<<900;100;1>;<901;100;1>;<902;100;1>>,<>,{}
1005,,<<12;50;15>;<13;100;10>;<12;50;20>>,<>,{}
1101,,<<502;100;1>;<502;100;1>;<521;100;1>>,<>,{}
1102,,<<501;100;1>>,<>,{}
1103,,<<20261;100;3>;<20331;100;3>;<20391;100;3>;<20491;0;3>;<20571;100;3>;<20591;100;3>;<20601;100;3>;<20631;100;3>;<20721;80;3>;<20731;80;3>;<20741;80;3>;<20751;0;3>;<20771;0;3>;<20881;100;3>;<21071;100;3>;<21171;100;3>;<21221;80;3>;<21231;80;3>;<21241;80;3>;<21251;100;3>;<21291;100;3>;<21301;0;3>;<21311;0;3>;<21391;100;3>;<21421;100;3>;<21501;100;3>;<21811;100;3>;<21841;100;3>;<21891;0;3>;<21901;0;3>;<22231;0;3>;<22721;0;3>;<22821;0;3>;<23001;0;3>;<23021;100;3>;<23141;100;3>;<23301;0;3>;<23351;100;3>;<23411;100;3>;<23541;100;3>;<20261;100;2>;<20331;100;2>;<20391;100;2>;<20491;0;2>;<20571;100;2>;<20591;100;2>;<20601;100;2>;<20631;100;2>;<20721;80;2>;<20731;80;2>;<20741;80;2>;<20751;0;2>;<20771;0;2>;<20881;100;2>;<21071;100;2>;<21171;100;2>;<21221;80;2>;<21231;80;2>;<21241;80;2>;<21251;100;2>;<21291;100;2>;<21301;0;2>;<21311;0;2>;<21391;100;2>;<21421;100;2>;<21501;100;2>;<21811;100;2>;<21841;100;2>;<21891;0;2>;<21901;0;2>;<22231;0;2>;<22721;0;2>;<22821;0;2>;<23001;0;2>;<23021;100;2>;<23141;100;2>;<23301;0;2>;<23351;100;2>;<23411;100;2>;<23541;100;2>>,<>,{}
1105,,<<502;150;1>;<502;100;2>;<521;100;1>>,<>,{}
1106,,<<501;100;1>>,<>,{}
1107,,<<5000;100;15>;<gold;125;50000>;<501;100;1>;<14;125;8>;<452;225;20>;<602;120;5>;<603;60;2>;<604;120;5>;<605;60;2>;<935;200;1>>,<>,{}
1111,,<<21971;200;1>;<21971;100;2>;<21971;100;3>>,<>,{}
1112,,<<21891;200;2>;<21891;100;3>;<21891;50;4>>,<>,{}
1113,,<>,<<{id=1971};100>>,{}
1114,,<>,<<{id=1261};100>>,{}
1115,,<<21261;200;1>;<21261;90;2>;<21261;55;3>>,<>,{}
1116,,<>,<<{id=3631};100>>,{}
1117,,<<23631;200;1>;<23631;100;2>;<23631;60;3>>,<>,{}
1118,,<>,<<{id=1981};100>>,{}
1119,,<<21981;200;1>;<21981;100;2>;<21981;60;3>>,<>,{}
1120,,<>,<<{id=2431};100>>,{}
1121,,<<22431;200;1>;<22431;100;2>;<22431;50;3>>,<>,{}
1122,,<>,<<{id=3621};100>>,{}
1123,,<<23621;200;1>;<23621;100;2>;<23621;50;3>>,<>,{}
1150,,<<6151;100;1>>,<>,{}
1151,,<<6152;200;1>;<6152;100;2>;<6152;50;3>>,<>,{}
1152,,<<6153;100;1>>,<>,{}
1153,,<<6154;200;1>;<6154;100;2>;<6154;50;3>>,<>,{}
1154,,<<6155;100;1>>,<>,{}
1155,,<<6156;200;1>;<6156;100;2>;<6156;50;3>>,<>,{}
1156,,<<6157;100;1>>,<>,{}
1157,,<<6158;200;1>;<6158;100;2>;<6158;50;3>>,<>,{}
1158,,<<6159;100;1>>,<>,{}
1159,,<<6160;200;1>;<6160;100;2>;<6160;50;3>>,<>,{}
1160,,<<6161;100;1>>,<>,{}
1161,,<<6162;200;1>;<6162;100;2>;<6162;50;3>>,<>,{}
1162,,<<6163;100;1>>,<>,{}
1163,,<<6164;200;1>;<6164;100;2>;<6164;50;3>>,<>,{}
1164,,<<6165;100;1>>,<>,{}
1165,,<<6166;200;1>;<6166;100;2>;<6166;50;3>>,<>,{}
1166,,<<6167;100;1>>,<>,{}
1167,,<<6168;200;1>;<6168;100;2>;<6168;50;3>>,<>,{}
1168,,<<6169;100;1>>,<>,{}
1169,,<<6170;200;1>;<6170;100;2>;<6170;50;3>>,<>,{}
1170,,<<6171;100;1>>,<>,{}
1171,,<<6172;200;1>;<6172;100;2>;<6172;50;3>>,<>,{}
1172,,<<6173;100;1>>,<>,{}
1173,,<<6174;200;1>;<6174;100;2>;<6174;50;3>>,<>,{}
1174,,<<6175;100;1>>,<>,{}
1175,,<<6176;200;1>;<6176;100;2>;<6176;50;3>>,<>,{}
1176,,<<6177;100;1>>,<>,{}
1177,,<<6178;200;1>;<6178;100;2>;<6178;50;3>>,<>,{}
1178,,<<6850;100;1>>,<>,{}
1179,,<<6851;200;1>;<6851;100;2>;<6851;50;3>>,<>,{}
1180,,<<6852;100;1>>,<>,{}
1181,,<<6853;200;1>;<6853;100;2>;<6853;50;3>>,<>,{}
1182,,<<6854;100;1>>,<>,{}
1183,,<<6855;200;1>;<6855;100;2>;<6855;50;3>>,<>,{}
1184,,<<6856;100;1>>,<>,{}
1185,,<<6857;200;1>;<6857;100;2>;<6857;50;3>>,<>,{}
1186,,<<6858;100;1>>,<>,{}
1187,,<<6859;200;1>;<6859;100;2>;<6859;50;3>>,<>,{}
1188,,<<6860;100;1>>,<>,{}
1189,,<<6861;200;1>;<6861;100;2>;<6861;50;3>>,<>,{}
1200,,<>,<<{id=631};100>;<{id=1241};80>;<{id=1311};100>;<{id=1391};80>;<{id=3351};80>>,{}
1201,,<>,<<{id=261};100>;<{id=331};100>;<{id=391};100>;<{id=571};100>;<{id=591};100>;<{id=601};100>;<{id=631};500>;<{id=721};50>;<{id=731};50>;<{id=741};50>;<{id=881};100>;<{id=1071};100>;<{id=1171};100>;<{id=1221};50>;<{id=1231};50>;<{id=1241};250>;<{id=1251};50>;<{id=1291};100>;<{id=1311};500>;<{id=1391};500>;<{id=1421};100>;<{id=1501};100>;<{id=1811};100>;<{id=3021};100>;<{id=3141};100>;<{id=3351};500>;<{id=3541};100>;<{id=1841};100>;<{id=3411};100>;<{id=241};100>;<{id=401};100>;<{id=3001};75>;<{id=2991};75>>,{}
1202,,<>,<<{id=721};80>;<{id=3021};100>;<{id=1081};100>;<{id=3141};100>;<{id=1841};100>>,{}
1203,,<>,<<{id=261};100>;<{id=331};100>;<{id=391};100>;<{id=491};100>;<{id=571};100>;<{id=591};100>;<{id=601};100>;<{id=631};100>;<{id=721};250>;<{id=731};50>;<{id=741};50>;<{id=881};100>;<{id=1071};100>;<{id=1081};500>;<{id=1171};100>;<{id=1221};50>;<{id=1231};50>;<{id=1241};50>;<{id=1251};50>;<{id=1291};100>;<{id=1311};100>;<{id=1391};100>;<{id=1421};100>;<{id=1501};100>;<{id=1811};100>;<{id=3021};500>;<{id=3141};500>;<{id=3351};500>;<{id=3541};100>;<{id=1841};100>;<{id=3411};100>;<{id=241};100>;<{id=401};100>;<{id=3001};75>;<{id=2991};75>>,{}
1204,,<>,<<{id=741};80>;<{id=601};100>;<{id=1171};100>;<{id=241};100>;<{id=1231};100>>,{}
1205,,<>,<<{id=261};100>;<{id=331};100>;<{id=391};100>;<{id=491};100>;<{id=571};100>;<{id=591};100>;<{id=601};500>;<{id=631};100>;<{id=721};50>;<{id=731};50>;<{id=741};250>;<{id=881};100>;<{id=1071};100>;<{id=1081};100>;<{id=1171};500>;<{id=1221};50>;<{id=1231};250>;<{id=1241};50>;<{id=1251};50>;<{id=1291};100>;<{id=1311};100>;<{id=1391};100>;<{id=1421};100>;<{id=1501};100>;<{id=1811};100>;<{id=2721};100>;<{id=3021};100>;<{id=3141};100>;<{id=3351};100>;<{id=3541};100>;<{id=1841};100>;<{id=3411};100>;<{id=241};500>;<{id=401};100>;<{id=3001};75>;<{id=2991};75>>,{}
1206,,<>,<<{id=631};100>;<{id=1241};80>;<{id=1311};100>;<{id=2721};80>;<{id=491};80>>,{}
1207,,<>,<<{id=261};100>;<{id=331};100>;<{id=391};100>;<{id=491};500>;<{id=571};100>;<{id=591};100>;<{id=601};100>;<{id=631};500>;<{id=721};50>;<{id=731};50>;<{id=741};50>;<{id=881};100>;<{id=1071};100>;<{id=1081};100>;<{id=1171};100>;<{id=1221};50>;<{id=1231};50>;<{id=1241};250>;<{id=1251};50>;<{id=1291};100>;<{id=1311};500>;<{id=1391};100>;<{id=1421};100>;<{id=1501};100>;<{id=1811};100>;<{id=2721};500>;<{id=3021};100>;<{id=3141};100>;<{id=3351};100>;<{id=3541};100>;<{id=1841};100>;<{id=3411};100>;<{id=241};100>;<{id=401};100>;<{id=3001};75>;<{id=2991};75>>,{}
1208,,<>,<<{id=331};100>;<{id=731};80>;<{id=591};100>;<{id=881};100>;<{id=1221};80>>,{}
1209,,<>,<<{id=261};100>;<{id=331};500>;<{id=391};100>;<{id=491};100>;<{id=571};100>;<{id=591};500>;<{id=601};100>;<{id=631};100>;<{id=721};50>;<{id=731};250>;<{id=741};50>;<{id=881};500>;<{id=1071};100>;<{id=1081};100>;<{id=1171};100>;<{id=1221};250>;<{id=1231};50>;<{id=1241};50>;<{id=1251};50>;<{id=1291};100>;<{id=1311};100>;<{id=1391};100>;<{id=1421};100>;<{id=1501};100>;<{id=1811};100>;<{id=2721};100>;<{id=3021};100>;<{id=3141};100>;<{id=3351};100>;<{id=3541};100>;<{id=1841};100>;<{id=3411};100>;<{id=241};100>;<{id=401};100>;<{id=3001};75>;<{id=2991};75>>,{}
1210,,<>,<<{id=721};80>;<{id=3021};100>;<{id=1081};100>;<{id=1391};100>;<{id=3351};100>>,{}
1211,,<>,<<{id=261};100>;<{id=331};100>;<{id=391};100>;<{id=491};100>;<{id=571};100>;<{id=591};100>;<{id=601};100>;<{id=631};100>;<{id=721};250>;<{id=731};50>;<{id=741};50>;<{id=881};100>;<{id=1071};100>;<{id=1081};500>;<{id=1171};100>;<{id=1221};50>;<{id=1231};50>;<{id=1241};50>;<{id=1251};50>;<{id=1291};100>;<{id=1311};100>;<{id=1391};500>;<{id=1421};100>;<{id=1501};100>;<{id=1811};100>;<{id=2721};100>;<{id=3021};500>;<{id=3141};100>;<{id=3351};500>;<{id=3541};100>;<{id=1841};100>;<{id=3411};100>;<{id=241};100>;<{id=401};100>;<{id=3001};75>;<{id=2991};75>>,{}
1212,,<>,<<{id=401};100>;<{id=491};100>;<{id=1251};80>;<{id=1501};100>;<{id=3411};100>>,{}
1213,,<>,<<{id=261};100>;<{id=331};100>;<{id=391};100>;<{id=491};500>;<{id=571};100>;<{id=591};100>;<{id=601};100>;<{id=631};100>;<{id=721};50>;<{id=731};50>;<{id=741};50>;<{id=881};100>;<{id=1071};100>;<{id=1081};100>;<{id=1171};100>;<{id=1221};50>;<{id=1231};50>;<{id=1241};50>;<{id=1251};250>;<{id=1291};100>;<{id=1311};100>;<{id=1391};100>;<{id=1421};100>;<{id=1501};500>;<{id=1811};100>;<{id=2721};100>;<{id=3021};100>;<{id=3141};100>;<{id=3351};100>;<{id=3541};100>;<{id=1841};100>;<{id=3411};500>;<{id=241};100>;<{id=401};500>;<{id=3001};75>;<{id=2991};75>>,{}
1214,,<>,<<{id=1081};80>;<{id=1171};100>;<{id=1841};100>;<{id=3141};100>;<{id=2721};100>>,{}
1215,,<>,<<{id=261};100>;<{id=331};100>;<{id=391};100>;<{id=491};100>;<{id=571};100>;<{id=591};100>;<{id=601};100>;<{id=631};100>;<{id=721};50>;<{id=731};50>;<{id=741};50>;<{id=881};100>;<{id=1071};100>;<{id=1081};500>;<{id=1171};500>;<{id=1221};50>;<{id=1231};50>;<{id=1241};50>;<{id=1251};50>;<{id=1291};100>;<{id=1311};100>;<{id=1391};100>;<{id=1421};100>;<{id=1501};100>;<{id=1811};100>;<{id=2721};500>;<{id=3021};100>;<{id=3141};500>;<{id=3351};100>;<{id=3541};100>;<{id=1841};500>;<{id=3411};100>;<{id=241};100>;<{id=401};100>;<{id=3001};75>;<{id=2991};75>>,{}
1216,,<>,<<{id=1071};100>;<{id=1421};100>;<{id=571};100>;<{id=1291};100>>,{}
1217,,<>,<<{id=261};100>;<{id=331};100>;<{id=391};100>;<{id=491};100>;<{id=571};500>;<{id=591};100>;<{id=601};100>;<{id=631};100>;<{id=721};50>;<{id=731};50>;<{id=741};50>;<{id=881};100>;<{id=1071};500>;<{id=1081};100>;<{id=1171};100>;<{id=1221};50>;<{id=1231};50>;<{id=1241};50>;<{id=1251};50>;<{id=1291};500>;<{id=1311};100>;<{id=1391};100>;<{id=1421};500>;<{id=1501};100>;<{id=1811};100>;<{id=2721};100>;<{id=3021};100>;<{id=3141};100>;<{id=3351};100>;<{id=3541};100>;<{id=1841};100>;<{id=3411};100>;<{id=241};100>;<{id=401};100>;<{id=3001};75>;<{id=2991};75>>,{}
1218,,<>,<<{id=261};100>;<{id=391};100>;<{id=1391};100>;<{id=1811};100>;<{id=3541};80>;<{id=3001};80>>,{}
1219,,<>,<<{id=261};500>;<{id=331};100>;<{id=391};500>;<{id=491};100>;<{id=571};100>;<{id=591};100>;<{id=601};100>;<{id=631};100>;<{id=721};50>;<{id=731};50>;<{id=741};50>;<{id=881};100>;<{id=1071};100>;<{id=1081};100>;<{id=1171};100>;<{id=1221};50>;<{id=1231};50>;<{id=1241};50>;<{id=1251};50>;<{id=1291};100>;<{id=1311};100>;<{id=1391};500>;<{id=1421};100>;<{id=1501};100>;<{id=1811};500>;<{id=2721};100>;<{id=3021};100>;<{id=3141};100>;<{id=3351};100>;<{id=3541};400>;<{id=1841};100>;<{id=3411};100>;<{id=241};100>;<{id=401};100>;<{id=3001};300>;<{id=2991};75>>,{}
1251,,<>,<<{id=741};80>;<{id=601};100>;<{id=1171};100>;<{id=241};100>;<{id=1231};100>;<{id=2991};100>;<{id=3151};100>>,{}
1252,,<>,<<{id=261};100>;<{id=331};100>;<{id=391};100>;<{id=491};100>;<{id=571};100>;<{id=591};100>;<{id=601};960>;<{id=631};100>;<{id=721};50>;<{id=731};50>;<{id=741};800>;<{id=881};100>;<{id=1071};100>;<{id=1081};100>;<{id=1171};960>;<{id=1221};50>;<{id=1231};800>;<{id=1241};50>;<{id=1251};50>;<{id=1291};100>;<{id=1311};100>;<{id=1391};100>;<{id=1421};100>;<{id=1501};100>;<{id=1811};100>;<{id=2721};100>;<{id=3021};100>;<{id=3141};100>;<{id=3351};100>;<{id=3541};100>;<{id=1841};100>;<{id=3411};100>;<{id=241};960>;<{id=401};100>;<{id=3001};75>;<{id=2991};960>;<{id=3661};100>;<{id=161};100>;<{id=2031};100>;<{id=1911};100>;<{id=1921};100>;<{id=1931};100>;<{id=2471};100>;<{id=3151};960>;<{id=3591};100>>,{}
1253,,<>,<<{id=631};100>;<{id=1241};80>;<{id=1311};100>;<{id=2721};80>;<{id=491};80>;<{id=2031};100>>,{}
1254,,<>,<<{id=261};100>;<{id=331};100>;<{id=391};100>;<{id=491};1200>;<{id=571};100>;<{id=591};100>;<{id=601};100>;<{id=631};1200>;<{id=721};50>;<{id=731};50>;<{id=741};50>;<{id=881};100>;<{id=1071};100>;<{id=1081};100>;<{id=1171};100>;<{id=1221};50>;<{id=1231};50>;<{id=1241};960>;<{id=1251};50>;<{id=1291};100>;<{id=1311};1200>;<{id=1391};100>;<{id=1421};100>;<{id=1501};100>;<{id=1811};100>;<{id=2721};1200>;<{id=3021};100>;<{id=3141};100>;<{id=3351};100>;<{id=3541};100>;<{id=1841};100>;<{id=3411};100>;<{id=241};100>;<{id=401};100>;<{id=3001};75>;<{id=2991};75>;<{id=3661};100>;<{id=161};100>;<{id=2031};1200>;<{id=1911};100>;<{id=1921};100>;<{id=1931};100>;<{id=2471};100>;<{id=3151};100>;<{id=3591};100>>,{}
1255,,<>,<<{id=331};100>;<{id=731};80>;<{id=591};100>;<{id=881};100>;<{id=1221};80>>,{}
1256,,<>,<<{id=261};100>;<{id=331};1440>;<{id=391};100>;<{id=491};100>;<{id=571};100>;<{id=591};1440>;<{id=601};100>;<{id=631};100>;<{id=721};50>;<{id=731};1150>;<{id=741};50>;<{id=881};1440>;<{id=1071};100>;<{id=1081};100>;<{id=1171};100>;<{id=1221};1150>;<{id=1231};50>;<{id=1241};50>;<{id=1251};50>;<{id=1291};100>;<{id=1311};100>;<{id=1391};100>;<{id=1421};100>;<{id=1501};100>;<{id=1811};100>;<{id=2721};100>;<{id=3021};100>;<{id=3141};100>;<{id=3351};100>;<{id=3541};100>;<{id=1841};100>;<{id=3411};100>;<{id=241};100>;<{id=401};100>;<{id=3001};75>;<{id=2991};75>;<{id=3661};100>;<{id=161};100>;<{id=2031};100>;<{id=1911};100>;<{id=1921};100>;<{id=1931};100>;<{id=2471};100>;<{id=3151};100>;<{id=3591};100>>,{}
1257,,<>,<<{id=721};80>;<{id=3021};100>;<{id=1081};100>;<{id=1391};100>;<{id=3351};100>;<{id=1921};100>>,{}
1258,,<>,<<{id=261};100>;<{id=331};100>;<{id=391};100>;<{id=491};100>;<{id=571};100>;<{id=591};100>;<{id=601};100>;<{id=631};100>;<{id=721};960>;<{id=731};50>;<{id=741};50>;<{id=881};100>;<{id=1071};100>;<{id=1081};1200>;<{id=1171};100>;<{id=1221};50>;<{id=1231};50>;<{id=1241};50>;<{id=1251};50>;<{id=1291};100>;<{id=1311};100>;<{id=1391};1200>;<{id=1421};100>;<{id=1501};100>;<{id=1811};100>;<{id=2721};100>;<{id=3021};1200>;<{id=3141};100>;<{id=3351};1200>;<{id=3541};100>;<{id=1841};100>;<{id=3411};100>;<{id=241};100>;<{id=401};100>;<{id=3001};75>;<{id=2991};75>;<{id=3661};100>;<{id=161};100>;<{id=2031};100>;<{id=1911};100>;<{id=1921};1200>;<{id=1931};100>;<{id=2471};100>;<{id=3151};100>;<{id=3591};100>>,{}
1259,,<>,<<{id=401};100>;<{id=491};100>;<{id=1251};80>;<{id=1501};100>;<{id=3411};100>;<{id=1911};100>;<{id=1931};100>;<{id=2031};100>>,{}
1260,,<>,<<{id=261};100>;<{id=331};100>;<{id=391};100>;<{id=491};800>;<{id=571};100>;<{id=591};100>;<{id=601};100>;<{id=631};100>;<{id=721};50>;<{id=731};50>;<{id=741};50>;<{id=881};100>;<{id=1071};100>;<{id=1081};100>;<{id=1171};100>;<{id=1221};50>;<{id=1231};50>;<{id=1241};50>;<{id=1251};640>;<{id=1291};100>;<{id=1311};100>;<{id=1391};100>;<{id=1421};100>;<{id=1501};800>;<{id=1811};100>;<{id=2721};100>;<{id=3021};100>;<{id=3141};100>;<{id=3351};100>;<{id=3541};100>;<{id=1841};100>;<{id=3411};800>;<{id=241};100>;<{id=401};800>;<{id=3001};75>;<{id=2991};75>;<{id=3661};100>;<{id=161};100>;<{id=2031};800>;<{id=1911};800>;<{id=1921};100>;<{id=1931};800>;<{id=2471};100>;<{id=3151};100>;<{id=3591};100>>,{}
1261,,<>,<<{id=1081};80>;<{id=1171};100>;<{id=1841};100>;<{id=3141};100>;<{id=2721};100>;<{id=161};100>>,{}
1262,,<>,<<{id=261};100>;<{id=331};100>;<{id=391};100>;<{id=491};100>;<{id=571};100>;<{id=591};100>;<{id=601};100>;<{id=631};100>;<{id=721};50>;<{id=731};50>;<{id=741};50>;<{id=881};100>;<{id=1071};100>;<{id=1081};1200>;<{id=1171};1200>;<{id=1221};50>;<{id=1231};50>;<{id=1241};50>;<{id=1251};50>;<{id=1291};100>;<{id=1311};100>;<{id=1391};100>;<{id=1421};100>;<{id=1501};100>;<{id=1811};100>;<{id=2721};1200>;<{id=3021};100>;<{id=3141};1200>;<{id=3351};100>;<{id=3541};100>;<{id=1841};1200>;<{id=3411};100>;<{id=241};100>;<{id=401};100>;<{id=3001};75>;<{id=2991};75>;<{id=3661};100>;<{id=161};1200>;<{id=2031};100>;<{id=1911};100>;<{id=1921};100>;<{id=1931};100>;<{id=2471};100>;<{id=3151};100>;<{id=3591};100>>,{}
1263,,<>,<<{id=1071};100>;<{id=1421};100>;<{id=571};100>;<{id=1291};100>;<{id=2471};100>;<{id=3661};100>;<{id=3151};100>>,{}
1264,,<>,<<{id=261};100>;<{id=331};100>;<{id=391};100>;<{id=491};100>;<{id=571};960>;<{id=591};100>;<{id=601};100>;<{id=631};100>;<{id=721};50>;<{id=731};50>;<{id=741};50>;<{id=881};100>;<{id=1071};960>;<{id=1081};100>;<{id=1171};100>;<{id=1221};50>;<{id=1231};50>;<{id=1241};50>;<{id=1251};50>;<{id=1291};960>;<{id=1311};100>;<{id=1391};100>;<{id=1421};960>;<{id=1501};100>;<{id=1811};100>;<{id=2721};100>;<{id=3021};100>;<{id=3141};100>;<{id=3351};100>;<{id=3541};100>;<{id=1841};100>;<{id=3411};100>;<{id=241};100>;<{id=401};100>;<{id=3001};75>;<{id=2991};75>;<{id=3661};100>;<{id=161};100>;<{id=2031};100>;<{id=1911};100>;<{id=1921};100>;<{id=1931};100>;<{id=2471};960>;<{id=3151};960>;<{id=3591};960>>,{}
1265,,<>,<<{id=261};100>;<{id=391};100>;<{id=1391};100>;<{id=1811};100>;<{id=3541};80>;<{id=3001};80>;<{id=3591};100>;<{id=2991};100>>,{}
1266,,<>,<<{id=261};760>;<{id=331};100>;<{id=391};760>;<{id=491};100>;<{id=571};100>;<{id=591};100>;<{id=601};100>;<{id=631};100>;<{id=721};50>;<{id=731};50>;<{id=741};50>;<{id=881};100>;<{id=1071};100>;<{id=1081};100>;<{id=1171};100>;<{id=1221};50>;<{id=1231};50>;<{id=1241};50>;<{id=1251};50>;<{id=1291};100>;<{id=1311};100>;<{id=1391};760>;<{id=1421};100>;<{id=1501};100>;<{id=1811};760>;<{id=2721};100>;<{id=3021};100>;<{id=3141};100>;<{id=3351};100>;<{id=3541};600>;<{id=1841};100>;<{id=3411};100>;<{id=241};100>;<{id=401};100>;<{id=3001};600>;<{id=2991};760>;<{id=3661};100>;<{id=161};100>;<{id=2031};100>;<{id=1911};100>;<{id=1921};100>;<{id=1931};100>;<{id=2471};100>;<{id=3151};100>;<{id=3591};760>>,{}
1301,,<<5001;100;6>;<5002;100;6>;<5003;100;6>;<5004;100;6>;<5005;100;6>;<5006;100;6>;<5007;100;6>;<5008;100;6>;<5009;100;6>>,<>,{}
1302,,<<5001;100;6>;<5002;100;6>;<5003;100;6>;<5004;100;6>;<5005;100;6>;<5006;100;6>;<5007;100;6>;<5008;100;6>;<5009;100;6>;<5010;100;6>;<5011;100;6>;<5012;100;6>>,<>,{}
1303,,<<5004;100;6>;<5005;100;6>;<5006;100;6>;<5007;100;6>;<5008;100;6>;<5009;100;6>;<5010;100;6>;<5011;100;6>;<5012;100;6>;<5013;100;6>;<5014;100;6>;<5015;100;6>>,<>,{}
