变量名,name,name_tw,name_en,name_vn,name_kr,name_pt,name_th,icon,cardID,itemID,roleID,skinID,languages,unlockDesc,unlockDesc_tw,unlockDesc_en,unlockDesc_vn,unlockDesc_kr,unlockDesc_pt,unlockDesc_th
1194,搬运小匠,搬運小匠,Timburr,Timburr,으랏차,Timburr,พอร์เตอร์,config/portrait/speedranktouxiang/img_532_byxj@.png,2631,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1195,铁骨土人,鐵骨土人,Gurdurr,Gurdurr,토쇠골,Gurdurr,มนุษย์โลกกระดูกเหล็ก,config/portrait/speedranktouxiang/img_533_tgtr@.png,2632,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1196,修建老匠,修建老匠,Experienced Craftsman,Experienced Craftsman,노보청,Experienced Craftsman,ช่างก่อสร้าง,config/portrait/speedranktouxiang/img_534_xjlj@.png,2633,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1197,百足蜈蚣,百足蜈蚣,Venipede,Venipede,마디네,Venipede,ตะขาบ,config/portrait/speedranktouxiang/img_543_bzwg@.png,2681,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1198,车轮球,車輪球,Whirlipede,Whirlipede,휠구,Whirlipede,ลูกบอลล้อ,config/portrait/speedranktouxiang/img_544_clq@.png,2682,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1199,蜈蚣王,蜈蚣王,Scolipede,Scolipede,펜드라,Scolipede,ราชาตะขาบ,config/portrait/speedranktouxiang/img_545_wgw@.png,2683,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1200,黑眼鳄,黑眼鱷,Sandile,Sandile,깜눈크,Sandile,จระเข้ตาดำ,config/portrait/speedranktouxiang/img_551_hye@.png,2721,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1201,混混鳄,混混鱷,Krokorok,Krokorok,악비르,Krokorok,จระเข้,config/portrait/speedranktouxiang/img_552_hhe@.png,2722,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1202,流氓鳄,流氓鱷,Krookodile,Krookodile,악비아르,Krookodile,จระเข้จอมโกง,config/portrait/speedranktouxiang/img_553_lme@.png,2723,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1203,索罗亚,索羅亞,Zorua,Zorua,조로아,Zorua,โซโรลลา,config/portrait/speedranktouxiang/img_570_sly@.png,2821,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1204,索罗亚克,索羅亞克,Zoroark,Zoroark,조로아크,Zoroark,โซโรอาร์ค,config/portrait/speedranktouxiang/img_571_slyk@.png,2822,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1205,迷你冰,迷你冰,Vanillite,Vanillite,바닐프티,Vanillite,มินิไอซ์,config/portrait/speedranktouxiang/img_582_mnb@.png,2871,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1206,多多冰,多多冰,Vanillish,Vanillish,바닐리치,Vanillish,ดูโอดูโอ ไอซ์,config/portrait/speedranktouxiang/img_583_ddb@.png,2872,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1207,双倍多多冰,雙倍多多冰,Vanilluxe,Vanilluxe,배바닐라,Vanilluxe,น้ำแข็งคู่,config/portrait/speedranktouxiang/img_584_sbddb@.png,2873,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1208,齿轮儿,齒輪兒,Klink,Klink,기어르,Klink,เกียร์,config/portrait/speedranktouxiang/img_599_cle@.png,2961,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1209,齿轮组,齒輪組,Klang,Klang,기기어르,Klang,ชุดเกียร์,config/portrait/speedranktouxiang/img_600_clz@.png,2962,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1210,齿轮怪,齒輪怪,Klinklang,Klinklang,기기기어르,Klinklang,เกียร์มอนสเตอร์,config/portrait/speedranktouxiang/img_601_clg@.png,2963,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1211,牙牙,牙牙,Axew,Axew,터검니,Axew,ฟัน,config/portrait/speedranktouxiang/img_610_yy@.png,3001,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1212,斧牙龙,斧牙龍,Fraxure,Fraxure,액슨도,Fraxure,ฟันขวาน,config/portrait/speedranktouxiang/img_611_fyl@.png,3002,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1213,双斧战龙,雙斧戰龍,Haxorus,Haxorus,액스라이즈,Haxorus,มังกรสงครามขวานคู่,config/portrait/speedranktouxiang/img_612_sfzl@.png,3003,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1214,喷嚏熊,噴嚏熊,Cubchoo,Cubchoo,코고미,Cubchoo,หมีจาม,config/portrait/speedranktouxiang/img_613_ptx@.png,3011,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1215,冻原熊,凍原熊,Beartic,Beartic,툰베어,Beartic,หมีทุ่งทุนดรา,config/portrait/speedranktouxiang/img_614_dyx@.png,3012,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1216,单首龙,單首龍,Deino,Deino,모노두,Deino,มังกรหัวเดียว,config/portrait/speedranktouxiang/img_633_dsl@.png,3141,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1217,双首暴龙,雙首暴龍,Zweilous,Zweilous,디헤드,Zweilous,ไทรันโนซอรัสสองหัว,config/portrait/speedranktouxiang/img_634_ssbl@.png,3142,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1218,三首恶龙,三首惡龍,Hydreigon,Hydreigon,삼삼드래,Hydreigon,มังกรร้ายสามตัว,config/portrait/speedranktouxiang/img_635_ssel@.png,3143,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1219,哈力栗,哈力栗,Chespin,Chespin,도치마론,Chespin,ฮาลซิออน,config/portrait/speedranktouxiang/img_650_hll@.png,3281,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1220,胖胖哈力,胖胖哈力,Quilladin,Quilladin,도치보구,Quilladin,แฮรี่ตัวอ้วน,config/portrait/speedranktouxiang/img_651_pphl@.png,3282,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1221,布里卡隆,布裡卡隆,Chesnaught,Chesnaught,브리가론,Chesnaught,บริคคาลอน,config/portrait/speedranktouxiang/img_652_blkl@.png,3283,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1222,火狐狸,火狐狸,Fennekin,Fennekin,푸호꼬,Fennekin,ไฟร์ฟอกซ์,config/portrait/speedranktouxiang/img_653_hhl@.png,3291,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1223,长尾火狐,長尾火狐,Braixen,Braixen,테르나,Braixen,Firefox หางยาว,config/portrait/speedranktouxiang/img_654_cwhh@.png,3292,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1224,妖火红狐,妖火紅狐,Delphox,Delphox,마폭시,Delphox,ปีศาจจิ้งจอกแดงไฟ,config/portrait/speedranktouxiang/img_655_yhhh@.png,3293,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1225,呱呱泡蛙,呱呱泡蛙,Froakie,Froakie,개구마르,Froakie,กบฟองสบู่,config/portrait/speedranktouxiang/img_656_ggpw@.png,3301,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1226,呱头蛙,呱頭蛙,Frogadier,Frogadier,개굴반장,Frogadier,กบร้อง,config/portrait/speedranktouxiang/img_657_gtw@.png,3302,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1227,甲贺忍蛙,甲賀忍蛙,Greninja,Greninja,개굴닌자,Greninja,เกรนินจา,config/portrait/speedranktouxiang/img_658_jhrw@.png,3303,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1228,小狮狮,小獅獅,Litleo,Litleo,레오꼬,Litleo,สิงโตน้อย,config/portrait/speedranktouxiang/img_667_xss@.png,3341,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1229,火炎狮,火炎獅,Pyroar,Pyroar,화염레오,Pyroar,สิงโตเปลวไฟ,config/portrait/speedranktouxiang/img_668_hys@.png,3342,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1230,花蓓蓓,花蓓蓓,Flab b,Flab b,플라베베,Flab b,หัวเป้ยเป้ย,config/portrait/speedranktouxiang/img_669_hbb@.png,3351,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1231,花叶蒂,花葉蒂,Floette,Floette,플라엣테,Floette,ก้านใบดอก,config/portrait/speedranktouxiang/img_670_hyd@.png,3352,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1232,花洁夫人,花潔夫人,Florges,Florges,플라제스,Florges,นางหัวเจี๋ย,config/portrait/speedranktouxiang/img_671_hjfr@.png,3353,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1233,独剑鞘,獨劍鞘,Honedge,Honedge,단칼빙,Honedge,ฝักดาบเดี่ยว,config/portrait/speedranktouxiang/img_679_djq@.png,3411,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1234,双剑鞘,雙劍鞘,Doublade,Doublade,쌍검킬,Doublade,ฝักดาบคู่,config/portrait/speedranktouxiang/img_680_sjq@.png,3412,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1235,绵绵泡芙,綿綿泡芙,Swirlix,Swirlix,나룸퍼프,Swirlix,พัฟนุ่ม,config/portrait/speedranktouxiang/img_684_mmpf@.png,3431,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1236,胖甜妮,胖甜妮,Slurpuff,Slurpuff,나루림,Slurpuff,อ้วนที่รัก,config/portrait/speedranktouxiang/img_685_ptn@.png,3432,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1237,铁臂枪虾,鐵臂槍蝦,Clauncher,Clauncher,완철포,Clauncher,กุ้งปืนแขนเหล็ก,config/portrait/speedranktouxiang/img_692_tbqx@.png,3471,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1238,钢炮臂虾,鋼炮臂蝦,Clawitzer,Clawitzer,블로스터,Clawitzer,กุ้งปืนใหญ่,config/portrait/speedranktouxiang/img_693_gpbx@.png,3472,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1239,冰雪龙,冰雪龍,Amaura,Amaura,아마루스,Amaura,มังกรน้ำแข็ง,config/portrait/speedranktouxiang/img_698_bxl@.png,3501,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1240,冰雪巨龙,冰雪巨龍,Aurorus,Aurorus,아마루르가,Aurorus,มังกรน้ำแข็ง,config/portrait/speedranktouxiang/img_699_bxjl@.png,3502,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1241,摔角鹰人,摔角鷹人,Hawlucha,Hawlucha,루차불,Hawlucha,มวยปล้ำอีเกิล,config/portrait/speedranktouxiang/img_701_sjyr@.png,3511,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1242,黏黏宝,黏黏寶,Goomy,Goomy,미끄메라,Goomy,เหนียวหนึบเบบี้,config/portrait/speedranktouxiang/img_704_nnb@.png,3541,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1243,黏美儿,黏美兒,Sliggoo,Sliggoo,미끄네일,Sliggoo,สติกกี้บิวตี้,config/portrait/speedranktouxiang/img_705_nme@.png,3542,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1244,黏美龙,黏美龍,Goodra,Goodra,미끄래곤,Goodra,เนียนเหมยหลง,config/portrait/speedranktouxiang/img_706_nml@.png,3543,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1245,小木灵,小木靈,Phantump,Phantump,나목령,Phantump,วิญญาณไม้น้อย,config/portrait/speedranktouxiang/img_708_xml@.png,3561,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1246,朽木妖,朽木妖,Trevenant,Trevenant,대로트,Trevenant,มอนสเตอร์ไม้เน่า,config/portrait/speedranktouxiang/img_709_xmy@.png,3562,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1247,卡蒂狗,卡蒂狗,Growlithe,Growlithe,가디,Growlithe,สุนัขแมว,config/portrait/speedranktouxiang/img_58_kdg@.png,241,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1248,风速狗,風速狗,Arcanine,Arcanine,윈디,Arcanine,สุนัขความเร็วลม,config/portrait/speedranktouxiang/img_59_fsg@.png,242,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1249,隆隆岩,隆隆岩,Golem,Golem,딱구리,Golem,รัมเบิลร็อค,config/portrait/speedranktouxiang/img_76_lly@.png,303,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1250,化石盔,化石盔,Kabuto,Kabuto,투구,Kabuto,หมวกฟอสซิล,config/portrait/speedranktouxiang/img_140_hsk@.png,691,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1251,镰刀盔,鐮刀盔,Kabutops,Kabutops,투구푸스,Kabutops,หมวกเคียว,config/portrait/speedranktouxiang/img_141_ldk@.png,692,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1252,洛奇亚,洛奇亞,Lugia,Lugia,루기아,Lugia,ลูเกีย,config/portrait/speedranktouxiang/img_249_lqy@.png,1261,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1253,火稚鸡,火稚雞,Torchic,Torchic,아차모,Torchic,ไก่ไฟ,config/portrait/speedranktouxiang/img_255_hzj@.png,1301,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1254,力壮鸡,力壯雞,Combusken,Combusken,영치코,Combusken,ไก่แข็งแรง,config/portrait/speedranktouxiang/img_256_lzj@.png,1302,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1255,火焰鸡,火焰雞,Blaziken,Blaziken,번치코,Blaziken,ไก่เปลวไฟ,config/portrait/speedranktouxiang/img_257_hyj@.png,1303,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1256,帝牙卢卡,帝牙盧卡,Dialga,Dialga,디아루가,Dialga,เดียลกา,config/portrait/speedranktouxiang/img_483_dylk@.png,2351,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1257,帕路奇亚,帕路奇亞,Palkia,Palkia,펄기아,Palkia,ปาลเกีย,config/portrait/speedranktouxiang/img_484_plqy@.png,2361,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1258,电飞鼠,電飛鼠,Emolga,Emolga,에몽가,Emolga,กระรอกบินไฟฟ้า,config/portrait/speedranktouxiang/img_587_dfs@.png,2891,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1259,轻飘飘·雌,輕飄飄·雌,Frillish - Female,Frillish - Female,탱그릴: 암컷,Frillish - Female,แสงและเพศหญิง,config/portrait/speedranktouxiang/img_592_hqpp@.png,2921,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1260,轻飘飘·雄,輕飄飄·雄,Frillish - Male,Frillish - Male,탱그릴: 수컷,Frillish - Male,น้ำหนักเบาและทรงพลัง,config/portrait/speedranktouxiang/img_592_lqpp@.png,2922,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1261,胖嘟嘟·雌,胖嘟嘟·雌,Jellicent - Female,Jellicent - Female,탱탱겔: 암컷,Jellicent - Female,ผู้หญิงอ้วน,config/portrait/speedranktouxiang/img_593_hpdd@.png,2923,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1262,胖嘟嘟·雄,胖嘟嘟·雄,Jellicent - Male,Jellicent - Male,탱탱겔: 수컷,Jellicent - Male,ซิอองอ้วนกลม,config/portrait/speedranktouxiang/img_593_lpdd@.png,2924,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1263,几何雪花,幾何雪花,Cryogonal,Cryogonal,프리지오,Cryogonal,เกล็ดหิมะรูปทรงเรขาคณิต,config/portrait/speedranktouxiang/img_615_jhxh@.png,3021,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1264,坚盾剑怪·盾牌,堅盾劍怪·盾牌,Aegislash - Shield Forme,Aegislash - Shield Forme,킬가르도: 실드폼,Aegislash - Shield Forme,ดาบเอจิส - โล่,config/portrait/speedranktouxiang/img_681_jdjg@.png,3413,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1265,蒂安希,蒂安希,Diancie,Diancie,디안시,Diancie,เดียนซี่,config/portrait/speedranktouxiang/img_719_dax@.png,3631,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1266,索尔迦雷欧,索爾迦雷歐,Solgaleo,Solgaleo,솔가레오,Solgaleo,โซลกาเลโอ,config/portrait/speedranktouxiang/img_791_sejla@.png,4023,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1267,雪童子,雪童子,Snorunt,Snorunt,눈꼬마,Snorunt,เด็กหนุ่มหิมะ,config/portrait/speedranktouxiang/img_361_xtz@.png,1851,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1268,冰鬼护,冰鬼護,Glalie,Glalie,얼음귀신,Glalie,ยามผีน้ำแข็ง,config/portrait/speedranktouxiang/img_362_bgh@.png,1852,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1269,雪妖女,雪妖女,Froslass,Froslass,눈여아,Froslass,นางฟ้าหิมะ,config/portrait/speedranktouxiang/img_478_xyn@.png,1853,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1271,利欧路,利歐路,Riolu,Riolu,리오르,Riolu,ริโอลู,config/portrait/speedranktouxiang/img_447_lol@.png,2241,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1272,路卡利欧,路卡利歐,Lucario,Lucario,루카리오,Lucario,ลูคาริโอ,config/portrait/speedranktouxiang/img_448_lklo@.png,2242,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1274,大岩蛇,大岩蛇,Onix,Onix,롱스톤,Onix,โอนิกซ์,config/portrait/speedranktouxiang/img_95_dys@.png,401,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1275,大钢蛇,大鋼蛇,Steelix,Steelix,강철톤,Steelix,งูเหล็ก,config/portrait/speedranktouxiang/img_208_dgs@.png,402,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1277,小卡比兽,小卡比獸,Munchlax,Munchlax,먹고자,Munchlax,สนอร์แลกซ์,config/portrait/speedranktouxiang/img_446_xkbs@.png,711,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1278,卡比兽,卡比獸,Snorlax,Snorlax,잠만보,Snorlax,สนอร์แลกซ์,config/portrait/speedranktouxiang/img_143_kbs@.png,712,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1279,螺钉地鼠,螺釘地鼠,Drilbur,Drilbur,두더류,Drilbur,สกรูหนูแฮมสเตอร์,config/portrait/speedranktouxiang/img_529_ldds@.png,2611,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1280,龙头地鼠,龍頭地鼠,Excadrill,Excadrill,몰드류,Excadrill,หนูแฮมสเตอร์หัวมังกร,config/portrait/speedranktouxiang/img_530_ltds@.png,2612,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1281,嗡蝠,嗡蝠,Noibat,Noibat,음뱃,Noibat,ค้างคาวบิน,config/portrait/speedranktouxiang/img_714_wf@.png,3591,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1282,音波龙,音波龍,Noivern,Noivern,음번,Noivern,โซนิค ดราก้อน,config/portrait/speedranktouxiang/img_715_ybl@.png,3592,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1283,盖欧卡,蓋歐卡,Kyogre,Kyogre,가이오가,Kyogre,ไคโอเกร,config/portrait/speedranktouxiang/img_382_gok@.png,1961,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1284,可达鸭,可達鴨,Psyduck,Psyduck,고라파덕,Psyduck,ปิกาจู,config/portrait/speedranktouxiang/img_54_kdy@.png,221,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1285,哥达鸭,哥達鴨,Psyduck,Psyduck,골덕,Psyduck,เป็ดโกธา,config/portrait/speedranktouxiang/img_55_gdy@.png,222,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1286,哥德宝宝,哥德寶寶,Gothita,Gothita,고디탱,Gothita,เด็กโกธิก,config/portrait/speedranktouxiang/img_574_gdbb@.png,2841,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1287,哥德小童,哥德小童,Gothorita,Gothorita,고디보미,Gothorita,กอธิคคิด,config/portrait/speedranktouxiang/img_575_gdxt@.png,2842,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1288,哥德小姐,哥德小姐,Gothitelle,Gothitelle,고디모아젤,Gothitelle,มิสโกธิก,config/portrait/speedranktouxiang/img_576_gdxj@.png,2843,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1289,宝宝丁,寶寶丁,Igglybuff,Igglybuff,푸푸린,Igglybuff,เบบี้ดิง,config/portrait/speedranktouxiang/img_174_bbd@.png,151,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1290,胖丁,胖丁,Jigglypuff,Jigglypuff,푸린,Jigglypuff,จิกลี่พัฟ,config/portrait/speedranktouxiang/img_39_pd@.png,152,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1291,胖可丁,胖可丁,Wigglytuff,Wigglytuff,푸크린,Wigglytuff,อ้วนเค่อติง,config/portrait/speedranktouxiang/img_40_pkd@.png,153,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1292,固拉多,固拉多,Groudon,Groudon,그란돈,Groudon,กราวดอน,config/portrait/speedranktouxiang/img_383_gld@.png,1971,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1294,裂空座,裂空座,Rayquaza,Rayquaza,레쿠쟈,Rayquaza,เรย์ควาซ่า,config/portrait/speedranktouxiang/img_384_lkz@.png,1981,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
1296,烛光灵,燭光靈,Litwick,Litwick,불켜미,Litwick,จิตวิญญาณแห่งแสงเทียน,config/portrait/speedranktouxiang/img_607_zgl@.png,2991,,,,,解锁对应精灵图鉴后获得,特殊途徑解鎖,Special path unlocking,Special path unlocking,특수 경로로 개방,,
