变量名,drawType,_comment,drawTriggerType,drawTriggerTimes,weightStart,weightEnd,effectLimit,startCount,probInit,probStep,probLimit,probMiniTimes,probEffectInterval,lotteryType1,lotteryWeight1,lotteryType2,lotteryWeight2,lotteryType3,lotteryWeight3,lotteryType4,lotteryWeight4,lotteryType5,lotteryWeight5,lotteryType6,lotteryWeight6,lotteryType7,lotteryWeight7,lotteryType8,lotteryWeight8,lotteryType9,lotteryWeight9,lotteryType10,lotteryWeight10
18011,limit_rmb1_2275,,2,80,0,0,1,73,0.1,0.05,0.4,9,99999,{1162=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
18012,limit_rmb1_2275,,2,155,0,0,999,144,0.1,0.05,0.4,9,71,{1162=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
18013,limit_rmb1_2276,,0,1,0,0,0,0,0,0.01,0.2,30,50,{201=1},0,{1105=1},200,{1107=1},625,{1165=1},150,{},0,{},0,{},0,{},0,{},0,{},0
18014,limit_rmb1_2276,,2,1,0,0,0,3,0.15,0.05,0.4,5,10,{201=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
18015,limit_rmb1_2276,,2,80,0,0,1,73,0.1,0.05,0.4,9,99999,{1164=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
18016,limit_rmb1_2276,,2,155,0,0,999,144,0.1,0.05,0.4,9,71,{1164=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
18101,limit_box_rmb10_1053,,1,10,0.04,0.09,0,19,0,0.01,0.2,30,50,{1101=1;162=1;150=1;154=2;153=1;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=2;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
18102,limit_box_rmb10_1053,,1,10,0.08,0.15,1,11,0,0.01,0.2,30,50,{1101=1;162=1;150=1;154=2;153=1;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=2;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
18103,limit_box_rmb10_1053,,1,10,0.2,0.3,1,5,0,0.01,0.2,30,50,{1101=1;162=1;150=1;154=2;153=1;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=2;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
18104,limit_box_rmb10_1053,,1,10,0.06,0.12,0,6,0,0.01,0.2,30,50,{1101=1;151=1;154=2;150=1;153=1;160=1;152=3},100,{1101=1;151=1;154=1;150=1;153=2;160=1;152=3},100,{1101=1;151=1;154=1;150=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
18105,limit_box_rmb10_1053,,1,10,0.2,0.3,1,2,0,0.01,0.2,30,50,{1101=1;151=1;154=2;150=1;153=1;160=1;152=3},100,{1101=1;151=1;154=1;150=1;153=2;160=1;152=3},100,{1101=1;151=1;154=1;150=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
18106,limit_box_rmb10_1053,,0,1,0,0,0,0,0,0.01,0.2,30,50,{1101=1;150=1;154=2;153=2;160=1;152=3},100,{1101=1;161=1;150=1;154=2;153=1;160=1;152=3},100,{1101=1;150=1;154=3;153=1;160=1;152=3},100,{1101=1;150=1;154=2;153=1;160=1;152=4},100,{1101=1;150=1;154=1;153=2;160=1;152=4},100,{1101=1;161=1;150=1;154=1;153=1;160=1;152=4},100,{1101=1;161=1;150=1;154=2;153=1;152=4},100,{1101=1;150=1;154=3;153=1;160=1;152=3},0,{},0,{},0
18107,limit_box_rmb1_1053,,3,10,0,0,0,0,0,0.01,0.2,30,50,{150=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
18108,limit_box_rmb1_1053,,0,1,0,0,0,0,0,0.01,0.2,30,50,{152=1},45,{153=1},15,{154=1},15,{160=1},15,{161=1},5,{},0,{},0,{},0,{},0,{},0
18201,limit_box_rmb10_1054,,1,10,0.04,0.09,0,19,0,0.01,0.2,30,50,{1101=1;162=1;150=1;154=2;153=1;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=2;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
18202,limit_box_rmb10_1054,,1,10,0.08,0.15,1,11,0,0.01,0.2,30,50,{1101=1;162=1;150=1;154=2;153=1;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=2;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
18203,limit_box_rmb10_1054,,1,10,0.2,0.3,1,5,0,0.01,0.2,30,50,{1101=1;162=1;150=1;154=2;153=1;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=2;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
18204,limit_box_rmb10_1054,,1,10,0.06,0.12,0,6,0,0.01,0.2,30,50,{1101=1;151=1;154=2;150=1;153=1;160=1;152=3},100,{1101=1;151=1;154=1;150=1;153=2;160=1;152=3},100,{1101=1;151=1;154=1;150=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
18205,limit_box_rmb10_1054,,1,10,0.2,0.3,1,2,0,0.01,0.2,30,50,{1101=1;151=1;154=2;150=1;153=1;160=1;152=3},100,{1101=1;151=1;154=1;150=1;153=2;160=1;152=3},100,{1101=1;151=1;154=1;150=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
18206,limit_box_rmb10_1054,,0,1,0,0,0,0,0,0.01,0.2,30,50,{1101=1;150=1;154=2;153=2;160=1;152=3},100,{1101=1;161=1;150=1;154=2;153=1;160=1;152=3},100,{1101=1;150=1;154=3;153=1;160=1;152=3},100,{1101=1;150=1;154=2;153=1;160=1;152=4},100,{1101=1;150=1;154=1;153=2;160=1;152=4},100,{1101=1;161=1;150=1;154=1;153=1;160=1;152=4},100,{1101=1;161=1;150=1;154=2;153=1;152=4},100,{1101=1;150=1;154=3;153=1;160=1;152=3},0,{},0,{},0
18207,limit_box_rmb1_1054,,3,10,0,0,0,0,0,0.01,0.2,30,50,{150=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
18208,limit_box_rmb1_1054,,0,1,0,0,0,0,0,0.01,0.2,30,50,{152=1},45,{153=1},15,{154=1},15,{160=1},15,{161=1},5,{},0,{},0,{},0,{},0,{},0
18301,limit_box_rmb10_1055,,1,10,0.04,0.09,0,19,0,0.01,0.2,30,50,{1101=1;162=1;150=1;154=2;153=1;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=2;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
18302,limit_box_rmb10_1055,,1,10,0.08,0.15,1,11,0,0.01,0.2,30,50,{1101=1;162=1;150=1;154=2;153=1;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=2;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
18303,limit_box_rmb10_1055,,1,10,0.2,0.3,1,5,0,0.01,0.2,30,50,{1101=1;162=1;150=1;154=2;153=1;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=2;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
18304,limit_box_rmb10_1055,,1,10,0.06,0.12,0,6,0,0.01,0.2,30,50,{1101=1;151=1;154=2;150=1;153=1;160=1;152=3},100,{1101=1;151=1;154=1;150=1;153=2;160=1;152=3},100,{1101=1;151=1;154=1;150=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
18305,limit_box_rmb10_1055,,1,10,0.2,0.3,1,2,0,0.01,0.2,30,50,{1101=1;151=1;154=2;150=1;153=1;160=1;152=3},100,{1101=1;151=1;154=1;150=1;153=2;160=1;152=3},100,{1101=1;151=1;154=1;150=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
18306,limit_box_rmb10_1055,,0,1,0,0,0,0,0,0.01,0.2,30,50,{1101=1;150=1;154=2;153=2;160=1;152=3},100,{1101=1;161=1;150=1;154=2;153=1;160=1;152=3},100,{1101=1;150=1;154=3;153=1;160=1;152=3},100,{1101=1;150=1;154=2;153=1;160=1;152=4},100,{1101=1;150=1;154=1;153=2;160=1;152=4},100,{1101=1;161=1;150=1;154=1;153=1;160=1;152=4},100,{1101=1;161=1;150=1;154=2;153=1;152=4},100,{1101=1;150=1;154=3;153=1;160=1;152=3},0,{},0,{},0
18307,limit_box_rmb1_1055,,3,10,0,0,0,0,0,0.01,0.2,30,50,{150=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
18308,limit_box_rmb1_1055,,0,1,0,0,0,0,0,0.01,0.2,30,50,{152=1},45,{153=1},15,{154=1},15,{160=1},15,{161=1},5,{},0,{},0,{},0,{},0,{},0
18401,limit_box_rmb10_1056,,1,10,0.04,0.09,0,19,0,0.01,0.2,30,50,{1101=1;162=1;150=1;154=2;153=1;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=2;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
18402,limit_box_rmb10_1056,,1,10,0.08,0.15,1,11,0,0.01,0.2,30,50,{1101=1;162=1;150=1;154=2;153=1;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=2;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
18403,limit_box_rmb10_1056,,1,10,0.2,0.3,1,5,0,0.01,0.2,30,50,{1101=1;162=1;150=1;154=2;153=1;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=2;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
18404,limit_box_rmb10_1056,,1,10,0.06,0.12,0,6,0,0.01,0.2,30,50,{1101=1;151=1;154=2;150=1;153=1;160=1;152=3},100,{1101=1;151=1;154=1;150=1;153=2;160=1;152=3},100,{1101=1;151=1;154=1;150=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
18405,limit_box_rmb10_1056,,1,10,0.2,0.3,1,2,0,0.01,0.2,30,50,{1101=1;151=1;154=2;150=1;153=1;160=1;152=3},100,{1101=1;151=1;154=1;150=1;153=2;160=1;152=3},100,{1101=1;151=1;154=1;150=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
18406,limit_box_rmb10_1056,,0,1,0,0,0,0,0,0.01,0.2,30,50,{1101=1;150=1;154=2;153=2;160=1;152=3},100,{1101=1;161=1;150=1;154=2;153=1;160=1;152=3},100,{1101=1;150=1;154=3;153=1;160=1;152=3},100,{1101=1;150=1;154=2;153=1;160=1;152=4},100,{1101=1;150=1;154=1;153=2;160=1;152=4},100,{1101=1;161=1;150=1;154=1;153=1;160=1;152=4},100,{1101=1;161=1;150=1;154=2;153=1;152=4},100,{1101=1;150=1;154=3;153=1;160=1;152=3},0,{},0,{},0
18407,limit_box_rmb1_1056,,3,10,0,0,0,0,0,0.01,0.2,30,50,{150=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
18408,limit_box_rmb1_1056,,0,1,0,0,0,0,0,0.01,0.2,30,50,{152=1},45,{153=1},15,{154=1},15,{160=1},15,{161=1},5,{},0,{},0,{},0,{},0,{},0
18501,limit_box_rmb10_1057,,1,10,0.04,0.09,0,19,0,0.01,0.2,30,50,{1101=1;162=1;150=1;154=2;153=1;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=2;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
18502,limit_box_rmb10_1057,,1,10,0.08,0.15,1,11,0,0.01,0.2,30,50,{1101=1;162=1;150=1;154=2;153=1;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=2;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
18503,limit_box_rmb10_1057,,1,10,0.2,0.3,1,5,0,0.01,0.2,30,50,{1101=1;162=1;150=1;154=2;153=1;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=2;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
18504,limit_box_rmb10_1057,,1,10,0.06,0.12,0,6,0,0.01,0.2,30,50,{1101=1;151=1;154=2;150=1;153=1;160=1;152=3},100,{1101=1;151=1;154=1;150=1;153=2;160=1;152=3},100,{1101=1;151=1;154=1;150=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
18505,limit_box_rmb10_1057,,1,10,0.2,0.3,1,2,0,0.01,0.2,30,50,{1101=1;151=1;154=2;150=1;153=1;160=1;152=3},100,{1101=1;151=1;154=1;150=1;153=2;160=1;152=3},100,{1101=1;151=1;154=1;150=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
18506,limit_box_rmb10_1057,,0,1,0,0,0,0,0,0.01,0.2,30,50,{1101=1;150=1;154=2;153=2;160=1;152=3},100,{1101=1;161=1;150=1;154=2;153=1;160=1;152=3},100,{1101=1;150=1;154=3;153=1;160=1;152=3},100,{1101=1;150=1;154=2;153=1;160=1;152=4},100,{1101=1;150=1;154=1;153=2;160=1;152=4},100,{1101=1;161=1;150=1;154=1;153=1;160=1;152=4},100,{1101=1;161=1;150=1;154=2;153=1;152=4},100,{1101=1;150=1;154=3;153=1;160=1;152=3},0,{},0,{},0
18507,limit_box_rmb1_1057,,3,10,0,0,0,0,0,0.01,0.2,30,50,{150=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
18508,limit_box_rmb1_1057,,0,1,0,0,0,0,0,0.01,0.2,30,50,{152=1},45,{153=1},15,{154=1},15,{160=1},15,{161=1},5,{},0,{},0,{},0,{},0,{},0
18601,limit_box_rmb10_1058,,1,10,0.04,0.09,0,19,0,0.01,0.2,30,50,{1101=1;162=1;150=1;154=2;153=1;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=2;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
18602,limit_box_rmb10_1058,,1,10,0.08,0.15,1,11,0,0.01,0.2,30,50,{1101=1;162=1;150=1;154=2;153=1;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=2;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
18603,limit_box_rmb10_1058,,1,10,0.2,0.3,1,5,0,0.01,0.2,30,50,{1101=1;162=1;150=1;154=2;153=1;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=2;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
18604,limit_box_rmb10_1058,,1,10,0.06,0.12,0,6,0,0.01,0.2,30,50,{1101=1;151=1;154=2;150=1;153=1;160=1;152=3},100,{1101=1;151=1;154=1;150=1;153=2;160=1;152=3},100,{1101=1;151=1;154=1;150=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
18605,limit_box_rmb10_1058,,1,10,0.2,0.3,1,2,0,0.01,0.2,30,50,{1101=1;151=1;154=2;150=1;153=1;160=1;152=3},100,{1101=1;151=1;154=1;150=1;153=2;160=1;152=3},100,{1101=1;151=1;154=1;150=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
18606,limit_box_rmb10_1058,,0,1,0,0,0,0,0,0.01,0.2,30,50,{1101=1;150=1;154=2;153=2;160=1;152=3},100,{1101=1;161=1;150=1;154=2;153=1;160=1;152=3},100,{1101=1;150=1;154=3;153=1;160=1;152=3},100,{1101=1;150=1;154=2;153=1;160=1;152=4},100,{1101=1;150=1;154=1;153=2;160=1;152=4},100,{1101=1;161=1;150=1;154=1;153=1;160=1;152=4},100,{1101=1;161=1;150=1;154=2;153=1;152=4},100,{1101=1;150=1;154=3;153=1;160=1;152=3},0,{},0,{},0
18607,limit_box_rmb1_1058,,3,10,0,0,0,0,0,0.01,0.2,30,50,{150=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
18608,limit_box_rmb1_1058,,0,1,0,0,0,0,0,0.01,0.2,30,50,{152=1},45,{153=1},15,{154=1},15,{160=1},15,{161=1},5,{},0,{},0,{},0,{},0,{},0
18701,limit_box_rmb10_1059,,1,10,0.04,0.09,0,19,0,0.01,0.2,30,50,{1101=1;162=1;150=1;154=2;153=1;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=2;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
18702,limit_box_rmb10_1059,,1,10,0.08,0.15,1,11,0,0.01,0.2,30,50,{1101=1;162=1;150=1;154=2;153=1;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=2;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
18703,limit_box_rmb10_1059,,1,10,0.2,0.3,1,5,0,0.01,0.2,30,50,{1101=1;162=1;150=1;154=2;153=1;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=2;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
18704,limit_box_rmb10_1059,,1,10,0.06,0.12,0,6,0,0.01,0.2,30,50,{1101=1;151=1;154=2;150=1;153=1;160=1;152=3},100,{1101=1;151=1;154=1;150=1;153=2;160=1;152=3},100,{1101=1;151=1;154=1;150=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
18705,limit_box_rmb10_1059,,1,10,0.2,0.3,1,2,0,0.01,0.2,30,50,{1101=1;151=1;154=2;150=1;153=1;160=1;152=3},100,{1101=1;151=1;154=1;150=1;153=2;160=1;152=3},100,{1101=1;151=1;154=1;150=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
18706,limit_box_rmb10_1059,,0,1,0,0,0,0,0,0.01,0.2,30,50,{1101=1;150=1;154=2;153=2;160=1;152=3},100,{1101=1;161=1;150=1;154=2;153=1;160=1;152=3},100,{1101=1;150=1;154=3;153=1;160=1;152=3},100,{1101=1;150=1;154=2;153=1;160=1;152=4},100,{1101=1;150=1;154=1;153=2;160=1;152=4},100,{1101=1;161=1;150=1;154=1;153=1;160=1;152=4},100,{1101=1;161=1;150=1;154=2;153=1;152=4},100,{1101=1;150=1;154=3;153=1;160=1;152=3},0,{},0,{},0
18707,limit_box_rmb1_1059,,3,10,0,0,0,0,0,0.01,0.2,30,50,{150=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
18708,limit_box_rmb1_1059,,0,1,0,0,0,0,0,0.01,0.2,30,50,{152=1},45,{153=1},15,{154=1},15,{160=1},15,{161=1},5,{},0,{},0,{},0,{},0,{},0
18801,limit_box_rmb10_1060,,1,10,0.04,0.09,0,19,0,0.01,0.2,30,50,{1101=1;162=1;150=1;154=2;153=1;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=2;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
18802,limit_box_rmb10_1060,,1,10,0.08,0.15,1,11,0,0.01,0.2,30,50,{1101=1;162=1;150=1;154=2;153=1;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=2;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
18803,limit_box_rmb10_1060,,1,10,0.2,0.3,1,5,0,0.01,0.2,30,50,{1101=1;162=1;150=1;154=2;153=1;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=2;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
18804,limit_box_rmb10_1060,,1,10,0.06,0.12,0,6,0,0.01,0.2,30,50,{1101=1;151=1;154=2;150=1;153=1;160=1;152=3},100,{1101=1;151=1;154=1;150=1;153=2;160=1;152=3},100,{1101=1;151=1;154=1;150=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
18805,limit_box_rmb10_1060,,1,10,0.2,0.3,1,2,0,0.01,0.2,30,50,{1101=1;151=1;154=2;150=1;153=1;160=1;152=3},100,{1101=1;151=1;154=1;150=1;153=2;160=1;152=3},100,{1101=1;151=1;154=1;150=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
18806,limit_box_rmb10_1060,,0,1,0,0,0,0,0,0.01,0.2,30,50,{1101=1;150=1;154=2;153=2;160=1;152=3},100,{1101=1;161=1;150=1;154=2;153=1;160=1;152=3},100,{1101=1;150=1;154=3;153=1;160=1;152=3},100,{1101=1;150=1;154=2;153=1;160=1;152=4},100,{1101=1;150=1;154=1;153=2;160=1;152=4},100,{1101=1;161=1;150=1;154=1;153=1;160=1;152=4},100,{1101=1;161=1;150=1;154=2;153=1;152=4},100,{1101=1;150=1;154=3;153=1;160=1;152=3},0,{},0,{},0
18807,limit_box_rmb1_1060,,3,10,0,0,0,0,0,0.01,0.2,30,50,{150=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
18808,limit_box_rmb1_1060,,0,1,0,0,0,0,0,0.01,0.2,30,50,{152=1},45,{153=1},15,{154=1},15,{160=1},15,{161=1},5,{},0,{},0,{},0,{},0,{},0
18901,limit_box_rmb10_1061,,1,10,0.04,0.09,0,19,0,0.01,0.2,30,50,{1101=1;162=1;150=1;154=2;153=1;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=2;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
18902,limit_box_rmb10_1061,,1,10,0.08,0.15,1,11,0,0.01,0.2,30,50,{1101=1;162=1;150=1;154=2;153=1;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=2;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
18903,limit_box_rmb10_1061,,1,10,0.2,0.3,1,5,0,0.01,0.2,30,50,{1101=1;162=1;150=1;154=2;153=1;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=2;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
18904,limit_box_rmb10_1061,,1,10,0.06,0.12,0,6,0,0.01,0.2,30,50,{1101=1;151=1;154=2;150=1;153=1;160=1;152=3},100,{1101=1;151=1;154=1;150=1;153=2;160=1;152=3},100,{1101=1;151=1;154=1;150=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
18905,limit_box_rmb10_1061,,1,10,0.2,0.3,1,2,0,0.01,0.2,30,50,{1101=1;151=1;154=2;150=1;153=1;160=1;152=3},100,{1101=1;151=1;154=1;150=1;153=2;160=1;152=3},100,{1101=1;151=1;154=1;150=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
18906,limit_box_rmb10_1061,,0,1,0,0,0,0,0,0.01,0.2,30,50,{1101=1;150=1;154=2;153=2;160=1;152=3},100,{1101=1;161=1;150=1;154=2;153=1;160=1;152=3},100,{1101=1;150=1;154=3;153=1;160=1;152=3},100,{1101=1;150=1;154=2;153=1;160=1;152=4},100,{1101=1;150=1;154=1;153=2;160=1;152=4},100,{1101=1;161=1;150=1;154=1;153=1;160=1;152=4},100,{1101=1;161=1;150=1;154=2;153=1;152=4},100,{1101=1;150=1;154=3;153=1;160=1;152=3},0,{},0,{},0
18907,limit_box_rmb1_1061,,3,10,0,0,0,0,0,0.01,0.2,30,50,{150=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
18908,limit_box_rmb1_1061,,0,1,0,0,0,0,0,0.01,0.2,30,50,{152=1},45,{153=1},15,{154=1},15,{160=1},15,{161=1},5,{},0,{},0,{},0,{},0,{},0
19001,limit_box_rmb10_1062,,1,10,0.04,0.09,0,19,0,0.01,0.2,30,50,{1101=1;162=1;150=1;154=2;153=1;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=2;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
19002,limit_box_rmb10_1062,,1,10,0.08,0.15,1,11,0,0.01,0.2,30,50,{1101=1;162=1;150=1;154=2;153=1;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=2;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
19003,limit_box_rmb10_1062,,1,10,0.2,0.3,1,5,0,0.01,0.2,30,50,{1101=1;162=1;150=1;154=2;153=1;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=2;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
19004,limit_box_rmb10_1062,,1,10,0.06,0.12,0,6,0,0.01,0.2,30,50,{1101=1;151=1;154=2;150=1;153=1;160=1;152=3},100,{1101=1;151=1;154=1;150=1;153=2;160=1;152=3},100,{1101=1;151=1;154=1;150=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
19005,limit_box_rmb10_1062,,1,10,0.2,0.3,1,2,0,0.01,0.2,30,50,{1101=1;151=1;154=2;150=1;153=1;160=1;152=3},100,{1101=1;151=1;154=1;150=1;153=2;160=1;152=3},100,{1101=1;151=1;154=1;150=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
19006,limit_box_rmb10_1062,,0,1,0,0,0,0,0,0.01,0.2,30,50,{1101=1;150=1;154=2;153=2;160=1;152=3},100,{1101=1;161=1;150=1;154=2;153=1;160=1;152=3},100,{1101=1;150=1;154=3;153=1;160=1;152=3},100,{1101=1;150=1;154=2;153=1;160=1;152=4},100,{1101=1;150=1;154=1;153=2;160=1;152=4},100,{1101=1;161=1;150=1;154=1;153=1;160=1;152=4},100,{1101=1;161=1;150=1;154=2;153=1;152=4},100,{1101=1;150=1;154=3;153=1;160=1;152=3},0,{},0,{},0
19007,limit_box_rmb1_1062,,3,10,0,0,0,0,0,0.01,0.2,30,50,{150=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
19008,limit_box_rmb1_1062,,0,1,0,0,0,0,0,0.01,0.2,30,50,{152=1},45,{153=1},15,{154=1},15,{160=1},15,{161=1},5,{},0,{},0,{},0,{},0,{},0
