变量名,level,skillID,cost,attrValue
1576,3,13,{coin3=350},60
1577,4,13,{coin3=400},80
1578,5,13,{coin3=450},100
1579,6,13,{coin3=500},120
1580,7,13,{coin3=550},140
1581,8,13,{coin3=600},160
1582,9,13,{coin3=650},180
1583,10,13,{coin3=700},200
1584,11,13,{coin3=750},220
1585,12,13,{coin3=800},240
1586,13,13,{coin3=850},260
1587,14,13,{coin3=900},280
1588,15,13,{coin3=950},300
1589,16,13,{coin3=1000},320
1590,17,13,{coin3=1050},340
1591,18,13,{coin3=1100},360
1592,19,13,{coin3=1150},380
1593,20,13,{coin3=1200},400
1594,21,13,{coin3=1250},420
1595,22,13,{coin3=1300},440
1596,23,13,{coin3=1350},460
1597,24,13,{coin3=1400},480
1598,25,13,{coin3=1450},500
1599,26,13,{coin3=1500},520
1600,27,13,{coin3=1550},540
1601,28,13,{coin3=1600},560
1602,29,13,{coin3=1650},580
1603,30,13,{coin3=1700},600
1604,31,13,{coin3=1750},620
1605,32,13,{coin3=1800},640
1606,33,13,{coin3=1850},660
1607,34,13,{coin3=1900},680
1608,35,13,{coin3=1950},700
1609,36,13,{coin3=2000},720
1610,37,13,{coin3=2050},740
1611,38,13,{coin3=2100},760
1612,39,13,{coin3=2150},780
1613,40,13,{coin3=2200},800
1614,41,13,{coin3=2250},820
1615,42,13,{coin3=2300},840
1616,43,13,{coin3=2350},860
1617,44,13,{coin3=2400},880
1618,45,13,{coin3=2450},900
1619,46,13,{coin3=2500},920
1620,47,13,{coin3=2550},940
1621,48,13,{coin3=2600},960
1622,49,13,{coin3=2650},980
1623,50,13,{coin3=2700},1000
1624,51,13,{coin3=2750},1020
1625,52,13,{coin3=2800},1040
1626,53,13,{coin3=2850},1060
1627,54,13,{coin3=2900},1080
1628,55,13,{coin3=2950},1100
1629,56,13,{coin3=3000},1120
1630,57,13,{coin3=3050},1140
1631,58,13,{coin3=3100},1160
1632,59,13,{coin3=3150},1180
1633,60,13,{coin3=3200},1200
1634,61,13,{coin3=3250},1220
1635,62,13,{coin3=3300},1240
1636,63,13,{coin3=3350},1260
1637,64,13,{coin3=3400},1280
1638,65,13,{coin3=3450},1300
1639,66,13,{coin3=3500},1320
1640,67,13,{coin3=3550},1340
1641,68,13,{coin3=3600},1360
1642,69,13,{coin3=3650},1380
1643,70,13,{coin3=3700},1400
1644,71,13,{coin3=3750},1420
1645,72,13,{coin3=3800},1440
1646,73,13,{coin3=3850},1460
1647,74,13,{coin3=3900},1480
1648,75,13,{coin3=3950},1500
1649,76,13,{coin3=4000},1520
1650,77,13,{coin3=4050},1540
1651,78,13,{coin3=4100},1560
1652,79,13,{coin3=4150},1580
1653,80,13,{coin3=4200},1600
1654,81,13,{coin3=4250},1620
1655,82,13,{coin3=4300},1640
1656,83,13,{coin3=4350},1660
1657,84,13,{coin3=4400},1680
1658,85,13,{coin3=4450},1700
1659,86,13,{coin3=4500},1720
1660,87,13,{coin3=4550},1740
1661,88,13,{coin3=4600},1760
1662,89,13,{coin3=4650},1780
1663,90,13,{coin3=4700},1800
1664,91,13,{coin3=4750},1820
1665,92,13,{coin3=4800},1840
1666,93,13,{coin3=4850},1860
1667,94,13,{coin3=4900},1880
1668,95,13,{coin3=4950},1900
1669,96,13,{coin3=5000},1920
1670,97,13,{coin3=5050},1940
1671,98,13,{coin3=5100},1960
1672,99,13,{coin3=5150},1980
1673,100,13,{coin3=5200},2000
1674,101,13,{coin3=5250},2020
1675,102,13,{coin3=5300},2040
1676,103,13,{coin3=5350},2060
1677,104,13,{coin3=5400},2080
1678,105,13,{coin3=5450},2100
1679,106,13,{coin3=5500},2120
1680,107,13,{coin3=5550},2140
1681,108,13,{coin3=5600},2160
1682,109,13,{coin3=5650},2180
1683,110,13,{coin3=5700},2200
1684,111,13,{coin3=5750},2220
1685,112,13,{coin3=5800},2240
1686,113,13,{coin3=5850},2260
1687,114,13,{coin3=5900},2280
1688,115,13,{coin3=5950},2300
1689,116,13,{coin3=6000},2320
1690,117,13,{coin3=6050},2340
1691,118,13,{coin3=6100},2360
1692,119,13,{coin3=6150},2380
1693,120,13,{coin3=6200},2400
1694,121,13,{coin3=6250},2420
1695,122,13,{coin3=6300},2440
1696,123,13,{coin3=6350},2460
1697,124,13,{coin3=6400},2480
1698,125,13,{coin3=6450},2500
1699,126,13,{coin3=6500},2520
1700,127,13,{coin3=6550},2540
1701,128,13,{coin3=6600},2560
1702,129,13,{coin3=6650},2580
1703,130,13,{coin3=6700},2600
1704,0,14,{coin3=200},0
1705,1,14,{coin3=250},20
1706,2,14,{coin3=300},40
1707,3,14,{coin3=350},60
1708,4,14,{coin3=400},80
1709,5,14,{coin3=450},100
1710,6,14,{coin3=500},120
1711,7,14,{coin3=550},140
1712,8,14,{coin3=600},160
1713,9,14,{coin3=650},180
1714,10,14,{coin3=700},200
1715,11,14,{coin3=750},220
1716,12,14,{coin3=800},240
1717,13,14,{coin3=850},260
1718,14,14,{coin3=900},280
1719,15,14,{coin3=950},300
1720,16,14,{coin3=1000},320
1721,17,14,{coin3=1050},340
1722,18,14,{coin3=1100},360
1723,19,14,{coin3=1150},380
1724,20,14,{coin3=1200},400
1725,21,14,{coin3=1250},420
1726,22,14,{coin3=1300},440
1727,23,14,{coin3=1350},460
1728,24,14,{coin3=1400},480
1729,25,14,{coin3=1450},500
1730,26,14,{coin3=1500},520
1731,27,14,{coin3=1550},540
1732,28,14,{coin3=1600},560
1733,29,14,{coin3=1650},580
1734,30,14,{coin3=1700},600
1735,31,14,{coin3=1750},620
1736,32,14,{coin3=1800},640
1737,33,14,{coin3=1850},660
1738,34,14,{coin3=1900},680
1739,35,14,{coin3=1950},700
1740,36,14,{coin3=2000},720
1741,37,14,{coin3=2050},740
1742,38,14,{coin3=2100},760
1743,39,14,{coin3=2150},780
1744,40,14,{coin3=2200},800
1745,41,14,{coin3=2250},820
1746,42,14,{coin3=2300},840
1747,43,14,{coin3=2350},860
1748,44,14,{coin3=2400},880
1749,45,14,{coin3=2450},900
1750,46,14,{coin3=2500},920
1751,47,14,{coin3=2550},940
1752,48,14,{coin3=2600},960
1753,49,14,{coin3=2650},980
1754,50,14,{coin3=2700},1000
1755,51,14,{coin3=2750},1020
1756,52,14,{coin3=2800},1040
1757,53,14,{coin3=2850},1060
1758,54,14,{coin3=2900},1080
1759,55,14,{coin3=2950},1100
1760,56,14,{coin3=3000},1120
1761,57,14,{coin3=3050},1140
1762,58,14,{coin3=3100},1160
1763,59,14,{coin3=3150},1180
1764,60,14,{coin3=3200},1200
1765,61,14,{coin3=3250},1220
1766,62,14,{coin3=3300},1240
1767,63,14,{coin3=3350},1260
1768,64,14,{coin3=3400},1280
1769,65,14,{coin3=3450},1300
1770,66,14,{coin3=3500},1320
1771,67,14,{coin3=3550},1340
1772,68,14,{coin3=3600},1360
1773,69,14,{coin3=3650},1380
1774,70,14,{coin3=3700},1400
1775,71,14,{coin3=3750},1420
1776,72,14,{coin3=3800},1440
1777,73,14,{coin3=3850},1460
1778,74,14,{coin3=3900},1480
1779,75,14,{coin3=3950},1500
1780,76,14,{coin3=4000},1520
1781,77,14,{coin3=4050},1540
1782,78,14,{coin3=4100},1560
1783,79,14,{coin3=4150},1580
1784,80,14,{coin3=4200},1600
1785,81,14,{coin3=4250},1620
1786,82,14,{coin3=4300},1640
1787,83,14,{coin3=4350},1660
1788,84,14,{coin3=4400},1680
1789,85,14,{coin3=4450},1700
1790,86,14,{coin3=4500},1720
1791,87,14,{coin3=4550},1740
1792,88,14,{coin3=4600},1760
1793,89,14,{coin3=4650},1780
1794,90,14,{coin3=4700},1800
1795,91,14,{coin3=4750},1820
1796,92,14,{coin3=4800},1840
1797,93,14,{coin3=4850},1860
1798,94,14,{coin3=4900},1880
1799,95,14,{coin3=4950},1900
1800,96,14,{coin3=5000},1920
1801,97,14,{coin3=5050},1940
1802,98,14,{coin3=5100},1960
1803,99,14,{coin3=5150},1980
1804,100,14,{coin3=5200},2000
1805,101,14,{coin3=5250},2020
1806,102,14,{coin3=5300},2040
1807,103,14,{coin3=5350},2060
1808,104,14,{coin3=5400},2080
1809,105,14,{coin3=5450},2100
1810,106,14,{coin3=5500},2120
1811,107,14,{coin3=5550},2140
1812,108,14,{coin3=5600},2160
1813,109,14,{coin3=5650},2180
1814,110,14,{coin3=5700},2200
1815,111,14,{coin3=5750},2220
1816,112,14,{coin3=5800},2240
1817,113,14,{coin3=5850},2260
1818,114,14,{coin3=5900},2280
1819,115,14,{coin3=5950},2300
1820,116,14,{coin3=6000},2320
1821,117,14,{coin3=6050},2340
1822,118,14,{coin3=6100},2360
1823,119,14,{coin3=6150},2380
1824,120,14,{coin3=6200},2400
1825,121,14,{coin3=6250},2420
1826,122,14,{coin3=6300},2440
1827,123,14,{coin3=6350},2460
1828,124,14,{coin3=6400},2480
1829,125,14,{coin3=6450},2500
1830,126,14,{coin3=6500},2520
1831,127,14,{coin3=6550},2540
1832,128,14,{coin3=6600},2560
1833,129,14,{coin3=6650},2580
1834,130,14,{coin3=6700},2600
1835,0,15,{coin3=200},0
1836,1,15,{coin3=250},20
1837,2,15,{coin3=300},40
1838,3,15,{coin3=350},60
1839,4,15,{coin3=400},80
1840,5,15,{coin3=450},100
1841,6,15,{coin3=500},120
1842,7,15,{coin3=550},140
1843,8,15,{coin3=600},160
1844,9,15,{coin3=650},180
1845,10,15,{coin3=700},200
1846,11,15,{coin3=750},220
1847,12,15,{coin3=800},240
1848,13,15,{coin3=850},260
1849,14,15,{coin3=900},280
1850,15,15,{coin3=950},300
1851,16,15,{coin3=1000},320
1852,17,15,{coin3=1050},340
1853,18,15,{coin3=1100},360
1854,19,15,{coin3=1150},380
1855,20,15,{coin3=1200},400
1856,21,15,{coin3=1250},420
1857,22,15,{coin3=1300},440
1858,23,15,{coin3=1350},460
1859,24,15,{coin3=1400},480
1860,25,15,{coin3=1450},500
1861,26,15,{coin3=1500},520
1862,27,15,{coin3=1550},540
1863,28,15,{coin3=1600},560
1864,29,15,{coin3=1650},580
1865,30,15,{coin3=1700},600
1866,31,15,{coin3=1750},620
1867,32,15,{coin3=1800},640
1868,33,15,{coin3=1850},660
1869,34,15,{coin3=1900},680
1870,35,15,{coin3=1950},700
1871,36,15,{coin3=2000},720
1872,37,15,{coin3=2050},740
1873,38,15,{coin3=2100},760
1874,39,15,{coin3=2150},780
1875,40,15,{coin3=2200},800
1876,41,15,{coin3=2250},820
1877,42,15,{coin3=2300},840
1878,43,15,{coin3=2350},860
1879,44,15,{coin3=2400},880
1880,45,15,{coin3=2450},900
1881,46,15,{coin3=2500},920
1882,47,15,{coin3=2550},940
1883,48,15,{coin3=2600},960
1884,49,15,{coin3=2650},980
1885,50,15,{coin3=2700},1000
1886,51,15,{coin3=2750},1020
1887,52,15,{coin3=2800},1040
1888,53,15,{coin3=2850},1060
1889,54,15,{coin3=2900},1080
1890,55,15,{coin3=2950},1100
1891,56,15,{coin3=3000},1120
1892,57,15,{coin3=3050},1140
1893,58,15,{coin3=3100},1160
1894,59,15,{coin3=3150},1180
1895,60,15,{coin3=3200},1200
1896,61,15,{coin3=3250},1220
1897,62,15,{coin3=3300},1240
1898,63,15,{coin3=3350},1260
1899,64,15,{coin3=3400},1280
1900,65,15,{coin3=3450},1300
1901,66,15,{coin3=3500},1320
1902,67,15,{coin3=3550},1340
1903,68,15,{coin3=3600},1360
1904,69,15,{coin3=3650},1380
1905,70,15,{coin3=3700},1400
1906,71,15,{coin3=3750},1420
1907,72,15,{coin3=3800},1440
1908,73,15,{coin3=3850},1460
1909,74,15,{coin3=3900},1480
1910,75,15,{coin3=3950},1500
1911,76,15,{coin3=4000},1520
1912,77,15,{coin3=4050},1540
1913,78,15,{coin3=4100},1560
1914,79,15,{coin3=4150},1580
1915,80,15,{coin3=4200},1600
1916,81,15,{coin3=4250},1620
1917,82,15,{coin3=4300},1640
1918,83,15,{coin3=4350},1660
1919,84,15,{coin3=4400},1680
1920,85,15,{coin3=4450},1700
1921,86,15,{coin3=4500},1720
1922,87,15,{coin3=4550},1740
1923,88,15,{coin3=4600},1760
1924,89,15,{coin3=4650},1780
1925,90,15,{coin3=4700},1800
1926,91,15,{coin3=4750},1820
1927,92,15,{coin3=4800},1840
1928,93,15,{coin3=4850},1860
1929,94,15,{coin3=4900},1880
1930,95,15,{coin3=4950},1900
1931,96,15,{coin3=5000},1920
1932,97,15,{coin3=5050},1940
1933,98,15,{coin3=5100},1960
1934,99,15,{coin3=5150},1980
1935,100,15,{coin3=5200},2000
1936,101,15,{coin3=5250},2020
1937,102,15,{coin3=5300},2040
1938,103,15,{coin3=5350},2060
1939,104,15,{coin3=5400},2080
1940,105,15,{coin3=5450},2100
1941,106,15,{coin3=5500},2120
1942,107,15,{coin3=5550},2140
1943,108,15,{coin3=5600},2160
1944,109,15,{coin3=5650},2180
1945,110,15,{coin3=5700},2200
1946,111,15,{coin3=5750},2220
1947,112,15,{coin3=5800},2240
1948,113,15,{coin3=5850},2260
1949,114,15,{coin3=5900},2280
1950,115,15,{coin3=5950},2300
1951,116,15,{coin3=6000},2320
1952,117,15,{coin3=6050},2340
1953,118,15,{coin3=6100},2360
1954,119,15,{coin3=6150},2380
1955,120,15,{coin3=6200},2400
1956,121,15,{coin3=6250},2420
1957,122,15,{coin3=6300},2440
1958,123,15,{coin3=6350},2460
1959,124,15,{coin3=6400},2480
1960,125,15,{coin3=6450},2500
1961,126,15,{coin3=6500},2520
1962,127,15,{coin3=6550},2540
1963,128,15,{coin3=6600},2560
1964,129,15,{coin3=6650},2580
1965,130,15,{coin3=6700},2600
1966,0,16,{coin3=200},0
1967,1,16,{coin3=250},20
1968,2,16,{coin3=300},40
1969,3,16,{coin3=350},60
1970,4,16,{coin3=400},80
1971,5,16,{coin3=450},100
1972,6,16,{coin3=500},120
1973,7,16,{coin3=550},140
1974,8,16,{coin3=600},160
1975,9,16,{coin3=650},180
1976,10,16,{coin3=700},200
1977,11,16,{coin3=750},220
1978,12,16,{coin3=800},240
1979,13,16,{coin3=850},260
1980,14,16,{coin3=900},280
1981,15,16,{coin3=950},300
1982,16,16,{coin3=1000},320
1983,17,16,{coin3=1050},340
1984,18,16,{coin3=1100},360
1985,19,16,{coin3=1150},380
1986,20,16,{coin3=1200},400
1987,21,16,{coin3=1250},420
1988,22,16,{coin3=1300},440
1989,23,16,{coin3=1350},460
1990,24,16,{coin3=1400},480
1991,25,16,{coin3=1450},500
1992,26,16,{coin3=1500},520
1993,27,16,{coin3=1550},540
1994,28,16,{coin3=1600},560
1995,29,16,{coin3=1650},580
1996,30,16,{coin3=1700},600
1997,31,16,{coin3=1750},620
1998,32,16,{coin3=1800},640
1999,33,16,{coin3=1850},660
2000,34,16,{coin3=1900},680
2001,35,16,{coin3=1950},700
2002,36,16,{coin3=2000},720
2003,37,16,{coin3=2050},740
2004,38,16,{coin3=2100},760
2005,39,16,{coin3=2150},780
2006,40,16,{coin3=2200},800
2007,41,16,{coin3=2250},820
2008,42,16,{coin3=2300},840
2009,43,16,{coin3=2350},860
2010,44,16,{coin3=2400},880
2011,45,16,{coin3=2450},900
2012,46,16,{coin3=2500},920
2013,47,16,{coin3=2550},940
2014,48,16,{coin3=2600},960
2015,49,16,{coin3=2650},980
2016,50,16,{coin3=2700},1000
2017,51,16,{coin3=2750},1020
2018,52,16,{coin3=2800},1040
2019,53,16,{coin3=2850},1060
2020,54,16,{coin3=2900},1080
2021,55,16,{coin3=2950},1100
2022,56,16,{coin3=3000},1120
2023,57,16,{coin3=3050},1140
2024,58,16,{coin3=3100},1160
2025,59,16,{coin3=3150},1180
2026,60,16,{coin3=3200},1200
2027,61,16,{coin3=3250},1220
2028,62,16,{coin3=3300},1240
2029,63,16,{coin3=3350},1260
2030,64,16,{coin3=3400},1280
2031,65,16,{coin3=3450},1300
2032,66,16,{coin3=3500},1320
2033,67,16,{coin3=3550},1340
2034,68,16,{coin3=3600},1360
2035,69,16,{coin3=3650},1380
2036,70,16,{coin3=3700},1400
2037,71,16,{coin3=3750},1420
2038,72,16,{coin3=3800},1440
2039,73,16,{coin3=3850},1460
2040,74,16,{coin3=3900},1480
2041,75,16,{coin3=3950},1500
2042,76,16,{coin3=4000},1520
2043,77,16,{coin3=4050},1540
2044,78,16,{coin3=4100},1560
2045,79,16,{coin3=4150},1580
2046,80,16,{coin3=4200},1600
2047,81,16,{coin3=4250},1620
2048,82,16,{coin3=4300},1640
2049,83,16,{coin3=4350},1660
2050,84,16,{coin3=4400},1680
2051,85,16,{coin3=4450},1700
2052,86,16,{coin3=4500},1720
2053,87,16,{coin3=4550},1740
2054,88,16,{coin3=4600},1760
2055,89,16,{coin3=4650},1780
2056,90,16,{coin3=4700},1800
2057,91,16,{coin3=4750},1820
2058,92,16,{coin3=4800},1840
2059,93,16,{coin3=4850},1860
2060,94,16,{coin3=4900},1880
2061,95,16,{coin3=4950},1900
2062,96,16,{coin3=5000},1920
2063,97,16,{coin3=5050},1940
2064,98,16,{coin3=5100},1960
2065,99,16,{coin3=5150},1980
2066,100,16,{coin3=5200},2000
2067,101,16,{coin3=5250},2020
2068,102,16,{coin3=5300},2040
2069,103,16,{coin3=5350},2060
2070,104,16,{coin3=5400},2080
2071,105,16,{coin3=5450},2100
2072,106,16,{coin3=5500},2120
2073,107,16,{coin3=5550},2140
2074,108,16,{coin3=5600},2160
2075,109,16,{coin3=5650},2180
2076,110,16,{coin3=5700},2200
2077,111,16,{coin3=5750},2220
2078,112,16,{coin3=5800},2240
2079,113,16,{coin3=5850},2260
2080,114,16,{coin3=5900},2280
2081,115,16,{coin3=5950},2300
2082,116,16,{coin3=6000},2320
2083,117,16,{coin3=6050},2340
2084,118,16,{coin3=6100},2360
2085,119,16,{coin3=6150},2380
2086,120,16,{coin3=6200},2400
2087,121,16,{coin3=6250},2420
2088,122,16,{coin3=6300},2440
2089,123,16,{coin3=6350},2460
2090,124,16,{coin3=6400},2480
2091,125,16,{coin3=6450},2500
2092,126,16,{coin3=6500},2520
2093,127,16,{coin3=6550},2540
2094,128,16,{coin3=6600},2560
2095,129,16,{coin3=6650},2580
2096,130,16,{coin3=6700},2600
2097,0,17,{coin3=200},0
2098,1,17,{coin3=250},20
2099,2,17,{coin3=300},40
2100,3,17,{coin3=350},60
2101,4,17,{coin3=400},80
2102,5,17,{coin3=450},100
2103,6,17,{coin3=500},120
2104,7,17,{coin3=550},140
2105,8,17,{coin3=600},160
2106,9,17,{coin3=650},180
2107,10,17,{coin3=700},200
2108,11,17,{coin3=750},220
2109,12,17,{coin3=800},240
2110,13,17,{coin3=850},260
2111,14,17,{coin3=900},280
2112,15,17,{coin3=950},300
2113,16,17,{coin3=1000},320
2114,17,17,{coin3=1050},340
2115,18,17,{coin3=1100},360
2116,19,17,{coin3=1150},380
2117,20,17,{coin3=1200},400
2118,21,17,{coin3=1250},420
2119,22,17,{coin3=1300},440
2120,23,17,{coin3=1350},460
2121,24,17,{coin3=1400},480
2122,25,17,{coin3=1450},500
2123,26,17,{coin3=1500},520
2124,27,17,{coin3=1550},540
2125,28,17,{coin3=1600},560
2126,29,17,{coin3=1650},580
2127,30,17,{coin3=1700},600
2128,31,17,{coin3=1750},620
2129,32,17,{coin3=1800},640
2130,33,17,{coin3=1850},660
2131,34,17,{coin3=1900},680
2132,35,17,{coin3=1950},700
2133,36,17,{coin3=2000},720
2134,37,17,{coin3=2050},740
2135,38,17,{coin3=2100},760
2136,39,17,{coin3=2150},780
2137,40,17,{coin3=2200},800
2138,41,17,{coin3=2250},820
2139,42,17,{coin3=2300},840
2140,43,17,{coin3=2350},860
2141,44,17,{coin3=2400},880
2142,45,17,{coin3=2450},900
2143,46,17,{coin3=2500},920
2144,47,17,{coin3=2550},940
2145,48,17,{coin3=2600},960
2146,49,17,{coin3=2650},980
2147,50,17,{coin3=2700},1000
2148,51,17,{coin3=2750},1020
2149,52,17,{coin3=2800},1040
2150,53,17,{coin3=2850},1060
2151,54,17,{coin3=2900},1080
2152,55,17,{coin3=2950},1100
2153,56,17,{coin3=3000},1120
2154,57,17,{coin3=3050},1140
2155,58,17,{coin3=3100},1160
2156,59,17,{coin3=3150},1180
2157,60,17,{coin3=3200},1200
2158,61,17,{coin3=3250},1220
2159,62,17,{coin3=3300},1240
2160,63,17,{coin3=3350},1260
2161,64,17,{coin3=3400},1280
2162,65,17,{coin3=3450},1300
2163,66,17,{coin3=3500},1320
2164,67,17,{coin3=3550},1340
2165,68,17,{coin3=3600},1360
2166,69,17,{coin3=3650},1380
2167,70,17,{coin3=3700},1400
2168,71,17,{coin3=3750},1420
2169,72,17,{coin3=3800},1440
2170,73,17,{coin3=3850},1460
2171,74,17,{coin3=3900},1480
2172,75,17,{coin3=3950},1500
2173,76,17,{coin3=4000},1520
2174,77,17,{coin3=4050},1540
2175,78,17,{coin3=4100},1560
2176,79,17,{coin3=4150},1580
2177,80,17,{coin3=4200},1600
2178,81,17,{coin3=4250},1620
2179,82,17,{coin3=4300},1640
2180,83,17,{coin3=4350},1660
2181,84,17,{coin3=4400},1680
2182,85,17,{coin3=4450},1700
2183,86,17,{coin3=4500},1720
2184,87,17,{coin3=4550},1740
2185,88,17,{coin3=4600},1760
2186,89,17,{coin3=4650},1780
2187,90,17,{coin3=4700},1800
2188,91,17,{coin3=4750},1820
2189,92,17,{coin3=4800},1840
2190,93,17,{coin3=4850},1860
2191,94,17,{coin3=4900},1880
2192,95,17,{coin3=4950},1900
2193,96,17,{coin3=5000},1920
2194,97,17,{coin3=5050},1940
2195,98,17,{coin3=5100},1960
2196,99,17,{coin3=5150},1980
2197,100,17,{coin3=5200},2000
2198,101,17,{coin3=5250},2020
2199,102,17,{coin3=5300},2040
2200,103,17,{coin3=5350},2060
2201,104,17,{coin3=5400},2080
2202,105,17,{coin3=5450},2100
2203,106,17,{coin3=5500},2120
2204,107,17,{coin3=5550},2140
2205,108,17,{coin3=5600},2160
2206,109,17,{coin3=5650},2180
2207,110,17,{coin3=5700},2200
2208,111,17,{coin3=5750},2220
2209,112,17,{coin3=5800},2240
2210,113,17,{coin3=5850},2260
2211,114,17,{coin3=5900},2280
2212,115,17,{coin3=5950},2300
2213,116,17,{coin3=6000},2320
2214,117,17,{coin3=6050},2340
2215,118,17,{coin3=6100},2360
2216,119,17,{coin3=6150},2380
2217,120,17,{coin3=6200},2400
2218,121,17,{coin3=6250},2420
2219,122,17,{coin3=6300},2440
2220,123,17,{coin3=6350},2460
2221,124,17,{coin3=6400},2480
2222,125,17,{coin3=6450},2500
2223,126,17,{coin3=6500},2520
2224,127,17,{coin3=6550},2540
2225,128,17,{coin3=6600},2560
2226,129,17,{coin3=6650},2580
2227,130,17,{coin3=6700},2600
