变量名,huodongID,level,needExp,normalAward,eliteAward,specialAward,texiao
6059,1010,59,20,{520=50},{4000=300},0,<>
6060,1010,60,20,{532=10},{533=10;539=50},1,<1;2;3>
6061,1010,61,20,{14=150},{talent_point=20;515=20},0,<>
6062,1010,62,20,{5000=50},{930=100},0,<>
6063,1010,63,20,{451=150},{502=50;452=300},0,<>
6064,1010,64,20,{gold=5000000},{gold=10000000},0,<>
6065,1010,65,20,{2103=50},{2103=100;16=200},0,<>
6066,1010,66,20,{902=50},{602=100},0,<>
6067,1010,67,20,{850=200},{851=100;502=50},0,<>
6068,1010,68,20,{520=50},{521=50},0,<>
6069,1010,69,20,{529=300},{529=500},0,<>
6070,1010,70,20,{532=10},{533=10},1,<1;2>
6071,1010,71,20,{151=200},{152=20},0,<>
6072,1010,72,20,{453=200},{529=2000;talent_point=30},0,<>
6073,1010,73,20,{5000=50},{930=100},0,<>
6074,1010,74,20,{605=60},{502=50;452=300},0,<>
6075,1010,75,20,{124=50},{121=50},0,<>
6076,1010,76,20,{2103=50},{2103=100;16=200},0,<>
6077,1010,77,20,{4000=200},{602=100},0,<>
6078,1010,78,20,{850=250},{851=100;502=50},0,<>
6079,1010,79,20,{520=50},{4000=300},0,<>
6080,1010,80,20,{532=10},{533=10;539=50},1,<1;2;3>
6081,1010,81,20,{14=150},{talent_point=20;515=20},0,<>
6082,1010,82,20,{5000=50},{930=100},0,<>
6083,1010,83,20,{451=150},{502=50;452=300},0,<>
6084,1010,84,20,{gold=5000000},{gold=10000000},0,<>
6085,1010,85,20,{2103=50},{2103=100;16=200},0,<>
6086,1010,86,20,{902=50},{602=100},0,<>
6087,1010,87,20,{850=200},{851=100;502=50},0,<>
6088,1010,88,20,{520=50},{521=50},0,<>
6089,1010,89,20,{529=300},{529=500},0,<>
6090,1010,90,20,{532=10},{533=10},1,<1;2>
6091,1010,91,20,{151=200},{152=20},0,<>
6092,1010,92,20,{453=200},{529=2000;talent_point=30},0,<>
6093,1010,93,20,{5000=50},{930=100},0,<>
6094,1010,94,20,{605=60},{502=50;452=300},0,<>
6095,1010,95,20,{124=50},{121=50},0,<>
6096,1010,96,20,{2103=50},{2103=100;16=200},0,<>
6097,1010,97,20,{4000=200},{602=100},0,<>
6098,1010,98,20,{850=250},{851=100;502=50},0,<>
6099,1010,99,20,{520=50},{4000=300},0,<>
6100,1010,100,20,{532=10},{533=10;539=50},1,<1;2;3>
6101,1010,101,20,{14=150},{talent_point=20;515=20},0,<>
6102,1010,102,20,{5000=50},{930=100},0,<>
6103,1010,103,20,{451=150},{502=50;452=300},0,<>
6104,1010,104,20,{gold=5000000},{gold=10000000},0,<>
6105,1010,105,20,{2103=50},{2103=100;16=200},0,<>
6106,1010,106,20,{902=50},{602=100},0,<>
6107,1010,107,20,{850=200},{851=100;502=50},0,<>
6108,1010,108,20,{520=50},{521=50},0,<>
6109,1010,109,20,{529=300},{529=500},0,<>
6110,1010,110,20,{532=10},{533=10},1,<1;2>
6111,1010,111,20,{151=200},{152=20},0,<>
6112,1010,112,20,{453=200},{529=2000;talent_point=30},0,<>
6113,1010,113,20,{5000=50},{930=100},0,<>
6114,1010,114,20,{605=60},{502=50;452=300},0,<>
6115,1010,115,20,{124=50},{121=50},0,<>
6116,1010,116,20,{2103=50},{2103=100;16=200},0,<>
6117,1010,117,20,{4000=200},{602=100},0,<>
6118,1010,118,20,{850=250},{851=100;502=50},0,<>
6119,1010,119,20,{520=50},{4000=300},0,<>
6120,1010,120,20,{532=10},{533=10;539=50},1,<1;2;3>
6121,1010,121,20,{14=150},{talent_point=20;515=20},0,<>
6122,1010,122,20,{5000=50},{930=100},0,<>
6123,1010,123,20,{451=150},{502=50;452=300},0,<>
6124,1010,124,20,{gold=5000000},{gold=10000000},0,<>
6125,1010,125,20,{2103=50},{2103=100;16=200},0,<>
6126,1010,126,20,{902=50},{602=100},0,<>
6127,1010,127,20,{850=200},{851=100;502=50},0,<>
6128,1010,128,20,{520=50},{521=50},0,<>
6129,1010,129,20,{529=300},{529=500},0,<>
6130,1010,130,20,{532=10},{533=10},1,<1;2>
6131,1010,131,20,{151=200},{152=20},0,<>
6132,1010,132,20,{453=200},{529=2000;talent_point=30},0,<>
6133,1010,133,20,{5000=50},{930=100},0,<>
6134,1010,134,20,{605=60},{502=50;452=300},0,<>
6135,1010,135,20,{124=50},{121=50},0,<>
6136,1010,136,20,{2103=50},{2103=100;16=200},0,<>
6137,1010,137,20,{4000=200},{602=100},0,<>
6138,1010,138,20,{850=250},{851=100;502=50},0,<>
6139,1010,139,20,{520=50},{4000=300},0,<>
6140,1010,140,20,{532=10},{533=10;539=50},1,<1;2;3>
6141,1010,141,20,{14=150},{talent_point=20;515=20},0,<>
6142,1010,142,20,{5000=50},{930=100},0,<>
6143,1010,143,20,{451=150},{502=50;452=300},0,<>
6144,1010,144,20,{gold=5000000},{gold=10000000},0,<>
6145,1010,145,20,{2103=50},{2103=100;16=200},0,<>
6146,1010,146,20,{902=50},{602=100},0,<>
6147,1010,147,20,{850=200},{851=100;502=50},0,<>
6148,1010,148,20,{520=50},{521=50},0,<>
6149,1010,149,20,{529=300},{529=500},0,<>
6150,1010,150,20,{532=10},{533=10},1,<1;2>
6151,1010,151,20,{151=200},{152=20},0,<>
6152,1010,152,20,{453=200},{529=2000;talent_point=30},0,<>
6153,1010,153,20,{5000=50},{930=100},0,<>
6154,1010,154,20,{605=60},{502=50;452=300},0,<>
6155,1010,155,20,{124=50},{121=50},0,<>
6156,1010,156,20,{2103=50},{2103=100;16=200},0,<>
6157,1010,157,20,{4000=200},{602=100},0,<>
6158,1010,158,20,{850=250},{851=100;502=50},0,<>
6159,1010,159,20,{520=50},{4000=300},0,<>
6160,1010,160,20,{532=10},{533=10;539=50},1,<1;2;3>
6161,1010,161,20,{14=150},{talent_point=20;515=20},0,<>
6162,1010,162,20,{5000=50},{930=100},0,<>
6163,1010,163,20,{451=150},{502=50;452=300},0,<>
6164,1010,164,20,{gold=5000000},{gold=10000000},0,<>
6165,1010,165,20,{2103=50},{2103=100;16=200},0,<>
6166,1010,166,20,{902=50},{602=100},0,<>
6167,1010,167,20,{850=200},{851=100;502=50},0,<>
6168,1010,168,20,{520=50},{521=50},0,<>
6169,1010,169,20,{529=300},{529=500},0,<>
6170,1010,170,20,{532=10},{533=10},1,<1;2>
6171,1010,171,20,{151=200},{152=20},0,<>
6172,1010,172,20,{453=200},{529=2000;talent_point=30},0,<>
6173,1010,173,20,{5000=50},{930=100},0,<>
6174,1010,174,20,{605=60},{502=50;452=300},0,<>
6175,1010,175,20,{124=50},{121=50},0,<>
6176,1010,176,20,{2103=50},{2103=100;16=200},0,<>
6177,1010,177,20,{4000=200},{602=100},0,<>
6178,1010,178,20,{850=250},{851=100;502=50},0,<>
6179,1010,179,20,{520=50},{4000=300},0,<>
6180,1010,180,20,{532=10},{533=10;539=50},1,<1;2;3>
6181,1010,181,20,{14=150},{talent_point=20;515=20},0,<>
6182,1010,182,20,{5000=50},{930=100},0,<>
6183,1010,183,20,{451=150},{502=50;452=300},0,<>
6184,1010,184,20,{gold=5000000},{gold=10000000},0,<>
6185,1010,185,20,{2103=50},{2103=100;16=200},0,<>
6186,1010,186,20,{902=50},{602=100},0,<>
6187,1010,187,20,{850=200},{851=100;502=50},0,<>
6188,1010,188,20,{520=50},{521=50},0,<>
6189,1010,189,20,{529=300},{529=500},0,<>
6190,1010,190,20,{532=10},{533=10},1,<1;2>
6191,1010,191,20,{151=200},{152=20},0,<>
6192,1010,192,20,{453=200},{529=2000;talent_point=30},0,<>
6193,1010,193,20,{5000=50},{930=100},0,<>
6194,1010,194,20,{605=60},{502=50;452=300},0,<>
6195,1010,195,20,{124=50},{121=50},0,<>
6196,1010,196,20,{2103=50},{2103=100;16=200},0,<>
6197,1010,197,20,{4000=200},{602=100},0,<>
6198,1010,198,20,{850=250},{851=100;502=50},0,<>
6199,1010,199,20,{520=50},{4000=300},0,<>
6200,1010,200,20,{532=10},{533=10;539=50},1,<1;2;3>
6201,1010,201,20,{14=150},{talent_point=20;515=20},0,<>
6202,1010,202,20,{5000=50},{930=100},0,<>
6203,1010,203,20,{451=150},{502=50;452=300},0,<>
6204,1010,204,20,{gold=5000000},{gold=10000000},0,<>
6205,1010,205,20,{2103=50},{2103=100;16=200},0,<>
6206,1010,206,20,{902=50},{602=100},0,<>
6207,1010,207,20,{850=200},{851=100;502=50},0,<>
6208,1010,208,20,{520=50},{521=50},0,<>
6209,1010,209,20,{529=300},{529=500},0,<>
6210,1010,210,20,{532=10},{533=10},1,<1;2>
6211,1010,211,20,{151=200},{152=20},0,<>
6212,1010,212,20,{453=200},{529=2000;talent_point=30},0,<>
6213,1010,213,20,{5000=50},{930=100},0,<>
6214,1010,214,20,{605=60},{502=50;452=300},0,<>
6215,1010,215,20,{124=50},{121=50},0,<>
6216,1010,216,20,{2103=50},{2103=100;16=200},0,<>
6217,1010,217,20,{4000=200},{602=100},0,<>
6218,1010,218,20,{850=250},{851=100;502=50},0,<>
6219,1010,219,20,{520=50},{4000=300},0,<>
6220,1010,220,20,{532=10},{533=10;539=50},1,<1;2;3>
6221,1010,221,20,{14=150},{talent_point=20;515=20},0,<>
6222,1010,222,20,{5000=50},{930=100},0,<>
6223,1010,223,20,{451=150},{502=50;452=300},0,<>
6224,1010,224,20,{gold=5000000},{gold=10000000},0,<>
6225,1010,225,20,{2103=50},{2103=100;16=200},0,<>
6226,1010,226,20,{902=50},{602=100},0,<>
6227,1010,227,20,{850=200},{851=100;502=50},0,<>
6228,1010,228,20,{520=50},{521=50},0,<>
6229,1010,229,20,{529=300},{529=500},0,<>
6230,1010,230,20,{532=10},{533=10},1,<1;2>
6231,1010,231,20,{151=200},{152=20},0,<>
6232,1010,232,20,{453=200},{529=2000;talent_point=30},0,<>
6233,1010,233,20,{5000=50},{930=100},0,<>
6234,1010,234,20,{605=60},{502=50;452=300},0,<>
6235,1010,235,20,{124=50},{121=50},0,<>
6236,1010,236,20,{2103=50},{2103=100;16=200},0,<>
6237,1010,237,20,{4000=200},{602=100},0,<>
6238,1010,238,20,{850=250},{851=100;502=50},0,<>
6239,1010,239,20,{520=50},{4000=300},0,<>
6240,1010,240,20,{532=10},{533=10;539=50},1,<1;2;3>
6241,1010,241,20,{14=150},{talent_point=20;515=20},0,<>
6242,1010,242,20,{5000=50},{930=100},0,<>
6243,1010,243,20,{451=150},{502=50;452=300},0,<>
6244,1010,244,20,{gold=5000000},{gold=10000000},0,<>
6245,1010,245,20,{2103=50},{2103=100;16=200},0,<>
6246,1010,246,20,{902=50},{602=100},0,<>
6247,1010,247,20,{850=200},{851=100;502=50},0,<>
6248,1010,248,20,{520=50},{521=50},0,<>
6249,1010,249,20,{529=300},{529=500},0,<>
6250,1010,250,20,{532=10},{533=10},1,<1;2>
6251,1010,251,20,{151=200},{152=20},0,<>
6252,1010,252,20,{453=200},{529=2000;talent_point=30},0,<>
6253,1010,253,20,{5000=50},{930=100},0,<>
6254,1010,254,20,{605=60},{502=50;452=300},0,<>
6255,1010,255,20,{124=50},{121=50},0,<>
6256,1010,256,20,{2103=50},{2103=100;16=200},0,<>
6257,1010,257,20,{4000=200},{602=100},0,<>
6258,1010,258,20,{850=250},{851=100;502=50},0,<>
6259,1010,259,20,{520=50},{4000=300},0,<>
6260,1010,260,20,{532=10},{533=10;539=50},1,<1;2;3>
6261,1010,261,20,{14=150},{talent_point=20;515=20},0,<>
6262,1010,262,20,{5000=50},{930=100},0,<>
6263,1010,263,20,{451=150},{502=50;452=300},0,<>
6264,1010,264,20,{gold=5000000},{gold=10000000},0,<>
6265,1010,265,20,{2103=50},{2103=100;16=200},0,<>
6266,1010,266,20,{902=50},{602=100},0,<>
6267,1010,267,20,{850=200},{851=100;502=50},0,<>
6268,1010,268,20,{520=50},{521=50},0,<>
6269,1010,269,20,{529=300},{529=500},0,<>
6270,1010,270,20,{532=10},{533=10},1,<1;2>
6271,1010,271,20,{151=200},{152=20},0,<>
6272,1010,272,20,{453=200},{529=2000;talent_point=30},0,<>
6273,1010,273,20,{5000=50},{930=100},0,<>
6274,1010,274,20,{605=60},{502=50;452=300},0,<>
6275,1010,275,20,{124=50},{121=50},0,<>
6276,1010,276,20,{2103=50},{2103=100;16=200},0,<>
6277,1010,277,20,{4000=200},{602=100},0,<>
6278,1010,278,20,{850=250},{851=100;502=50},0,<>
6279,1010,279,20,{520=50},{4000=300},0,<>
6280,1010,280,20,{532=10},{533=10;539=50},1,<1;2;3>
6281,1010,281,20,{14=150},{talent_point=20;515=20},0,<>
6282,1010,282,20,{5000=50},{930=100},0,<>
6283,1010,283,20,{451=150},{502=50;452=300},0,<>
6284,1010,284,20,{gold=5000000},{gold=10000000},0,<>
6285,1010,285,20,{2103=50},{2103=100;16=200},0,<>
6286,1010,286,20,{902=50},{602=100},0,<>
6287,1010,287,20,{850=200},{851=100;502=50},0,<>
6288,1010,288,20,{520=50},{521=50},0,<>
6289,1010,289,20,{529=300},{529=500},0,<>
6290,1010,290,20,{532=10},{533=10},1,<1;2>
6291,1010,291,20,{151=200},{152=20},0,<>
6292,1010,292,20,{453=200},{529=2000;talent_point=30},0,<>
6293,1010,293,20,{5000=50},{930=100},0,<>
6294,1010,294,20,{605=60},{502=50;452=300},0,<>
6295,1010,295,20,{124=50},{121=50},0,<>
6296,1010,296,20,{2103=50},{2103=100;16=200},0,<>
6297,1010,297,20,{4000=200},{602=100},0,<>
6298,1010,298,20,{850=250},{851=100;502=50},0,<>
6299,1010,299,20,{520=50},{4000=300},0,<>
6300,1010,300,20,{532=10},{533=10;539=50},1,<1;2;3>
6301,1010,301,20,{14=150},{talent_point=20;515=20},0,<>
6302,1010,302,20,{5000=50},{930=100},0,<>
6303,1010,303,20,{451=150},{502=50;452=300},0,<>
6304,1010,304,20,{gold=5000000},{gold=10000000},0,<>
6305,1010,305,20,{2103=50},{2103=100;16=200},0,<>
6306,1010,306,20,{902=50},{602=100},0,<>
6307,1010,307,20,{850=200},{851=100;502=50},0,<>
6308,1010,308,20,{520=50},{521=50},0,<>
6309,1010,309,20,{529=300},{529=500},0,<>
6310,1010,310,20,{532=10},{533=10},1,<1;2>
6311,1010,311,20,{151=200},{152=20},0,<>
6312,1010,312,20,{453=200},{529=2000;talent_point=30},0,<>
6313,1010,313,20,{5000=50},{930=100},0,<>
6314,1010,314,20,{605=60},{502=50;452=300},0,<>
6315,1010,315,20,{124=50},{121=50},0,<>
6316,1010,316,20,{2103=50},{2103=100;16=200},0,<>
6317,1010,317,20,{4000=200},{602=100},0,<>
6318,1010,318,20,{850=250},{851=100;502=50},0,<>
6319,1010,319,20,{520=50},{4000=300},0,<>
6320,1010,320,20,{532=10},{533=10;539=50},1,<1;2;3>
6321,1010,321,20,{14=150},{talent_point=20;515=20},0,<>
6322,1010,322,20,{5000=50},{930=100},0,<>
6323,1010,323,20,{451=150},{502=50;452=300},0,<>
6324,1010,324,20,{gold=5000000},{gold=10000000},0,<>
6325,1010,325,20,{2103=50},{2103=100;16=200},0,<>
6326,1010,326,20,{902=50},{602=100},0,<>
6327,1010,327,20,{850=200},{851=100;502=50},0,<>
6328,1010,328,20,{520=50},{521=50},0,<>
6329,1010,329,20,{529=300},{529=500},0,<>
6330,1010,330,20,{532=10},{533=10},1,<1;2>
6331,1010,331,20,{151=200},{152=20},0,<>
6332,1010,332,20,{453=200},{529=2000;talent_point=30},0,<>
6333,1010,333,20,{5000=50},{930=100},0,<>
6334,1010,334,20,{605=60},{502=50;452=300},0,<>
6335,1010,335,20,{124=50},{121=50},0,<>
6336,1010,336,20,{2103=50},{2103=100;16=200},0,<>
6337,1010,337,20,{4000=200},{602=100},0,<>
6338,1010,338,20,{850=250},{851=100;502=50},0,<>
6339,1010,339,20,{520=50},{4000=300},0,<>
6340,1010,340,20,{532=10},{533=10;539=50},1,<1;2;3>
6341,1010,341,20,{14=150},{talent_point=20;515=20},0,<>
6342,1010,342,20,{5000=50},{930=100},0,<>
6343,1010,343,20,{451=150},{502=50;452=300},0,<>
6344,1010,344,20,{gold=5000000},{gold=10000000},0,<>
6345,1010,345,20,{2103=50},{2103=100;16=200},0,<>
6346,1010,346,20,{902=50},{602=100},0,<>
6347,1010,347,20,{850=200},{851=100;502=50},0,<>
6348,1010,348,20,{520=50},{521=50},0,<>
6349,1010,349,20,{529=300},{529=500},0,<>
6350,1010,350,20,{532=10},{533=10},1,<1;2>
6351,1010,351,20,{151=200},{152=20},0,<>
6352,1010,352,20,{453=200},{529=2000;talent_point=30},0,<>
6353,1010,353,20,{5000=50},{930=100},0,<>
6354,1010,354,20,{605=60},{502=50;452=300},0,<>
6355,1010,355,20,{124=50},{121=50},0,<>
6356,1010,356,20,{2103=50},{2103=100;16=200},0,<>
6357,1010,357,20,{4000=200},{602=100},0,<>
6358,1010,358,20,{850=250},{851=100;502=50},0,<>
6359,1010,359,20,{520=50},{4000=300},0,<>
6360,1010,360,20,{532=10},{533=10;539=50},1,<1;2;3>
6361,1010,361,20,{14=150},{talent_point=20;515=20},0,<>
6362,1010,362,20,{5000=50},{930=100},0,<>
6363,1010,363,20,{451=150},{502=50;452=300},0,<>
6364,1010,364,20,{gold=5000000},{gold=10000000},0,<>
6365,1010,365,20,{2103=50},{2103=100;16=200},0,<>
6366,1010,366,20,{902=50},{602=100},0,<>
6367,1010,367,20,{850=200},{851=100;502=50},0,<>
6368,1010,368,20,{520=50},{521=50},0,<>
6369,1010,369,20,{529=300},{529=500},0,<>
6370,1010,370,20,{532=10},{533=10},1,<1;2>
6371,1010,371,20,{151=200},{152=20},0,<>
6372,1010,372,20,{453=200},{529=2000;talent_point=30},0,<>
6373,1010,373,20,{5000=50},{930=100},0,<>
6374,1010,374,20,{605=60},{502=50;452=300},0,<>
6375,1010,375,20,{124=50},{121=50},0,<>
6376,1010,376,20,{2103=50},{2103=100;16=200},0,<>
6377,1010,377,20,{4000=200},{602=100},0,<>
6378,1010,378,20,{850=250},{851=100;502=50},0,<>
6379,1010,379,20,{520=50},{4000=300},0,<>
6380,1010,380,20,{532=10},{533=10;539=50},1,<1;2;3>
6381,1010,381,20,{14=150},{talent_point=20;515=20},0,<>
6382,1010,382,20,{5000=50},{930=100},0,<>
6383,1010,383,20,{451=150},{502=50;452=300},0,<>
6384,1010,384,20,{gold=5000000},{gold=10000000},0,<>
6385,1010,385,20,{2103=50},{2103=100;16=200},0,<>
6386,1010,386,20,{902=50},{602=100},0,<>
6387,1010,387,20,{850=200},{851=100;502=50},0,<>
6388,1010,388,20,{520=50},{521=50},0,<>
6389,1010,389,20,{529=300},{529=500},0,<>
6390,1010,390,20,{532=10},{533=10},1,<1;2>
6391,1010,391,20,{151=200},{152=20},0,<>
6392,1010,392,20,{453=200},{529=2000;talent_point=30},0,<>
6393,1010,393,20,{5000=50},{930=100},0,<>
6394,1010,394,20,{605=60},{502=50;452=300},0,<>
6395,1010,395,20,{124=50},{121=50},0,<>
6396,1010,396,20,{2103=50},{2103=100;16=200},0,<>
6397,1010,397,20,{4000=200},{602=100},0,<>
6398,1010,398,20,{850=250},{851=100;502=50},0,<>
6399,1010,399,20,{520=50},{4000=300},0,<>
6400,1010,400,20,{532=10},{533=10;539=50},1,<1;2;3>
6501,1011,1,20,{2098=1},{2473=1;card={id=7101}},0,<>
6502,1011,2,20,{14=150},{500=10;talent_point=20},0,<>
6503,1011,3,20,{5000=50},{930=100},0,<>
6504,1011,4,20,{451=150},{502=50;452=300},0,<>
6505,1011,5,20,{gold=5000000},{gold=10000000},0,<>
6506,1011,6,20,{2103=50},{2103=100;16=200},0,<>
6507,1011,7,20,{902=50},{602=100},0,<>
6508,1011,8,20,{850=200},{851=100;502=50},0,<>
6509,1011,9,20,{520=50},{521=50},0,<>
6510,1011,10,20,{2073=1},{500=100},1,<1;2>
6511,1011,11,20,{151=200},{152=20},0,<>
6512,1011,12,20,{453=200},{529=2000;talent_point=30},0,<>
6513,1011,13,20,{5000=50},{930=100},0,<>
6514,1011,14,20,{605=60},{502=50;452=300},0,<>
6515,1011,15,20,{124=50},{121=50},0,<>
6516,1011,16,20,{2103=50},{2103=100;16=200},0,<>
6517,1011,17,20,{4000=200},{602=100},0,<>
6518,1011,18,20,{850=250},{851=100;502=50},0,<>
6519,1011,19,20,{520=50},{4000=300},0,<>
6520,1011,20,20,{6108=1},{rmb=98000;6108=2},1,<1;2;3>
6521,1011,21,20,{14=150},{500=10;talent_point=20},0,<>
6522,1011,22,20,{5000=50},{930=100},0,<>
6523,1011,23,20,{451=150},{502=50;452=300},0,<>
6524,1011,24,20,{gold=5000000},{gold=10000000},0,<>
6525,1011,25,20,{2103=50},{2103=100;16=200},0,<>
6526,1011,26,20,{902=50},{602=100},0,<>
6527,1011,27,20,{850=200},{851=100;502=50},0,<>
6528,1011,28,20,{520=50},{521=50},0,<>
6529,1011,29,20,{529=300},{529=500},0,<>
6530,1011,30,20,{2152=5},{2153=3},1,<1;2>
6531,1011,31,20,{151=200},{152=20},0,<>
6532,1011,32,20,{453=200},{529=2000;talent_point=30},0,<>
6533,1011,33,20,{5000=50},{930=100},0,<>
6534,1011,34,20,{605=60},{502=50;452=300},0,<>
6535,1011,35,20,{124=50},{121=50},0,<>
6536,1011,36,20,{2103=50},{2103=100;16=200},0,<>
6537,1011,37,20,{4000=200},{602=100},0,<>
6538,1011,38,20,{850=250},{851=100;502=50},0,<>
6539,1011,39,20,{520=50},{4000=300},0,<>
6540,1011,40,20,{gold=5000000},{503=10;2190=1},1,<1;2;3>
6541,1011,41,20,{14=150},{500=10;talent_point=20},0,<>
6542,1011,42,20,{5000=50},{930=100},0,<>
6543,1011,43,20,{451=150},{502=50;452=300},0,<>
6544,1011,44,20,{gold=5000000},{gold=10000000},0,<>
6545,1011,45,20,{2103=50},{2103=100;16=200},0,<>
6546,1011,46,20,{902=50},{602=100},0,<>
6547,1011,47,20,{850=200},{851=100;502=50},0,<>
6548,1011,48,20,{520=50},{521=50},0,<>
6549,1011,49,20,{529=300},{529=500},0,<>
6550,1011,50,20,{532=10},{533=10},1,<1;2>
6551,1011,51,20,{151=200},{152=20},0,<>
6552,1011,52,20,{453=200},{529=2000;talent_point=30},0,<>
6553,1011,53,20,{5000=50},{930=100},0,<>
6554,1011,54,20,{605=60},{502=50;452=300},0,<>
6555,1011,55,20,{124=50},{121=50},0,<>
6556,1011,56,20,{2103=50},{2103=100;16=200},0,<>
6557,1011,57,20,{4000=200},{602=100},0,<>
6558,1011,58,20,{850=250},{851=100;502=50},0,<>
6559,1011,59,20,{520=50},{4000=300},0,<>
6560,1011,60,20,{532=10},{533=10;539=50},1,<1;2;3>
6561,1011,61,20,{14=150},{500=10;talent_point=20},0,<>
6562,1011,62,20,{5000=50},{930=100},0,<>
6563,1011,63,20,{451=150},{502=50;452=300},0,<>
6564,1011,64,20,{gold=5000000},{gold=10000000},0,<>
6565,1011,65,20,{2103=50},{2103=100;16=200},0,<>
6566,1011,66,20,{902=50},{602=100},0,<>
6567,1011,67,20,{850=200},{851=100;502=50},0,<>
6568,1011,68,20,{520=50},{521=50},0,<>
6569,1011,69,20,{529=300},{529=500},0,<>
6570,1011,70,20,{532=10},{533=10},1,<1;2>
6571,1011,71,20,{151=200},{152=20},0,<>
6572,1011,72,20,{453=200},{529=2000;talent_point=30},0,<>
6573,1011,73,20,{5000=50},{930=100},0,<>
6574,1011,74,20,{605=60},{502=50;452=300},0,<>
6575,1011,75,20,{124=50},{121=50},0,<>
6576,1011,76,20,{2103=50},{2103=100;16=200},0,<>
6577,1011,77,20,{4000=200},{602=100},0,<>
6578,1011,78,20,{850=250},{851=100;502=50},0,<>
6579,1011,79,20,{520=50},{4000=300},0,<>
6580,1011,80,20,{532=10},{533=10;539=50},1,<1;2;3>
6581,1011,81,20,{14=150},{500=10;talent_point=20},0,<>
6582,1011,82,20,{5000=50},{930=100},0,<>
6583,1011,83,20,{451=150},{502=50;452=300},0,<>
6584,1011,84,20,{gold=5000000},{gold=10000000},0,<>
6585,1011,85,20,{2103=50},{2103=100;16=200},0,<>
6586,1011,86,20,{902=50},{602=100},0,<>
6587,1011,87,20,{850=200},{851=100;502=50},0,<>
6588,1011,88,20,{520=50},{521=50},0,<>
6589,1011,89,20,{529=300},{529=500},0,<>
6590,1011,90,20,{532=10},{533=10},1,<1;2>
6591,1011,91,20,{151=200},{152=20},0,<>
6592,1011,92,20,{453=200},{529=2000;talent_point=30},0,<>
6593,1011,93,20,{5000=50},{930=100},0,<>
6594,1011,94,20,{605=60},{502=50;452=300},0,<>
6595,1011,95,20,{124=50},{121=50},0,<>
6596,1011,96,20,{2103=50},{2103=100;16=200},0,<>
6597,1011,97,20,{4000=200},{602=100},0,<>
6598,1011,98,20,{850=250},{851=100;502=50},0,<>
6599,1011,99,20,{520=50},{4000=300},0,<>
6600,1011,100,20,{532=10},{533=10;539=50},1,<1;2;3>
6601,1011,101,20,{14=150},{500=10;talent_point=20},0,<>
6602,1011,102,20,{5000=50},{930=100},0,<>
6603,1011,103,20,{451=150},{502=50;452=300},0,<>
6604,1011,104,20,{gold=5000000},{gold=10000000},0,<>
6605,1011,105,20,{2103=50},{2103=100;16=200},0,<>
6606,1011,106,20,{902=50},{602=100},0,<>
6607,1011,107,20,{850=200},{851=100;502=50},0,<>
6608,1011,108,20,{520=50},{521=50},0,<>
6609,1011,109,20,{529=300},{529=500},0,<>
6610,1011,110,20,{532=10},{533=10},1,<1;2>
6611,1011,111,20,{151=200},{152=20},0,<>
6612,1011,112,20,{453=200},{529=2000;talent_point=30},0,<>
6613,1011,113,20,{5000=50},{930=100},0,<>
6614,1011,114,20,{605=60},{502=50;452=300},0,<>
6615,1011,115,20,{124=50},{121=50},0,<>
6616,1011,116,20,{2103=50},{2103=100;16=200},0,<>
6617,1011,117,20,{4000=200},{602=100},0,<>
6618,1011,118,20,{850=250},{851=100;502=50},0,<>
6619,1011,119,20,{520=50},{4000=300},0,<>
6620,1011,120,20,{532=10},{533=10;539=50},1,<1;2;3>
6621,1011,121,20,{14=150},{500=10;talent_point=20},0,<>
6622,1011,122,20,{5000=50},{930=100},0,<>
6623,1011,123,20,{451=150},{502=50;452=300},0,<>
6624,1011,124,20,{gold=5000000},{gold=10000000},0,<>
6625,1011,125,20,{2103=50},{2103=100;16=200},0,<>
6626,1011,126,20,{902=50},{602=100},0,<>
6627,1011,127,20,{850=200},{851=100;502=50},0,<>
6628,1011,128,20,{520=50},{521=50},0,<>
6629,1011,129,20,{529=300},{529=500},0,<>
6630,1011,130,20,{532=10},{533=10},1,<1;2>
6631,1011,131,20,{151=200},{152=20},0,<>
6632,1011,132,20,{453=200},{529=2000;talent_point=30},0,<>
6633,1011,133,20,{5000=50},{930=100},0,<>
6634,1011,134,20,{605=60},{502=50;452=300},0,<>
6635,1011,135,20,{124=50},{121=50},0,<>
6636,1011,136,20,{2103=50},{2103=100;16=200},0,<>
6637,1011,137,20,{4000=200},{602=100},0,<>
6638,1011,138,20,{850=250},{851=100;502=50},0,<>
6639,1011,139,20,{520=50},{4000=300},0,<>
6640,1011,140,20,{532=10},{533=10;539=50},1,<1;2;3>
6641,1011,141,20,{14=150},{500=10;talent_point=20},0,<>
6642,1011,142,20,{5000=50},{930=100},0,<>
6643,1011,143,20,{451=150},{502=50;452=300},0,<>
6644,1011,144,20,{gold=5000000},{gold=10000000},0,<>
6645,1011,145,20,{2103=50},{2103=100;16=200},0,<>
6646,1011,146,20,{902=50},{602=100},0,<>
6647,1011,147,20,{850=200},{851=100;502=50},0,<>
6648,1011,148,20,{520=50},{521=50},0,<>
6649,1011,149,20,{529=300},{529=500},0,<>
6650,1011,150,20,{532=10},{533=10},1,<1;2>
6651,1011,151,20,{151=200},{152=20},0,<>
