变量名,huodongID,pointRequire,award,boxIcon,desc,desc_en
827,1068,1200,{501=3;23201=10;gold=140000},2,无奖励吗,无奖励吗
828,1068,1800,{501=4;23201=10;gold=160000},2,无奖励吗,无奖励吗
829,1068,2700,{501=5;23201=15;gold=180000},3,无奖励吗,无奖励吗
830,1068,3600,{501=6;23201=15;gold=200000},3,无奖励吗,无奖励吗
831,1068,5000,{501=8;23201=30;gold=220000},3,无奖励吗,无奖励吗
832,1068,7000,{501=10;6059=1;gold=250000},3,无奖励吗,无奖励吗
833,1068,10000,{501=12;6059=1;gold=300000},3,无奖励吗,无奖励吗
834,1068,15000,{501=15;2153=1;gold=300000},3,无奖励吗,无奖励吗
835,1069,30,{501=1;23201=3;gold=60000},1,无奖励吗,无奖励吗
836,1069,100,{501=2;23201=5;gold=80000},1,无奖励吗,无奖励吗
837,1069,300,{501=2;23201=5;gold=100000},1,无奖励吗,无奖励吗
838,1069,600,{501=3;23201=7;gold=120000},2,无奖励吗,无奖励吗
839,1069,1200,{501=3;23201=10;gold=140000},2,无奖励吗,无奖励吗
840,1069,1800,{501=4;23201=10;gold=160000},2,无奖励吗,无奖励吗
841,1069,2700,{501=5;23201=15;gold=180000},3,无奖励吗,无奖励吗
842,1069,3600,{501=6;23201=15;gold=200000},3,无奖励吗,无奖励吗
843,1069,5000,{501=8;23201=30;gold=220000},3,无奖励吗,无奖励吗
844,1069,7000,{501=10;6059=1;gold=250000},3,无奖励吗,无奖励吗
845,1069,10000,{501=12;6059=1;gold=300000},3,无奖励吗,无奖励吗
846,1069,15000,{501=15;2153=1;gold=300000},3,无奖励吗,无奖励吗
847,1070,30,{501=1;23201=3;gold=60000},1,无奖励吗,无奖励吗
848,1070,100,{501=2;23201=5;gold=80000},1,无奖励吗,无奖励吗
849,1070,300,{501=2;23201=5;gold=100000},1,无奖励吗,无奖励吗
850,1070,600,{501=3;23201=7;gold=120000},2,无奖励吗,无奖励吗
851,1070,1200,{501=3;23201=10;gold=140000},2,无奖励吗,无奖励吗
852,1070,1800,{501=4;23201=10;gold=160000},2,无奖励吗,无奖励吗
853,1070,2700,{501=5;23201=15;gold=180000},3,无奖励吗,无奖励吗
854,1070,3600,{501=6;23201=15;gold=200000},3,无奖励吗,无奖励吗
855,1070,5000,{501=8;23201=30;gold=220000},3,无奖励吗,无奖励吗
856,1070,7000,{501=10;6059=1;gold=250000},3,无奖励吗,无奖励吗
857,1070,10000,{501=12;6059=1;gold=300000},3,无奖励吗,无奖励吗
858,1070,15000,{501=15;2153=1;gold=300000},3,无奖励吗,无奖励吗
859,1071,30,{501=1;23201=3;gold=60000},1,无奖励吗,无奖励吗
860,1071,100,{501=2;23201=5;gold=80000},1,无奖励吗,无奖励吗
861,1071,300,{501=2;23201=5;gold=100000},1,无奖励吗,无奖励吗
862,1071,600,{501=3;23201=7;gold=120000},2,无奖励吗,无奖励吗
863,1071,1200,{501=3;23201=10;gold=140000},2,无奖励吗,无奖励吗
864,1071,1800,{501=4;23201=10;gold=160000},2,无奖励吗,无奖励吗
865,1071,2700,{501=5;23201=15;gold=180000},3,无奖励吗,无奖励吗
866,1071,3600,{501=6;23201=15;gold=200000},3,无奖励吗,无奖励吗
867,1071,5000,{501=8;23201=30;gold=220000},3,无奖励吗,无奖励吗
868,1071,7000,{501=10;6059=1;gold=250000},3,无奖励吗,无奖励吗
869,1071,10000,{501=12;6059=1;gold=300000},3,无奖励吗,无奖励吗
870,1071,15000,{501=15;2153=1;gold=300000},3,无奖励吗,无奖励吗
871,1072,10,{501=1;gold=80000;21891=1},1,无奖励吗,无奖励吗
872,1072,30,{501=1;gold=80000;21891=2},1,无奖励吗,无奖励吗
873,1072,100,{501=1;gold=100000;21891=3},1,无奖励吗,无奖励吗
874,1072,200,{501=1;gold=120000;21891=3},2,无奖励吗,无奖励吗
875,1072,400,{501=2;gold=140000;21891=5},2,无奖励吗,无奖励吗
876,1072,600,{501=2;gold=160000;21891=5},2,无奖励吗,无奖励吗
877,1072,900,{501=2;gold=180000;21891=10},3,无奖励吗,无奖励吗
878,1072,1200,{501=2;gold=200000;21891=10},3,无奖励吗,无奖励吗
879,1072,1500,{501=3;gold=220000;21891=15},3,无奖励吗,无奖励吗
880,1073,30,{501=1;21251=2;gold=60000},1,无奖励吗,无奖励吗
881,1073,100,{501=2;21251=2;gold=80000},1,无奖励吗,无奖励吗
882,1073,300,{501=2;21251=3;gold=100000},1,无奖励吗,无奖励吗
883,1073,600,{501=3;21251=3;gold=120000},2,无奖励吗,无奖励吗
884,1073,1200,{501=3;21251=5;gold=140000},2,无奖励吗,无奖励吗
885,1073,1800,{501=4;21251=5;gold=160000},2,无奖励吗,无奖励吗
886,1073,2700,{501=5;21251=10;gold=180000},3,无奖励吗,无奖励吗
887,1073,3600,{501=6;21251=10;gold=200000},3,无奖励吗,无奖励吗
888,1073,5000,{501=8;21251=15;gold=220000},3,无奖励吗,无奖励吗
889,1074,30,{501=1;21421=2;gold=60000},1,无奖励吗,无奖励吗
890,1074,100,{501=2;21421=2;gold=80000},1,无奖励吗,无奖励吗
891,1074,300,{501=2;21421=3;gold=100000},1,无奖励吗,无奖励吗
892,1074,600,{501=3;21421=3;gold=120000},2,无奖励吗,无奖励吗
893,1074,1200,{501=3;21421=5;gold=140000},2,无奖励吗,无奖励吗
894,1074,1800,{501=4;21421=5;gold=160000},2,无奖励吗,无奖励吗
895,1074,2700,{501=5;21421=10;gold=180000},3,无奖励吗,无奖励吗
896,1074,3600,{501=6;21421=10;gold=200000},3,无奖励吗,无奖励吗
897,1074,5000,{501=8;21421=15;gold=220000},3,无奖励吗,无奖励吗
898,1075,30,{501=1;21901=2;gold=60000},1,无奖励吗,无奖励吗
899,1075,100,{501=2;21901=2;gold=80000},1,无奖励吗,无奖励吗
900,1075,300,{501=2;21901=3;gold=100000},1,无奖励吗,无奖励吗
901,1075,600,{501=3;21901=3;gold=120000},2,无奖励吗,无奖励吗
902,1075,1200,{501=3;21901=5;gold=140000},2,无奖励吗,无奖励吗
903,1075,1800,{501=4;21901=5;gold=160000},2,无奖励吗,无奖励吗
904,1075,2700,{501=5;21901=10;gold=180000},3,无奖励吗,无奖励吗
905,1075,3600,{501=6;21901=10;gold=200000},3,无奖励吗,无奖励吗
906,1075,5000,{501=8;21901=15;gold=220000},3,无奖励吗,无奖励吗
907,1076,30,{22231=3;501=1;gold=60000},1,无奖励吗,无奖励吗
908,1076,100,{22231=5;501=2;gold=80000},1,无奖励吗,无奖励吗
909,1076,300,{22231=5;501=2;gold=100000},1,无奖励吗,无奖励吗
910,1076,600,{22231=7;501=3;gold=120000},2,无奖励吗,无奖励吗
911,1076,1200,{22231=10;501=3;gold=140000},2,无奖励吗,无奖励吗
912,1076,1800,{22231=10;501=4;gold=160000},2,无奖励吗,无奖励吗
913,1076,2700,{22231=15;501=5;gold=180000},3,无奖励吗,无奖励吗
914,1076,3600,{22231=15;501=6;gold=200000},3,无奖励吗,无奖励吗
915,1076,5000,{22231=30;501=8;gold=220000},3,无奖励吗,无奖励吗
916,1077,30,{22241=3;501=1;gold=60000},1,无奖励吗,无奖励吗
917,1077,100,{22241=5;501=2;gold=80000},1,无奖励吗,无奖励吗
918,1077,300,{22241=5;501=2;gold=100000},1,无奖励吗,无奖励吗
919,1077,600,{22241=7;501=3;gold=120000},2,无奖励吗,无奖励吗
920,1077,1200,{22241=10;501=3;gold=140000},2,无奖励吗,无奖励吗
921,1077,1800,{22241=10;501=4;gold=160000},2,无奖励吗,无奖励吗
922,1077,2700,{22241=15;501=5;gold=180000},3,无奖励吗,无奖励吗
923,1077,3600,{22241=15;501=6;gold=200000},3,无奖励吗,无奖励吗
924,1077,5000,{22241=30;501=8;gold=220000},3,无奖励吗,无奖励吗
925,1078,30,{501=1;21251=2;gold=60000},1,无奖励吗,无奖励吗
926,1078,100,{501=2;21251=2;gold=80000},1,无奖励吗,无奖励吗
927,1078,300,{501=2;21251=3;gold=100000},1,无奖励吗,无奖励吗
928,1078,600,{501=3;21251=3;gold=120000},2,无奖励吗,无奖励吗
929,1078,1200,{501=3;21251=5;gold=140000},2,无奖励吗,无奖励吗
930,1078,1800,{501=4;21251=5;gold=160000},2,无奖励吗,无奖励吗
931,1078,2700,{501=5;21251=10;gold=180000},3,无奖励吗,无奖励吗
932,1078,3600,{501=6;21251=10;gold=200000},3,无奖励吗,无奖励吗
933,1078,5000,{501=8;21251=15;gold=220000},3,无奖励吗,无奖励吗
934,1079,30,{501=1;21421=2;gold=60000},1,无奖励吗,无奖励吗
935,1079,100,{501=2;21421=2;gold=80000},1,无奖励吗,无奖励吗
936,1079,300,{501=2;21421=3;gold=100000},1,无奖励吗,无奖励吗
937,1079,600,{501=3;21421=3;gold=120000},2,无奖励吗,无奖励吗
938,1079,1200,{501=3;21421=5;gold=140000},2,无奖励吗,无奖励吗
939,1079,1800,{501=4;21421=5;gold=160000},2,无奖励吗,无奖励吗
940,1079,2700,{501=5;21421=10;gold=180000},3,无奖励吗,无奖励吗
941,1079,3600,{501=6;21421=10;gold=200000},3,无奖励吗,无奖励吗
942,1079,5000,{501=8;21421=15;gold=220000},3,无奖励吗,无奖励吗
943,1080,30,{501=1;21901=2;gold=60000},1,无奖励吗,无奖励吗
944,1080,100,{501=2;21901=2;gold=80000},1,无奖励吗,无奖励吗
945,1080,300,{501=2;21901=3;gold=100000},1,无奖励吗,无奖励吗
946,1080,600,{501=3;21901=3;gold=120000},2,无奖励吗,无奖励吗
947,1080,1200,{501=3;21901=5;gold=140000},2,无奖励吗,无奖励吗
948,1080,1800,{501=4;21901=5;gold=160000},2,无奖励吗,无奖励吗
949,1080,2700,{501=5;21901=10;gold=180000},3,无奖励吗,无奖励吗
950,1080,3600,{501=6;21901=10;gold=200000},3,无奖励吗,无奖励吗
951,1080,5000,{501=8;21901=15;gold=220000},3,无奖励吗,无奖励吗
952,1081,30,{22231=3;501=1;gold=60000},1,无奖励吗,无奖励吗
953,1081,100,{22231=5;501=2;gold=80000},1,无奖励吗,无奖励吗
954,1081,300,{22231=5;501=2;gold=100000},1,无奖励吗,无奖励吗
955,1081,600,{22231=7;501=3;gold=120000},2,无奖励吗,无奖励吗
956,1081,1200,{22231=10;501=3;gold=140000},2,无奖励吗,无奖励吗
957,1081,1800,{22231=10;501=4;gold=160000},2,无奖励吗,无奖励吗
958,1081,2700,{22231=15;501=5;gold=180000},3,无奖励吗,无奖励吗
959,1081,3600,{22231=15;501=6;gold=200000},3,无奖励吗,无奖励吗
960,1081,5000,{22231=30;501=8;gold=220000},3,无奖励吗,无奖励吗
961,1082,30,{22241=3;501=1;gold=60000},1,无奖励吗,无奖励吗
962,1082,100,{22241=5;501=2;gold=80000},1,无奖励吗,无奖励吗
963,1082,300,{22241=5;501=2;gold=100000},1,无奖励吗,无奖励吗
964,1082,600,{22241=7;501=3;gold=120000},2,无奖励吗,无奖励吗
965,1082,1200,{22241=10;501=3;gold=140000},2,无奖励吗,无奖励吗
966,1082,1800,{22241=10;501=4;gold=160000},2,无奖励吗,无奖励吗
967,1082,2700,{22241=15;501=5;gold=180000},3,无奖励吗,无奖励吗
968,1082,3600,{22241=15;501=6;gold=200000},3,无奖励吗,无奖励吗
969,1082,5000,{22241=30;501=8;gold=220000},3,无奖励吗,无奖励吗
970,1083,30,{501=1;gold=60000;9204=3},1,无奖励吗,无奖励吗
971,1083,100,{501=2;gold=80000;9204=5},1,无奖励吗,无奖励吗
972,1083,300,{501=2;gold=100000;9204=5},1,无奖励吗,无奖励吗
973,1083,600,{501=3;gold=120000;9204=7},2,无奖励吗,无奖励吗
974,1083,1200,{501=3;gold=140000;9204=10},2,无奖励吗,无奖励吗
975,1083,1800,{501=4;gold=160000;9204=10},2,无奖励吗,无奖励吗
976,1083,2700,{501=5;gold=180000;9204=15},3,无奖励吗,无奖励吗
977,1083,3600,{501=6;gold=200000;9204=15},3,无奖励吗,无奖励吗
978,1083,5000,{501=8;gold=220000;9204=30},3,无奖励吗,无奖励吗
979,1084,30,{501=1;gold=60000;9204=3},1,无奖励吗,无奖励吗
980,1084,100,{501=2;gold=80000;9204=5},1,无奖励吗,无奖励吗
981,1084,300,{501=2;gold=100000;9204=5},1,无奖励吗,无奖励吗
982,1084,600,{501=3;gold=120000;9204=7},2,无奖励吗,无奖励吗
983,1084,1200,{501=3;gold=140000;9204=10},2,无奖励吗,无奖励吗
984,1084,1800,{501=4;gold=160000;9204=10},2,无奖励吗,无奖励吗
985,1084,2700,{501=5;gold=180000;9204=15},3,无奖励吗,无奖励吗
986,1084,3600,{501=6;gold=200000;9204=15},3,无奖励吗,无奖励吗
987,1084,5000,{501=8;gold=220000;9204=30},3,无奖励吗,无奖励吗
988,1085,30,{501=1;gold=60000;9204=3},1,无奖励吗,无奖励吗
989,1085,100,{501=2;gold=80000;9204=5},1,无奖励吗,无奖励吗
990,1085,300,{501=2;gold=100000;9204=5},1,无奖励吗,无奖励吗
991,1085,600,{501=3;gold=120000;9204=7},2,无奖励吗,无奖励吗
992,1085,1200,{501=3;gold=140000;9204=10},2,无奖励吗,无奖励吗
993,1085,1800,{501=4;gold=160000;9204=10},2,无奖励吗,无奖励吗
994,1085,2700,{501=5;gold=180000;9204=15},3,无奖励吗,无奖励吗
995,1085,3600,{501=6;gold=200000;9204=15},3,无奖励吗,无奖励吗
996,1085,5000,{501=8;gold=220000;9204=30},3,无奖励吗,无奖励吗
997,1086,30,{501=1;gold=60000;9204=3},1,无奖励吗,无奖励吗
998,1086,100,{501=2;gold=80000;9204=5},1,无奖励吗,无奖励吗
999,1086,300,{501=2;gold=100000;9204=5},1,无奖励吗,无奖励吗
1000,1086,600,{501=3;gold=120000;9204=7},2,无奖励吗,无奖励吗
1001,1086,1200,{501=3;gold=140000;9204=10},2,无奖励吗,无奖励吗
1002,1086,1800,{501=4;gold=160000;9204=10},2,无奖励吗,无奖励吗
1003,1086,2700,{501=5;gold=180000;9204=15},3,无奖励吗,无奖励吗
1004,1086,3600,{501=6;gold=200000;9204=15},3,无奖励吗,无奖励吗
1005,1086,5000,{501=8;gold=220000;9204=30},3,无奖励吗,无奖励吗
1006,1087,30,{501=1;gold=60000;9204=3},1,无奖励吗,无奖励吗
1007,1087,100,{501=2;gold=80000;9204=5},1,无奖励吗,无奖励吗
1008,1087,300,{501=2;gold=100000;9204=5},1,无奖励吗,无奖励吗
1009,1087,600,{501=3;gold=120000;9204=7},2,无奖励吗,无奖励吗
1010,1087,1200,{501=3;gold=140000;9204=10},2,无奖励吗,无奖励吗
1011,1087,1800,{501=4;gold=160000;9204=10},2,无奖励吗,无奖励吗
1012,1087,2700,{501=5;gold=180000;9204=15},3,无奖励吗,无奖励吗
1013,1087,3600,{501=6;gold=200000;9204=15},3,无奖励吗,无奖励吗
1014,1087,5000,{501=8;gold=220000;9204=30},3,无奖励吗,无奖励吗
1015,1088,30,{501=1;gold=60000;9204=3},1,无奖励吗,无奖励吗
1016,1088,100,{501=2;gold=80000;9204=5},1,无奖励吗,无奖励吗
1017,1088,300,{501=2;gold=100000;9204=5},1,无奖励吗,无奖励吗
1018,1088,600,{501=3;gold=120000;9204=7},2,无奖励吗,无奖励吗
1019,1088,1200,{501=3;gold=140000;9204=10},2,无奖励吗,无奖励吗
1020,1088,1800,{501=4;gold=160000;9204=10},2,无奖励吗,无奖励吗
1021,1088,2700,{501=5;gold=180000;9204=15},3,无奖励吗,无奖励吗
1022,1088,3600,{501=6;gold=200000;9204=15},3,无奖励吗,无奖励吗
1023,1088,5000,{501=8;gold=220000;9204=30},3,无奖励吗,无奖励吗
1024,1089,30,{501=1;gold=60000;9204=3},1,无奖励吗,无奖励吗
1025,1089,100,{501=2;gold=80000;9204=5},1,无奖励吗,无奖励吗
1026,1089,300,{501=2;gold=100000;9204=5},1,无奖励吗,无奖励吗
1027,1089,600,{501=3;gold=120000;9204=7},2,无奖励吗,无奖励吗
1028,1089,1200,{501=3;gold=140000;9204=10},2,无奖励吗,无奖励吗
1029,1089,1800,{501=4;gold=160000;9204=10},2,无奖励吗,无奖励吗
1030,1089,2700,{501=5;gold=180000;9204=15},3,无奖励吗,无奖励吗
1031,1089,3600,{501=6;gold=200000;9204=15},3,无奖励吗,无奖励吗
1032,1089,5000,{501=8;gold=220000;9204=30},3,无奖励吗,无奖励吗
1033,1090,30,{501=1;gold=60000;9204=3},1,无奖励吗,无奖励吗
1034,1090,100,{501=2;gold=80000;9204=5},1,无奖励吗,无奖励吗
1035,1090,300,{501=2;gold=100000;9204=5},1,无奖励吗,无奖励吗
1036,1090,600,{501=3;gold=120000;9204=7},2,无奖励吗,无奖励吗
1037,1090,1200,{501=3;gold=140000;9204=10},2,无奖励吗,无奖励吗
1038,1090,1800,{501=4;gold=160000;9204=10},2,无奖励吗,无奖励吗
1039,1090,2700,{501=5;gold=180000;9204=15},3,无奖励吗,无奖励吗
1040,1090,3600,{501=6;gold=200000;9204=15},3,无奖励吗,无奖励吗
1041,1090,5000,{501=8;gold=220000;9204=30},3,无奖励吗,无奖励吗
1042,1091,30,{501=1;gold=60000;9204=3},1,无奖励吗,无奖励吗
1043,1091,100,{501=2;gold=80000;9204=5},1,无奖励吗,无奖励吗
1044,1091,300,{501=2;gold=100000;9204=5},1,无奖励吗,无奖励吗
1045,1091,600,{501=3;gold=120000;9204=7},2,无奖励吗,无奖励吗
1046,1091,1200,{501=3;gold=140000;9204=10},2,无奖励吗,无奖励吗
1047,1091,1800,{501=4;gold=160000;9204=10},2,无奖励吗,无奖励吗
1048,1091,2700,{501=5;gold=180000;9204=15},3,无奖励吗,无奖励吗
1049,1091,3600,{501=6;gold=200000;9204=15},3,无奖励吗,无奖励吗
1050,1091,5000,{501=8;gold=220000;9204=30},3,无奖励吗,无奖励吗
1051,1092,30,{501=1;gold=60000;9204=3},1,无奖励吗,无奖励吗
1052,1092,100,{501=2;gold=80000;9204=5},1,无奖励吗,无奖励吗
1053,1092,300,{501=2;gold=100000;9204=5},1,无奖励吗,无奖励吗
1054,1092,600,{501=3;gold=120000;9204=7},2,无奖励吗,无奖励吗
1055,1092,1200,{501=3;gold=140000;9204=10},2,无奖励吗,无奖励吗
1056,1092,1800,{501=4;gold=160000;9204=10},2,无奖励吗,无奖励吗
1057,1092,2700,{501=5;gold=180000;9204=15},3,无奖励吗,无奖励吗
1058,1092,3600,{501=6;gold=200000;9204=15},3,无奖励吗,无奖励吗
1059,1092,5000,{501=8;gold=220000;9204=30},3,无奖励吗,无奖励吗
1060,1093,30,{501=1;gold=60000;9204=3},1,无奖励吗,无奖励吗
1061,1093,100,{501=2;gold=80000;9204=5},1,无奖励吗,无奖励吗
1062,1093,300,{501=2;gold=100000;9204=5},1,无奖励吗,无奖励吗
1063,1093,600,{501=3;gold=120000;9204=7},2,无奖励吗,无奖励吗
1064,1093,1200,{501=3;gold=140000;9204=10},2,无奖励吗,无奖励吗
1065,1093,1800,{501=4;gold=160000;9204=10},2,无奖励吗,无奖励吗
1066,1093,2700,{501=5;gold=180000;9204=15},3,无奖励吗,无奖励吗
1067,1093,3600,{501=6;gold=200000;9204=15},3,无奖励吗,无奖励吗
1068,1093,5000,{501=8;gold=220000;9204=30},3,无奖励吗,无奖励吗
