变量名,eventID,_name,delay,sound,damageSeg,hpSeg,segInterval,shaker,music,zOrder ,move,show,effectType,effectRes,effectArgs,otherEventIDs,follow,onlyTargetShow,jumpFlag,control
244234,1,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,<90;492192;492193>,{bones=<hitman_move3;hitman_move2;hitman_move1>},TRUE,,
244235,492192,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/huahai.skel,{scale=0.7;screenPos=0;offsetY=-100;addTolayer=-1;aniLoop=false;zorder=-30;offsetX=130;lastTime=11166.6;delay=0;aniName=xiemi_tiankong_skill2},,,TRUE,,
244236,492193,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/tiankong_x.skel,{scale=0.7;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=false;zorder=-40;offsetX=0;lastTime=11166.6;delay=0;aniName=xiemi_tiankong_skill2},,,TRUE,,
246111,494001,,,,<1>,,<0>,{isRepeat=true;disy=10;endT=100;beginT=0;interval=0;count=1;disx=10},,,,,,,,,,FALSE,,{lifeBar={show=true}}
246112,494002,,,,<1>,,<0>,{isRepeat=true;disy=10;endT=100;beginT=0;interval=0;count=1;disx=10},,,,,,,,,,FALSE,,{lifeBar={show=true}}
246113,494003,,,,<1>,,<0>,{isRepeat=true;disy=10;endT=100;beginT=0;interval=0;count=1;disx=10},,,,,,,,,,FALSE,,{lifeBar={show=true}}
246121,494004,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
246122,494007,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
246131,494005,,,,<1>,,<0>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=20},,,,,,,,,,TRUE,,
246132,1,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,<{hide=true;delay=0;lastTime=21333.3}>,,,,<90;494092;494093;494094;494095;494096;494097>,,TRUE,,
246133,494092,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_biketini/hero_biketini.skel,{scale=0.66;screenPos=0;offsetY=0;addTolayer=1;aniLoop=false;zorder=60;offsetX=0;lastTime=21333.3;delay=0;aniName=skill2_qian},,,TRUE,,
246134,494093,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/tiankong_x.skel,{scale=0.66;screenPos=0;offsetY=0;addTolayer=1;aniLoop=false;zorder=50;offsetX=0;lastTime=21333.3;delay=0;aniName=biketini_skill2_qian},,,TRUE,,
246135,494094,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/shanlin.skel,{scale=0.66;screenPos=0;offsetY=0;addTolayer=1;aniLoop=false;zorder=30;offsetX=0;lastTime=21333.3;delay=0;aniName=biketini_skill2},,,TRUE,,
246136,494095,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/huoshan_mega.skel,{scale=0.66;screenPos=0;offsetY=0;addTolayer=1;aniLoop=false;zorder=20;offsetX=0;lastTime=21333.3;delay=0;aniName=biketini_skill2_qian},,,TRUE,,
246137,494096,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/huoshan_mega.skel,{scale=0.66;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=false;zorder=-5;offsetX=0;lastTime=21333.3;delay=0;aniName=biketini_skill2_hou},,,TRUE,,
246138,494097,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/tiankong_x.skel,{scale=0.66;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=false;zorder=-10;offsetX=0;lastTime=21333.3;delay=0;aniName=biketini_skill2_hou},,,TRUE,,
246211,494101,,,,<1>,,<0>,{isRepeat=true;disy=10;endT=100;beginT=0;interval=0;count=1;disx=10},,,,,,,,,,FALSE,,{lifeBar={show=true}}
246212,494102,,,,<1>,,<0>,{isRepeat=true;disy=10;endT=100;beginT=0;interval=0;count=1;disx=10},,,,,,,,,,FALSE,,{lifeBar={show=true}}
246213,494103,,,,<1>,,<0>,{isRepeat=true;disy=10;endT=100;beginT=0;interval=0;count=1;disx=10},,,,,,,,,,FALSE,,{lifeBar={show=true}}
246311,494201,,,,<1>,,<0>,{isRepeat=true;disy=10;endT=100;beginT=0;interval=0;count=1;disx=10},,,,,,,,,,FALSE,,{lifeBar={show=true}}
246312,494202,,,,<1>,,<0>,{isRepeat=true;disy=10;endT=100;beginT=0;interval=0;count=1;disx=10},,,,,,,,,,FALSE,,{lifeBar={show=true}}
246313,494203,,,,<1>,,<0>,{isRepeat=true;disy=10;endT=100;beginT=0;interval=0;count=1;disx=10},,,,,,,,,,FALSE,,{lifeBar={show=true}}
246321,494204,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
246322,494207,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
246331,494205,,,,<1>,,<0>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=20},,,,,,,,,{bones=<hitman_move1;hitman_move2;hitman_move3;hitman_move4;hitman_move5;hitman_move6>},TRUE,,
246332,1,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,<{hide=true;delay=0;lastTime=15533.3}>,,,,<90;494292;494293>,,TRUE,,
246333,494292,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/huoshan_mega.skel,{scale=0.66;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=false;zorder=60;offsetX=0;lastTime=16800;delay=0;aniName=biketinipifu_skill2},,,TRUE,,
246334,494293,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/cloud.skel,{scale=0.66;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=false;zorder=50;offsetX=0;lastTime=16800;delay=0;aniName=biketinipifu_skill2},,,TRUE,,
246391,494301,,,,<1>,,<0>,{isRepeat=true;disy=10;endT=100;beginT=0;interval=0;count=1;disx=10},,,,,,,,,,TRUE,,{lifeBar={show=true}}
246392,494302,,,,<1>,,<0>,{isRepeat=true;disy=10;endT=100;beginT=0;interval=0;count=1;disx=10},,,,,,,,,,TRUE,,{lifeBar={show=true}}
246393,494303,,,,<1>,,<0>,{isRepeat=true;disy=10;endT=100;beginT=0;interval=0;count=1;disx=10},,,,,,,,,,TRUE,,{lifeBar={show=true}}
247111,495001,,,,<1>,,<0>,{isRepeat=true;disy=10;endT=100;beginT=0;interval=0;count=1;disx=10},,,,,,,,,,FALSE,,{lifeBar={show=true}}
247121,495002,,,,<0.3;0.3;0.4>,,<0;233.3;866.6>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
247131,495005,,,,<0.2;0.2;0.6>,,<0;100;166.6>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=20},,,,,,,,,,TRUE,,
247211,496001,,,,<0.3;0.3;0.4>,,<0;33.3;66.6>,{isRepeat=true;disy=10;endT=100;beginT=0;interval=0;count=1;disx=10},,,,,,,,,,FALSE,,{lifeBar={show=true}}
247221,496004,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
247231,496005,,,,<1>,,<0>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=20},,,,,,,,,,TRUE,,
247232,1,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,<{absY=440;absX=1400;delay=0;teamClose=1.8;t=0}>,<{hide=true;delay=0;lastTime=4666.6}>,,,,<90;496092>,,TRUE,,
247233,496092,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/sudu_bj.skel,{scale=0.65;screenPos=0;offsetY=-50;addTolayer=-1;aniLoop=false;zorder=-1;offsetX=0;lastTime=7000;delay=0;aniName=qingtengshe_skill2},,,TRUE,,
247311,497001,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1>,,<0;66.6;100;66.6;66.6;66.6;100;233.3;200;66.6>,{isRepeat=true;disy=10;endT=100;beginT=0;interval=0;count=1;disx=10},,,,,,,,,,FALSE,,{lifeBar={show=true}}
247321,497011,,,,<0.1;0.1;0.2;0.2;0.2;0.2>,,<0;100;166.6;166.6;200;233.3>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
247331,497017,,,,<0.3;0.3;0.4>,,<0;1533.3;166.6>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=20},,,,,,,,,,TRUE,,
247332,1,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,<{absY=800;x=200;delay=0;teamClose=1.8;t=0}>,<{hide=true;delay=0;lastTime=4666.6}>,,,,<90;497092;497093;497094>,{bones=<hitman_move1;hitman_move2;hitman_move3;hitman_move4;hitman_move5;hitman_move6>},TRUE,,
247333,497092,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/senlin.skel,{scale=0.65;screenPos=0;offsetY=100;addTolayer=1;aniLoop=false;zorder=99;offsetX=0;lastTime=7833.3;delay=0;aniName=junzhushe_skill2_qian},,,TRUE,,
247334,497093,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/senlin.skel,{scale=0.65;screenPos=0;offsetY=100;addTolayer=-1;aniLoop=false;zorder=-1;offsetX=0;lastTime=7833.3;delay=0;aniName=junzhushe_skill2_hou},,,TRUE,,
247335,497094,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/tiankong.skel,{scale=0.65;screenPos=0;offsetY=100;addTolayer=-1;aniLoop=false;zorder=-2;offsetX=0;lastTime=7833.3;delay=0;aniName=junzhushe_skill2},,,TRUE,,
248111,498001,,,,<1>,,<0>,{isRepeat=true;disy=10;endT=100;beginT=0;interval=0;count=1;disx=10},,,,,,,,,,FALSE,,{lifeBar={show=true}}
248121,498002,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
248131,498003,,,,<0.25;0.25;0.25;0.25>,,<0;133.3;155.5;300>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=20},,,,,,,,,,TRUE,,
248211,499001,,,,<0.5;0.5>,,<0;233.3>,{isRepeat=true;disy=10;endT=100;beginT=0;interval=0;count=1;disx=10},,,,,,,,,,FALSE,,{lifeBar={show=true}}
248221,499003,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
248231,499004,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;166.6;100;166.6;166.6>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=20},,,,,,,,,,TRUE,,
248311,500001,,,,<0.3;0.3;0.4>,,<0;300;833.3>,{isRepeat=true;disy=10;endT=100;beginT=0;interval=0;count=1;disx=10},,,,,,,,,,FALSE,,{lifeBar={show=true}}
248321,500004,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
248331,500005,,,,<0.3;0.3;0.4>,,<0;200;333.3>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=20},,,,,,,,,,TRUE,,
248332,500091,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,<{hide=true;delay=0;lastTime=3233.3}>,,,,<90;500092>,,TRUE,,
248333,500092,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/moren_bj.skel,{screenPos=0;offsetY=0;addTolayer=-1;aniLoop=false;zorder=-1;offsetX=0;lastTime=6833.3;aniName=yanwuwang_skill2},,,TRUE,,
249111,1,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,{bones=<hitman1>},TRUE,,{lifeBar={show=true}}
249121,1,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,{bones=<hitman1>},TRUE,,{lifeBar={show=true}}
249131,1,,,,<0.5;0.5>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,<90;383092;383093>,{bones=<hitman_move>},TRUE,,
259111,524001,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
259121,524002,,,,<0.2;0.1;0.1;0.2;0.2;0.2>,,<0;266.67;266.67;266.67;266.67;266.67>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
259131,524008,,,,<0.2;0.1;0.1;0.2;0.1;0.2;0.1>,,<0;233.33;266.67;266.67;266.67;266.67;266.67>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,TRUE,,
259211,525001,,,,<1>,,<0>,{disy=10;endT=100;beginT=0;interval=100;count=1;disx=10},,,,,,,,,,FALSE,,{lifeBar={show=true}}
259221,525002,,,,<0.25;0.25;0.25;0.25>,,<0;300;333.33;366.67>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
259231,525006,,,,<0.3;0.3;0.4>,,<0;233.33;533.33>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,TRUE,,
259311,526001,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
259321,526002,,,,<1>,,<0>,{disy=10;endT=100;beginT=0;interval=100;count=1;disx=10},,,,,,,,,,FALSE,,{lifeBar={show=true}}
259331,526003,,,,<0.5;0.5>,,<0;266.67>,{disy=15;endT=200;beginT=0;interval=100;count=2;disx=15},,,,,,,,,,TRUE,,
259332,1,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,<{absY=550;absX=1450;delay=0;teamClose=1.8;t=0}>,,,,,,{bones=<camera_move>;scene=true},TRUE,,
261111,529001,,,,<0.3;0.3;0.4>,,<0;333.3;66.6>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
261121,529004,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
261131,529005,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;266.6;133.3;133.3;133.3>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,TRUE,,
261211,530001,,,,<0.25;0.25;0.25;0.25>,,<0;766.6;233.3;266.6>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
261221,530005,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
261231,530006,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2>,,<0;200;166.6;133.3;133.3;133.3;100;100;66.6>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,TRUE,,
263111,532001,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
263121,532002,,,,<0.5;0.5>,,<0;100>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
263131,532004,,,,<0.3;0.3;0.4>,,<0;133.33;133.33>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,TRUE,,
263211,533001,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
263221,533002,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
263231,533003,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,TRUE,,
263311,534001,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
263321,534002,,,,<0.3;0.3;0.4>,,<0;100;1200>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
263331,534005,,,,<0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.1;0.1;0.1;0.1;0.1>,,<0;100;900;100;100;100;100;100;100;100;100;100;100;66.7;100>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,TRUE,,
263332,534091,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,<{absY=500;scale=1;delay=4000;t=1;x=-180}>,<{hide=true;delay=0;lastTime=4100}>,,,,<90;534092;534093>,,TRUE,,
263333,534092,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/tiankong.skel,{screenPos=0;offsetY=0;addTolayer=-1;aniLoop=false;zorder=19;offsetX=0;lastTime=7500;delay=0;aniName=xiujianlaojiang_skill2},,,TRUE,,
263334,534093,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/sudu_bj_guang.skel,{screenPos=0;offsetY=0;addTolayer=-1;aniLoop=false;zorder=99;offsetX=0;lastTime=7500;delay=0;aniName=xiujianlaojiang_skill2},,,TRUE,,
268111,543001,,,,<0.5;0.5>,,<0;133.33>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
268121,543003,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
268131,543004,,,,<0.25;0.25;0.25;0.25>,,<200;200;200;200>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,<{zorder=-999;delay=0;lastTime=1000}>,,,,,,,,TRUE,,
268211,544001,,,,<0.5;0.5>,,<0;66.67>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
268221,544003,,,,<0.4;0.1;0.1;0.1;0.1;0.1;0.1>,,<0;333.33;100;100;100;100;100>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
268231,544010,,,,<0.2;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1>,,<0;166.67;133.33;133.33;200;133.33;133.33;166.67;233.33>,{disy=20;endT=700;beginT=0;interval=100;count=2;disx=20},,,,,,,,,,TRUE,,
268311,545001,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
268321,545002,,,,<0.5;0.5>,,<0;666.67>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
268331,545004,,,,<0.25;0.25;0.25;0.25>,,<0;200;100;166.67>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,TRUE,,
268332,545091,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,<{hide=true;delay=0;lastTime=4966.67}>,,,,<90;545092>,,TRUE,,
268333,545092,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/sudu_bj.skel,{screenPos=0;offsetY=0;addTolayer=-1;aniLoop=false;zorder=-1;offsetX=0;lastTime=4900;aniName=wugongwang_skill2},,,TRUE,,
272111,551001,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
272121,551002,,,,<0.5;0.5>,,<0;333.3>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
272131,551004,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,
272211,552001,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
272221,552002,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
272231,552003,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,
272311,553001,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
272321,553002,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
272331,553003,,,,<0.5;0.5>,,<0;1033.3>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,
272332,1,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,<{hide=true;delay=1100;lastTime=1100}>,1,koudai_beijing/sudu_bj.skel,{screenPos=0;offsetY=0;addTolayer=-1;aniLoop=false;zorder=-1;offsetX=-400;lastTime=6000;aniName=liumange_skill2},,,FALSE,,
282111,570001,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
282121,570002,,,,<0.5;0.5>,,<0;1266.6>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
282131,570004,,,,<1>,,<0>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,TRUE,,
282132,1,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,<90;570091>,{bones=<hitman_move>},TRUE,,
282133,570091,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/moren_bj.skel,{scale=0.66;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=false;zorder=-1;offsetX=0;lastTime=5666.6;aniName=suoluoya_skill2},,,TRUE,,
282211,571001,,,,<0.3;0.3;0.4>,,<0;500;166.6>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
282221,571004,,,,<0.5;0.5>,,<0;766.6>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
282231,571006,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1>,,<0;133.3;133.3;133.3;133.3;133.3;133.3;133.3;133.3;133.3>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,TRUE,,
282232,1,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,<{hide=true;delay=0;lastTime=9850}>,,,,<90;571092;571093;571094>,,TRUE,,
282233,571092,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/dushi_sui.skel,{scale=0.66;screenPos=0;offsetY=0;addTolayer=1;aniLoop=false;zorder=100;offsetX=0;lastTime=10766.6;aniName=suoluoyake_skill2},,,TRUE,,
282234,571093,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/dushi.skel,{scale=0.66;screenPos=0;offsetY=0;addTolayer=-1;scaleaniLoop=false;zorder=100;offsetX=0;lastTime=10266.6;aniName=suoluoyake_skill2},,,TRUE,,
282235,571094,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/yewan.skel,{screenPos=0;offsetY=0;addTolayer=-1;aniLoop=false;zorder=50;offsetX=0;lastTime=10266.6;aniName=suoluoyake_skill2},,,TRUE,,
283111,572001,,,,<0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125>,,<0;300;150;150;150;150;150;400>,{isRepeat=true;disy=10;endT=100;beginT=0;interval=0;count=1;disx=10},,,,,,,,,,FALSE,,{lifeBar={show=true}}
283121,572009,,,,<0.25;0.25;0.25;0.25>,,<0;270;280;290>,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,,,,,,FALSE,,{lifeBar={show=true}}
283131,572013,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;150;150;150;150>,{isRepeat=true;disy=30;endT=100;beginT=0;interval=0;count=1;disx=20},,,,,,,,,,TRUE,,
283132,1,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,<{hide=true;delay=0;lastTime=4686}>,,,,<90;572091;572092>,,TRUE,,
283133,572091,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/moren_bj.skel,{scale=0.6;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=false;zorder=1;offsetX=0;lastTime=6403;aniName=paomolishu_skill2},,,TRUE,,
283134,572092,,,,,,,{isRepeat=true;disy=20;endT=100;beginT=0;interval=0;count=1;disx=15},,,,,1,koudai_beijing/sudu_bj_guang.skel,{scale=0.66;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=false;zorder=-1;offsetX=0;lastTime=6403;aniName=paomolishu_skill2},,,TRUE,,
