变量名,markID,_beizhu1,_beizhu2,_beizhu3,_beizhu4,star,attrType1,attrValue1,attrType2,attrValue2
3915,2621,,,,,8,0,0%,0,
3916,2621,,,,,9,0,0%,0,
3917,2621,,,,,10,0,0%,0,
3918,2621,,,,,11,0,0%,0,
3919,2621,,,,,12,0,0%,0,
3920,2631,,,,,1,9,0%,0,
3921,2631,,,,,2,9,0.08%,0,
3922,2631,,,,,3,9,0.16%,0,
3923,2631,,,,,4,9,0.24%,0,
3924,2631,,,,,5,9,0.40%,0,
3925,2631,,,,,6,9,0.56%,0,
3926,2631,,,,,7,9,0.80%,0,
3927,2631,,,,,8,9,1.04%,0,
3928,2631,,,,,9,9,1.36%,0,
3929,2631,,,,,10,9,1.68%,0,
3930,2631,,,,,11,9,2%,0,
3931,2631,,,,,12,9,2.40%,0,
3932,2631,,,,,13,9,2.80%,0,
3933,2631,,,,,14,9,3.20%,0,
3934,2631,,,,,15,9,3.60%,0,
3935,2631,,,,,16,9,4.00%,0,
3936,2631,,,,,17,9,4.50%,0,
3937,2631,,,,,18,9,5.00%,0,
3938,2641,,,,,1,0,0%,0,
3939,2641,,,,,2,0,0%,0,
3940,2641,,,,,3,0,0%,0,
3941,2641,,,,,4,0,0%,0,
3942,2641,,,,,5,0,0%,0,
3943,2641,,,,,6,0,0%,0,
3944,2641,,,,,7,0,0%,0,
3945,2641,,,,,8,0,0%,0,
3946,2641,,,,,9,0,0%,0,
3947,2641,,,,,10,0,0%,0,
3948,2641,,,,,11,0,0%,0,
3949,2641,,,,,12,0,0%,0,
3950,2651,,,,,1,0,0%,0,
3951,2651,,,,,2,0,0%,0,
3952,2651,,,,,3,0,0%,0,
3953,2651,,,,,4,0,0%,0,
3954,2651,,,,,5,0,0%,0,
3955,2651,,,,,6,0,0%,0,
3956,2651,,,,,7,0,0%,0,
3957,2651,,,,,8,0,0%,0,
3958,2651,,,,,9,0,0%,0,
3959,2651,,,,,10,0,0%,0,
3960,2651,,,,,11,0,0%,0,
3961,2651,,,,,12,0,0%,0,
3962,2661,,,,,1,0,0%,0,
3963,2661,,,,,2,0,0%,0,
3964,2661,,,,,3,0,0%,0,
3965,2661,,,,,4,0,0%,0,
3966,2661,,,,,5,0,0%,0,
3967,2661,,,,,6,0,0%,0,
3968,2661,,,,,7,0,0%,0,
3969,2661,,,,,8,0,0%,0,
3970,2661,,,,,9,0,0%,0,
3971,2661,,,,,10,0,0%,0,
3972,2661,,,,,11,0,0%,0,
3973,2661,,,,,12,0,0%,0,
3974,2671,,,,,1,0,0%,0,
3975,2671,,,,,2,0,0%,0,
3976,2671,,,,,3,0,0%,0,
3977,2671,,,,,4,0,0%,0,
3978,2671,,,,,5,0,0%,0,
3979,2671,,,,,6,0,0%,0,
3980,2671,,,,,7,0,0%,0,
3981,2671,,,,,8,0,0%,0,
3982,2671,,,,,9,0,0%,0,
3983,2671,,,,,10,0,0%,0,
3984,2671,,,,,11,0,0%,0,
3985,2671,,,,,12,0,0%,0,
3986,2681,,,,,1,1,0%,0,
3987,2681,,,,,2,1,0.06%,0,
3988,2681,,,,,3,1,0.11%,0,
3989,2681,,,,,4,1,0.17%,0,
3990,2681,,,,,5,1,0.28%,0,
3991,2681,,,,,6,1,0.39%,0,
3992,2681,,,,,7,1,0.56%,0,
3993,2681,,,,,8,1,0.73%,0,
3994,2681,,,,,9,1,0.95%,0,
3995,2681,,,,,10,1,1.18%,0,
3996,2681,,,,,11,1,1.40%,0,
3997,2681,,,,,12,1,1.68%,0,
3998,2681,,,,,13,1,2.00%,0,
3999,2681,,,,,14,1,2.40%,0,
4000,2681,,,,,15,1,2.80%,0,
4001,2681,,,,,16,1,3.20%,0,
4002,2681,,,,,17,1,3.80%,0,
4003,2681,,,,,18,1,4.20%,0,
4004,2691,,,,,1,0,0%,0,
4005,2691,,,,,2,0,0%,0,
4006,2691,,,,,3,0,0%,0,
4007,2691,,,,,4,0,0%,0,
4008,2691,,,,,5,0,0%,0,
4009,2691,,,,,6,0,0%,0,
4010,2691,,,,,7,0,0%,0,
4011,2691,,,,,8,0,0%,0,
4012,2691,,,,,9,0,0%,0,
4013,2691,,,,,10,0,0%,0,
4014,2691,,,,,11,0,0%,0,
4015,2691,,,,,12,0,0%,0,
4016,2701,,,,,1,0,0%,0,
4017,2701,,,,,2,0,0%,0,
4018,2701,,,,,3,0,0%,0,
4019,2701,,,,,4,0,0%,0,
4020,2701,,,,,5,0,0%,0,
4021,2701,,,,,6,0,0%,0,
4022,2701,,,,,7,0,0%,0,
4023,2701,,,,,8,0,0%,0,
4024,2701,,,,,9,0,0%,0,
4025,2701,,,,,10,0,0%,0,
4026,2701,,,,,11,0,0%,0,
4027,2701,,,,,12,0,0%,0,
4028,2711,,,,,1,0,0%,0,
4029,2711,,,,,2,0,0%,0,
4030,2711,,,,,3,0,0%,0,
4031,2711,,,,,4,0,0%,0,
4032,2711,,,,,5,0,0%,0,
4033,2711,,,,,6,0,0%,0,
4034,2711,,,,,7,0,0%,0,
4035,2711,,,,,8,0,0%,0,
4036,2711,,,,,9,0,0%,0,
4037,2711,,,,,10,0,0%,0,
4038,2711,,,,,11,0,0%,0,
4039,2711,,,,,12,0,0%,0,
4040,2721,,,,,1,1,0%,0,
4041,2721,,,,,2,1,0%,0,
4042,2721,,,,,3,1,0.07%,0,
4043,2721,,,,,4,1,0.18%,0,
4044,2721,,,,,5,1,0.28%,0,
4045,2721,,,,,6,1,0.49%,0,
4046,2721,,,,,7,1,0.70%,0,
4047,2721,,,,,8,1,0.91%,0,
4048,2721,,,,,9,1,1.23%,0,
4049,2721,,,,,10,1,1.54%,0,
4050,2721,,,,,11,1,1.86%,0,
4051,2721,,,,,12,1,2.28%,0,
4052,2721,,,,,13,1,2.70%,0,
4053,2721,,,,,14,1,3.12%,0,
4054,2721,,,,,15,1,3.54%,0,
4055,2721,,,,,16,1,3.96%,0,
4056,2721,,,,,17,1,4.38%,0,
4057,2721,,,,,18,1,4.80%,0,
4058,2731,,,,,1,0,0%,0,
4059,2731,,,,,2,0,0%,0,
4060,2731,,,,,3,0,0%,0,
4061,2731,,,,,4,0,0%,0,
4062,2731,,,,,5,0,0%,0,
4063,2731,,,,,6,0,0%,0,
4064,2731,,,,,7,0,0%,0,
4065,2731,,,,,8,0,0%,0,
4066,2731,,,,,9,0,0%,0,
4067,2731,,,,,10,0,0%,0,
4068,2731,,,,,11,0,0%,0,
4069,2731,,,,,12,0,0%,0,
4070,2741,,,,,1,0,0%,0,
4071,2741,,,,,2,0,0%,0,
4072,2741,,,,,3,0,0%,0,
4073,2741,,,,,4,0,0%,0,
4074,2741,,,,,5,0,0%,0,
4075,2741,,,,,6,0,0%,0,
4076,2741,,,,,7,0,0%,0,
4077,2741,,,,,8,0,0%,0,
4078,2741,,,,,9,0,0%,0,
4079,2741,,,,,10,0,0%,0,
4080,2741,,,,,11,0,0%,0,
4081,2741,,,,,12,0,0%,0,
4082,2751,,,,,1,0,0%,0,
4083,2751,,,,,2,0,0%,0,
4084,2751,,,,,3,0,0%,0,
4085,2751,,,,,4,0,0%,0,
4086,2751,,,,,5,0,0%,0,
4087,2751,,,,,6,0,0%,0,
4088,2751,,,,,7,0,0%,0,
4089,2751,,,,,8,0,0%,0,
4090,2751,,,,,9,0,0%,0,
4091,2751,,,,,10,0,0%,0,
4092,2751,,,,,11,0,0%,0,
4093,2751,,,,,12,0,0%,0,
4094,2761,,,,,1,0,0%,0,
4095,2761,,,,,2,0,0%,0,
4096,2761,,,,,3,0,0%,0,
4097,2761,,,,,4,0,0%,0,
4098,2761,,,,,5,0,0%,0,
4099,2761,,,,,6,0,0%,0,
4100,2761,,,,,7,0,0%,0,
4101,2761,,,,,8,0,0%,0,
4102,2761,,,,,9,0,0%,0,
4103,2761,,,,,10,0,0%,0,
4104,2761,,,,,11,0,0%,0,
4105,2761,,,,,12,0,0%,0,
4106,2771,,,,,1,0,0%,0,
4107,2771,,,,,2,0,0%,0,
4108,2771,,,,,3,0,0%,0,
4109,2771,,,,,4,0,0%,0,
4110,2771,,,,,5,0,0%,0,
4111,2771,,,,,6,0,0%,0,
4112,2771,,,,,7,0,0%,0,
4113,2771,,,,,8,0,0%,0,
4114,2771,,,,,9,0,0%,0,
4115,2771,,,,,10,0,0%,0,
4116,2771,,,,,11,0,0%,0,
4117,2771,,,,,12,0,0%,0,
4118,2781,,,,,1,0,0%,0,
4119,2781,,,,,2,0,0%,0,
4120,2781,,,,,3,0,0%,0,
4121,2781,,,,,4,0,0%,0,
4122,2781,,,,,5,0,0%,0,
4123,2781,,,,,6,0,0%,0,
4124,2781,,,,,7,0,0%,0,
4125,2781,,,,,8,0,0%,0,
4126,2781,,,,,9,0,0%,0,
4127,2781,,,,,10,0,0%,0,
4128,2781,,,,,11,0,0%,0,
4129,2781,,,,,12,0,0%,0,
4130,2791,,,,,1,0,0%,0,
4131,2791,,,,,2,0,0%,0,
4132,2791,,,,,3,0,0%,0,
4133,2791,,,,,4,0,0%,0,
4134,2791,,,,,5,0,0%,0,
4135,2791,,,,,6,0,0%,0,
4136,2791,,,,,7,0,0%,0,
4137,2791,,,,,8,0,0%,0,
4138,2791,,,,,9,0,0%,0,
4139,2791,,,,,10,0,0%,0,
4140,2791,,,,,11,0,0%,0,
4141,2791,,,,,12,0,0%,0,
4142,2801,,,,,1,0,0%,0,
4143,2801,,,,,2,0,0%,0,
4144,2801,,,,,3,0,0%,0,
4145,2801,,,,,4,0,0%,0,
4146,2801,,,,,5,0,0%,0,
4147,2801,,,,,6,0,0%,0,
4148,2801,,,,,7,0,0%,0,
4149,2801,,,,,8,0,0%,0,
4150,2801,,,,,9,0,0%,0,
4151,2801,,,,,10,0,0%,0,
4152,2801,,,,,11,0,0%,0,
4153,2801,,,,,12,0,0%,0,
4154,2811,,,,,1,0,0%,0,
4155,2811,,,,,2,0,0%,0,
4156,2811,,,,,3,0,0%,0,
4157,2811,,,,,4,0,0%,0,
4158,2811,,,,,5,0,0%,0,
4159,2811,,,,,6,0,0%,0,
4160,2811,,,,,7,0,0%,0,
4161,2811,,,,,8,0,0%,0,
4162,2811,,,,,9,0,0%,0,
4163,2811,,,,,10,0,0%,0,
4164,2811,,,,,11,0,0%,0,
4165,2811,,,,,12,0,0%,0,
4166,2821,,,,,1,1,0%,0,
4167,2821,,,,,2,1,0%,0,
4168,2821,,,,,3,1,0.07%,0,
4169,2821,,,,,4,1,0.18%,0,
4170,2821,,,,,5,1,0.28%,0,
4171,2821,,,,,6,1,0.49%,0,
4172,2821,,,,,7,1,0.70%,0,
4173,2821,,,,,8,1,0.91%,0,
4174,2821,,,,,9,1,1.23%,0,
4175,2821,,,,,10,1,1.54%,0,
4176,2821,,,,,11,1,1.86%,0,
4177,2821,,,,,12,1,2.28%,0,
4178,2821,,,,,13,1,2.70%,0,
4179,2821,,,,,14,1,3.12%,0,
4180,2821,,,,,15,1,3.54%,0,
4181,2821,,,,,16,1,3.96%,0,
4182,2821,,,,,17,1,4.38%,0,
4183,2821,,,,,18,1,4.80%,0,
4184,2831,,,,,1,10,0%,0,
4185,2831,,,,,2,10,0.08%,0,
4186,2831,,,,,3,10,0.16%,0,
4187,2831,,,,,4,10,0.24%,0,
4188,2831,,,,,5,10,0.40%,0,
4189,2831,,,,,6,10,0.56%,0,
4190,2831,,,,,7,10,0.80%,0,
4191,2831,,,,,8,10,1.04%,0,
4192,2831,,,,,9,10,1.36%,0,
4193,2831,,,,,10,10,1.68%,0,
4194,2831,,,,,11,10,2%,0,
4195,2831,,,,,12,10,2.40%,0,
4196,2831,,,,,13,10,2.80%,0,
4197,2831,,,,,14,10,3.20%,0,
4198,2831,,,,,15,10,3.60%,0,
4199,2831,,,,,16,10,4.00%,0,
4200,2831,,,,,17,10,4.50%,0,
4201,2831,,,,,18,10,5.00%,0,
4202,2841,,,,,1,10,0%,0,
4203,2841,,,,,2,10,0.08%,0,
4204,2841,,,,,3,10,0.16%,0,
4205,2841,,,,,4,10,0.24%,0,
4206,2841,,,,,5,10,0.40%,0,
4207,2841,,,,,6,10,0.56%,0,
4208,2841,,,,,7,10,0.80%,0,
4209,2841,,,,,8,10,1.04%,0,
4210,2841,,,,,9,10,1.36%,0,
4211,2841,,,,,10,10,1.68%,0,
4212,2841,,,,,11,10,2%,0,
4213,2841,,,,,12,10,2.40%,0,
4214,2841,,,,,13,10,2.80%,0,
4215,2841,,,,,14,10,3.20%,0,
4216,2841,,,,,15,10,3.60%,0,
4217,2841,,,,,16,10,4.00%,0,
4218,2841,,,,,17,10,4.50%,0,
4219,2841,,,,,18,10,5.00%,0,
4220,2851,,,,,1,0,0%,0,
4221,2851,,,,,2,0,0%,0,
4222,2851,,,,,3,0,0%,0,
4223,2851,,,,,4,0,0%,0,
4224,2851,,,,,5,0,0%,0,
4225,2851,,,,,6,0,0%,0,
4226,2851,,,,,7,0,0%,0,
4227,2851,,,,,8,0,0%,0,
4228,2851,,,,,9,0,0%,0,
4229,2851,,,,,10,0,0%,0,
4230,2851,,,,,11,0,0%,0,
4231,2851,,,,,12,0,0%,0,
4232,2861,,,,,1,0,0%,0,
4233,2861,,,,,2,0,0%,0,
4234,2861,,,,,3,0,0%,0,
4235,2861,,,,,4,0,0%,0,
4236,2861,,,,,5,0,0%,0,
4237,2861,,,,,6,0,0%,0,
4238,2861,,,,,7,0,0%,0,
4239,2861,,,,,8,0,0%,0,
4240,2861,,,,,9,0,0%,0,
4241,2861,,,,,10,0,0%,0,
4242,2861,,,,,11,0,0%,0,
4243,2861,,,,,12,0,0%,0,
4244,2871,,,,,1,1,0%,0,
4245,2871,,,,,2,1,0.06%,0,
4246,2871,,,,,3,1,0.11%,0,
4247,2871,,,,,4,1,0.17%,0,
4248,2871,,,,,5,1,0.28%,0,
4249,2871,,,,,6,1,0.39%,0,
4250,2871,,,,,7,1,0.56%,0,
4251,2871,,,,,8,1,0.73%,0,
4252,2871,,,,,9,1,0.95%,0,
4253,2871,,,,,10,1,1.18%,0,
4254,2871,,,,,11,1,1.40%,0,
4255,2871,,,,,12,1,1.68%,0,
4256,2871,,,,,13,1,2.00%,0,
4257,2871,,,,,14,1,2.40%,0,
4258,2871,,,,,15,1,2.80%,0,
4259,2871,,,,,16,1,3.20%,0,
4260,2871,,,,,17,1,3.80%,0,
4261,2871,,,,,18,1,4.20%,0,
4262,2881,,,,,1,0,0%,0,
4263,2881,,,,,2,0,0%,0,
4264,2881,,,,,3,0,0%,0,
4265,2881,,,,,4,0,0%,0,
4266,2881,,,,,5,0,0%,0,
4267,2881,,,,,6,0,0%,0,
4268,2881,,,,,7,0,0%,0,
4269,2881,,,,,8,0,0%,0,
4270,2881,,,,,9,0,0%,0,
4271,2881,,,,,10,0,0%,0,
4272,2881,,,,,11,0,0%,0,
4273,2881,,,,,12,0,0%,0,
4274,2891,,,,,1,13,0%,0,
4275,2891,,,,,2,13,0.08%,0,
4276,2891,,,,,3,13,0.16%,0,
4277,2891,,,,,4,13,0.24%,0,
4278,2891,,,,,5,13,0.40%,0,
4279,2891,,,,,6,13,0.56%,0,
4280,2891,,,,,7,13,0.80%,0,
4281,2891,,,,,8,13,1.04%,0,
4282,2891,,,,,9,13,1.36%,0,
4283,2891,,,,,10,13,1.68%,0,
4284,2891,,,,,11,13,2%,0,
4285,2891,,,,,12,13,2.40%,0,
4286,2891,,,,,13,13,2.80%,0,
4287,2891,,,,,14,13,3.20%,0,
4288,2891,,,,,15,13,3.60%,0,
4289,2891,,,,,16,13,4.00%,0,
4290,2891,,,,,17,13,4.50%,0,
4291,2891,,,,,18,13,5.00%,0,
4292,2901,,,,,1,0,0%,0,
4293,2901,,,,,2,0,0%,0,
4294,2901,,,,,3,0,0%,0,
4295,2901,,,,,4,0,0%,0,
4296,2901,,,,,5,0,0%,0,
4297,2901,,,,,6,0,0%,0,
4298,2901,,,,,7,0,0%,0,
4299,2901,,,,,8,0,0%,0,
4300,2901,,,,,9,0,0%,0,
4301,2901,,,,,10,0,0%,0,
4302,2901,,,,,11,0,0%,0,
4303,2901,,,,,12,0,0%,0,
4304,2911,,,,,1,0,0%,0,
4305,2911,,,,,2,0,0%,0,
4306,2911,,,,,3,0,0%,0,
4307,2911,,,,,4,0,0%,0,
4308,2911,,,,,5,0,0%,0,
4309,2911,,,,,6,0,0%,0,
4310,2911,,,,,7,0,0%,0,
4311,2911,,,,,8,0,0%,0,
4312,2911,,,,,9,0,0%,0,
4313,2911,,,,,10,0,0%,0,
4314,2911,,,,,11,0,0%,0,
4315,2911,,,,,12,0,0%,0,
4316,2921,,,,,1,1,0%,0,
4317,2921,,,,,2,1,0.06%,0,
4318,2921,,,,,3,1,0.11%,0,
4319,2921,,,,,4,1,0.17%,0,
4320,2921,,,,,5,1,0.28%,0,
4321,2921,,,,,6,1,0.39%,0,
4322,2921,,,,,7,1,0.56%,0,
4323,2921,,,,,8,1,0.73%,0,
4324,2921,,,,,9,1,0.95%,0,
4325,2921,,,,,10,1,1.18%,0,
4326,2921,,,,,11,1,1.40%,0,
4327,2921,,,,,12,1,1.68%,0,
4328,2921,,,,,13,1,2.00%,0,
4329,2921,,,,,14,1,2.40%,0,
4330,2921,,,,,15,1,2.80%,0,
4331,2921,,,,,16,1,3.20%,0,
4332,2921,,,,,17,1,3.80%,0,
4333,2921,,,,,18,1,4.20%,0,
4334,2922,,,,,1,1,0%,0,
4335,2922,,,,,2,1,0.06%,0,
4336,2922,,,,,3,1,0.11%,0,
4337,2922,,,,,4,1,0.17%,0,
4338,2922,,,,,5,1,0.28%,0,
4339,2922,,,,,6,1,0.39%,0,
4340,2922,,,,,7,1,0.56%,0,
4341,2922,,,,,8,1,0.73%,0,
4342,2922,,,,,9,1,0.95%,0,
4343,2922,,,,,10,1,1.18%,0,
4344,2922,,,,,11,1,1.40%,0,
4345,2922,,,,,12,1,1.68%,0,
4346,2922,,,,,13,1,2.00%,0,
4347,2922,,,,,14,1,2.40%,0,
4348,2922,,,,,15,1,2.80%,0,
4349,2922,,,,,16,1,3.20%,0,
4350,2922,,,,,17,1,3.80%,0,
4351,2922,,,,,18,1,4.20%,0,
4352,2931,,,,,1,0,0%,0,
4353,2931,,,,,2,0,0%,0,
4354,2931,,,,,3,0,0%,0,
4355,2931,,,,,4,0,0%,0,
4356,2931,,,,,5,0,0%,0,
4357,2931,,,,,6,0,0%,0,
4358,2931,,,,,7,0,0%,0,
4359,2931,,,,,8,0,0%,0,
4360,2931,,,,,9,0,0%,0,
4361,2931,,,,,10,0,0%,0,
4362,2931,,,,,11,0,0%,0,
4363,2931,,,,,12,0,0%,0,
4364,2941,,,,,1,0,0%,0,
4365,2941,,,,,2,0,0%,0,
4366,2941,,,,,3,0,0%,0,
4367,2941,,,,,4,0,0%,0,
4368,2941,,,,,5,0,0%,0,
4369,2941,,,,,6,0,0%,0,
4370,2941,,,,,7,0,0%,0,
4371,2941,,,,,8,0,0%,0,
4372,2941,,,,,9,0,0%,0,
4373,2941,,,,,10,0,0%,0,
4374,2941,,,,,11,0,0%,0,
4375,2941,,,,,12,0,0%,0,
4376,2951,,,,,1,0,0%,0,
4377,2951,,,,,2,0,0%,0,
4378,2951,,,,,3,0,0%,0,
4379,2951,,,,,4,0,0%,0,
4380,2951,,,,,5,0,0%,0,
4381,2951,,,,,6,0,0%,0,
4382,2951,,,,,7,0,0%,0,
4383,2951,,,,,8,0,0%,0,
4384,2951,,,,,9,0,0%,0,
4385,2951,,,,,10,0,0%,0,
4386,2951,,,,,11,0,0%,0,
4387,2951,,,,,12,0,0%,0,
4388,2961,,,,,1,9,0%,0,
4389,2961,,,,,2,9,0.08%,0,
4390,2961,,,,,3,9,0.16%,0,
4391,2961,,,,,4,9,0.24%,0,
4392,2961,,,,,5,9,0.40%,0,
4393,2961,,,,,6,9,0.56%,0,
4394,2961,,,,,7,9,0.80%,0,
4395,2961,,,,,8,9,1.04%,0,
4396,2961,,,,,9,9,1.36%,0,
4397,2961,,,,,10,9,1.68%,0,
4398,2961,,,,,11,9,2%,0,
4399,2961,,,,,12,9,2.40%,0,
4400,2961,,,,,13,9,2.80%,0,
4401,2961,,,,,14,9,3.20%,0,
4402,2961,,,,,15,9,3.60%,0,
4403,2961,,,,,16,9,4.00%,0,
4404,2961,,,,,17,9,4.50%,0,
4405,2961,,,,,18,9,5.00%,0,
4406,2971,,,,,1,0,0%,0,
4407,2971,,,,,2,0,0%,0,
4408,2971,,,,,3,0,0%,0,
4409,2971,,,,,4,0,0%,0,
4410,2971,,,,,5,0,0%,0,
4411,2971,,,,,6,0,0%,0,
4412,2971,,,,,7,0,0%,0,
4413,2971,,,,,8,0,0%,0,
4414,2971,,,,,9,0,0%,0,
4415,2971,,,,,10,0,0%,0,
4416,2971,,,,,11,0,0%,0,
4417,2971,,,,,12,0,0%,0,
4418,2981,,,,,1,0,0%,0,
4419,2981,,,,,2,0,0%,0,
4420,2981,,,,,3,0,0%,0,
4421,2981,,,,,4,0,0%,0,
4422,2981,,,,,5,0,0%,0,
4423,2981,,,,,6,0,0%,0,
4424,2981,,,,,7,0,0%,0,
4425,2981,,,,,8,0,0%,0,
4426,2981,,,,,9,0,0%,0,
4427,2981,,,,,10,0,0%,0,
4428,2981,,,,,11,0,0%,0,
4429,2981,,,,,12,0,0%,0,
4430,2991,,,,,1,10,0%,0,
4431,2991,,,,,2,10,0.08%,0,
4432,2991,,,,,3,10,0.16%,0,
4433,2991,,,,,4,10,0.24%,0,
4434,2991,,,,,5,10,0.40%,0,
4435,2991,,,,,6,10,0.56%,0,
4436,2991,,,,,7,10,0.80%,0,
4437,2991,,,,,8,10,1.04%,0,
4438,2991,,,,,9,10,1.36%,0,
4439,2991,,,,,10,10,1.68%,0,
4440,2991,,,,,11,10,2%,0,
4441,2991,,,,,12,10,2.40%,0,
4442,2991,,,,,13,10,3%,0,
4443,2991,,,,,14,10,3.20%,0,
4444,2991,,,,,15,10,4%,0,
4445,2991,,,,,16,10,4.00%,0,
4446,2991,,,,,17,10,4%,0,
4447,2991,,,,,18,10,4.80%,0,
4448,3001,,,,,1,1,0%,0,
4449,3001,,,,,2,1,0%,0,
4450,3001,,,,,3,1,0.07%,0,
4451,3001,,,,,4,1,0.18%,0,
4452,3001,,,,,5,1,0.28%,0,
4453,3001,,,,,6,1,0.49%,0,
4454,3001,,,,,7,1,0.70%,0,
4455,3001,,,,,8,1,0.91%,0,
4456,3001,,,,,9,1,1.23%,0,
4457,3001,,,,,10,1,1.54%,0,
4458,3001,,,,,11,1,1.86%,0,
4459,3001,,,,,12,1,2.28%,0,
4460,3001,,,,,13,1,2.70%,0,
4461,3001,,,,,14,1,3.12%,0,
4462,3001,,,,,15,1,3.54%,0,
4463,3001,,,,,16,1,3.96%,0,
4464,3001,,,,,17,1,4.38%,0,
4465,3001,,,,,18,1,4.80%,0,
4466,3011,,,,,1,1,0%,0,
4467,3011,,,,,2,1,0.06%,0,
4468,3011,,,,,3,1,0.11%,0,
4469,3011,,,,,4,1,0.17%,0,
4470,3011,,,,,5,1,0.28%,0,
4471,3011,,,,,6,1,0.39%,0,
4472,3011,,,,,7,1,0.56%,0,
4473,3011,,,,,8,1,0.73%,0,
4474,3011,,,,,9,1,0.95%,0,
4475,3011,,,,,10,1,1.18%,0,
4476,3011,,,,,11,1,1.40%,0,
4477,3011,,,,,12,1,1.68%,0,
4478,3011,,,,,13,1,2.00%,0,
4479,3011,,,,,14,1,2.40%,0,
4480,3011,,,,,15,1,2.80%,0,
4481,3011,,,,,16,1,3.20%,0,
4482,3011,,,,,17,1,3.80%,0,
4483,3011,,,,,18,1,4.20%,0,
4484,3021,,,,,1,10,0%,0,
4485,3021,,,,,2,10,0%,0,
4486,3021,,,,,3,10,0.10%,0,
4487,3021,,,,,4,10,0.25%,0,
4488,3021,,,,,5,10,0.40%,0,
4489,3021,,,,,6,10,0.70%,0,
4490,3021,,,,,7,10,1%,0,
4491,3021,,,,,8,10,1.30%,0,
4492,3021,,,,,9,10,1.75%,0,
4493,3021,,,,,10,10,2.20%,0,
4494,3021,,,,,11,10,2.65%,0,
4495,3021,,,,,12,10,3.25%,0,
4496,3021,,,,,13,10,3.85%,0,
4497,3021,,,,,14,10,4.45%,0,
4498,3021,,,,,15,10,5.05%,0,
4499,3021,,,,,16,10,5.65%,0,
4500,3021,,,,,17,10,6.25%,0,
4501,3021,,,,,18,10,6.85%,0,
4502,3031,,,,,1,0,0%,0,
4503,3031,,,,,2,0,0%,0,
4504,3031,,,,,3,0,0%,0,
4505,3031,,,,,4,0,0%,0,
4506,3031,,,,,5,0,0%,0,
4507,3031,,,,,6,0,0%,0,
4508,3031,,,,,7,0,0%,0,
4509,3031,,,,,8,0,0%,0,
4510,3031,,,,,9,0,0%,0,
4511,3031,,,,,10,0,0%,0,
4512,3031,,,,,11,0,0%,0,
4513,3031,,,,,12,0,0%,0,
4514,3041,,,,,1,0,0%,0,
4515,3041,,,,,2,0,0%,0,
4516,3041,,,,,3,0,0%,0,
4517,3041,,,,,4,0,0%,0,
4518,3041,,,,,5,0,0%,0,
4519,3041,,,,,6,0,0%,0,
4520,3041,,,,,7,0,0%,0,
4521,3041,,,,,8,0,0%,0,
4522,3041,,,,,9,0,0%,0,
4523,3041,,,,,10,0,0%,0,
4524,3041,,,,,11,0,0%,0,
4525,3041,,,,,12,0,0%,0,
4526,3051,,,,,1,0,0%,0,
4527,3051,,,,,2,0,0%,0,
4528,3051,,,,,3,0,0%,0,
4529,3051,,,,,4,0,0%,0,
4530,3051,,,,,5,0,0%,0,
4531,3051,,,,,6,0,0%,0,
4532,3051,,,,,7,0,0%,0,
4533,3051,,,,,8,0,0%,0,
4534,3051,,,,,9,0,0%,0,
4535,3051,,,,,10,0,0%,0,
4536,3051,,,,,11,0,0%,0,
4537,3051,,,,,12,0,0%,0,
4538,3061,,,,,1,0,0%,0,
4539,3061,,,,,2,0,0%,0,
4540,3061,,,,,3,0,0%,0,
4541,3061,,,,,4,0,0%,0,
4542,3061,,,,,5,0,0%,0,
4543,3061,,,,,6,0,0%,0,
4544,3061,,,,,7,0,0%,0,
4545,3061,,,,,8,0,0%,0,
4546,3061,,,,,9,0,0%,0,
4547,3061,,,,,10,0,0%,0,
4548,3061,,,,,11,0,0%,0,
4549,3061,,,,,12,0,0%,0,
4550,3071,,,,,1,0,0%,0,
4551,3071,,,,,2,0,0%,0,
4552,3071,,,,,3,0,0%,0,
4553,3071,,,,,4,0,0%,0,
4554,3071,,,,,5,0,0%,0,
4555,3071,,,,,6,0,0%,0,
4556,3071,,,,,7,0,0%,0,
4557,3071,,,,,8,0,0%,0,
4558,3071,,,,,9,0,0%,0,
4559,3071,,,,,10,0,0%,0,
4560,3071,,,,,11,0,0%,0,
4561,3071,,,,,12,0,0%,0,
4562,3081,,,,,1,0,0%,0,
4563,3081,,,,,2,0,0%,0,
4564,3081,,,,,3,0,0%,0,
4565,3081,,,,,4,0,0%,0,
4566,3081,,,,,5,0,0%,0,
4567,3081,,,,,6,0,0%,0,
4568,3081,,,,,7,0,0%,0,
4569,3081,,,,,8,0,0%,0,
4570,3081,,,,,9,0,0%,0,
4571,3081,,,,,10,0,0%,0,
4572,3081,,,,,11,0,0%,0,
4573,3081,,,,,12,0,0%,0,
4574,3091,,,,,1,0,0%,0,
4575,3091,,,,,2,0,0%,0,
4576,3091,,,,,3,0,0%,0,
4577,3091,,,,,4,0,0%,0,
4578,3091,,,,,5,0,0%,0,
4579,3091,,,,,6,0,0%,0,
4580,3091,,,,,7,0,0%,0,
4581,3091,,,,,8,0,0%,0,
4582,3091,,,,,9,0,0%,0,
4583,3091,,,,,10,0,0%,0,
4584,3091,,,,,11,0,0%,0,
4585,3091,,,,,12,0,0%,0,
4586,3101,,,,,1,0,0%,0,
