变量名,scene_id,_name,round,monsters,bossMark,showInfo,posAdjust,bossLifeCount,rebornSeq,hpC,speedC,damageC,specialDamageC,defenceC,specialDefenceC,bkCsv,storys,winStories,failStories,storyNames,storyNames_tw,storyNames_en,weatherTypeId
80326,80044,,2,<>,,FALSE,,,,1,1,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
80327,80044,,3,<>,,FALSE,,,,1,1,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
80328,80044,,4,<>,,FALSE,,,,1,1,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
80329,80044,,5,<>,,FALSE,,,,1,1,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
80330,80044,,6,<>,,FALSE,,,,1,1,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
80331,80044,,7,<>,,FALSE,,,,1,1,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
80332,80044,,8,<>,,FALSE,,,,1,1,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
80333,80044,,9,<>,,FALSE,,,,1,1,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
80334,80044,,10,<>,,FALSE,,,,1,1,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
80335,80044,,11,<>,,FALSE,,,,1,1,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
80336,80044,,12,<>,,FALSE,,,,1,1,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
80337,80045,,1,<>,,FALSE,,,,1,1,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
80338,80045,,2,<>,,FALSE,,,,1,1,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
80339,80045,,3,<>,,FALSE,,,,1,1,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
80340,80045,,4,<>,,FALSE,,,,1,1,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
80341,80045,,5,<>,,FALSE,,,,1,1,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
80342,80045,,6,<>,,FALSE,,,,1,1,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
80343,80045,,7,<>,,FALSE,,,,1,1,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
80344,80045,,8,<>,,FALSE,,,,1,1,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
80345,80045,,9,<>,,FALSE,,,,1,1,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
80346,80045,,10,<>,,FALSE,,,,1,1,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
80347,80045,,11,<>,,FALSE,,,,1,1,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
80348,80045,,12,<>,,FALSE,,,,1,1,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
80349,80046,,1,<>,,FALSE,,,,1,1,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
80350,80046,,2,<>,,FALSE,,,,1,1,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
80351,80046,,3,<>,,FALSE,,,,1,1,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
80352,80046,,4,<>,,FALSE,,,,1,1,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
80353,80046,,5,<>,,FALSE,,,,1,1,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
80354,80046,,6,<>,,FALSE,,,,1,1,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
80355,80046,,7,<>,,FALSE,,,,1,1,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
80356,80046,,8,<>,,FALSE,,,,1,1,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
80357,80046,,9,<>,,FALSE,,,,1,1,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
80358,80046,,10,<>,,FALSE,,,,1,1,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
80359,80046,,11,<>,,FALSE,,,,1,1,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
80360,80046,,12,<>,,FALSE,,,,1,1,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
80361,80051,,1,<291314;291503;291253;292233;300511;291911>,,FALSE,,,,1,1,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
80362,80051,,2,<>,,FALSE,,,,1,1,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
80363,80051,,3,<>,,FALSE,,,,1,1,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
80364,80051,,4,<>,,FALSE,,,,1,1,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
80365,80051,,5,<>,,FALSE,,,,1,1,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
80366,80051,,6,<>,,FALSE,,,,1,1,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
80367,80051,,7,<>,,FALSE,,,,1,1,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
80368,80051,,8,<>,,FALSE,,,,1,1,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
80369,80051,,9,<>,,FALSE,,,,1,1,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
80370,80051,,10,<>,,FALSE,,,,1,1,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
80371,80051,,11,<>,,FALSE,,,,1,1,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
80372,80051,,12,<>,,FALSE,,,,1,1,1,1,1,1,stage/s.csv,<>,<>,<>,<>,<>,<>,
80373,80101,,1,<290551;293471;290691;290541;301011;290541>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80374,80101,,2,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80375,80101,,3,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80376,80101,,4,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80377,80101,,5,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80378,80101,,6,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80379,80101,,7,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80380,80101,,8,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80381,80101,,9,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80382,80101,,10,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80383,80101,,11,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80384,80101,,12,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80385,80102,,1,<292871;293011;291861;292301;301021;291851>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80386,80102,,2,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80387,80102,,3,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80388,80102,,4,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80389,80102,,5,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80390,80102,,6,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80391,80102,,7,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80392,80102,,8,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80393,80102,,9,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80394,80102,,10,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80395,80102,,11,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80396,80102,,12,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80397,80103,,1,<0;290552;291352;291081;301031;292031>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80398,80103,,2,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80399,80103,,3,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80400,80103,,4,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80401,80103,,5,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80402,80103,,6,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80403,80103,,7,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80404,80103,,8,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80405,80103,,9,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80406,80103,,10,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80407,80103,,11,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80408,80103,,12,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80409,80104,,1,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80410,80104,,2,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80411,80104,,3,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80412,80104,,4,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80413,80104,,5,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80414,80104,,6,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80415,80104,,7,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80416,80104,,8,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80417,80104,,9,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80418,80104,,10,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80419,80104,,11,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80420,80104,,12,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80421,80105,,1,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80422,80105,,2,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80423,80105,,3,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80424,80105,,4,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80425,80105,,5,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80426,80105,,6,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80427,80105,,7,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80428,80105,,8,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80429,80105,,9,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80430,80105,,10,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80431,80105,,11,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80432,80105,,12,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80433,80106,,1,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80434,80106,,2,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80435,80106,,3,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80436,80106,,4,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80437,80106,,5,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80438,80106,,6,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80439,80106,,7,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80440,80106,,8,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80441,80106,,9,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80442,80106,,10,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80443,80106,,11,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80444,80106,,12,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80445,80111,,1,<290021;293301;290801;0;301111;292031>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80446,80111,,2,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80447,80111,,3,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80448,80111,,4,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80449,80111,,5,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80450,80111,,6,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80451,80111,,7,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80452,80111,,8,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80453,80111,,9,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80454,80111,,10,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80455,80111,,11,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80456,80111,,12,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80457,80112,,1,<292921;291353;292922;292923;301121;292924>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80458,80112,,2,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80459,80112,,3,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80460,80112,,4,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80461,80112,,5,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80462,80112,,6,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80463,80112,,7,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80464,80112,,8,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80465,80112,,9,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80466,80112,,10,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80467,80112,,11,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80468,80112,,12,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80469,80113,,1,<0;0;0;0;301131;0>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80470,80113,,2,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80471,80113,,3,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80472,80113,,4,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80473,80113,,5,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80474,80113,,6,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80475,80113,,7,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80476,80113,,8,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80477,80113,,9,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80478,80113,,10,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80479,80113,,11,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80480,80113,,12,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80481,80114,,1,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80482,80114,,2,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80483,80114,,3,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80484,80114,,4,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80485,80114,,5,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80486,80114,,6,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80487,80114,,7,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80488,80114,,8,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80489,80114,,9,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80490,80114,,10,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80491,80114,,11,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80492,80114,,12,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80493,80115,,1,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80494,80115,,2,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80495,80115,,3,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80496,80115,,4,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80497,80115,,5,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80498,80115,,6,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80499,80115,,7,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80500,80115,,8,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80501,80115,,9,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80502,80115,,10,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80503,80115,,11,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80504,80115,,12,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80505,80116,,1,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80506,80116,,2,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80507,80116,,3,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80508,80116,,4,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80509,80116,,5,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80510,80116,,6,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80511,80116,,7,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80512,80116,,8,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80513,80116,,9,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80514,80116,,10,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80515,80116,,11,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80516,80116,,12,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80517,80121,,1,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80518,80121,,2,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80519,80121,,3,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80520,80121,,4,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80521,80121,,5,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80522,80121,,6,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80523,80121,,7,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80524,80121,,8,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80525,80121,,9,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80526,80121,,10,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80527,80121,,11,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80528,80121,,12,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80529,80122,,1,<292871;292871;292871;292872;301221;292872>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80530,80122,,2,<291861;291862;291863;0;301222;0>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80531,80122,,3,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80532,80122,,4,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80533,80122,,5,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80534,80122,,6,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80535,80122,,7,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80536,80122,,8,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80537,80122,,9,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80538,80122,,10,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80539,80122,,11,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80540,80122,,12,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80541,80123,,1,<0;0;0;291851;301231;291851>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80542,80123,,2,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80543,80123,,3,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80544,80123,,4,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80545,80123,,5,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80546,80123,,6,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80547,80123,,7,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80548,80123,,8,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80549,80123,,9,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
80550,80123,,10,<>,,FALSE,,,,1,1,1,1,1,1,stage/qf.csv,<>,<>,<>,<>,<>,<>,
